# 2025-02-03 全池(1091 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1305 華夏|塑膠工業|-27 -22 -4|58 67 -23 -31|1.2 14|5 -0 0 22 -1
1307 三芳|塑膠工業|7 6 -1|81 81 -6 27|0.5 52|18 8 -12 -3 14
1308 亞聚|塑膠工業|-12 -7 2|64 72 -13 -25|0.5 11|4 -5 0 -6 -4
1309 台達化|塑膠工業|13 17 -7|61 61 -27 -28|0.8 14|3 -4 0 -5 9
1312 國喬|塑膠工業|16 2 -4|72 76 -9 -23|1.0 31|9 -4 0 3 9
1316 上曜|建材營造|278 226 98|53 61 -5 -33|0.6 50|3 -6 0 4 66
1319 東陽|汽車工業|5 6 -3|86 92 3 17|0.9 306|15 14 -12 -5 -19
1321 大洋|塑膠工業|9 2 4|82 82 4 -3|1.6 7|7 4 0 5 3
1325 恆大|塑膠工業|-43 -22 -1|85 92 30 27|1.9 143|1 0 0 70 0
1326 台化|塑膠工業|-5 -7 -13|46 56 -29 -44|1.3 430|33 -9 0 21 48
1342 八貫|其他|25 2 2|76 100 10 10|0.7 19|29 12 0 -11 -8
1402 遠東新|紡織纖維|9 6 1|79 79 -19 -9|0.4 250|20 8 -33 -9 -93
1409 新纖|紡織纖維|40 24 6|84 88 -3 -10|1.0 20|13 -6 0 -2 9
1414 東和|紡織纖維|-14 -18 -12|96 96 11 8|1.1 14|2 2 0 10 16
1432 大魯閣|運動休閒|4 -2 0|87 100 13 20|0.9 7|3 14 0 na na
1434 福懋|紡織纖維|9 6 5|75 82 -6 -17|0.9 24|7 0 0 10 3
1436 華友聯|建材營造|5813 1904 202|63 67 -3 -28|0.4 21|4 -21 0 -5 28
1438 三地開發|建材營造|na na na|59 59 -9 -35|0.4 14|2 6 0 -36 60
1440 南紡|紡織纖維|-7 -9 1|68 74 -10 -23|0.5 7|7 -8 0 -2 6
1442 名軒|建材營造|-86 -63 -1263|100 100 31 31|0.8 212|10 -11 36 -58 18
1446 宏和|紡織纖維|-61 1477 -1469|67 69 -4 -25|0.2 23|4 -14 0 12 10
1449 佳和|紡織纖維|19 8 -9|67 67 -15 -3|0.1 44|6 2 0 -21 8
1464 得力|紡織纖維|25 30 7|96 96 4 30|0.9 23|5 6 0 20 8
1473 台南|紡織纖維|27 5 -12|63 87 -7 -9|1.2 12|6 6 0 -3 -4
1476 儒鴻|紡織纖維|28 13 -7|93 93 1 3|1.0 186|39 -4 -1 -40 21
1477 聚陽|紡織纖維|9 8 -2|78 81 4 -19|0.7 444|21 -28 16 -11 26
1503 士電|電機機械|23 19 9|52 73 -12 -26|0.8 148|32 10 -2 -14 -20
1504 東元|電機機械|-3 -5 2|93 99 12 12|0.5 197|9 -11 22 -21 27
1513 中興電|電機機械|17 19 3|65 81 -2 -19|0.9 509|14 -2 5 -5 1
1514 亞力|電機機械|-12 -23 -19|54 69 -13 -29|0.5 140|16 6 0 -13 -14
1515 力山|電機機械|-67 -64 -120|61 72 -9 -26|1.1 6|7 0 0 -1 -6
1519 華城|電機機械|36 27 -46|53 76 -2 -22|1.1 1550|20 6 -1 -26 -21
1522 堤維西|汽車工業|13 5 -0|90 92 8 -0|0.8 92|8 11 0 -9 -6
1524 耿鼎|汽車工業|41 21 8|90 90 6 20|0.4 113|5 0 -1 -0 5
1527 鑽全|電機機械|7 13 -2|86 86 -5 -0|0.8 10|11 -12 0 -11 10
1528 恩德|電機機械|-34 -7 -2|63 63 -34 5|0.1 26|8 9 0 -15 1
1532 勤美|電機機械|-58 -21 -48|57 70 -18 -28|0.8 35|14 -11 1 -11 21
1536 和大|汽車工業|-30 -23 -12|79 82 5 -12|0.2 293|6 -1 0 -26 -3
1537 廣隆|電機機械|19 19 -9|92 92 1 9|0.3 16|21 -17 -6 -8 -0
1540 喬福|電機機械|-70 -60 -76|62 62 -28 1|0.2 29|3 5 -3 -17 -5
1558 伸興|電機機械|4 8 -2|89 89 -2 8|0.6 12|7 3 0 6 3
1560 中砂|電機機械|23 15 5|73 73 -15 -12|1.0 598|22 4 -3 -2 -7
1563 巧新|汽車工業|-19 -13 na|na 86 5 -12|0.5 36|1 -3 0 5 105
1565 精華|生技醫療|10 8 4|79 79 -11 12|0.3 28|18 -6 0 -12 -5
1569 濱川|電腦及週|32 6 20|78 78 40 101|0.7 233|3 -4 0 12 57
1580 新麥|電機機械|18 15 7|98 98 7 4|1.5 6|6 11 0 15 1
1582 信錦|電子零組|23 1 -9|81 81 -4 -3|1.2 40|15 11 2 -3 -12
1584 精剛|其他|-9 -18 -25|63 63 -19 -22|0.4 28|2 -2 0 -11 -2
1587 吉茂|汽車工業|32 17 14|44 63 -15 -32|0.3 11|22 3 0 -7 -7
1589 永冠-KY|電機機械|7 1 15|58 81 -7 -15|0.7 9|6 12 0 -10 -14
1590 亞德客-KY|電機機械|14 4 -2|71 85 -4 3|1.0 448|74 2 1 -27 -43
1591 駿吉-KY|電機機械|530 190 -114|71 96 34 1|1.1 22|4 8 0 -28 -5
1595 川寶|半導體業|23 4 32|55 55 -38 16|0.2 29|1 2 0 -18 -27
1597 直得|電機機械|-11 10 11|75 75 -3 1|0.5 524|7 -1 0 -7 -21
1598 岱宇|運動休閒|15 -0 6|92 100 14 2|2.5 9|5 1 0 29 13
1605 華新|電器電纜|-1 7 12|60 66 -22 -32|0.6 422|20 3 -11 -12 -31
1608 華榮|電器電纜|29 8 -10|56 68 -15 -30|0.7 21|4 14 0 -11 -11
1609 大亞|電器電纜|-5 12 -3|64 72 -11 -24|0.6 109|13 9 0 -8 -19
1611 中電|電器電纜|-21 -22 -8|69 76 -10 -23|0.2 5|11 -0 0 -10 -9
1612 宏泰|電器電纜|-43 8 -1|69 84 -8 -13|0.5 15|14 -28 -1 -7 29
1616 億泰|電器電纜|-2 4 -9|63 75 -25 -20|0.4 6|3 2 0 -6 18
1618 合機|電器電纜|144 33 9|69 88 8 -6|0.7 76|2 -2 0 50 5
1702 南僑|食品工業|8 7 2|79 83 -8 -15|0.9 30|14 -7 -25 -17 -12
1707 葡萄王|生技醫療|-0 -1 -7|95 95 -0 5|0.7 20|16 -9 -0 -31 -14
1708 東鹼|化學工業|-1 16 6|85 85 -6 5|0.3 25|17 -11 1 -9 -11
1709 和益|化學工業|-6 -1 -11|78 80 -11 -14|0.8 6|3 -6 0 -4 0
1710 東聯|化學工業|19 9 -5|74 77 -18 -19|0.9 12|8 -7 0 -19 1
1711 永光|化學工業|12 5 0|74 74 -15 -4|0.5 27|8 16 0 2 -20
1712 興農|化學工業|-4 -3 -3|94 94 8 -2|0.7 12|16 -9 -1 -7 -3
1717 長興|化學工業|10 5 -1|81 81 -9 -7|0.7 25|15 -23 1 1 35
1720 生達|生技醫療|7 5 -4|81 84 -3 -14|0.5 9|4 -14 0 5 -0
1721 三晃|化學工業|2 -13 -22|57 57 -30 -5|0.4 18|10 7 0 -13 -3
1722 台肥|化學工業|3 3 12|79 83 -9 -16|0.7 102|11 16 -30 6 -30
1723 中碳|化學工業|-11 -5 1|74 89 -5 -8|0.6 15|8 -0 0 -14 0
1727 中華化|化學工業|0 19 -2|65 65 -25 -13|0.8 15|6 0 -8 -14 2
1732 毛寶|化學工業|17 8 1|85 87 2 4|1.4 53|1 -1 0 -20 30
1734 杏輝|生技醫療|18 14 7|82 83 0 -17|0.6 6|4 -14 0 -9 11
1736 喬山|運動休閒|37 36 13|93 93 18 59|0.9 150|10 -1 -1 10 -15
1760 寶齡富錦|生技醫療|14 0 -11|77 90 1 -8|1.4 14|12 3 0 -10 1
1773 勝一|化學工業|9 13 1|80 82 -12 -2|0.5 30|7 7 -13 -5 -19
1783 和康生|生技醫療|47 39 28|97 97 20 18|0.9 15|8 14 0 -20 -7
1784 訊聯|生技醫療|24 16 6|56 75 -9 -20|0.4 15|4 13 0 -6 -16
1785 光洋科|其他電子|35 35 3|79 84 -6 -7|0.4 279|14 -4 0 -5 28
1786 科妍|生技醫療|15 27 -5|90 90 20 14|1.4 152|6 1 0 75 35
1789 神隆|生技醫療|5 -12 -23|76 85 -7 -14|0.9 8|5 -5 0 -11 -3
1795 美時|生技醫療|7 36 24|77 89 2 -0|0.7 284|57 -5 -2 -5 -15
1799 易威|生技醫療|1 188 17|27 27 -36 -62|0.4 19|15 -6 0 na na
1802 台玻|玻璃陶瓷|2 -4 2|80 80 -15 -4|0.8 96|6 -10 5 6 1
1808 潤隆|建材營造|-94 -97 -601|28 28 -24 -70|0.6 41|8 -1 -2 -4 -30
1809 中釉|玻璃陶瓷|15 3 -1|55 79 -8 -19|0.3 7|3 11 0 -6 -7
1810 和成|玻璃陶瓷|7 3 2|74 83 -9 -10|0.9 14|4 -21 34 -4 32
1815 富喬|電子零組|131 85 48|97 97 36 27|0.7 646|9 2 0 10 -8
1903 士紙|造紙工業|-8 -5 3|73 83 -8 -16|1.3 7|12 -12 0 -10 5
1904 正隆|造紙工業|21 5 -2|65 72 -20 -27|0.4 14|9 -5 0 -16 -6
1905 華紙|造紙工業|1 -7 -7|67 74 -14 -21|1.0 13|4 22 0 -22 -13
1907 永豐餘|造紙工業|11 5 -2|89 89 -3 -1|0.6 18|13 -19 -1 -2 -0
1909 榮成|造紙工業|1 5 2|70 75 -17 -20|0.8 12|11 -15 0 -7 15
2002 中鋼|鋼鐵工業|1 -2 -2|78 84 -12 -14|1.7 535|14 -10 1 -6 11
2006 東和鋼鐵|鋼鐵工業|-5 -10 -9|85 85 -7 -6|1.0 82|15 -11 -11 4 3
2009 第一銅|鋼鐵工業|8 10 -10|61 75 -9 -19|1.4 21|3 12 0 -4 -15
2010 春源|鋼鐵工業|15 21 7|79 93 -2 -3|0.5 7|7 -12 0 -11 -3
2014 中鴻|鋼鐵工業|-30 -29 -10|79 85 -5 -9|1.5 55|4 3 0 -1 -1
2015 豐興|鋼鐵工業|7 -4 -4|78 78 -19 -15|0.7 27|12 14 -43 -4 -21
2020 美亞|鋼鐵工業|-35 -18 3|71 93 2 -3|0.7 7|3 -5 0 4 8
2023 燁輝|鋼鐵工業|4 -4 -6|97 97 6 5|1.4 26|6 7 0 -9 7
2025 千興|鋼鐵工業|24 99 na|77 82 -4 -17|1.3 6|1 -2 0 na na
2027 大成鋼|鋼鐵工業|4 -2 8|96 97 13 -2|2.1 232|18 7 4 27 -16
2030 彰源|鋼鐵工業|8 -0 2|85 86 -10 -3|2.1 6|3 5 -20 8 11
2031 新光鋼|鋼鐵工業|20 0 6|68 77 -16 -21|1.0 24|12 1 -4 -2 5
2033 佳大|鋼鐵工業|-5 3 3|82 82 -13 43|0.7 8|3 10 -8 15 90
2034 允強|鋼鐵工業|28 20 23|78 81 -7 -16|0.6 13|6 -3 0 -23 -8
2038 海光|鋼鐵工業|26 3 -3|74 83 -10 -15|2.6 6|2 -2 -5 8 15
2049 上銀|電機機械|12 11 11|87 87 22 43|0.9 2622|30 2 1 -17 -32
2059 川湖|電子零組|76 66 -11|86 86 11 25|0.7 1322|20 2 1 -7 2
2062 橋椿|居家生活|-11 -19 -26|76 76 -8 -2|0.2 28|11 -3 -3 -14 4
2066 世德|電機機械|-18 -6 -5|63 71 -18 -28|2.2 22|11 -3 2 1 0
2070 精湛|電機機械|-49 -3 -26|54 54 -28 0|0.1 26|2 3 0 -20 9
2101 南港|橡膠工業|5 5 -82|71 84 -6 -14|0.5 75|8 -8 0 -2 4
2102 泰豐|橡膠工業|-6 82 74|74 74 -18 -20|0.5 7|6 -15 0 -2 7
2103 台橡|橡膠工業|28 22 3|79 79 -18 -11|0.5 18|26 -21 0 -16 14
2104 國際中橡|橡膠工業|-8 -11 -12|64 71 -19 -28|1.4 16|11 2 0 9 -8
2105 正新|橡膠工業|6 1 -1|85 94 11 5|0.6 159|14 -13 1 -16 5
2106 建大|橡膠工業|1 -6 -6|76 81 -11 -17|0.4 10|9 -7 0 -6 -6
2108 南帝|橡膠工業|33 42 14|72 80 -6 -18|0.5 9|7 -5 0 19 2
2201 裕隆|汽車工業|-6 -10 -15|66 82 -15 -17|1.3 164|7 18 -8 -16 -10
2204 中華|汽車工業|-27 -35 -39|56 89 19 -15|0.3 191|19 -6 13 -5 9
2206 三陽工業|汽車工業|10 -3 -5|84 92 2 -7|0.4 56|10 0 24 1 -0
2207 和泰車|汽車工業|-0 2 0|86 86 -5 -5|0.9 141|23 -19 1 18 10
2208 台船|航運業|-29 -30 2|74 78 -14 -11|0.7 18|5 -3 -0 na 2
2211 長榮鋼|鋼鐵工業|35 84 56|57 71 -13 -27|0.4 219|9 15 -34 -8 -72
2228 劍麟|汽車工業|-7 -1 -6|75 75 -15 -3|0.4 15|8 5 0 -15 -16
2230 泰茂|居家生活|312 310 120|62 68 -31 -30|1.5 71|3 -0 0 -3 -0
2231 為升|汽車工業|7 43 34|74 85 4 -11|0.6 58|6 -11 3 -25 25
2233 宇隆|汽車工業|3 3 -7|76 76 30 71|0.4 802|13 3 -0 -33 -31
2236 百達-KY|汽車工業|81 15 13|81 81 -8 8|0.2 24|63 -5 0 -3 -7
2241 艾姆勒|汽車工業|-5 -30 -12|54 79 -10 -15|1.0 9|8 5 0 3 -2
2247 汎德永業|汽車工業|25 37 23|89 99 2 0|0.5 9|5 5 -5 -5 1
2250 IKKA-KY|汽車工業|-8 -8 -10|86 86 37 43|3.0 226|6 -1 0 14 4
2254 巨鎧精密-創|汽車工業|335 97 16|82 82 1 -11|2.3 28|25 2 0 -5 0
2258 鴻華先進-創|汽車工業|85 263 -726|96 99 13 6|1.9 45|0 -4 0 na na
2301 光寶科|電腦及週|9 4 11|91 99 4 11|1.1 574|27 17 -2 -21 -39
2302 麗正|半導體業|44 45 36|86 86 -4 -1|0.3 7|2 1 0 -5 -12
2303 聯電|半導體業|12 10 5|70 72 -16 -20|1.3 1827|25 -14 2 -7 3
2305 全友|電腦及週|8 15 -20|45 57 -29 -41|0.8 7|2 -1 0 -10 4
2308 台達電|電子零組|22 14 9|91 91 -2 -4|1.3 3147|67 6 3 20 -2
2312 金寶|其他電子|17 11 7|73 73 -2 4|0.2 366|16 -6 0 -8 -6
2313 華通|電子零組|10 -1 -11|73 80 5 -15|0.5 691|16 6 -1 -11 -25
2314 台揚|通信網路|12 -7 35|89 89 23 17|0.6 126|1 -5 0 na na
2316 楠梓電|電子零組|2 8 13|81 88 -6 -5|1.0 33|29 2 0 -4 1
2317 鴻海|其他電子|42 18 5|73 75 -21 -16|1.1 7937|36 -23 -2 1 29
2324 仁寶|電腦及週|-8 -5 -1|92 95 3 18|0.5 461|44 10 -20 -18 -12
2327 國巨*|電子零組|6 10 -3|65 66 -12 -34|0.6 968|51 -7 1 -2 77
2328 廣宇|電子零組|-8 -12 3|91 91 11 16|0.5 245|14 -2 1 -21 14
2329 華泰|半導體業|-6 -13 -13|40 66 -19 -32|0.4 43|8 16 -0 -6 -14
2330 台積電|半導體業|58 40 6|94 94 3 16|1.4 38377|74 -2 0 -5 4
2331 精英|電腦及週|9 -1 9|58 73 -9 -24|0.5 20|9 8 0 -10 -2
2332 友訊|通信網路|2 -7 2|85 85 20 26|0.4 306|17 1 0 -22 18
2337 旺宏|半導體業|-1 2 7|62 63 -26 -36|0.9 138|13 -12 0 -11 9
2338 光罩|半導體業|1 2 -4|58 67 -14 -32|0.6 27|6 14 0 -8 -8
2340 台亞|半導體業|16 10 1|58 66 -25 -30|0.6 21|11 3 0 -16 -1
2342 茂矽|半導體業|97 75 45|83 83 -10 -8|0.3 9|8 -10 0 -5 -5
2344 華邦電|半導體業|-2 -3 -12|49 59 -26 -38|0.7 243|13 -9 -0 -14 43
2345 智邦|通信網路|96 77 47|92 92 29 41|0.9 3323|63 9 -2 -33 -59
2347 聯強|電子通路|-2 1 -8|81 94 0 1|0.6 263|30 -12 13 -20 14
2348 海悅|其他|-85 131 6|48 56 20 -41|0.3 358|2 -1 3 -30 9
2349 錸德|光電業|-18 -21 -16|66 71 -10 -27|0.2 44|11 11 0 na na
2351 順德|半導體業|8 3 4|54 54 -27 -24|0.4 74|16 13 0 -10 -21
2352 佳世達|電腦及週|15 7 8|73 88 -6 -3|0.7 70|11 3 -1 -8 -16
2353 宏碁|電腦及週|4 5 -6|68 84 -5 -12|0.8 389|22 -19 15 -5 16
2354 鴻準|其他電子|382 209 179|78 78 3 16|0.2 1082|21 -2 0 -12 14
2355 敬鵬|電子零組|-9 -7 -5|69 78 -6 -19|0.5 42|16 -2 0 -16 20
2356 英業達|電腦及週|66 55 29|75 85 1 -4|0.5 934|14 4 1 -16 -16
2357 華碩|電腦及週|36 28 5|100 100 11 42|0.9 1785|50 2 1 5 3
2359 所羅門|其他電子|-42 7 18|76 76 -3 -5|0.4 1225|4 -3 0 -31 -5
2360 致茂|其他電子|31 21 5|74 74 -15 14|0.9 1221|65 16 -13 -23 52
2362 藍天|電腦及週|11 9 -2|79 79 -7 -13|0.6 42|10 19 0 -12 -24
2363 矽統|半導體業|838 1144 820|60 75 -17 -12|0.4 248|6 3 -0 -10 -5
2364 倫飛|電腦及週|47 17 -1|61 61 -13 -13|0.3 7|18 5 0 -4 -4
2365 昆盈|電腦及週|33 15 -14|67 69 -1 -20|0.4 265|2 -0 1 -11 6
2367 燿華|電子零組|39 24 0|73 80 2 -13|0.5 179|10 -7 0 -3 37
2368 金像電|電子零組|39 16 -15|78 88 10 -3|0.8 2138|17 1 1 -26 -23
2369 菱生|半導體業|-14 -12 -8|60 79 -12 -18|0.4 10|13 9 0 -2 -10
2371 大同|電機機械|-32 -15 -11|62 82 -4 -14|1.1 826|8 -8 0 39 56
2374 佳能|光電業|36 27 -0|80 80 20 15|0.4 1649|8 -2 0 -13 -6
2375 凱美|電子零組|11 8 -3|79 79 -0 -2|1.4 50|6 -5 0 -11 18
2376 技嘉|電腦及週|37 43 -63|63 77 -10 -7|0.6 1133|14 -11 2 -0 9
2377 微星|電腦及週|5 5 -4|100 100 8 19|1.2 680|24 5 12 51 -13
2379 瑞昱|半導體業|25 17 -4|90 93 9 7|0.9 1158|51 -5 15 2 21
2382 廣達|電腦及週|49 45 16|71 74 -20 -11|1.2 6014|23 -23 -2 8 34
2383 台光電|電子零組|49 44 -15|88 88 32 29|0.8 3387|36 10 0 -17 -45
2385 群光|電子零組|4 7 4|63 92 -3 0|0.7 308|27 -9 0 -13 -9
2387 精元|電腦及週|13 7 -3|92 94 8 12|0.5 24|20 -0 -2 -1 3
2388 威盛|半導體業|12 33 7|60 65 -24 -25|0.6 636|8 3 -0 -16 -3
2392 正崴|電子零組|16 12 2|75 77 10 -4|0.1 187|9 6 0 -8 -22
2393 億光|光電業|10 12 -6|96 96 -2 11|0.4 372|23 -23 31 -18 72
2395 研華|電腦及週|11 8 14|94 99 19 8|1.4 281|38 -15 12 3 64
2397 友通|電腦及週|52 38 60|75 80 -11 2|0.2 13|25 4 0 -9 -12
2399 映泰|電腦及週|4 -30 -18|58 58 -30 7|0.3 64|9 11 -3 -12 -5
2401 凌陽|半導體業|19 10 -6|74 85 -4 -12|0.6 57|14 -17 4 -9 77
2402 毅嘉|電子零組|14 15 3|79 79 -11 -9|0.4 39|9 15 0 -9 -20
2404 漢唐|其他電子|-13 -30 -3|96 96 43 45|1.3 1009|25 -2 5 25 -62
2405 輔信|電腦及週|-13 -7 -5|69 82 -5 -16|0.2 42|4 -3 0 -8 -0
2406 國碩|光電業|-50 -12 -109|48 57 -27 -43|0.6 14|8 -5 0 -5 0
2408 南亞科|半導體業|-30 -24 -42|38 48 -34 -51|1.1 558|11 3 -0 -4 -3
2409 友達|光電業|12 9 -5|73 79 -18 -19|1.2 353|23 -16 -1 3 3
2412 中華電|通信網路|13 5 2|98 99 2 3|1.0 599|15 -20 4 20 31
2413 環科|電子零組|-0 -5 22|78 79 -14 0|0.1 10|3 -2 0 -12 3
2415 錩新|電子零組|-12 -19 -21|81 81 6 15|1.0 13|2 -4 0 -0 17
2417 圓剛|電腦及週|7 -4 -6|83 95 20 13|1.1 172|2 1 0 -1 1
2419 仲琦|通信網路|8 37 31|73 77 -12 -7|0.2 25|2 -3 0 -13 -2
2420 新巨|電子零組|20 8 2|77 77 -18 -2|1.2 22|8 -0 -7 -10 -10
2421 建準|電子零組|39 19 5|67 85 -7 -3|0.5 120|18 12 -0 -10 -1
2423 固緯|其他電子|-1 -7 1|96 99 2 6|1.0 7|6 5 0 37 -3
2425 承啟|電腦及週|40 10 19|65 65 -23 -0|0.3 27|8 1 0 -14 3
2426 鼎元|光電業|-9 -5 -11|81 81 -6 15|0.3 44|8 -5 0 -9 5
2427 三商電|資訊服務|31 15 -13|74 85 -6 -11|0.9 25|3 2 0 -4 0
2428 興勤|電子零組|28 14 8|89 90 -2 1|3.6 22|15 -10 0 1 5
2429 銘旺科|光電業|-24 14 47|65 76 5 -21|0.8 36|1 -5 0 77 331
2431 聯昌|電子零組|-30 -17 11|71 71 -19 9|0.1 13|6 1 0 52 -4
2436 偉詮電|半導體業|21 6 -3|76 79 -10 -2|1.0 41|6 6 -5 -3 1
2439 美律|通信網路|24 7 -16|75 76 -4 -12|0.4 121|18 8 -11 -5 -17
2441 超豐|半導體業|16 10 -2|99 100 6 4|1.1 70|12 -3 28 -16 58
2442 新美齊|建材營造|-61 -1 -328|66 66 9 -30|0.6 15|2 3 0 -19 -2
2444 兆勁|通信網路|-7 -17 5|86 86 18 13|0.2 17|5 4 0 na na
2449 京元電子|半導體業|19 15 4|73 73 -18 -2|0.7 1351|26 -5 -9 -0 18
2451 創見|半導體業|-1 -7 -4|65 83 -9 -13|0.3 80|8 -16 12 -28 -13
2453 凌群|資訊服務|9 6 -3|86 96 8 7|1.0 54|6 -0 1 -13 -8
2454 聯發科|半導體業|-5 7 -20|100 100 18 26|1.4 9702|60 7 2 3 0
2455 全新|通信網路|-16 -23 -63|79 88 12 3|0.8 725|29 2 2 0 -17
2457 飛宏|電子零組|35 4 14|56 78 -7 -18|0.6 46|9 13 0 -18 -28
2458 義隆|半導體業|1 -2 -9|88 95 0 11|0.4 212|25 -4 7 -3 -18
2464 盟立|其他電子|-3 4 18|77 81 -7 -7|0.3 493|4 -7 0 -10 -6
2465 麗臺|電腦及週|59 -3 -9|41 61 -24 -36|0.3 21|1 1 0 -11 -59
2466 冠西電|光電業|50 61 45|100 100 157 137|2.3 44|11 0 0 17 86
2467 志聖|電子零組|27 31 -8|76 76 -8 1|0.4 246|10 -4 -5 -4 -2
2468 華經|資訊服務|101 16 7|89 92 10 8|0.7 30|1 0 0 -12 1
2471 資通|資訊服務|0 9 3|88 88 8 3|0.4 23|4 1 0 -5 18
2472 立隆電|電子零組|13 17 0|90 90 24 13|6.0 119|13 5 2 23 35
2474 可成|其他電子|81 42 34|84 84 -13 -4|0.4 611|34 -26 11 -34 6
2476 鉅祥|電子零組|17 16 1|73 76 -5 -13|0.4 73|9 8 0 -0 -15
2477 美隆電|其他電子|23 10 -4|66 66 -34 -8|0.2 13|25 22 -12 -30 -5
2480 敦陽科|資訊服務|25 13 10|100 100 11 24|1.0 76|8 11 2 75 -18
2481 強茂|半導體業|2 -1 0|71 76 -19 -14|0.8 35|11 12 0 -20 -17
2485 兆赫|通信網路|-64 -69 -14|63 75 -16 -23|0.8 10|6 -1 0 -3 1
2486 一詮|光電業|0 5 -4|76 82 -14 -1|0.4 719|9 1 0 2 1
2488 漢平|其他電子|76 65 31|98 98 21 25|0.4 23|14 5 0 -16 0
2489 瑞軒|光電業|32 26 -15|67 73 -17 -29|0.6 43|11 5 0 -9 -17
2492 華新科|電子零組|7 3 -3|71 77 -12 -21|0.7 104|10 0 -1 -11 0
2493 揚博|電子零組|1 6 -3|78 78 -13 14|0.2 24|4 -4 -0 -8 -4
2495 普安|電腦及週|29 -0 2|78 78 -19 1|0.6 58|14 -2 -5 -9 -4
2497 怡利電|汽車工業|20 21 -1|64 64 -21 -0|0.3 26|10 -7 0 2 -6
2498 宏達電|通信網路|-38 -14 12|90 90 20 21|4.4 1346|16 4 0 14 5
2501 國建|建材營造|65 53 -17|57 71 -2 -24|0.6 27|8 3 0 -8 -22
2504 國產|建材營造|7 0 -4|78 78 -18 -16|0.3 147|11 1 -10 14 -31
2511 太子|建材營造|15 19 17|76 78 -1 -18|0.9 7|5 -18 0 0 -7
2515 中工|建材營造|64 42 16|59 68 -2 -30|0.8 70|13 -2 0 -3 -9
2516 新建|建材營造|71 22 8|100 100 52 35|2.6 39|6 8 0 na na
2520 冠德|建材營造|-9 16 -38|79 82 13 -15|0.5 114|23 -15 -1 7 10
2524 京城|建材營造|266 849 495|44 44 -22 -42|0.2 30|2 -5 0 1 -21
2527 宏璟|建材營造|-53 5603 4015|59 71 11 -26|0.3 7|43 -5 0 -11 -1
2528 皇普|建材營造|25266600 8422306 6307197|73 76 4 -19|0.6 20|2 -6 0 -20 13
2530 華建|建材營造|-39 15731 -27375|70 74 4 -29|0.8 19|4 -18 0 -1 6
2534 宏盛|建材營造|666 194 175|80 80 -8 -20|0.6 15|8 -9 0 -18 12
2535 達欣工|建材營造|-15 -15 -18|90 94 12 -6|0.9 12|7 3 0 -10 -5
2536 宏普|建材營造|-23 -53 -268|79 85 10 -13|0.7 6|9 7 0 -13 -16
2537 聯上發|建材營造|98171 32709 10450|45 49 -14 -50|0.7 13|7 6 0 -6 -21
2539 櫻花建|建材營造|-57 na na|65 65 7 -32|0.6 21|3 10 0 -4 -5
2540 愛山林|建材營造|17 52 -6|41 42 4 -55|0.7 123|2 -5 0 11 15
2542 興富發|建材營造|117 86 63|67 69 7 -31|0.4 147|12 -8 -2 2 -23
2543 皇昌|建材營造|-13 -8 -21|86 86 -8 34|1.6 588|3 -2 0 82 33
