# 2024-03 月中(2024-03-11,上月月報甫公佈)全池量化快照(1266 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
6134 萬旭|電子零組|-24 -21 1|79 95 12 9|2.0 10|22 0 0 34 -14
6136 富爾特|通信網路|5 -4 -7|95 95 17 31|0.9 16|7 2 0 12 23
6138 茂達|半導體業|41 58 46|86 86 1 35|0.7 603|13 2 -2 -10 -23
6139 亞翔|其他電子|74 123 50|97 97 31 86|0.7 1056|27 -2 0 18 -6
6140 訊達電腦|資訊服務|-57 4 13|77 77 89 101|0.2 88|3 1 0 -21 -46
6141 柏承|電子零組|20 75 63|91 91 26 19|2.1 40|2 -3 0 115 106
6142 友勁|通信網路|-82 -76 -41|68 92 -0 -7|1.6 6|2 2 0 na na
6143 振曜|通信網路|-29 -24 -30|87 87 -6 29|2.8 129|8 6 2 -10 -23
6146 耕興|其他電子|-9 -6 -1|90 90 -1 -7|2.4 106|38 -8 -0 25 69
6147 頎邦|半導體業|-6 -6 4|96 96 7 6|1.7 293|18 -13 9 16 33
6148 驊宏資|資訊服務|-71 -24 -164|61 76 -19 -12|0.5 12|2 4 0 -2 -20
6150 撼訊|電腦及週|-6 -3 -54|83 93 2 25|2.4 151|5 -0 0 21 -12
6152 百一|通信網路|-39 -44 -3|86 94 8 3|0.9 14|4 10 0 na na
6153 嘉聯益|電子零組|-38 -5 16|79 87 -7 -8|1.3 42|10 2 0 3 -6
6155 鈞寶|電子零組|-34 -23 6|89 89 -7 -1|0.3 7|7 -4 0 -3 10
6156 松上|電子零組|-33 -1 14|88 88 -11 14|1.4 30|9 6 0 2 -24
6158 禾昌|電子零組|4 17 17|77 77 -10 -19|1.2 9|3 -1 0 11 -31
6160 欣技|電腦及週|-24 -28 -27|55 82 -17 -20|4.0 9|3 -11 0 6 10
6161 捷波|電腦及週|-2 16 25|89 89 13 23|3.4 35|7 7 0 15 -39
6163 華電網|資訊服務|-69 -14 6|80 88 18 22|5.4 23|5 3 0 4 -11
6164 華興|光電業|-22 8 16|78 78 23 26|0.9 56|6 2 0 67 -10
6165 浪凡|數位雲端|6 0 7|90 90 48 22|1.8 155|6 2 0 43 -8
6166 凌華|電腦及週|-21 -14 -7|74 91 3 -3|1.2 41|12 -3 0 -1 48
6167 久正|光電業|-50 -32 -8|87 89 0 -5|0.9 25|5 -1 0 11 15
6168 宏齊|光電業|-26 -4 9|85 85 -5 3|0.6 59|9 7 0 10 -10
6170 統振|通信網路|25 25 16|86 90 0 -3|1.0 53|2 5 0 -12 -22
6173 信昌電|電子零組|-13 -1 2|82 82 -14 -11|1.0 23|2 -3 0 -9 4
6176 瑞儀|光電業|-0 9 21|99 99 28 32|2.7 276|34 -3 13 68 44
6177 達麗|建材營造|-90 2648 1199|99 99 -0 12|1.9 21|6 10 0 5 0
6179 亞通|其他|15 10 -15|92 92 18 19|1.6 150|3 -1 0 2 9
6180 橘子|文化創意|72 12 19|94 99 2 11|1.7 63|29 1 0 -12 32
6182 合晶|半導體業|-28 -30 -6|87 87 -6 -7|1.8 85|9 -5 -0 -4 13
6185 幃翔|電子零組|-47 -28 -20|63 92 -1 -6|0.8 9|2 -4 0 -4 14
6186 新潤|建材營造|2579 904 na|93 93 -7 13|1.1 32|2 -3 0 -23 73
6187 萬潤|半導體業|255 160 151|93 93 115 169|0.7 295|10 1 -0 46 -22
6188 廣明|電腦及週|-15 -14 -2|64 89 -0 -13|1.9 201|7 -4 -0 -8 42
6189 豐藝|電子通路|1 46 25|86 86 24 62|1.7 585|7 -5 -0 822 475
6190 萬泰科|通信網路|-6 5 24|87 98 11 1|5.9 23|1 2 0 -0 -16
6191 精成科|電子零組|-12 3 4|87 87 -9 4|1.3 188|15 -7 0 25 34
6192 巨路|其他電子|-14 11 4|96 96 12 11|1.1 21|20 8 0 53 -12
6194 育富|電子零組|-26 20 2|83 83 -13 3|1.1 26|4 3 0 -1 -10
6196 帆宣|其他電子|-23 12 3|95 95 18 12|1.1 420|6 0 0 -14 1
6197 佳必琪|電子零組|-5 39 17|91 91 18 51|5.6 238|12 2 0 80 -6
6198 瑞築|建材營造|5 na na|94 100 51 26|1.5 13|3 6 0 na na
6201 亞弘電|其他電子|-20 17 2|95 95 16 37|1.4 12|2 8 0 71 144
6202 盛群|半導體業|-60 -51 3|79 83 -14 -11|1.9 59|9 -8 -2 -6 6
6203 海韻電|電子零組|-59 -9 -44|79 86 -3 -15|2.1 38|3 -6 0 13 -1
6204 艾華|電子零組|-26 35 17|90 90 32 125|0.9 164|2 0 0 7 2
6205 詮欣|電子零組|-44 -30 5|91 94 23 29|1.4 135|3 3 -6 5 -7
6206 飛捷|電腦及週|20 22 42|100 100 10 11|2.5 19|12 20 -0 -12 -12
6207 雷科|電子零組|39 36 34|95 95 23 24|1.6 130|4 1 0 58 142
6208 日揚|半導體業|-3 -9 -10|90 90 18 18|2.1 31|2 1 0 789 48
6209 今國光|光電業|-41 -22 2|77 84 -6 -16|0.7 8|2 -1 0 6 -7
6213 聯茂|電子零組|-17 -2 5|86 89 -2 -8|1.1 405|16 -4 -0 18 37
6214 精誠|資訊服務|2 13 6|97 97 7 2|0.9 61|15 -3 0 -8 1
6215 和椿|其他電子|-19 4 35|91 96 15 15|1.5 14|7 8 0 -18 -4
6216 居易|通信網路|42 77 52|92 92 11 18|2.1 29|5 2 0 -14 -12
6217 中探針|電子零組|-31 -11 5|98 100 21 10|7.8 34|3 1 0 217 34
6218 豪勉|通信網路|29 12 -17|75 91 19 2|1.3 42|1 -0 0 -5 5
6219 富旺|建材營造|9477 3518 2117|94 94 56 50|0.7 71|7 -1 0 2 26
6220 岳豐|電子零組|16 11 16|83 83 -3 -7|1.1 6|2 -6 0 -7 2
6223 旺矽|半導體業|6 15 5|89 89 46 41|1.2 1139|25 1 0 -17 21
6224 聚鼎|電子零組|-23 -4 -1|85 95 -1 1|2.0 12|9 1 0 27 -7
6226 光鼎|光電業|-17 20 23|84 87 4 4|0.8 8|2 7 0 -9 -100
6227 茂綸|電子通路|-41 -15 -4|83 83 38 37|3.7 113|1 1 0 523 -3
6229 研通|半導體業|-43 17 36|79 79 22 29|0.8 39|3 1 0 -12 10
6230 尼得科超眾|電腦及週|-46 -40 -22|82 96 18 -3|1.7 18|89 0 0 1 17
6231 系微|資訊服務|7 16 15|85 85 40 86|0.7 660|14 -1 0 -12 10
6233 旺玖|半導體業|-9 -2 11|88 88 20 71|0.4 326|3 0 0 2 -2
6234 高僑|光電業|100 28 -22|71 81 -4 -16|2.2 6|12 0 0 14 -15
6235 華孚|電腦及週|8 20 -17|66 75 -1 -22|2.2 316|5 1 -0 -2 -3
6237 驊訊|半導體業|-30 -21 10|84 84 7 64|0.6 301|3 -0 0 -28 11
6239 力成|半導體業|13 16 24|99 99 45 63|1.6 1224|47 6 7 19 40
6243 迅杰|半導體業|-20 -5 -33|81 81 -2 34|0.2 180|1 -0 0 -22 -11
6244 茂迪|光電業|-52 -31 -4|66 90 -5 -5|1.3 45|13 -2 0 -2 9
6245 立端|通信網路|-27 -27 -6|78 82 -13 -2|1.3 244|11 -3 -3 -18 12
6248 沛波|鋼鐵工業|-40 30 6|99 99 18 20|2.2 35|5 5 0 -15 4
6257 矽格|半導體業|13 10 21|94 94 4 18|1.4 310|28 3 -3 15 37
6261 久元|半導體業|17 22 33|95 95 4 10|0.9 14|4 4 0 5 -27
6263 普萊德|通信網路|-29 5 -4|93 93 27 27|0.9 139|2 -2 0 58 40
6265 方土昶|電子通路|-23 3 32|83 83 27 24|0.7 63|4 0 0 -10 95
6266 泰詠|電子零組|-22 -18 -23|76 96 0 -2|1.8 18|2 -3 0 -11 11
6269 台郡|電子零組|-32 -24 -8|88 96 -1 -6|1.2 133|16 -27 0 -3 18
6270 倍微|電子通路|-47 -41 -7|82 82 4 10|0.6 28|2 1 0 -33 24
6271 同欣電|半導體業|-4 1 16|86 86 -8 0|1.0 262|16 3 -2 0 3
6274 台燿|電子零組|-6 13 18|95 95 29 17|2.0 2828|30 1 2 -17 -21
6275 元山|電子零組|-23 11 3|95 95 33 31|5.4 246|5 2 0 13 -46
6276 安鈦克|電腦及週|-7 -11 -16|56 56 0 28|1.0 64|1 0 0 -24 -55
6277 宏正|電腦及週|-7 -13 -5|94 99 1 1|0.9 9|6 -14 -0 1 -3
6278 台表科|光電業|3 11 28|100 100 3 9|1.9 126|21 17 7 -15 -14
6279 胡連|電子零組|8 24 9|94 94 2 7|2.0 108|13 14 -0 -9 -17
6281 全國電|電子通路|5 -7 -2|99 100 2 1|2.0 8|2 0 0 1000 32
6282 康舒|電子零組|17 43 25|71 87 -4 -15|0.7 560|5 -1 0 -8 17
6283 淳安|其他電子|-36 9 21|72 80 -10 -20|2.0 6|18 1 0 -8 -2
6284 佳邦|電子零組|6 29 17|93 93 0 47|1.6 295|5 -1 -0 16 -17
6285 啟碁|通信網路|-9 1 -13|85 85 3 3|0.8 948|13 -9 2 20 37
6288 聯嘉|汽車工業|27 38 19|94 94 8 12|1.2 186|5 3 0 45 -11
6290 良維|電子零組|-6 9 10|86 86 40 49|1.8 1819|9 1 4 68 6
6291 沛亨|半導體業|-15 4 -43|66 76 -17 -5|1.8 27|1 -1 -2 6 6
6292 迅德|電子零組|-33 -23 -5|86 86 24 60|0.9 77|2 -1 0 39 16
6409 旭隼|其他電子|-21 -3 12|82 97 10 12|1.1 358|67 7 -0 -78 19
6411 晶焱|半導體業|-20 13 -0|85 85 -10 -6|1.0 53|7 -8 0 3 27
6412 群電|電子零組|-3 -2 6|95 95 16 42|1.1 95|16 -2 8 -16 1
6414 樺漢|電腦及週|-10 8 -2|94 94 9 7|1.7 635|25 14 6 -3 10
6415 矽力*-KY|半導體業|-13 7 29|67 80 -4 30|1.0 1071|88 3 -1 -17 -38
6416 瑞祺電通|通信網路|-39 -26 -5|99 99 24 41|1.0 147|5 -3 0 9 90
6417 韋僑|通信網路|6 4 -4|57 88 1 -15|1.2 16|9 1 -7 -10 -4
6418 詠昇|電子零組|-52 19 11|83 83 -14 -9|1.2 5|3 3 0 13 -20
6419 京晨科|光電業|298 270 113|72 72 -0 23|0.6 8|14 2 0 na na
6425 易發|電機機械|186 148 137|80 80 142 175|0.6 184|3 2 0 35 11
6426 統新|通信網路|-26 -0 27|79 79 -16 5|2.0 37|7 -1 0 -7 5
6435 大中|半導體業|25 47 34|92 92 0 14|1.4 55|2 4 0 -32 -7
6438 迅得|其他電子|-29 -19 -12|93 93 6 9|1.5 165|15 8 -0 31 -17
6441 廣錠|電腦及週|-47 -22 -41|62 80 -16 -18|1.3 5|2 7 0 1 -6
6442 光聖|通信網路|19 24 27|86 86 92 133|0.5 373|37 3 0 -27 -19
6443 元晶|光電業|-47 -41 -31|69 88 -7 -11|1.4 114|14 -2 -5 -7 8
6446 藥華藥|生技醫療|91 126 44|64 87 -11 -5|1.3 362|16 -3 0 -2 29
6449 鈺邦|電子零組|0 30 -3|97 97 20 11|1.8 36|3 12 0 108 2
6451 訊芯-KY|半導體業|-39 -18 -9|92 92 30 110|0.9 987|67 -1 0 5 7
6456 GIS-KY|光電業|-26 -21 15|68 83 -13 -10|0.9 42|47 -1 0 -3 -1
6457 紘康|半導體業|-3 47 31|80 80 1 26|0.6 13|5 10 0 2 -9
6461 益得|生技醫療|1173 424 202|77 90 3 4|0.4 8|1 2 0 -43 na
6462 神盾|半導體業|-8 35 11|74 74 129 192|1.1 1559|14 2 -0 -6 -11
6465 威潤|通信網路|-35 34 -2|81 81 22 27|1.5 11|0 -0 0 na na
6469 大樹|生技醫療|17 10 -0|81 81 -14 -12|1.1 119|7 -7 -2 15 -0
6470 宇智|通信網路|-45 -37 -19|64 79 -15 -19|3.3 17|3 -5 0 -8 7
6472 保瑞|生技醫療|-44 -41 -96|78 89 -7 -12|1.3 745|12 -0 -3 -8 20
6477 安集|光電業|-63 -38 4|73 96 4 -5|2.0 25|2 4 0 -0 -4
6485 點序|半導體業|-45 -36 -24|70 70 -26 -16|0.5 64|7 0 -5 -6 -3
6486 互動|通信網路|-4 21 -5|99 99 6 15|1.8 25|5 13 0 -36 56
6488 環球晶|半導體業|-16 -12 -7|98 98 4 32|1.8 711|23 -11 -4 10 143
6491 晶碩|生技醫療|28 17 5|89 96 -0 7|1.0 224|10 13 -1 -17 -32
6492 生華科|生技醫療|0 0 -0|70 70 -24 -6|1.1 9|5 6 0 -2 -8
6494 九齊|半導體業|-23 43 43|84 84 -11 26|1.9 55|10 6 0 -34 0
6504 南六|其他|-13 6 3|85 85 -11 -5|0.8 7|4 3 0 -18 4
6505 台塑化|油電燃氣|-10 -9 7|80 83 -14 -11|1.3 170|7 -11 -1 185 10
6509 聚和|化學工業|-8 -0 13|83 95 -0 1|0.9 35|3 8 -0 -6 -20
6510 精測|半導體業|-15 -8 22|84 88 -6 -3|0.8 77|6 -8 -6 0 13
6515 穎崴|半導體業|-2 -27 -3|77 83 -6 9|1.3 557|12 1 -7 22 -1
6517 保勝光學|光電業|-28 -7 8|44 77 -16 -10|0.5 22|1 3 0 3 24
6523 達爾膚|生技醫療|40 39 3|100 100 5 22|1.9 14|8 1 0 6 -1
6525 捷敏-KY|半導體業|-13 1 13|89 94 -6 -0|1.5 7|12 2 0 11 -7
6526 達發|半導體業|29 23 na|na na 23 na|1.6 751|7 3 2 na 9
6527 明達醫|生技醫療|-7 7 3|74 94 -1 -3|1.8 5|0 -6 0 na na
6530 創威|通信網路|40 20 17|90 90 2 67|0.6 285|5 -0 0 18 -5
6531 愛普*|半導體業|-1 23 22|81 81 -2 27|1.1 2400|21 -6 -2 1 66
6532 瑞耘|半導體業|15 10 1|87 87 13 28|1.6 96|3 -1 0 28 4
6533 晶心科|半導體業|-52 42 29|78 81 -2 8|0.9 809|22 1 0 -15 -6
6535 順藥|生技醫療|-99 -37 -2090|88 88 148 172|0.9 183|2 -2 0 na na
6538 倉和|電子零組|21 39 -8|72 72 -23 -21|1.3 179|7 -13 -3 23 85
6541 泰福-KY|生技醫療|2886 941 377|40 76 -23 -5|1.2 17|26 3 0 8 0
6546 正基|通信網路|-2 12 28|82 82 35 37|1.2 681|6 0 0 -12 26
6547 高端疫苗|生技醫療|na na na|71 72 -27 -24|1.2 76|5 -7 0 -0 25
6548 長科*|半導體業|-11 -6 11|74 95 0 -3|1.3 39|5 -6 -1 4 -16
6550 北極星藥業-KY|生技醫療|na na na|64 76 -10 -24|1.8 115|67 -7 0 9 6
6558 興能高|其他電子|-34 -6 -30|73 81 -13 6|0.6 5|3 0 0 7 -11
6561 是方|通信網路|7 5 -0|98 99 11 3|1.6 62|9 -10 2 11 25
6568 宏觀|半導體業|-33 -35 -11|80 86 -12 11|1.4 19|5 2 0 -2 -11
6569 醫揚|生技醫療|-17 -14 -9|70 84 -6 2|2.6 31|3 2 0 9 -3
6576 逸達|生技醫療|13571 4611 1694|75 89 8 18|1.4 46|26 0 0 na na
6577 勁豐|電腦及週|30 10 -34|76 89 -2 5|0.8 6|2 11 0 -9 -9
6578 達邦蛋白|農業科技|-20 5 11|95 95 16 39|1.5 35|3 -0 0 -26 55
6579 研揚|電腦及週|-27 -3 2|65 88 -3 1|0.8 104|3 -1 1 -13 -5
6584 南俊國際|電子零組|14 36 na|na 82 122 169|2.8 160|8 -1 0 -7 33
6585 鼎基|其他|21 40 25|93 93 35 76|0.7 183|16 4 1 -13 -43
6589 台康生技|生技醫療|-42 0 23|69 83 -13 -5|1.5 54|5 -4 0 -6 2
6590 普鴻|資訊服務|-4 11 -12|96 99 18 19|1.5 10|1 10 0 na na
6591 動力-KY|電腦及週|-45 2 -7|87 87 21 14|9.1 16|24 -0 -1 177 -12
6592 和潤企業|其他|21 22 -4|76 84 -12 -10|2.5 83|27 -6 0 17 44
6593 台灣銘板|資訊服務|24 42 -1|70 70 -18 84|0.4 133|1 -2 0 na 29
6596 寬宏藝術|文化創意|310 113 25|87 100 12 19|4.4 7|3 1 0 25 -14
6603 富強鑫|電機機械|-55 3 15|85 86 -6 -2|1.2 5|2 11 0 -19 -21
6605 帝寶|汽車工業|-3 6 0|97 97 5 29|0.7 86|19 7 -2 -19 19
6613 朋億*|其他電子|9 37 20|100 100 38 47|1.8 96|7 15 1 4 -7
6625 必應|其他|-43 26 -190|65 76 -10 -18|0.2 35|1 0 0 2 15
6640 均華|半導體業|98 214 185|81 81 97 143|1.4 53|1 -0 0 na na
6643 M31|半導體業|20 23 3|78 78 59 72|1.4 1740|18 -1 -5 44 3
6651 全宇昕|半導體業|-29 -9 8|91 91 -5 7|3.0 11|3 3 0 6 -16
6657 華安|生技醫療|-57 13 na|na 82 -7 -6|1.9 11|7 -8 0 35 48
6664 群翊|電子零組|2 5 2|91 91 -0 -8|1.8 62|7 4 0 32 0
6667 信紘科|其他電子|5 24 20|97 97 76 96|1.6 540|5 0 0 2 15
6668 中揚光|光電業|-47 -6 15|88 88 39 46|0.7 236|19 2 0 14 2
6669 緯穎|電腦及週|6 -5 12|95 95 45 57|1.0 6538|33 8 -1 -40 -13
6670 復盛應用|運動休閒|-20 -15 14|99 99 8 8|0.9 50|26 5 -2 -23 -5
6672 騰輝電子-KY|電子零組|-13 -5 4|90 90 2 -9|0.7 48|32 5 1 27 -23
6679 鈺太|半導體業|29 57 42|88 88 12 17|0.7 392|9 -10 4 -26 -6
6683 雍智科技|半導體業|2 1 8|96 96 28 59|1.2 152|12 1 1 na 3
6684 安格|半導體業|130 171 107|77 77 37 90|0.7 866|3 0 0 -34 27
6689 伊雲谷|數位雲端|27 21 4|73 86 -3 -6|0.9 48|12 -1 -0 -0 -10
6690 安碁資訊|數位雲端|11 11 -4|84 91 2 7|0.6 13|3 -4 0 na -4
6691 洋基工程|其他電子|-36 -11 -18|97 97 19 46|1.3 251|6 15 7 6 -4
6693 廣閎科|半導體業|-22 -1 19|87 87 -4 4|3.4 16|2 3 0 2 -11
6695 芯鼎|半導體業|-20 13 6|74 74 20 76|0.3 592|5 1 0 -22 -25
6697 東捷資訊|資訊服務|-22 16 13|68 88 6 9|1.1 6|0 0 0 na na
6698 旭暉應材|其他電子|-31 -2 10|90 94 26 15|2.3 20|1 -0 0 -6 41
6703 軒郁|生技醫療|48 73 -6|89 89 -5 10|3.1 50|14 3 1 na -13
6706 惠特|光電業|-64 -49 9|56 83 -14 -14|1.3 16|6 -5 0 1 7
6712 長聖|生技醫療|41 45 16|91 91 3 5|1.8 154|6 3 -0 11 -3
6715 嘉基|電子零組|-42 -4 22|90 90 36 51|1.8 175|5 5 0 -4 -9
6716 應廣|半導體業|43 139 81|73 73 -18 41|0.9 36|1 -0 0 na 248
6719 力智|半導體業|-1 3 38|79 88 1 18|0.7 567|11 15 2 -30 -72
6732 昇佳電子|半導體業|60 80 35|78 78 -8 12|1.0 435|7 -6 1 2 8
6733 博晟生醫|生技醫療|213 206 -90|80 92 1 7|1.2 17|1 -1 0 na na
6735 美達科技|其他電子|126 193 172|100 100 104 133|5.8 59|1 2 0 na na
6741 91APP*-KY|數位雲端|12 11 1|61 83 -15 -7|0.7 35|62 6 -4 6 -4
6742 澤米|光電業|6 -32 na|na na 25 na|2.2 80|1 -0 0 na na
6743 安普新|其他電子|-5 9 20|63 92 -1 -6|1.0 10|4 9 0 -5 -7
6752 叡揚|資訊服務|3 2 -7|72 87 -9 7|0.7 9|4 2 0 -1 -5
6753 龍德造船|航運業|29 9 -12|na 78 -7 -20|1.8 25|1 2 0 4 9
6754 匯僑設計|居家生活|9 41 37|94 98 9 21|0.6 7|17 13 0 -12 2
6756 威鋒電子|半導體業|-25 13 23|78 78 -4 -0|0.8 138|5 5 -2 -20 -23
6757 台灣虎航|航運業|96 89 na|na 84 -2 -13|1.4 22|1 -2 0 na na
6761 穩得|電子零組|-11 7 13|84 94 5 1|4.0 10|1 -1 0 na 20
6763 綠界科技*|數位雲端|1 5 1|71 86 -8 -1|0.7 15|5 2 0 na -33
6768 志強-KY|運動休閒|26 11 27|100 100 14 17|3.2 20|75 6 0 -12 -20
6770 力積電|半導體業|-3 -10 24|77 87 -8 -3|1.2 361|13 -16 -1 4 38
6776 展碁國際|電子通路|5 5 3|98 98 19 19|2.5 28|5 11 0 -21 2
6781 AES-KY|電子零組|-28 -19 14|89 97 -1 14|1.2 267|74 7 -3 -22 -26
6782 視陽|生技醫療|130 58 55|70 96 39 44|1.4 231|6 6 -1 30 1
6788 華景電|半導體業|-25 -8 -6|85 93 2 6|2.1 70|6 12 0 -25 -25
6789 采鈺|半導體業|52 33 41|91 91 -5 42|0.9 1484|10 -1 -1 -8 29
6790 永豐實|造紙工業|-16 3 -1|96 96 5 16|1.4 15|3 10 0 75 -25
6792 詠業|通信網路|-8 -6 -6|81 81 -4 -9|1.9 12|2 1 0 -55 -10
6796 晉弘|生技醫療|-58 -13 -17|67 81 -11 -15|1.4 9|22 1 0 -11 2
6799 來頡|半導體業|-8 3 9|88 88 19 24|1.0 658|14 2 -0 -1 -26
6803 崑鼎|綠能環保|6 -3 -11|94 95 -2 -4|1.1 14|2 -4 -4 -8 7
6805 富世達|電子零組|125 116 na|na na 123 na|1.3 947|15 12 5 na na
6806 森崴能源|綠能環保|35 84 -110|87 87 23 40|2.0 1563|9 6 1 -12 -41
6811 宏碁資訊|數位雲端|-24 15 9|74 85 2 -9|0.7 261|2 1 3 -6 -8
6821 聯寶|電子零組|-49 -16 na|na 92 -4 2|1.6 6|1 0 0 62 -50
6829 千附精密|半導體業|0 14 25|79 87 9 -13|2.5 118|1 1 -3 16 -16
6830 汎銓|其他電子|7 6 -5|78 80 7 -18|1.5 115|5 -2 1 2 8
6835 圓裕|電子零組|20 4 17|92 92 20 19|0.8 28|9 11 0 -8 14
6841 長佳智能|生技醫療|454 226 92|na 89 -6 -7|3.3 35|2 -3 0 933 77
6854 錼創科技-KY創|半導體業|70 117 -37|73 84 -9 -15|2.4 5|45 -8 0 630 129
6855 數泓科|其他電子|45 17 6|100 100 26 50|2.0 6|0 0 0 na na
6861 睿生光電|生技醫療|-15 -1 2|na 82 -6 -18|1.8 7|2 -8 0 27 9
6863 永道-KY|通信網路|59 65 30|na 96 4 13|1.0 71|77 2 -0 29 -26
6869 雲豹能源|綠能環保|39 -19 -38|na 91 35 51|2.1 42|2 1 0 23 166
6870 騰雲|數位雲端|-5 -1 na|na na -13 na|1.0 7|0 -1 0 na na
6873 泓德能源|綠能環保|-8 7 -37|na 92 36 39|0.9 64|4 1 0 64 -12
6874 倍力|資訊服務|134 101 69|60 83 -17 -2|0.9 10|0 -3 0 na na
6894 衛司特|綠能環保|-11 8 na|na na 33 na|4.1 47|1 -3 0 na 300
6895 宏碩系統|半導體業|-42 -21 na|na 76 -7 -24|2.1 11|1 1 0 na -19
6901 鑽石投資|其他|-57 -833 na|na na -13 na|1.8 51|1 -4 0 na 70
6904 伯鑫|其他|66 26 na|na na 23 na|1.0 7|0 -3 0 na na
6922 宸曜|電腦及週|-7 9 na|na na -0 na|2.0 9|2 2 0 na na
6933 AMAX-KY|電腦及週|-12 -21 na|na na -4 na|2.2 77|37 -5 0 na na
7402 邑錡|光電業|10 48 45|89 89 47 35|1.7 295|9 2 0 19 -20
7556 意德士科技|半導體業|-15 5 8|85 85 20 29|1.8 9|3 2 0 na na
8011 台通|通信網路|82 56 23|100 100 52 72|2.8 239|4 -3 0 28 23
8016 矽創|半導體業|19 34 24|92 92 -1 4|1.3 278|33 3 4 10 7
8021 尖點|其他電子|17 8 22|86 95 0 1|0.8 13|6 12 -0 -18 -6
8027 鈦昇|電機機械|-29 -12 28|95 95 50 40|1.2 376|6 2 0 -6 17
8028 昇陽半導體|半導體業|-15 -10 -14|81 93 -1 -5|1.3 96|11 -7 0 -0 -8
8033 雷虎|其他|5 10 19|66 77 -7 -17|1.0 47|1 1 0 na na
8034 榮群|通信網路|232 166 -48|86 86 21 35|1.1 70|6 -4 0 -33 -4
8039 台虹|電子零組|22 41 32|89 89 5 1|0.5 36|15 -3 0 -4 6
8040 九暘|半導體業|-39 -33 11|100 100 70 89|2.2 265|2 -1 0 33 8
8044 網家|數位雲端|-4 -6 3|53 75 -22 -15|1.0 28|11 -10 0 6 8
8046 南電|電子零組|-54 -48 -9|72 76 -18 -17|0.9 521|8 -8 -1 -1 13
8047 星雲|其他電子|-22 -1 18|81 81 28 30|0.9 9|0 -0 0 657 57
8048 德勝|通信網路|5 28 -40|68 75 -4 -13|1.1 44|2 3 0 -1 -23
8049 晶采|光電業|-52 -38 -18|96 96 5 10|3.8 21|5 2 0 65 -5
8050 廣積|電腦及週|-53 -32 -15|78 80 1 -20|1.9 263|3 -1 0 -0 8
8054 安國|半導體業|-4 64 38|65 65 50 284|1.5 546|5 -2 -0 -28 30
8059 凱碩|通信網路|-67 -73 -15|91 91 158 146|0.8 199|2 0 0 4 3
8064 東捷|光電業|-37 -40 -14|87 87 51 42|1.2 335|8 -0 0 43 205
8068 全達|電子通路|60 86 70|78 78 -2 -2|0.3 23|7 -2 0 -7 13
8069 元太|光電業|-38 -24 -8|91 91 28 25|1.4 1857|41 13 2 -18 21
8070 長華*|電子通路|-10 -6 14|97 97 10 19|2.1 126|10 -3 0 35 29
8072 陞泰|電子通路|-35 1 3|91 92 -0 6|1.9 5|1 0 0 -11 -15
8076 伍豐|電腦及週|38 -5 -4|79 89 -4 -3|2.3 17|4 -2 0 1 4
8081 致新|半導體業|6 7 2|91 91 0 2|0.6 115|29 5 0 14 -23
8083 瑞穎|電機機械|66 60 64|100 100 10 6|2.1 17|2 6 0 71 -7
8084 巨虹|電子通路|-44 -47 -20|77 85 -5 12|0.8 34|1 2 -5 na na
8085 福華|其他電子|-41 -17 0|96 96 73 114|0.9 548|3 -4 0 27 25
8086 宏捷科|半導體業|305 255 160|99 99 11 34|1.9 1201|22 7 1 2 -58
8087 麗升能源|綠能環保|666 3424 1472|83 100 32 15|3.8 16|4 4 0 na na
8088 品安|半導體業|-20 -25 -10|89 89 -2 15|0.4 54|8 0 0 -3 10
8089 康全電訊|通信網路|30 8 40|76 76 48 288|1.0 252|2 0 0 -27 -57
8091 翔名|半導體業|-3 3 8|96 96 30 32|3.8 95|9 4 0 110 -31
8092 建暐|其他電子|-11 -17 -25|80 80 114 113|2.6 34|2 1 0 na na
8096 擎亞|電子通路|117 142 98|94 94 103 138|0.5 404|22 -0 0 -18 24
8097 常珵|通信網路|-100 -99 -4|88 88 12 8|1.2 55|3 -1 0 -12 -14
8099 大世科|資訊服務|-25 -16 -11|100 100 28 30|5.0 15|2 5 0 22 -6
8103 瀚荃|電子零組|-24 2 13|92 92 9 11|0.9 18|15 14 0 -12 5
8104 錸寶|光電業|-23 -8 -2|77 93 -5 -2|5.8 5|1 -5 0 -3 -4
8105 凌巨|光電業|-14 -15 -1|90 99 11 8|2.3 39|58 -5 0 -10 60
8109 博大|電子零組|-27 -11 -13|86 95 2 -5|2.1 9|2 11 -1 -5 -17
8110 華東|半導體業|-0 6 24|94 94 11 10|1.3 87|5 -4 0 47 -20
8111 立碁|光電業|-20 -5 1|84 88 4 8|0.2 19|2 1 0 -18 13
8112 至上|電子通路|84 82 60|96 96 23 36|1.7 365|26 -6 1 4 30
8114 振樺電|電腦及週|-6 -8 8|86 86 1 8|2.2 58|9 12 -0 -9 -24
8121 越峰|電子零組|-4 9 21|76 91 -3 -4|1.1 6|0 -1 0 na na
8131 福懋科|半導體業|-0 -4 19|86 90 -8 -8|1.3 13|4 -23 -0 37 6
8147 正淩|電子零組|-5 23 24|87 87 74 69|1.6 177|3 -1 0 370 1
8150 南茂|半導體業|24 24 20|99 99 12 16|1.9 192|44 22 -1 9 -32
