# 2026-03-02 全池(1212 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1313 聯成|塑膠工業|21 -7 2|100 100 22 9|1.2 44|8 9 0 -13 -5
1316 上曜|建材營造|233 236 21|69 81 -7 3|0.8 31|4 -5 -1 -7 2
1319 東陽|汽車工業|-4 -6 -5|73 85 3 0|0.8 295|13 -7 -6 -16 26
1325 恆大|塑膠工業|-17 -13 -8|71 81 -11 2|0.7 17|1 -2 0 14 7
1326 台化|塑膠工業|4 -13 3|95 95 51 58|2.6 1974|35 3 1 24 4
1342 八貫|其他|18 17 5|95 99 20 20|2.2 33|30 16 0 41 -46
1402 遠東新|紡織纖維|-0 -4 2|87 100 4 6|3.2 275|20 8 -11 286 54
1409 新纖|紡織纖維|-2 -19 -6|88 94 -2 1|1.0 57|13 9 -0 -1 -22
1414 東和|紡織纖維|3 -2 7|75 99 4 10|0.7 6|1 2 -1 -0 46
1419 新紡|紡織纖維|51 25 9|84 84 -9 27|0.7 22|1 -0 0 -12 -16
1432 大魯閣|運動休閒|-46 -14 -14|81 94 3 8|2.5 6|1 3 0 na na
1434 福懋|紡織纖維|5 -4 -0|95 97 14 12|1.2 66|8 12 -0 -12 3
1436 華友聯|建材營造|-84 -51 -345|40 68 -10 -23|1.8 12|4 -0 -0 5 -7
1440 南紡|紡織纖維|-16 -14 2|91 91 -4 -4|1.4 19|8 -1 0 8 -2
1442 名軒|建材營造|-57 -15 29|36 51 -8 -44|0.3 17|12 -16 0 -4 -29
1449 佳和|紡織纖維|10 64 59|55 84 6 -10|0.6 6|6 -1 0 -17 -3
1466 聚隆|紡織纖維|-13 -15 -5|98 98 35 29|3.7 14|1 -0 0 51 -17
1471 首利|電子零組|-42 -51 -22|98 98 70 42|2.6 19|1 0 0 na na
1476 儒鴻|紡織纖維|8 2 -1|77 92 -5 3|4.2 322|34 -2 -0 -18 -8
1477 聚陽|紡織纖維|-19 -9 -3|87 95 4 20|1.1 337|17 -24 -5 -20 19
1503 士電|電機機械|6 9 3|92 92 39 25|1.5 1362|32 3 -0 -32 -33
1504 東元|電機機械|8 8 0|67 67 -13 15|0.7 1436|12 -0 -1 -21 23
1513 中興電|電機機械|11 7 -1|92 92 13 5|1.0 1429|18 7 -0 -50 -58
1514 亞力|電機機械|69 38 10|87 87 30 17|1.2 942|16 -0 -0 9 12
1515 力山|電機機械|34 83 73|75 82 -0 -13|1.2 9|5 -19 0 -6 30
1519 華城|電機機械|6 11 -9|95 95 46 69|1.1 3946|23 5 -1 -0 -47
1522 堤維西|汽車工業|37 55 29|71 82 -10 7|0.7 59|5 -16 -1 -13 6
1524 耿鼎|汽車工業|1 -17 -7|71 84 2 4|0.4 40|2 1 0 -16 -4
1527 鑽全|電機機械|-18 -17 -9|81 90 1 5|0.7 8|10 -3 0 -12 9
1528 恩德|電機機械|44 -5 12|74 74 62 27|0.8 143|3 -3 0 16 -17
1529 樂事綠能|電機機械|277 128 37|88 96 41 -1|2.1 47|2 1 0 -10 -1
1532 勤美|電機機械|1 1 1|78 86 -11 -3|1.0 14|8 -12 -2 -20 2
1535 中宇|電機機械|-23 -22 -26|86 91 -6 -8|2.1 7|1 3 0 7 44
1536 和大|汽車工業|5 5 17|71 85 11 -8|0.8 186|9 1 0 -5 -8
1537 廣隆|電機機械|-5 -13 5|86 95 1 -4|1.5 7|15 14 0 -18 -31
1540 喬福|電機機械|-32 9 1|61 84 11 -11|0.4 9|1 0 0 -9 23
1560 中砂|電機機械|33 23 4|97 97 65 51|1.3 975|32 9 -2 -27 -28
1563 巧新|汽車工業|7 -9 -4|65 87 6 -12|1.0 23|2 -4 0 8 -0
1565 精華|生技醫療|-6 -18 -11|59 74 -12 -26|1.2 22|9 -2 0 6 -16
1569 濱川|電腦及週|-6 -10 -17|68 84 7 1|1.6 40|4 -2 0 2 -3
1580 新麥|電機機械|13 -5 -10|89 93 -4 -3|1.3 7|5 -10 0 8 -1
1582 信錦|電子零組|5 -6 -0|76 100 14 10|1.9 63|6 -8 -0 15 79
1584 精剛|其他|-4 -2 6|76 84 12 -7|1.2 31|7 4 0 -4 -25
1586 和勤|電機機械|17 -1 6|76 80 -5 -17|0.4 8|1 -3 0 -1 2
1587 吉茂|汽車工業|50 39 12|76 76 -2 36|0.4 34|21 9 0 -20 -17
1589 永冠-KY|電機機械|34 7 -13|27 47 -35 -49|0.4 15|2 -9 0 -16 -9
1590 亞德客-KY|電機機械|67 35 13|100 100 39 56|1.5 1257|80 9 1 44 -38
1591 駿吉-KY|電機機械|1010 339 286|82 84 6 6|1.2 10|4 -0 0 -5 -4
1595 川寶|半導體業|12 -13 -5|85 92 16 12|1.0 8|4 12 0 0 -27
1597 直得|電機機械|40 37 21|72 91 16 -9|1.1 41|4 7 0 -11 -37
1603 華電|電器電纜|17 27 -5|90 90 4 0|0.7 29|5 4 -1 -2 5
1604 聲寶|電器電纜|-5 -11 -7|89 98 -1 -1|1.5 5|8 -7 0 -5 30
1605 華新|電器電纜|-5 -7 -5|83 83 27 59|0.4 2861|13 1 -1 12 -11
1608 華榮|電器電纜|30 12 8|89 89 7 27|0.5 214|5 1 -0 -15 -31
1609 大亞|電器電纜|41 13 4|87 87 9 -2|0.7 293|14 2 -0 -23 -19
1611 中電|電器電纜|1 -13 -8|84 94 8 1|0.5 7|11 1 0 -6 -18
1612 宏泰|電器電纜|41 14 -4|89 89 4 -4|0.9 43|19 13 0 -27 -7
1615 大山|電器電纜|40 22 18|83 96 2 -3|1.0 7|1 4 0 -30 4
1616 億泰|電器電纜|58 12 -7|70 72 -0 -26|0.8 34|4 -3 0 -12 -10
1618 合機|電器電纜|453 139 72|91 92 14 -4|0.7 75|2 -3 0 -22 -1
1702 南僑|食品工業|-3 -4 -1|78 94 2 -3|1.5 11|9 15 2 15 -5
1707 葡萄王|生技醫療|14 -5 -1|86 95 -2 -1|1.6 11|14 12 13 -13 -3
1708 東鹼|化學工業|24 8 8|92 100 19 18|2.0 66|13 18 0 11 -9
1709 和益|化學工業|-6 -9 3|82 99 4 -2|2.1 6|3 11 0 -11 13
1710 東聯|化學工業|-2 -16 -13|73 91 9 1|1.4 32|5 -6 -1 -11 33
1711 永光|化學工業|13 -2 2|98 98 57 48|3.1 307|4 -3 0 36 -1
1712 興農|化學工業|-6 2 3|99 99 9 11|1.6 24|15 1 0 -16 0
1713 國化|化學工業|-12 -12 -2|90 90 11 -9|0.5 14|1 -3 0 -3 26
1717 長興|化學工業|17 -1 4|96 96 74 58|1.6 1822|13 -1 1 -43 6
1720 生達|生技醫療|17 6 -1|100 100 3 16|2.2 14|6 8 -0 171 8
1721 三晃|化學工業|-0 -10 10|81 81 66 36|0.6 37|2 1 0 -3 -45
1722 台肥|化學工業|23 5 0|84 91 -0 -8|0.7 83|9 -2 -0 -14 2
1723 中碳|化學工業|-44 -31 -5|75 80 -5 -13|0.9 30|7 8 0 -8 -6
1727 中華化|化學工業|-10 6 9|94 94 21 22|0.8 160|9 10 0 -26 -41
1732 毛寶|化學工業|10 10 -6|83 83 -5 -2|0.7 11|2 -3 0 12 48
1734 杏輝|生技醫療|17 10 -0|94 94 -0 -5|1.2 7|5 5 0 -16 4
1735 日勝化|化學工業|21 -4 4|100 100 44 34|1.9 5|51 -1 0 16 126
1736 喬山|運動休閒|15 14 0|63 73 -18 -12|0.7 64|4 -4 0 -17 1
1760 寶齡富錦|生技醫療|24 13 7|72 84 -6 -11|1.2 11|12 -2 0 -3 9
1773 勝一|化學工業|29 13 4|92 92 16 14|1.8 128|7 7 -10 -8 -3
1784 訊聯|生技醫療|24 7 3|90 90 13 36|1.5 38|6 9 0 -27 -24
1785 光洋科|其他電子|68 46 5|89 89 10 15|0.6 391|19 5 0 -10 -25
1786 科妍|生技醫療|0 0 -1|59 66 -8 -21|1.0 20|2 -5 0 -2 -3
1789 神隆|生技醫療|-39 -20 -14|77 77 26 22|0.8 45|2 -7 0 -18 27
1795 美時|生技醫療|-5 20 12|77 77 -5 44|1.1 1954|60 -3 1 2 11
1802 台玻|玻璃陶瓷|18 1 -1|100 100 104 101|1.9 2903|8 -1 0 45 -50
1808 潤隆|建材營造|5750 10741 8129|71 71 -14 -0|1.0 41|4 -20 0 5 23
1809 中釉|玻璃陶瓷|26 3 -6|95 95 57 28|1.4 112|2 -2 0 23 -7
1810 和成|玻璃陶瓷|13 -4 -1|79 79 15 -15|0.8 26|3 6 -1 -3 -22
1815 富喬|電子零組|19 20 -20|93 93 35 64|1.2 6306|24 -1 0 13 80
1903 士紙|造紙工業|3 -3 -3|74 86 -7 0|0.9 16|11 1 0 2 -5
1904 正隆|造紙工業|19 1 2|90 97 -0 2|1.5 16|9 9 0 0 -10
1905 華紙|造紙工業|3 -5 2|71 92 3 0|2.9 23|3 -7 0 1 14
1907 永豐餘|造紙工業|12 -3 -0|87 92 -8 3|1.3 24|12 5 -1 0 -2
2002 中鋼|鋼鐵工業|1 -8 2|83 95 12 1|1.4 1231|15 17 0 -12 -27
2006 東和鋼鐵|鋼鐵工業|13 -3 -3|100 100 17 22|1.1 121|15 7 -6 -4 -30
2009 第一銅|鋼鐵工業|57 12 10|85 85 22 37|0.3 270|3 1 0 -13 32
2010 春源|鋼鐵工業|30 4 -1|100 100 14 9|1.0 35|10 16 0 -9 7
2013 中鋼構|鋼鐵工業|-8 -5 -10|83 99 6 3|1.4 6|7 -2 0 -1 31
2014 中鴻|鋼鐵工業|-14 -34 1|71 90 26 12|0.7 178|4 -2 0 -38 16
2015 豐興|鋼鐵工業|12 -14 -4|94 100 9 3|1.4 17|12 14 -13 42 -2
2017 官田鋼|鋼鐵工業|-4 -18 -1|78 100 19 0|2.7 7|2 4 0 25 16
2020 美亞|鋼鐵工業|40 10 8|84 96 7 -3|1.2 11|2 5 0 -29 22
2023 燁輝|鋼鐵工業|-7 -16 -8|85 91 0 -3|1.6 29|5 -7 0 28 14
2027 大成鋼|鋼鐵工業|20 17 3|72 92 2 -9|0.7 618|16 3 -0 -10 -2
2030 彰源|鋼鐵工業|4 -12 2|89 92 17 13|0.7 18|2 -2 0 6 73
2031 新光鋼|鋼鐵工業|23 -6 -27|77 87 6 -10|1.0 33|8 1 -0 -16 19
2032 新鋼|鋼鐵工業|40 6 -3|76 90 15 5|0.7 12|1 -4 0 1 55
2034 允強|鋼鐵工業|-22 -29 -15|78 91 3 -1|0.8 41|4 -1 0 0 8
2038 海光|鋼鐵工業|-2 -15 -9|74 91 14 -3|0.8 13|1 -3 0 3 78
2049 上銀|電機機械|13 8 7|70 97 40 18|1.4 1205|28 6 0 14 -11
2059 川湖|電子零組|44 54 -20|79 79 -2 16|1.3 2680|27 2 -6 11 -13
2062 橋椿|居家生活|23 7 16|70 91 12 -8|1.1 7|7 2 0 -12 -3
2069 運錩|鋼鐵工業|-19 -15 -9|91 91 20 24|0.9 9|1 1 0 5 54
2070 精湛|電機機械|14 28 26|63 88 12 -2|1.3 6|3 0 0 -3 9
2101 南港|橡膠工業|1 -6 6|67 79 -6 -15|1.0 46|5 -8 0 -2 5
2102 泰豐|橡膠工業|-7 1 -8|96 100 6 6|1.7 11|4 11 0 4 -3
2103 台橡|橡膠工業|12 -2 -2|89 91 39 10|5.3 62|21 -1 -0 67 28
2104 國際中橡|橡膠工業|-12 -15 -1|90 90 31 7|3.1 49|7 3 -0 -4 -28
2105 正新|橡膠工業|13 -1 2|61 79 -6 -21|4.9 272|14 7 -18 42 14
2106 建大|橡膠工業|-2 0 1|73 94 -3 -4|1.9 16|9 4 0 8 -4
2108 南帝|橡膠工業|18 -8 4|79 96 17 6|3.5 20|5 3 0 -5 16
2201 裕隆|汽車工業|-3 -8 5|61 70 -16 -7|0.8 112|5 -9 -0 -5 3
2204 中華|汽車工業|47 31 35|79 93 -2 1|1.2 48|20 9 -5 -8 5
2206 三陽工業|汽車工業|16 5 5|88 91 -2 -6|1.6 56|7 -11 -10 -3 14
2207 和泰車|汽車工業|7 -1 -3|92 93 -7 1|1.6 192|22 10 -2 -24 17
2208 台船|航運業|75 40 -21|79 79 19 27|1.5 182|9 12 0 na na
2211 長榮鋼|鋼鐵工業|-22 -8 -24|86 86 -11 14|0.5 86|5 -7 -4 -29 -5
2228 劍麟|汽車工業|-7 -4 -2|77 77 4 -13|0.1 23|3 5 -4 -7 -2
2230 泰茂|居家生活|8 -3 -12|35 35 -61 -61|5.7 20|5 2 0 6 -2
2231 為升|汽車工業|2 -14 5|63 63 -3 5|0.7 38|5 -3 -0 -12 5
2233 宇隆|汽車工業|-3 -11 -3|81 81 25 -12|0.7 478|3 -2 0 9 24
2236 百達-KY|汽車工業|5 208 -204|82 95 27 9|0.7 32|51 -4 0 5 2
2241 艾姆勒|汽車工業|27 57 40|74 74 -15 16|0.7 11|11 -10 0 -3 8
2247 汎德永業|汽車工業|-22 -21 -15|81 87 -6 -10|2.1 28|4 -0 -3 -22 4
2250 IKKA-KY|汽車工業|2 -8 -2|47 70 -3 -31|1.0 7|7 0 0 -2 -25
2254 巨鎧精密-創|汽車工業|-81 -69 -65|93 100 18 10|1.2 5|24 3 0 -25 33
2258 鴻華先進-創|汽車工業|-98 -62 -41|76 89 -5 -1|1.1 20|0 10 0 na na
2301 光寶科|電腦及週|16 14 -7|87 87 9 35|2.2 5313|33 2 -1 -9 435
2302 麗正|半導體業|-1 -1 -10|81 87 4 16|0.8 17|3 1 -0 -8 -1
2303 聯電|半導體業|5 4 2|85 85 39 54|1.0 11381|35 7 -3 -12 -9
2305 全友|電腦及週|42 34 24|85 85 31 12|0.4 12|3 6 0 -22 -1
2308 台達電|電子零組|33 36 3|99 99 60 108|1.4 16503|65 -1 2 -27 7
2312 金寶|其他電子|-13 -8 -5|71 71 19 35|0.6 800|9 1 -2 4 -36
2313 華通|電子零組|40 17 8|100 100 192 194|1.2 16482|29 -2 -0 -11 -20
2316 楠梓電|電子零組|37 34 16|88 88 20 10|1.6 297|30 5 0 38 3
2317 鴻海|其他電子|36 31 9|91 91 9 14|1.9 12391|39 12 0 -1 16
2323 中環|光電業|28 13 13|97 97 24 30|1.1 78|13 16 0 -1 -2
2324 仁寶|電腦及週|7 -4 10|82 86 9 12|1.6 1194|35 -0 -3 -16 17
2327 國巨*|電子零組|27 26 15|97 97 26 111|1.3 8595|49 7 -1 -18 29
2328 廣宇|電子零組|-15 -13 -13|83 84 12 -17|0.8 324|9 2 0 -21 -6
2329 華泰|半導體業|39 28 2|82 82 23 28|0.8 958|11 -1 0 7 14
2330 台積電|半導體業|37 27 -6|98 98 44 69|1.7 64851|72 -11 2 7 5
2331 精英|電腦及週|34 34 17|90 90 37 39|0.8 197|6 -3 -0 -8 62
2332 友訊|通信網路|6 1 7|66 88 8 -10|0.7 33|12 -0 0 3 -18
2337 旺宏|半導體業|51 40 24|100 100 243 476|1.0 20381|26 2 1 43 -44
2338 光罩|半導體業|-2 -18 -0|100 100 61 28|3.1 96|5 8 0 -9 -11
2340 台亞|半導體業|12 0 -2|83 84 17 14|1.0 64|8 1 0 -16 -6
2342 茂矽|半導體業|-9 -18 -26|84 84 17 53|0.5 63|3 -1 0 -24 -6
2344 華邦電|半導體業|94 62 43|96 96 128 564|0.8 21291|20 -2 1 -3 63
2345 智邦|通信網路|72 73 -54|98 98 50 44|0.9 5734|59 5 0 -27 -36
2347 聯強|電子通路|39 23 21|98 98 16 18|0.8 287|30 21 -4 -54 -6
2348 海悅|其他|-63 -0 14|41 70 -8 -14|0.8 26|1 -8 0 -10 18
2349 錸德|光電業|19 14 7|87 87 63 31|1.0 98|12 4 0 na na
2351 順德|半導體業|19 3 5|88 89 8 -0|0.8 136|10 14 1 -35 -45
2352 佳世達|電腦及週|7 1 -3|62 66 -6 -17|0.8 119|9 -11 0 -2 42
2353 宏碁|電腦及週|40 21 14|70 81 -1 -13|0.9 830|10 -3 -2 -0 11
2354 鴻準|其他電子|57 23 -127|76 80 -7 -19|1.2 267|13 5 0 -8 5
2355 敬鵬|電子零組|14 4 4|98 98 45 20|2.0 509|13 3 -0 45 -4
2356 英業達|電腦及週|35 3 -9|87 87 9 8|0.8 983|13 -0 -1 -25 7
2357 華碩|電腦及週|80 48 16|74 74 -9 -17|1.0 1970|37 -5 -3 1 10
2359 所羅門|其他電子|13 7 -15|79 79 8 -21|0.7 247|4 3 0 -9 -5
2360 致茂|其他電子|72 54 20|100 100 87 183|1.5 2578|61 -4 2 126 -13
2362 藍天|電腦及週|38 -4 12|76 91 -4 -8|1.0 23|10 13 -0 -7 -12
2363 矽統|半導體業|172 117 -684|79 85 14 -2|0.9 541|5 1 0 -7 -6
2364 倫飛|電腦及週|-14 -8 -25|53 64 -6 -34|0.7 8|15 -6 0 -5 6
2365 昆盈|電腦及週|9 12 12|73 73 12 -25|0.7 157|1 -1 0 -11 -1
2367 燿華|電子零組|6 -13 -2|100 100 208 144|2.0 7313|10 2 0 -6 -10
2368 金像電|電子零組|69 62 3|93 93 46 72|0.8 7000|29 10 -0 -22 -25
2369 菱生|半導體業|62 38 27|89 89 50 66|0.9 342|15 -1 0 2 12
2371 大同|電機機械|19 17 10|85 87 14 -10|0.5 821|10 5 -0 -9 -33
2374 佳能|光電業|110 98 30|74 74 4 -5|0.6 810|5 -1 -0 0 -6
2375 凱美|電子零組|26 15 7|87 87 -1 56|0.5 242|14 1 -0 -31 -20
2376 技嘉|電腦及週|57 56 22|76 76 -3 -16|1.3 882|14 -9 -2 2 32
2377 微星|電腦及週|34 25 5|51 72 -4 -27|1.3 729|15 -10 0 -1 99
2379 瑞昱|半導體業|14 4 -3|83 83 -6 -8|1.1 1577|45 -11 -2 -7 37
2382 廣達|電腦及週|62 64 12|97 97 11 14|1.6 4573|25 29 -1 -10 -2
2383 台光電|電子零組|55 40 -8|98 98 80 93|1.0 8555|45 2 3 -10 23
2385 群光|電子零組|2 -4 0|77 88 7 -6|1.3 410|20 9 -11 -12 55
2387 精元|電腦及週|0 -15 1|64 99 12 5|5.0 19|11 -3 0 -20 8
2388 威盛|半導體業|-47 -50 -17|51 74 2 -19|0.6 169|13 0 0 -5 -3
2392 正崴|電子零組|-19 -25 -22|57 76 3 -19|1.2 57|6 4 0 -7 -7
2393 億光|光電業|12 3 8|73 86 16 -12|0.8 196|28 -2 -5 8 -18
2395 研華|電腦及週|23 15 -5|83 95 17 5|2.4 965|32 -3 3 24 145
2397 友通|電腦及週|18 3 -16|73 73 0 -24|1.0 11|15 7 0 -4 -12
2399 映泰|電腦及週|-18 -7 4|85 85 13 21|0.3 50|4 4 0 -11 -9
2401 凌陽|半導體業|23 9 6|75 91 18 -8|1.9 67|10 11 0 -6 -20
2402 毅嘉|電子零組|23 13 -2|91 91 34 -1|1.0 263|13 -1 -0 -4 -3
2404 漢唐|其他電子|59 67 19|87 87 40 -8|1.2 2690|33 -0 -4 1 14
2405 輔信|電腦及週|14 18 9|71 80 -3 -18|0.8 26|5 -24 0 -12 5
2406 國碩|光電業|189 180 148|100 100 82 60|1.7 637|13 1 0 18 36
2408 南亞科|半導體業|608 473 302|87 87 99 501|0.9 27459|13 -1 0 6 89
2409 友達|光電業|4 3 3|98 98 55 30|1.7 3007|13 4 -0 0 17
2412 中華電|通信網路|12 4 0|100 100 5 3|2.5 1622|17 9 4 -7 20
2413 環科|電子零組|12 -1 -11|99 99 115 186|1.3 278|5 1 0 4 -13
2414 精技|電子通路|54 23 -1|92 92 3 -1|2.2 5|5 -7 0 -10 -21
2417 圓剛|電腦及週|4 18 14|69 77 4 -25|1.0 34|2 -1 0 -1 -5
2419 仲琦|通信網路|-20 4 7|91 91 48 33|0.8 129|1 1 0 -16 5
2420 新巨|電子零組|10 3 3|83 92 7 -5|1.2 13|6 -2 -0 -10 39
2421 建準|電子零組|36 28 -4|82 82 -9 14|1.8 324|39 -6 -0 6 -19
2423 固緯|其他電子|47 25 13|82 82 -6 -15|1.2 9|6 -5 -0 -18 1
2425 承啟|電腦及週|44 41 -10|71 82 3 -18|0.5 6|9 9 0 -9 -18
2426 鼎元|光電業|-0 -4 -3|86 98 30 11|1.2 28|7 -2 0 -16 23
2427 三商電|資訊服務|363 138 46|81 91 -0 -6|1.1 21|4 2 0 -7 -8
2428 興勤|電子零組|22 7 -1|92 92 0 27|1.7 88|16 20 1 -3 -33
2429 銘旺科|光電業|-4 44 -20|38 38 -22 -27|1.0 33|2 6 0 -11 -100
2431 聯昌|電子零組|21 -12 -15|94 94 50 35|1.5 46|2 0 0 11 5
2436 偉詮電|半導體業|61 31 9|96 96 37 23|2.1 282|9 6 0 24 -3
2439 美律|通信網路|31 18 8|77 81 -10 -18|1.4 113|19 -19 -8 19 12
2440 太空梭|電子零組|70 11 7|97 97 29 24|0.8 6|1 2 0 na na
2441 超豐|半導體業|32 16 3|87 87 36 63|0.5 774|12 3 -1 -14 -15
2442 新美齊|建材營造|-58 674 440|65 65 -17 -30|2.1 34|2 0 0 -14 5
2444 兆勁|通信網路|-20 -17 -1|79 100 42 34|1.9 9|1 1 0 na na
2449 京元電子|半導體業|41 36 5|97 97 55 127|0.8 6280|33 2 2 -11 1
2451 創見|半導體業|441 276 167|82 82 17 122|0.5 2801|11 2 -2 -32 -37
2453 凌群|資訊服務|9 7 -1|73 83 3 -15|0.6 32|4 -3 0 1 20
2454 聯發科|半導體業|-8 6 -5|98 98 68 38|1.1 20532|57 7 2 -1 -72
2455 全新|通信網路|30 26 18|100 100 73 54|2.1 2924|26 4 -1 6 12
2457 飛宏|電子零組|-3 -21 -13|80 80 11 32|0.5 214|6 -0 0 -20 -0
2458 義隆|半導體業|2 -2 1|80 90 -5 5|1.4 181|12 1 -14 -1 -9
2460 建通|電子零組|139 52 36|99 99 100 44|2.0 9|1 7 0 -39 -100
2461 光群雷|其他電子|25 10 11|83 94 10 -4|0.9 5|5 9 0 -5 -12
2462 良得電|電子零組|18 -4 -8|91 91 20 5|0.6 13|2 -2 0 -21 51
2464 盟立|其他電子|8 -10 -2|90 97 29 6|1.7 491|3 1 0 -5 -0
2465 麗臺|電腦及週|73 1 -22|65 66 1 -21|0.8 16|1 6 0 -100 na
2466 冠西電|光電業|55 -6 -10|46 65 -9 -30|0.4 49|11 2 1 5 -93
2467 志聖|電子零組|124 58 20|100 100 96 92|1.3 957|18 7 0 18 -37
2468 華經|資訊服務|-14 -4 -23|44 59 -16 -41|0.8 11|4 2 0 -7 -27
2471 資通|資訊服務|11 13 -2|77 94 1 -2|2.3 11|4 4 0 -4 -49
2472 立隆電|電子零組|17 12 1|94 94 14 40|1.2 318|12 5 -3 -4 -16
2474 可成|其他電子|8 -3 -8|89 90 -6 1|1.1 506|23 -9 -12 -7 21
2476 鉅祥|電子零組|38 27 11|71 71 -3 -11|0.7 89|8 7 0 -12 -14
2477 美隆電|其他電子|3 3 0|85 88 5 -11|0.8 7|24 -8 0 -15 9
2478 大毅|電子零組|38 11 -4|97 97 12 67|1.4 131|14 2 0 -13 -19
2480 敦陽科|資訊服務|31 10 -3|81 83 -0 -19|2.1 40|12 -3 -0 56 37
2481 強茂|半導體業|15 13 8|95 95 18 45|0.6 1681|19 3 -1 -30 -45
2483 百容|電子零組|33 8 6|100 100 24 20|2.8 6|1 1 0 -28 2
2484 希華|電子零組|1 4 -7|98 98 53 38|2.2 91|4 -3 0 1 66
2485 兆赫|通信網路|163 115 46|100 100 161 279|1.1 1723|5 0 0 70 17
2486 一詮|光電業|35 14 -0|87 87 52 70|1.1 1238|16 7 1 -9 -73
2488 漢平|其他電子|32 -9 -9|84 98 7 3|1.9 8|6 7 0 -17 -24
2489 瑞軒|光電業|9 4 -4|100 100 205 220|1.8 390|12 -1 0 85 68
2491 吉祥全|光電業|3 3 7|71 71 35 23|0.3 6|7 6 0 -22 -2
2492 華新科|電子零組|20 11 4|94 94 24 82|1.6 1595|16 6 0 -19 -45
2493 揚博|電子零組|9 7 4|68 68 27 -25|0.9 93|3 -7 1 13 -14
2495 普安|電腦及週|38 10 15|88 88 18 48|0.3 143|5 2 0 -19 -15
2497 怡利電|汽車工業|-7 -10 -7|76 83 12 -11|0.5 16|2 -7 2 -23 6
2498 宏達電|通信網路|0 -12 -12|60 60 -6 -24|0.6 260|10 10 -0 -5 -1
2501 國建|建材營造|14 -5 -21|96 96 10 11|1.2 32|10 4 -3 -9 1
2504 國產|建材營造|2 2 -4|91 100 12 7|1.2 49|10 1 -4 7 12
2505 國揚|建材營造|-162 4241 -18375|85 96 1 1|0.9 6|4 -7 0 -1 14
2515 中工|建材營造|85 14 19|94 94 20 51|3.9 330|12 -2 0 31 -2
2520 冠德|建材營造|-5 14 28|58 80 -2 -11|0.6 54|12 -8 -0 -31 8
2527 宏璟|建材營造|2 -18 41|92 99 26 29|1.5 10|42 9 -0 31 4
2528 皇普|建材營造|-97 269225 -782825|61 90 -2 -0|1.8 24|3 -9 -0 45 18
2530 華建|建材營造|-67 -83 -230|70 88 2 -5|1.4 22|4 -10 -2 2 32
2534 宏盛|建材營造|-90 -57 -301|78 89 -2 -6|0.9 9|7 -5 0 7 12
2535 達欣工|建材營造|189 103 33|99 99 20 25|1.5 25|8 7 0 -29 3
2536 宏普|建材營造|175 4788 1476|74 82 -7 -13|1.4 6|9 8 0 -1 -1
2537 聯上發|建材營造|178 34 -2574|69 84 0 -3|0.5 9|3 -7 0 -17 -2
