# 2025-09-01 全池(1166 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1436 華友聯|建材營造|21 -6 -1597|42 54 -35 -45|0.8 19|4 -9 0 11 14
1437 勤益控|其他|21 8 2|86 91 -3 -9|1.0 6|8 -0 0 0 5
1440 南紡|紡織纖維|-33 -21 -12|84 95 4 -4|0.6 12|7 24 -0 -23 -17
1442 名軒|建材營造|-74 -71 -123|63 66 -28 -32|1.3 32|12 -29 0 35 9
1446 宏和|紡織纖維|-85 -81 -1407|38 51 -18 -49|1.2 7|7 0 0 -5 2
1449 佳和|紡織纖維|-22 -2 5|41 66 -9 -35|1.5 11|10 1 0 35 29
1464 得力|紡織纖維|1 0 -22|59 59 -15 -41|1.1 10|3 -26 0 -26 -14
1476 儒鴻|紡織纖維|-3 -5 -20|72 81 1 -20|0.7 236|33 4 1 -9 13
1477 聚陽|紡織纖維|-9 -5 -13|72 78 11 -26|0.5 306|15 -12 7 0 21
1503 士電|電機機械|-1 13 4|86 95 13 10|2.3 384|31 13 -2 -4 -23
1504 東元|電機機械|4 6 8|91 91 36 29|2.8 2043|11 -0 -2 86 138
1513 中興電|電機機械|11 15 0|95 96 7 17|1.3 816|21 10 -1 -5 -31
1514 亞力|電機機械|30 28 28|77 93 0 -0|1.1 233|14 18 0 -9 -34
1515 力山|電機機械|-9 -16 26|89 94 13 -4|3.2 6|6 1 0 49 -11
1519 華城|電機機械|12 21 -16|89 92 36 4|0.7 2055|18 -3 -2 6 -6
1522 堤維西|汽車工業|32 -1 2|64 73 -5 -29|0.7 40|5 1 0 2 -1
1524 耿鼎|汽車工業|-9 -20 -22|68 68 -7 -22|1.5 40|2 -10 0 14 30
1527 鑽全|電機機械|-4 -5 -9|70 77 -11 -23|0.7 11|9 -17 0 12 -0
1528 恩德|電機機械|-12 -16 -3|80 81 32 5|0.7 303|4 1 0 1 -25
1529 樂事綠能|電機機械|271 84 22|82 88 -8 6|0.9 18|2 17 0 -5 -41
1532 勤美|電機機械|-14 -41 -8|65 83 1 -19|1.0 15|7 8 -1 -1 -7
1536 和大|汽車工業|-20 -30 -11|77 89 13 -10|3.6 442|8 -2 2 -2 -15
1537 廣隆|電機機械|-22 -26 -29|85 89 -3 -9|1.2 29|16 -20 0 27 44
1540 喬福|電機機械|26 -8 4|54 70 -12 -27|1.7 12|3 -2 0 3 -3
1560 中砂|電機機械|10 17 2|93 96 21 32|1.0 1257|19 -5 0 8 84
1563 巧新|汽車工業|6 -3 3|73 73 -8 -27|0.8 17|2 -23 0 3 17
1565 精華|生技醫療|-17 -3 -9|62 75 -9 -22|1.2 36|10 -28 0 5 63
1569 濱川|電腦及週|-10 8 -4|66 68 12 -21|0.7 248|1 -2 0 6 15
1580 新麥|電機機械|-2 -4 -11|96 98 7 -4|0.7 14|5 -3 0 -88 -14
1582 信錦|電子零組|-23 -20 -14|63 71 -5 -27|1.0 39|10 -3 -7 -0 -17
1584 精剛|其他|-34 -26 -18|61 82 -1 -4|3.5 45|2 -1 0 8 4
1586 和勤|電機機械|-14 -12 -5|85 93 1 -5|1.9 8|1 -3 0 9 9
1587 吉茂|汽車工業|24 19 2|61 94 9 -5|1.5 9|21 -3 0 9 8
1589 永冠-KY|電機機械|23 24 10|48 54 -16 -44|1.9 11|5 -16 0 10 27
1590 亞德客-KY|電機機械|7 5 -3|77 79 -16 -19|1.8 578|75 -16 -1 78 -47
1591 駿吉-KY|電機機械|17 -15 -58|80 88 -2 -6|0.5 5|3 -1 0 3 -2
1595 川寶|半導體業|-61 -8 -5|54 92 33 -4|1.8 9|1 -8 0 4 42
1597 直得|電機機械|9 5 -4|68 88 -4 -13|1.3 96|3 -4 0 7 -4
1603 華電|電器電纜|-10 7 -16|94 94 3 4|1.0 19|4 3 0 -13 -43
1605 華新|電器電纜|-5 -10 -12|65 86 6 -16|1.0 405|13 -1 -0 -6 16
1608 華榮|電器電纜|-10 -7 -12|85 96 24 8|2.6 108|2 -0 0 47 -3
1609 大亞|電器電纜|-3 1 -6|74 93 10 -1|1.8 569|12 -4 -0 33 40
1611 中電|電器電纜|4 -3 6|72 83 -2 -17|1.2 6|10 5 0 3 -23
1612 宏泰|電器電纜|25 35 20|95 95 9 12|0.6 92|18 17 0 -14 50
1615 大山|電器電纜|-18 0 -5|71 85 1 -15|1.2 6|1 -10 0 8 -41
1616 億泰|電器電纜|44 34 14|90 90 40 87|0.4 378|6 -2 0 -27 40
1618 合機|電器電纜|-60 -10 -34|91 92 -3 0|0.7 123|2 -7 0 7 44
1702 南僑|食品工業|-9 -5 -7|68 82 -8 -18|0.7 17|10 -15 0 3 8
1707 葡萄王|生技醫療|-9 -7 -8|86 91 0 -10|0.4 9|14 -2 -10 -2 -1
1708 東鹼|化學工業|1 -8 -14|76 77 -5 -20|1.0 32|11 -17 -0 11 37
1709 和益|化學工業|-7 -18 -13|69 81 -3 -20|2.2 7|2 -11 0 11 -42
1710 東聯|化學工業|-27 -20 -27|65 73 -4 -28|0.7 13|5 1 0 -12 -15
1711 永光|化學工業|-10 -14 -12|66 89 11 -13|1.5 74|5 -8 0 3 31
1712 興農|化學工業|-12 -5 -2|93 95 1 -2|1.1 17|16 2 -0 5 -13
1713 國化|化學工業|-6 -25 -16|95 95 8 4|1.2 31|2 2 0 -2 42
1717 長興|化學工業|-12 -12 -10|100 100 80 66|1.4 372|13 -2 0 185 40
1720 生達|生技醫療|-2 0 -4|87 92 1 -7|0.9 10|4 7 0 -19 -42
1721 三晃|化學工業|-23 -34 -20|49 83 6 -17|0.5 15|4 1 0 -23 -16
1722 台肥|化學工業|-4 -1 -3|88 91 1 2|0.8 55|10 15 4 -6 -22
1723 中碳|化學工業|-34 -28 -19|84 87 -6 -14|0.8 28|8 -28 -0 24 35
1727 中華化|化學工業|4 -4 -17|96 97 76 38|2.6 272|2 -2 0 32 58
1732 毛寶|化學工業|23 23 11|84 88 -2 3|0.7 10|4 4 0 -37 -27
1733 五鼎|生技醫療|-22 -2 -23|93 93 6 3|1.5 6|6 -7 0 108 3
1734 杏輝|生技醫療|12 6 -2|92 100 3 6|1.3 6|5 12 0 -7 5
1736 喬山|運動休閒|1 12 -15|67 68 1 -27|0.4 73|5 -24 4 5 10
1760 寶齡富錦|生技醫療|-5 1 0|75 85 -11 -15|1.0 8|12 7 0 -11 -12
1773 勝一|化學工業|16 12 2|86 100 3 0|3.8 116|6 -6 -2 205 34
1784 訊聯|生技醫療|5 5 1|67 85 9 -3|1.0 17|2 0 0 24 -12
1785 光洋科|其他電子|63 31 -4|88 96 -0 3|3.1 294|12 1 -0 10 0
1786 科妍|生技醫療|-1 -1 -10|68 72 -7 -24|0.4 69|6 -7 -2 -18 36
1789 神隆|生技醫療|-19 -8 2|70 79 5 -21|0.9 10|3 -16 -0 2 5
1795 美時|生技醫療|-12 -15 -27|66 73 -19 -26|0.8 193|56 -12 -1 -0 43
1799 易威|生技醫療|-46 -24 -134|20 55 -21 -45|0.8 7|13 14 0 na na
1802 台玻|玻璃陶瓷|4 -4 1|85 85 105 78|0.3 1989|7 -2 0 79 9
1808 潤隆|建材營造|-97 -99 -4|23 83 -6 -17|0.4 25|3 -8 -0 -7 5
1809 中釉|玻璃陶瓷|19 -3 -5|84 91 22 5|2.8 43|2 -3 0 7 105
1810 和成|玻璃陶瓷|1 1 2|100 100 41 32|4.0 135|5 1 0 12 -12
1815 富喬|電子零組|52 33 -29|86 86 75 112|0.2 4098|10 -2 0 -3 -15
1903 士紙|造紙工業|-9 4 5|74 74 -14 9|0.2 9|11 3 0 -3 -5
1904 正隆|造紙工業|-7 -0 -6|70 88 3 -13|0.8 11|9 -9 -3 -18 -3
1905 華紙|造紙工業|-11 -14 -6|55 72 -2 -30|2.4 23|3 -9 -0 15 -10
1907 永豐餘|造紙工業|-9 -10 -10|78 86 -1 -14|0.6 14|12 -8 -0 -3 -5
2002 中鋼|鋼鐵工業|-17 -13 -5|82 83 4 -18|1.5 481|15 14 -0 -3 -8
2006 東和鋼鐵|鋼鐵工業|-10 -4 0|80 82 -4 -18|1.1 53|16 -31 -1 31 15
2009 第一銅|鋼鐵工業|10 -7 -9|71 74 5 -17|0.6 38|2 21 -0 -6 -31
2010 春源|鋼鐵工業|2 3 -8|92 92 3 12|0.9 28|10 11 0 -20 -14
2014 中鴻|鋼鐵工業|-58 -48 -12|64 66 8 -36|1.0 135|5 1 -0 -9 -1
2015 豐興|鋼鐵工業|-16 -10 -4|80 90 2 -8|0.3 11|12 11 5 -13 -3
2020 美亞|鋼鐵工業|110 13 24|85 85 -3 -13|0.7 7|3 19 0 -4 -20
2023 燁輝|鋼鐵工業|-10 -11 -3|87 87 -2 -11|0.6 14|6 -14 1 -3 6
2027 大成鋼|鋼鐵工業|18 9 6|74 74 10 -21|0.9 1256|21 -5 -2 -24 -7
2031 新光鋼|鋼鐵工業|20 15 -2|76 86 9 -14|0.8 37|11 4 2 -18 -9
2032 新鋼|鋼鐵工業|9 4 -7|71 76 1 -26|0.7 6|2 -5 0 7 36
2034 允強|鋼鐵工業|-25 -17 -22|77 77 -4 -21|1.4 36|6 -24 0 14 108
2038 海光|鋼鐵工業|-23 -1 -8|73 75 -5 -25|0.8 6|1 -2 0 4 -35
2049 上銀|電機機械|-6 -6 -9|58 70 -5 -30|0.8 606|28 -2 -2 1 8
2059 川湖|電子零組|59 61 -18|94 94 40 58|2.0 2438|27 4 -2 -12 32
2062 橋椿|居家生活|-10 -21 -3|57 72 -3 -27|2.5 12|7 -13 0 10 -29
2066 世德|電機機械|-9 -8 -3|56 64 -16 -36|1.4 6|10 -13 0 14 -19
2070 精湛|電機機械|12 -6 -10|38 68 0 -29|0.8 11|5 -4 0 -3 -38
2101 南港|橡膠工業|-5 -2 -80|74 92 5 -8|1.6 88|6 16 0 -1 -100
2102 泰豐|橡膠工業|14 7 -44|87 92 -2 12|0.4 8|4 -9 0 10 20
2103 台橡|橡膠工業|-17 -8 -22|69 83 -4 -17|1.2 14|24 -18 -0 12 16
2104 國際中橡|橡膠工業|-21 -19 -10|66 87 2 -14|1.2 22|8 -5 0 -5 -2
2105 正新|橡膠工業|-7 -7 -5|74 76 -17 -20|1.0 113|13 -11 -2 25 4
2106 建大|橡膠工業|-13 -7 -5|68 76 -11 -23|1.5 10|9 -29 -0 16 26
2108 南帝|橡膠工業|-23 -20 -32|66 79 -0 -22|1.1 10|5 6 0 -10 -1
2201 裕隆|汽車工業|-16 -18 -6|57 74 -4 -26|1.0 81|6 13 0 -6 -12
2204 中華|汽車工業|-32 -29 2|70 79 -1 -20|0.7 56|21 16 -0 3 -35
2206 三陽工業|汽車工業|-1 -6 -1|88 93 -2 -1|0.6 45|9 6 -1 -2 -13
2207 和泰車|汽車工業|-0 -7 -7|81 88 -2 -4|1.0 93|23 2 -1 9 -7
2208 台船|航運業|-11 170 142|95 95 22 16|5.1 65|7 6 0 na -100
2211 長榮鋼|鋼鐵工業|9 -3 -41|75 95 3 -3|0.5 74|8 24 -1 14 -6
2228 劍麟|汽車工業|-1 2 1|97 97 40 36|3.9 313|8 1 -0 149 66
2230 泰茂|居家生活|-18 7 -112|70 94 8 1|1.1 24|2 -6 0 4 0
2231 為升|汽車工業|-13 -14 -18|100 100 53 28|5.0 82|4 -1 1 85 50
2233 宇隆|汽車工業|-20 -14 -12|88 89 49 15|1.6 643|9 4 1 188 17
2236 百達-KY|汽車工業|492 406 161|73 88 6 -10|1.4 27|61 5 0 16 -30
2241 艾姆勒|汽車工業|7 -14 3|68 77 1 -17|1.7 8|9 2 0 -2 -42
2247 汎德永業|汽車工業|-21 -20 -31|89 89 9 -1|0.9 76|5 -3 0 -17 15
2250 IKKA-KY|汽車工業|-12 -10 -5|65 77 6 -23|1.1 68|7 -0 0 -6 -15
2258 鴻華先進-創|汽車工業|-72 -70 -472|76 79 -7 -18|0.8 18|0 -15 0 na na
2301 光寶科|電腦及週|7 15 4|91 91 21 23|1.0 3404|29 -3 4 59 73
2302 麗正|半導體業|4 8 -15|69 69 -1 -18|1.1 6|3 -6 0 -16 0
2303 聯電|半導體業|-4 1 -4|77 88 -4 -4|0.8 1229|23 -13 -1 21 6
2305 全友|電腦及週|-6 0 -9|52 82 1 -19|3.3 9|2 -5 0 27 15
2308 台達電|電子零組|22 20 1|96 96 77 86|1.0 8402|67 -5 1 -5 -13
2312 金寶|其他電子|-21 -12 -21|57 76 -9 -26|1.0 133|11 -18 -0 2 64
2313 華通|電子零組|-11 0 -3|93 93 29 20|2.2 3071|25 10 0 8 -9
2316 楠梓電|電子零組|4 1 -5|93 93 141 137|1.8 2846|28 -0 1 66 81
2317 鴻海|其他電子|7 10 -10|94 95 32 20|1.0 11259|37 22 1 -5 -33
2324 仁寶|電腦及週|-23 -25 -16|70 72 -6 -26|0.8 465|38 -23 3 15 98
2327 國巨*|電子零組|-3 1 -7|72 94 11 -5|3.5 1545|49 -4 -1 330 18
2328 廣宇|電子零組|-9 -4 -6|94 94 50 27|2.4 1903|13 0 -0 -2 7
2329 華泰|半導體業|41 36 31|97 98 11 20|1.3 250|11 10 -0 -11 -38
2330 台積電|半導體業|26 31 -8|97 97 18 18|0.8 28614|73 -5 -0 -4 -13
2331 精英|電腦及週|4 3 -1|71 93 4 -10|1.8 37|8 3 0 10 4
2332 友訊|通信網路|-7 -12 -4|63 81 1 -16|1.4 64|14 14 0 -10 -21
2337 旺宏|半導體業|14 7 1|72 86 -9 -8|0.6 139|14 10 -1 -9 -11
2338 光罩|半導體業|-19 -21 -10|64 87 35 -14|2.1 171|2 -3 0 -6 13
2340 台亞|半導體業|14 9 3|55 85 10 -17|1.1 36|9 14 0 -9 -21
2342 茂矽|半導體業|-6 2 -38|59 67 -6 -30|1.4 9|3 -9 0 -2 11
2344 華邦電|半導體業|-3 -3 -2|84 96 11 7|1.1 829|12 2 -0 -7 26
2345 智邦|通信網路|163 152 45|87 87 32 47|1.0 4935|61 -3 -1 -37 -4
2347 聯強|電子通路|-12 -11 -8|86 86 -10 -4|2.1 308|27 -27 -3 454 99
2348 海悅|其他|-69 -43 -68|31 51 -18 -50|0.7 49|3 -3 -0 17 50
2349 錸德|光電業|29 23 27|59 86 11 -14|0.6 35|12 -1 0 na na
2351 順德|半導體業|-18 -13 -13|54 89 27 -5|1.3 202|8 -3 -0 100 90
2352 佳世達|電腦及週|7 7 2|82 91 18 -3|3.8 155|11 1 -0 38 -49
2353 宏碁|電腦及週|-6 -4 -6|68 78 -16 -19|1.3 289|20 -19 -1 13 28
2354 鴻準|其他電子|99 159 -17|73 91 15 -5|0.9 1813|16 -3 0 26 133
2355 敬鵬|電子零組|-3 -4 1|92 92 19 9|5.2 88|11 -3 -0 36 50
2356 英業達|電腦及週|-2 13 -13|79 89 4 -12|0.7 549|13 -22 2 17 34
2357 華碩|電腦及週|16 25 -0|87 87 1 -1|0.5 1508|48 -23 -2 20 79
2359 所羅門|其他電子|-9 35 11|84 90 8 1|5.1 847|5 -1 -0 15 -0
2360 致茂|其他電子|10 12 -15|96 96 65 79|1.3 1428|64 -8 8 -1 -16
2362 藍天|電腦及週|-8 -7 -0|66 82 -11 -8|0.8 20|10 -9 -1 -3 -2
2363 矽統|半導體業|1562 1343 296|66 89 16 -13|0.6 369|6 2 -0 2 0
2364 倫飛|電腦及週|10 27 -5|57 63 -6 -15|1.2 95|20 -1 0 -17 -21
2365 昆盈|電腦及週|2 -6 -13|75 95 30 12|3.8 390|1 -1 0 -1 -4
2367 燿華|電子零組|-19 -18 -23|78 90 18 2|1.3 416|9 2 0 -5 11
2368 金像電|電子零組|60 48 15|90 90 73 112|0.9 5661|28 1 0 -42 -22
2369 菱生|半導體業|3 2 10|84 92 28 6|4.4 26|13 -6 0 5 53
2371 大同|電機機械|3 1 3|78 91 -1 -6|0.7 607|10 8 1 -1 -37
2374 佳能|光電業|26 42 13|94 94 56 28|1.7 2829|8 1 0 -7 -39
2375 凱美|電子零組|-1 -1 -8|71 88 0 -6|1.1 21|7 6 0 -9 -34
2376 技嘉|電腦及週|45 55 9|90 92 -4 3|0.8 986|20 2 0 -7 12
2377 微星|電腦及週|22 29 15|66 74 -7 -25|1.2 576|24 -26 2 16 103
2379 瑞昱|半導體業|-9 -3 -19|93 93 -0 -2|1.3 1454|47 -33 -0 11 64
2382 廣達|電腦及週|27 52 -7|82 88 -3 3|0.9 5501|20 -13 -7 53 37
2383 台光電|電子零組|45 46 -4|90 90 48 105|0.8 4728|45 -4 -2 36 5
2385 群光|電子零組|-4 -3 -6|82 82 -7 -15|0.5 273|18 -4 1 -8 -33
2387 精元|電腦及週|-24 -20 -15|60 64 -15 -35|0.5 20|15 -14 -0 9 -1
2388 威盛|半導體業|-1 -9 -30|44 66 -6 -29|1.3 264|14 -3 -0 9 10
2390 云辰|其他電子|-1 -11 -22|76 86 -7 -11|0.9 6|3 -2 0 -1 5
2392 正崴|電子零組|-22 -7 -11|55 76 -11 -23|0.5 175|7 -7 -0 -21 4
2393 億光|光電業|-8 -9 -13|82 85 -4 -7|0.5 84|20 8 -6 9 -10
2395 研華|電腦及週|19 19 4|84 89 4 -11|3.9 832|35 -28 -2 326 273
2397 友通|電腦及週|23 27 3|97 97 30 9|3.2 117|16 -2 0 43 163
2399 映泰|電腦及週|-3 -14 5|43 79 -1 -22|1.4 22|8 12 0 -6 -14
2401 凌陽|半導體業|-12 -9 -17|76 88 24 -10|2.2 120|9 -6 -0 14 146
2402 毅嘉|電子零組|8 13 -3|93 93 56 48|1.5 1376|18 4 1 9 9
2404 漢唐|其他電子|52 45 47|99 99 127 194|0.7 2291|33 -1 4 6 -4
2405 輔信|電腦及週|-10 -6 1|82 85 13 -9|1.0 97|4 -4 0 7 49
2406 國碩|光電業|-9 -32 -28|84 84 91 51|3.0 252|6 -0 0 29 1
2408 南亞科|半導體業|95 39 41|77 77 -10 19|0.5 2008|9 -0 -0 4 -16
2409 友達|光電業|-16 -11 -17|74 84 -2 -14|1.7 402|23 4 -0 13 36
2412 中華電|通信網路|8 5 1|97 97 7 9|1.2 1262|18 19 1 7 3
2413 環科|電子零組|6 3 8|65 76 5 -18|1.3 9|3 -3 0 1 -14
2414 精技|電子通路|21 27 5|99 99 15 22|1.1 16|6 10 0 -17 30
2417 圓剛|電腦及週|-16 -1 2|82 93 21 -0|2.6 105|1 -4 0 14 25
2419 仲琦|通信網路|11 18 5|61 84 -9 -18|1.8 16|2 6 0 1 -11
2420 新巨|電子零組|-2 -1 -5|74 89 7 -9|1.8 30|5 -16 -0 -17 -8
2421 建準|電子零組|15 21 -6|95 95 26 28|0.7 977|34 7 -1 -23 -8
2423 固緯|其他電子|6 8 9|94 94 32 31|2.0 18|6 6 0 64 -32
2425 承啟|電腦及週|73 67 30|63 82 -15 -8|0.7 19|9 -3 0 -7 -7
2426 鼎元|光電業|-13 -6 -9|73 94 21 -7|2.3 12|8 5 0 -1 -9
2427 三商電|資訊服務|7 161 115|86 86 15 5|0.4 70|6 -1 0 -15 29
2428 興勤|電子零組|-0 2 -11|84 93 12 -6|1.3 91|15 -18 0 10 46
2429 銘旺科|光電業|148 115 32|100 100 50 109|0.5 117|6 -9 0 -2 -28
2431 聯昌|電子零組|-18 -3 -3|59 73 3 -14|0.9 17|4 -1 0 0 -13
2436 偉詮電|半導體業|0 16 3|74 85 -4 -10|0.7 55|8 10 -2 -9 35
2439 美律|通信網路|-4 1 -9|80 88 -3 -9|1.2 197|9 -14 4 -8 5
2441 超豐|半導體業|9 9 -1|94 98 12 1|2.1 81|12 -9 9 18 24
2442 新美齊|建材營造|-45 20 -84|78 100 8 6|1.4 29|3 2 0 29 -9
2449 京元電子|半導體業|24 25 4|100 100 66 58|1.9 4941|31 7 2 1 -50
2451 創見|半導體業|62 51 37|87 87 -1 6|0.3 88|9 28 -1 -14 -24
2453 凌群|資訊服務|6 8 1|84 84 10 3|2.4 65|8 1 0 5 -24
2454 聯發科|半導體業|-5 11 -0|89 91 8 -1|0.6 6776|59 0 -1 -16 -19
2455 全新|通信網路|11 -8 2|92 99 59 19|0.9 717|24 11 -3 -19 -19
2457 飛宏|電子零組|-8 -6 -3|55 74 6 -26|3.1 53|6 -17 0 7 44
2458 義隆|半導體業|-8 -7 -4|75 77 -7 -21|0.6 133|16 -23 1 6 0
2460 建通|電子零組|-9 -14 -23|63 84 4 -17|1.5 7|1 -1 0 -43 -26
2462 良得電|電子零組|-7 -4 -11|74 90 20 -6|0.2 12|2 -1 0 -12 23
2464 盟立|其他電子|-18 -13 -16|80 91 19 -1|2.6 439|1 -4 -0 5 28
2465 麗臺|電腦及週|10 -2 -1|58 93 4 -8|0.8 29|4 6 0 -3 na
2466 冠西電|光電業|-8 -31 -62|65 65 -15 -13|0.3 36|11 -3 0 -24 6
2467 志聖|電子零組|38 24 2|81 96 36 19|3.3 751|11 3 0 16 15
2468 華經|資訊服務|-20 4 -16|68 68 -12 34|0.3 121|1 -0 0 5 -5
2471 資通|資訊服務|4 5 -12|76 76 -8 -6|0.7 17|4 -2 0 -25 14
2472 立隆電|電子零組|4 3 -14|86 96 17 2|1.6 256|11 -3 -3 12 41
2474 可成|其他電子|-19 1 -18|82 86 -9 -6|0.9 392|26 -27 10 50 2
2476 鉅祥|電子零組|-3 1 -14|97 100 41 16|2.8 684|8 -1 0 37 86
2477 美隆電|其他電子|5 4 -14|70 93 26 -1|2.3 14|24 -4 0 6 -33
2480 敦陽科|資訊服務|22 23 7|93 93 11 21|1.0 56|14 15 5 -3 11
2481 強茂|半導體業|1 1 -1|97 97 29 23|3.7 678|12 -2 2 152 99
2484 希華|電子零組|12 16 4|74 86 1 -14|1.3 8|6 1 0 -3 -18
2485 兆赫|通信網路|60 -8 40|69 83 9 -10|1.2 13|4 -2 0 11 -4
2486 一詮|光電業|9 12 -1|57 66 -1 -32|1.0 272|8 4 0 4 -12
2488 漢平|其他電子|-21 -9 -36|81 89 6 -11|1.7 12|7 -15 0 -5 -20
2489 瑞軒|光電業|-13 0 -20|56 78 -3 -22|1.6 31|11 5 0 -3 -21
2492 華新科|電子零組|0 5 -1|75 85 2 -13|0.9 76|11 -4 -0 8 3
2493 揚博|電子零組|-1 -2 -8|91 91 54 69|4.7 483|5 1 0 143 21
2495 普安|電腦及週|-17 -21 -5|57 74 -4 -25|0.9 16|10 5 -1 1 -2
2497 怡利電|汽車工業|11 -7 -23|60 89 21 -9|2.0 87|4 -10 0 40 96
2498 宏達電|通信網路|-37 -14 -6|100 100 89 63|4.6 2385|9 -2 -0 79 25
2501 國建|建材營造|4 58 35|74 91 12 -10|1.1 34|8 31 -0 -5 -23
2504 國產|建材營造|8 6 1|69 84 -13 -8|0.4 61|10 8 -2 -11 -17
2505 國揚|建材營造|170658 57103 42788|64 85 -3 -12|0.8 6|5 -33 0 -5 -9
2515 中工|建材營造|-2 -5 -21|79 93 -2 -6|0.9 43|13 5 -0 1 2
2516 新建|建材營造|8 5 -9|56 57 -23 -40|1.1 6|4 -5 0 na na
2520 冠德|建材營造|-31 -49 -46|59 63 -30 -34|1.1 133|12 -18 -4 46 35
2524 京城|建材營造|-55 -43 -371|30 63 -18 -32|0.8 6|1 -6 -0 -0 -1
2527 宏璟|建材營造|-28 -73 -1467|62 70 -13 -28|1.7 6|42 -16 -0 -8 -26
2528 皇普|建材營造|536651 268402 -2810049|60 65 -19 -36|0.7 16|3 1 0 -4 38
2530 華建|建材營造|90 814 -14337|67 77 0 -20|0.7 23|4 17 2 -5 -27
2534 宏盛|建材營造|-13 324 11|78 83 -12 -14|0.6 14|7 -25 0 -3 20
2535 達欣工|建材營造|63 38 16|93 93 -5 2|0.7 19|8 -19 -0 -21 1
2537 聯上發|建材營造|-76 -77 -9243|42 68 -19 -23|0.9 10|2 7 0 -6 2
2538 基泰|建材營造|-64 -81 -76|60 81 -6 -19|1.3 6|10 -34 0 -6 2
