# 2026-01-02 全池(1043 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1326 台化|塑膠工業|-23 -19 -3|87 87 13 36|0.5 323|33 -18 -0 -8 10
1342 八貫|其他|5 7 -7|83 97 5 8|0.9 8|27 11 0 -22 -4
1402 遠東新|紡織纖維|-6 -3 3|83 89 1 -9|0.4 120|19 -4 -8 15 -3
1409 新纖|紡織纖維|-21 -16 -8|86 86 4 26|0.5 55|12 -4 0 -20 -31
1419 新紡|紡織纖維|21 16 -6|84 91 27 18|0.2 18|1 -4 0 -3 -11
1434 福懋|紡織纖維|-10 -12 -9|84 93 4 1|0.9 21|7 -10 -6 12 7
1436 華友聯|建材營造|-83 -90 -1358|47 58 -8 -41|0.6 9|4 25 -0 -28 -19
1440 南紡|紡織纖維|-19 -23 -8|90 90 -2 3|0.4 16|8 -8 0 -4 19
1442 名軒|建材營造|-37 -65 -10|36 42 -27 -57|1.3 53|12 24 -38 69 -72
1449 佳和|紡織纖維|40 -15 -5|48 81 -9 -7|1.0 6|6 -2 0 -5 12
1476 儒鴻|紡織纖維|2 -1 -8|70 84 -14 -5|0.9 225|32 -24 -1 115 5
1477 聚陽|紡織纖維|0 -16 -15|77 88 4 15|0.8 341|19 24 -39 11 -49
1503 士電|電機機械|3 2 -5|83 83 -5 -3|0.3 147|30 3 0 -12 -4
1504 東元|電機機械|2 13 8|71 71 -26 81|0.4 1480|14 19 -23 10 -56
1513 中興電|電機機械|2 0 -8|87 87 -4 -6|0.3 296|15 10 -1 -9 -21
1514 亞力|電機機械|35 27 8|84 84 -1 -4|0.3 186|13 1 0 -3 -13
1515 力山|電機機械|118 60 71|76 83 -3 -1|0.7 6|5 -4 0 8 -3
1519 華城|電機機械|17 13 -17|92 92 30 31|0.5 2707|20 -2 1 -1 93
1522 堤維西|汽車工業|57 61 43|73 91 12 6|0.4 43|5 6 -2 -6 -29
1524 耿鼎|汽車工業|-29 -21 -14|66 83 2 0|0.4 19|1 -7 0 -7 9
1528 恩德|電機機械|-34 -26 -1|96 96 50 86|6.1 118|4 0 0 31 15
1529 樂事綠能|電機機械|-39 -22 -76|64 69 -15 -28|0.4 7|2 -15 0 -3 26
1532 勤美|電機機械|10 41 47|84 92 -5 6|0.9 11|9 -3 -1 -7 -1
1536 和大|汽車工業|2 -5 13|65 77 -8 5|0.7 65|7 -13 0 7 10
1537 廣隆|電機機械|-19 -27 -12|86 93 -4 -2|0.6 5|15 16 0 -4 -5
1540 喬福|電機機械|5 10 10|60 81 -4 -16|0.7 5|3 -10 0 -1 -6
1558 伸興|電機機械|-28 -12 -13|95 98 12 7|0.6 7|6 -4 -0 -20 7
1560 中砂|電機機械|19 16 -1|100 100 19 17|1.4 1802|27 12 2 -21 -68
1563 巧新|汽車工業|-17 -10 -4|71 91 1 -4|2.3 14|2 -3 0 16 27
1565 精華|生技醫療|-24 -23 -18|61 75 -17 -21|1.1 14|9 -15 0 -7 4
1569 濱川|電腦及週|-5 -5 -18|66 80 -8 12|0.2 30|3 -1 0 -1 1
1582 信錦|電子零組|-1 2 4|67 92 -4 -5|0.9 16|8 -24 -1 -5 11
1584 精剛|其他|3 3 10|74 81 -9 -2|1.2 10|4 22 0 -8 -6
1586 和勤|電機機械|-10 -5 5|79 85 -4 -1|0.8 9|1 -4 0 1 8
1587 吉茂|汽車工業|41 30 7|88 88 23 77|1.1 121|22 -2 0 -1 8
1589 永冠-KY|電機機械|-1 1 -16|42 69 -25 -27|0.9 9|4 3 0 -18 4
1590 亞德客-KY|電機機械|18 19 5|97 97 18 15|0.3 437|78 4 1 -22 11
1597 直得|電機機械|24 21 14|59 80 -7 -7|0.5 10|4 3 0 -2 -10
1603 華電|電器電纜|11 11 -16|91 91 -4 2|0.8 14|4 -2 -0 0 1
1605 華新|電器電纜|-30 -13 -10|96 96 30 67|1.2 2113|12 0 1 -3 5
1608 華榮|電器電纜|6 3 -0|95 95 22 53|1.6 316|4 -1 1 -13 -4
1609 大亞|電器電纜|-4 8 4|86 88 -2 8|0.9 153|12 -4 -1 -3 3
1611 中電|電器電纜|-25 -12 -5|82 96 0 2|1.5 7|10 -7 0 6 38
1612 宏泰|電器電纜|-14 0 -13|85 85 -9 -1|0.5 21|18 -21 0 -6 12
1616 億泰|電器電纜|-12 -2 -17|70 72 -18 -9|0.8 23|5 -6 0 -5 3
1618 合機|電器電纜|24 31 -11|83 84 -5 -9|1.5 23|2 -2 0 -3 -7
1702 南僑|食品工業|3 -4 -3|80 94 -1 -3|0.6 11|9 37 -3 -3 -6
1707 葡萄王|生技醫療|1 -4 -0|87 94 -1 4|0.4 6|15 9 -0 -3 -11
1708 東鹼|化學工業|3 -3 -1|79 95 6 5|0.6 25|10 -1 0 -13 -9
1710 東聯|化學工業|-21 -7 -7|71 95 1 9|1.0 11|6 -19 0 6 -6
1711 永光|化學工業|-11 -9 -5|92 92 0 32|1.9 33|4 6 0 8 -6
1712 興農|化學工業|7 0 2|97 98 1 7|0.9 14|15 6 -0 -2 -1
1717 長興|化學工業|-13 -10 -4|91 91 1 76|0.9 219|13 4 0 3 -24
1720 生達|生技醫療|-3 9 4|93 93 7 12|0.7 15|5 -20 -0 -31 -1
1721 三晃|化學工業|-46 -31 -8|100 100 32 53|6.7 9|2 -2 0 -43 -67
1722 台肥|化學工業|0 6 3|84 91 -3 -6|1.2 91|9 -3 -11 -4 -13
1723 中碳|化學工業|-32 -20 0|70 73 -18 -23|1.1 33|6 -13 0 29 9
1727 中華化|化學工業|2 -11 -7|95 95 12 85|1.1 134|7 4 0 9 -27
1736 喬山|運動休閒|10 6 -12|70 81 -17 -15|0.7 73|4 -11 -6 1 8
1760 寶齡富錦|生技醫療|-1 2 -0|73 87 -8 -10|0.8 5|12 -6 0 -26 -8
1773 勝一|化學工業|8 3 -3|91 94 2 11|0.9 39|6 19 -9 27 -6
1784 訊聯|生技醫療|-16 -2 -4|93 93 28 61|1.7 64|4 -2 0 25 7
1785 光洋科|其他電子|26 31 -4|94 94 7 29|2.6 951|17 0 2 28 -9
1786 科妍|生技醫療|-2 -2 -4|59 59 -30 -19|0.5 19|2 -3 0 -3 -8
1789 神隆|生技醫療|-2 0 2|75 85 -15 4|1.2 8|2 -20 0 -1 10
1795 美時|生技醫療|-0 16 11|89 89 6 39|0.4 520|58 -17 0 1 196
1802 台玻|玻璃陶瓷|-7 2 2|87 87 25 113|0.6 2406|4 -2 -0 -1 9
1808 潤隆|建材營造|20487 6763 5144|78 78 8 10|1.4 67|5 6 -25 14 83
1809 中釉|玻璃陶瓷|-12 6 -1|82 82 -4 21|1.5 6|4 -7 0 -5 -2
1810 和成|玻璃陶瓷|-13 -13 -9|73 73 -8 23|2.0 12|3 -12 9 -1 14
1815 富喬|電子零組|34 36 -20|92 92 36 145|1.2 5908|16 3 0 -2 -34
1903 士紙|造紙工業|-11 2 3|75 87 5 -2|0.4 10|11 2 0 7 -10
1904 正隆|造紙工業|-2 -9 -9|85 92 -1 -4|1.0 12|9 -17 -14 67 14
1905 華紙|造紙工業|-9 -5 3|66 86 -2 -3|0.8 14|3 -30 0 7 9
1907 永豐餘|造紙工業|-13 -7 -3|88 94 2 16|1.6 31|12 -10 8 7 23
2002 中鋼|鋼鐵工業|-13 -11 -0|77 92 -1 1|1.4 447|13 -6 -1 25 12
2006 東和鋼鐵|鋼鐵工業|-14 -3 -0|85 87 6 -0|0.6 118|15 -20 -2 -31 -9
2009 第一銅|鋼鐵工業|-24 -11 -6|89 89 21 42|2.5 382|1 0 0 -16 -19
2010 春源|鋼鐵工業|-7 -4 -8|93 93 1 12|1.1 19|9 -1 -1 -24 1
2014 中鴻|鋼鐵工業|-47 -34 3|62 92 1 11|1.7 55|5 -3 0 -31 -5
2015 豐興|鋼鐵工業|-31 -21 -10|85 90 -5 -3|1.1 16|12 -4 5 -78 14
2023 燁輝|鋼鐵工業|-25 -14 -7|86 91 -2 -5|0.9 16|5 -24 -1 7 13
2027 大成鋼|鋼鐵工業|8 16 5|70 85 -4 11|1.4 752|17 -48 19 27 310
2031 新光鋼|鋼鐵工業|-13 0 -23|74 84 -8 -1|0.8 13|9 -20 0 -8 -2
2034 允強|鋼鐵工業|-38 -32 -25|80 92 9 2|2.1 28|5 4 0 -10 -12
2049 上銀|電機機械|2 -2 -2|55 86 -10 -3|0.3 297|25 -3 0 2 -9
2059 川湖|電子零組|64 70 -9|80 80 1 63|0.7 1942|25 -9 3 11 37
2101 南港|橡膠工業|-22 -48 -36|70 83 -3 -7|1.2 42|5 -20 0 1 2
2102 泰豐|橡膠工業|-10 -27 -32|90 91 -1 1|0.7 6|4 -11 0 7 -11
2103 台橡|橡膠工業|-7 -12 -14|71 82 -4 -12|0.9 30|20 -12 -0 3 13
2104 國際中橡|橡膠工業|-15 -17 -6|84 89 4 7|0.8 39|6 -2 0 4 41
2105 正新|橡膠工業|-9 -8 -4|59 70 -19 -25|0.8 224|11 -29 -8 16 46
2106 建大|橡膠工業|3 2 2|71 85 -5 -8|1.1 11|8 -23 0 5 9
2108 南帝|橡膠工業|-25 -25 -16|69 92 0 0|0.9 6|5 -3 0 -6 -3
2201 裕隆|汽車工業|-3 -8 6|65 75 -3 2|0.7 126|5 -6 0 16 24
2204 中華|汽車工業|22 8 24|76 92 -4 5|0.9 49|20 -9 -1 -2 27
2206 三陽工業|汽車工業|2 -0 3|88 91 -2 -0|1.3 40|7 -4 -17 2 5
2207 和泰車|汽車工業|-4 2 1|87 88 -6 -3|1.2 194|22 -39 25 46 13
2208 台船|航運業|-26 22 -23|68 68 -13 14|0.4 51|7 2 -0 na na
2211 長榮鋼|鋼鐵工業|1 28 3|81 81 2 21|1.3 254|5 -41 26 -23 369
2228 劍麟|汽車工業|-7 -9 -6|88 88 4 31|0.7 221|3 -3 0 -22 15
2230 泰茂|居家生活|-9 -9 -54|86 86 -6 -8|0.9 17|4 -4 0 -2 -2
2231 為升|汽車工業|-44 -36 -16|63 63 -26 35|0.5 40|5 -6 0 2 6
2233 宇隆|汽車工業|-21 -15 -6|83 84 14 28|1.4 86|5 5 0 32 -2
2236 百達-KY|汽車工業|417 430 29|87 100 10 24|0.8 60|53 7 0 3 -37
2239 英利-KY|汽車工業|-8 -12 -0|93 95 10 21|0.9 6|74 -5 0 -9 17
2241 艾姆勒|汽車工業|75 50 43|91 91 19 55|0.4 22|11 -2 0 1 -15
2247 汎德永業|汽車工業|-30 -18 -16|84 84 -5 -4|1.3 12|4 -10 0 -20 1
2258 鴻華先進-創|汽車工業|-48 -67 -269|83 96 8 3|1.9 25|0 -1 0 na na
2301 光寶科|電腦及週|14 22 1|86 86 -3 46|0.7 1684|33 16 -16 -12 -66
2302 麗正|半導體業|-16 6 -9|77 88 4 17|0.2 6|2 -7 -0 -1 -7
2303 聯電|半導體業|6 4 0|96 96 11 11|0.6 2188|30 46 -18 -16 -31
2308 台達電|電子零組|38 47 16|93 93 6 121|0.6 7317|64 -7 -0 6 -24
2312 金寶|其他電子|-14 -5 -7|86 96 18 23|0.4 358|6 -3 0 4 3
2313 華通|電子零組|-1 7 2|93 93 25 57|1.2 4225|32 -7 1 54 85
2316 楠梓電|電子零組|41 36 24|83 83 4 85|0.3 278|30 -8 -0 -22 66
2317 鴻海|其他電子|26 17 -3|89 89 2 46|0.6 9068|38 -6 -7 -5 -24
2323 中環|光電業|12 0 4|100 100 23 44|1.6 88|11 3 -1 22 3
2324 仁寶|電腦及週|-21 -22 -5|81 85 -4 6|0.4 554|35 20 -16 -8 -6
2327 國巨*|電子零組|22 14 7|95 95 37 88|0.6 3905|45 -7 3 3 27
2328 廣宇|電子零組|-8 -11 -14|80 80 -9 24|0.8 167|8 -8 -1 3 3
2329 華泰|半導體業|22 28 9|99 99 18 49|2.3 859|12 2 -0 8 8
2330 台積電|半導體業|24 24 -12|100 100 14 46|0.8 40064|73 -2 1 13 -41
2331 精英|電腦及週|58 39 23|88 88 12 26|0.7 89|8 -3 0 -0 40
2332 友訊|通信網路|-6 -2 5|55 82 -16 -14|0.8 31|12 -6 0 7 -6
2337 旺宏|半導體業|25 19 11|100 100 71 106|0.9 3787|22 2 1 39 2
2338 光罩|半導體業|-27 -31 -14|71 84 -8 30|0.7 28|3 -4 0 -3 3
2340 台亞|半導體業|1 -3 -7|81 82 1 33|0.5 59|8 4 0 -6 -16
2342 茂矽|半導體業|-24 -11 -33|78 78 -6 45|0.4 30|2 -0 0 -8 0
2344 華邦電|半導體業|39 28 22|100 100 134 379|1.3 26521|23 1 0 26 2
2345 智邦|通信網路|80 112 -21|94 94 4 46|0.5 5316|58 2 3 -28 -68
2347 聯強|電子通路|16 3 8|81 84 -5 -14|0.9 382|28 24 -43 47 -28
2348 海悅|其他|-20 -17 10|35 77 -6 -13|0.6 23|1 -3 0 3 -1
2349 錸德|光電業|29 3 -0|92 92 47 47|1.2 135|12 1 0 na na
2351 順德|半導體業|-5 -6 -2|79 81 -5 12|0.5 38|5 -16 0 -3 -5
2352 佳世達|電腦及週|-5 -2 -7|58 61 -32 -18|1.0 126|10 -22 -2 24 -16
2353 宏碁|電腦及週|8 11 8|68 79 -12 -11|1.6 475|12 -34 5 14 94
2354 鴻準|其他電子|21 93 -97|80 81 -13 -4|0.4 228|13 -1 -1 -9 -6
2355 敬鵬|電子零組|-10 -6 -1|79 79 -6 6|1.0 40|11 -2 1 11 -4
2356 英業達|電腦及週|-14 -7 -23|88 94 -3 5|0.8 449|13 -2 1 5 4
2357 華碩|電腦及週|21 29 4|78 78 -19 -13|1.1 1985|40 -42 28 21 94
2359 所羅門|其他電子|-10 -0 -21|73 77 -8 -2|0.5 125|4 -1 0 2 4
2360 致茂|其他電子|31 30 -1|96 96 25 87|0.4 2081|60 -12 7 -8 -21
2362 藍天|電腦及週|-28 -31 -12|74 84 -6 -14|1.3 16|10 -20 -0 5 3
2363 矽統|半導體業|20 87 -845|65 74 -16 -5|0.3 89|5 -1 -0 -2 1
2364 倫飛|電腦及週|8 17 -12|57 57 -8 -33|0.5 12|16 -9 0 2 16
2365 昆盈|電腦及週|8 -1 -0|69 69 -14 3|0.5 50|1 -6 0 4 20
2367 燿華|電子零組|-31 -14 -7|87 87 7 18|1.5 482|7 -11 0 33 90
2368 金像電|電子零組|72 78 25|92 92 46 99|0.7 4898|25 -2 -2 -25 -12
2369 菱生|半導體業|15 12 12|98 98 15 66|1.4 207|15 3 0 18 -18
2371 大同|電機機械|19 11 8|66 71 -19 -14|0.7 606|11 9 -12 2 -53
2374 佳能|光電業|76 92 38|74 74 -8 50|0.5 400|5 -4 -0 -4 27
2375 凱美|電子零組|9 5 -1|94 94 19 78|0.3 222|10 2 0 -3 1
2376 技嘉|電腦及週|38 18 -10|83 83 -17 -4|1.3 640|16 -20 14 -0 27
2377 微星|電腦及週|7 3 -12|49 65 -16 -30|0.6 495|17 -21 1 5 23
2379 瑞昱|半導體業|2 2 -10|87 87 -8 -11|2.8 816|46 -9 3 18 23
2382 廣達|電腦及週|36 28 -24|89 89 -8 0|1.0 4446|22 -17 1 10 29
2383 台光電|電子零組|28 34 -15|94 94 22 68|0.6 3912|44 -6 3 -1 -2
2385 群光|電子零組|-10 -15 -11|71 82 -14 -13|2.0 270|18 11 -34 4 2
2387 精元|電腦及週|-27 -25 -10|57 83 -5 -15|0.7 12|11 -26 -3 2 14
2388 威盛|半導體業|-66 -50 -25|49 77 -5 -12|0.7 217|13 2 0 4 -5
2392 正崴|電子零組|-29 6 3|52 61 -19 -24|0.6 39|6 0 0 -8 -2
2393 億光|光電業|-4 -9 -4|67 75 -14 -17|2.1 359|28 21 -34 42 -59
2395 研華|電腦及週|10 15 -5|70 81 -10 -14|0.5 393|32 -16 0 -2 141
2397 友通|電腦及週|-11 1 -23|74 74 -13 -2|0.6 6|15 6 0 -2 -4
2399 映泰|電腦及週|10 -14 -3|100 100 42 58|1.5 176|2 -1 0 3 -1
2401 凌陽|半導體業|-1 -4 -5|65 79 -12 12|0.8 27|9 2 0 -2 -7
2402 毅嘉|電子零組|2 8 -6|95 95 22 70|1.7 1068|16 1 0 128 22
2404 漢唐|其他電子|100 86 50|78 78 8 41|1.1 4312|33 -3 2 34 28
2405 輔信|電腦及週|29 20 16|80 90 -4 18|0.6 24|6 14 0 -6 -22
2406 國碩|光電業|163 77 85|91 91 25 122|1.1 433|9 1 0 -6 -14
2408 南亞科|半導體業|365 262 184|100 100 149 328|0.8 10540|14 2 3 1 -46
2409 友達|光電業|3 -1 -3|84 89 -9 3|2.6 459|15 -12 0 29 36
2412 中華電|通信網路|6 5 0|96 96 -1 3|0.7 552|17 -11 -1 -63 1
2413 環科|電子零組|-19 -3 -10|96 96 127 168|3.6 334|4 -0 0 52 36
2417 圓剛|電腦及週|7 4 3|70 80 -4 8|5.0 14|1 -10 0 1 4
2419 仲琦|通信網路|19 -5 -5|77 93 2 8|0.5 27|2 2 0 6 -14
2420 新巨|電子零組|-5 -4 -3|81 90 -1 3|1.0 6|5 8 17 -0 -3
2421 建準|電子零組|18 30 -0|84 84 23 51|0.4 384|39 -11 -1 1 42
2423 固緯|其他電子|27 13 6|93 93 0 26|1.6 6|6 -0 0 -4 -1
2425 承啟|電腦及週|52 10 -39|81 86 5 -6|0.8 5|9 5 0 3 -19
2426 鼎元|光電業|-8 -10 -8|73 90 -3 12|3.4 7|7 -16 0 7 18
2427 三商電|資訊服務|52 80 16|81 81 1 -7|0.4 16|3 3 0 -11 1
2428 興勤|電子零組|2 7 -3|89 89 6 43|0.3 75|14 -7 -3 -6 12
2429 銘旺科|光電業|69 43 -48|53 53 -37 28|0.6 51|2 -3 0 -7 -69
2436 偉詮電|半導體業|21 9 -8|79 79 -11 -4|0.9 53|5 -3 0 -1 2
2439 美律|通信網路|14 15 7|81 85 -4 -8|0.8 197|17 18 -32 12 -27
2441 超豐|半導體業|11 13 2|100 100 43 63|1.9 1166|11 -7 4 740 315
2442 新美齊|建材營造|47 114 50|84 84 0 -0|1.4 12|2 15 0 2 -17
2449 京元電子|半導體業|35 39 10|100 100 58 162|1.6 3875|34 6 -5 -18 -54
2451 創見|半導體業|146 118 67|94 94 79 103|2.8 1240|12 0 -9 109 37
2453 凌群|資訊服務|5 6 -1|74 84 -11 -4|0.5 11|5 -5 0 -1 -0
2454 聯發科|半導體業|4 9 -1|96 96 11 8|0.9 9326|57 -2 3 6 73
2455 全新|通信網路|20 33 31|90 90 -8 16|0.8 518|28 -2 -0 -1 -9
2457 飛宏|電子零組|-29 -8 -5|75 89 22 45|0.4 107|4 -8 0 10 11
2458 義隆|半導體業|-3 -3 -1|76 86 -14 -0|1.6 271|12 -28 16 -2 35
2460 建通|電子零組|4 -0 -3|90 100 23 26|1.5 7|1 4 0 -21 -53
2464 盟立|其他電子|-15 -24 -18|72 83 -4 17|0.9 70|2 -1 0 -3 -4
2465 麗臺|電腦及週|-10 101 76|78 79 10 12|0.5 20|1 2 0 -48 na
2466 冠西電|光電業|-25 -44 -50|61 73 9 -26|1.9 105|10 -0 0 65 -25
2467 志聖|電子零組|10 37 8|100 100 41 85|2.0 713|14 6 0 40 -40
2468 華經|資訊服務|13 10 -24|52 67 -20 -34|0.4 18|4 -4 0 -2 5
2472 立隆電|電子零組|8 2 -8|100 100 35 65|0.6 248|12 8 -0 10 -35
2474 可成|其他電子|9 7 -7|96 96 15 -0|1.5 568|23 12 -26 46 -7
2476 鉅祥|電子零組|19 14 1|77 77 -12 35|0.7 92|9 -9 0 -5 -10
2478 大毅|電子零組|-8 4 -9|91 91 22 50|0.3 54|10 4 0 -4 4
2480 敦陽科|資訊服務|1 1 -14|84 84 -12 -3|0.5 16|12 -15 -1 46 -14
2481 強茂|半導體業|13 7 3|81 81 10 75|0.2 969|8 -2 -1 -5 -4
2485 兆赫|通信網路|53 196 163|86 86 96 126|0.9 1138|3 -0 0 -1 71
2486 一詮|光電業|-2 -1 -12|84 94 12 30|0.7 850|9 -4 0 -7 13
2489 瑞軒|光電業|8 12 1|80 98 16 9|1.1 34|11 1 0 1 32
2491 吉祥全|光電業|-9 -16 -6|77 77 53 90|1.3 22|6 0 0 -31 1227
2492 華新科|電子零組|6 3 -2|90 90 21 58|0.4 527|10 -1 -0 3 23
2493 揚博|電子零組|1 -0 -3|74 74 22 31|3.5 343|3 -1 -0 41 72
2495 普安|電腦及週|-1 18 24|99 99 50 55|1.5 348|4 -2 -0 11 22
2497 怡利電|汽車工業|-3 -14 -17|92 100 14 49|5.8 10|3 -4 0 49 5
2498 宏達電|通信網路|-9 -11 -8|66 66 -21 31|0.5 390|9 -5 0 -1 7
2501 國建|建材營造|-7 55 29|96 96 0 27|0.9 36|9 5 -0 3 0
2504 國產|建材營造|2 4 -1|77 94 7 -4|1.7 163|11 30 -33 -13 -49
2515 中工|建材營造|-45 -26 -21|75 75 22 13|0.4 111|12 -16 -0 14 15
2520 冠德|建材營造|5 -14 -2|59 65 -6 -34|1.5 117|12 30 -36 53 -52
2527 宏璟|建材營造|-23 -67 -1|81 99 20 14|0.5 6|42 8 -0 -13 -29
2528 皇普|建材營造|807870 804060 -2506707|64 94 6 -4|0.6 19|3 8 0 -6 -8
2530 華建|建材營造|-86 -80 -321|71 90 -5 -2|0.9 18|4 -11 3 -5 12
2534 宏盛|建材營造|8 15 -319|80 83 -3 -15|0.5 8|7 -8 0 4 1
2535 達欣工|建材營造|31 49 5|95 95 6 10|1.0 8|7 -22 -0 -21 -1
2537 聯上發|建材營造|-100 6429 -4365|76 94 8 3|1.5 14|3 3 0 24 2
2539 櫻花建|建材營造|-59 na na|70 70 1 -23|0.7 26|2 -4 1 -6 7
2540 愛山林|建材營造|-8 -27 -48|51 59 -6 -35|1.0 42|2 2 -0 -2 -5
2542 興富發|建材營造|43 2 23|88 88 -1 1|0.7 165|9 25 -9 -1 -27
2543 皇昌|建材營造|1 13 18|55 71 -17 -21|0.7 88|2 -3 0 -7 3
2545 皇翔|建材營造|-87 -90 -105|56 87 -10 -5|0.5 13|3 -3 0 8 2
2547 日勝生|建材營造|-21 -17 -1|78 92 -1 -8|1.8 13|16 -22 0 1 -2
2548 華固|建材營造|37447 16605 12453|95 95 21 4|1.1 109|15 20 1 17 -39
2596 綠意|建材營造|-85 -49 -349|90 98 27 12|1.5 5|0 -3 0 13 35
2597 潤弘|建材營造|16 25 8|87 87 11 -1|0.5 38|4 12 -0 52 -10
2603 長榮|航運業|-23 -30 -23|85 96 7 -3|1.0 1484|17 0 15 -14 9
2605 新興|航運業|49 30 31|82 82 18 22|0.4 295|34 -5 1 -14 175
2606 裕民|航運業|9 4 10|85 87 12 23|0.5 499|7 -14 11 -22 144
2607 榮運|航運業|-21 -25 -11|87 87 -6 -4|1.3 49|10 22 -47 7 -37
2609 陽明|航運業|-27 -36 -20|72 88 8 -13|0.7 732|14 23 -11 -13 -27
2610 華航|航運業|-0 2 -2|79 93 -2 -4|1.2 497|14 2 -2 -6 -26
2612 中航|航運業|-5 -3 -10|79 79 22 41|0.3 163|3 -9 -0 53 99
2613 中櫃|航運業|-5 1 -1|70 84 -3 -10|0.5 10|2 -1 0 -5 -0
2614 東森|其他|-6 -3 1|94 94 7 42|1.0 35|5 5 -0 16 48
2615 萬海|航運業|-19 -23 -24|65 85 8 -13|0.3 605|41 -10 -1 -3 -2
2617 台航|航運業|6 5 8|90 90 13 14|0.3 19|7 -7 0 -22 -1
2618 長榮航|航運業|1 -2 -2|81 91 -4 -4|0.8 618|21 11 -5 5 -5
2630 亞航|航運業|-1 15 9|71 71 -8 54|0.8 92|2 -5 0 18 17
2633 台灣高鐵|航運業|3 6 3|98 98 1 1|0.7 95|11 -25 1 4 20
2634 漢翔|航運業|-19 5 12|76 76 -11 22|0.8 245|3 -7 -0 -4 13
2636 台驊控股|航運業|-26 -31 -22|83 92 -2 -6|0.8 17|8 4 -0 -12 15
2637 慧洋-KY|航運業|10 1 20|85 92 19 26|0.3 308|11 6 -1 -31 -45
2641 正德|航運業|38 37 -3|85 89 -2 12|0.3 60|5 -7 0 -8 11
2645 長榮航太|航運業|12 14 -3|71 71 -11 44|0.9 283|6 -32 22 -0 57
2646 星宇航空|航運業|18 14 -14|81 89 -4 -8|0.9 65|3 2 0 -2 1
2707 晶華|觀光餐旅|7 7 -2|93 93 -3 -2|0.6 15|8 -32 -0 -10 -3
2723 美食-KY|觀光餐旅|-11 -10 -7|69 82 -3 -18|0.8 21|45 -13 -2 -1 -12
2727 王品|觀光餐旅|11 8 3|87 87 -4 -9|0.5 43|22 -2 0 -20 25
2731 雄獅|觀光餐旅|7 7 -2|92 92 7 11|0.3 77|27 -20 -3 3 4
2743 山富|觀光餐旅|-21 4 7|79 82 -8 -11|0.3 7|1 9 0 -13 -2
2745 五福|觀光餐旅|13 19 1|75 81 -3 -16|0.4 10|3 -12 0 2 30
2753 八方雲集|觀光餐旅|12 9 -2|89 89 -2 2|0.5 43|12 -17 -0 -15 -19
2801 彰銀|金融保險|4 10 -0|96 96 1 5|1.4 361|18 11 -17 2 71
2812 台中銀|金融保險|16 16 10|89 89 -7 -4|1.1 186|11 -4 -0 18 7
2820 華票|金融保險|81 56 7|99 99 3 10|0.5 10|9 0 -1 24 -11
2832 台產|金融保險|5 1 2|92 92 6 22|0.3 10|5 -21 -0 0 56
