# 2025-04 月中(2025-04-11,上月月報甫公佈)全池量化快照(1174 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
3653 健策|電子零組|66 67 33|57 57 -37 -38|1.0 1215|24 8 -7 -16 -0
3661 世芯-KY|半導體業|-7 0 -52|58 58 -29 15|0.8 6651|56 -2 1 -18 6
3663 鑫科|其他電子|178 115 5|39 44 -41 -51|0.8 21|2 17 0 -39 -10
3665 貿聯-KY|其他電子|34 32 17|62 62 -25 2|0.8 1356|38 -5 5 -33 -8
3673 TPK-KY|光電業|-8 -11 -10|54 66 -23 -32|2.6 44|35 -8 0 -30 12
3675 德微|半導體業|-13 -9 -34|36 42 -38 -47|1.3 43|56 19 -16 -21 -22
3679 新至陞|電子零組|24 43 19|77 77 -3 -6|1.2 17|11 -2 0 -42 24
3680 家登|半導體業|77 20 -22|62 63 -25 -37|1.2 325|26 -2 2 -17 22
3687 歐買尬|數位雲端|16 4 -2|53 53 -28 -30|1.6 6|6 -0 0 -24 -2
3689 湧德|電子零組|38 38 37|67 67 -29 -20|0.6 176|17 -7 0 -9 28
3691 碩禾|光電業|-39 -41 -154|32 55 -25 -45|1.0 24|2 -11 0 -7 -11
3693 營邦|電腦及週|65 66 50|63 66 -20 -23|0.8 125|2 -8 0 -35 52
3694 海華|通信網路|31 17 15|60 60 -34 -6|0.2 103|9 -0 -0 -34 -18
3701 大眾控|電腦及週|-1 -7 -3|44 54 -37 -32|0.6 13|3 1 0 -29 -2
3702 大聯大|電子通路|57 37 4|61 76 -17 -20|1.6 305|26 7 -16 -59 22
3703 欣陸|建材營造|11 22 14|62 76 -18 -20|1.8 23|22 -9 -1 -39 22
3704 合勤控|通信網路|7 32 27|56 64 -28 -25|2.1 66|13 -5 -0 -45 59
3705 永信|生技醫療|52 24 5|98 100 14 4|4.4 41|10 -0 3 62 18
3706 神達|電腦及週|146 146 34|57 57 -24 11|0.7 610|13 8 -0 -39 -34
3707 漢磊|半導體業|-8 -12 4|46 59 -29 -39|1.1 33|9 4 0 -24 0
3708 上緯投控|綠能環保|9 14 3|42 58 -24 -45|2.2 24|9 -2 0 -25 2
3709 鑫聯大投控|電腦及週|102 60 13|78 78 4 17|2.3 36|5 7 0 134 -5
3711 日月光投控|半導體業|18 12 7|70 73 -16 -12|1.3 1919|73 -15 5 -15 8
3712 永崴投控|電腦及週|24 97 27|57 57 -30 -20|0.9 76|6 -3 -1 -25 20
3714 富采|光電業|0 3 -3|65 65 -21 -27|0.6 83|16 -5 0 -26 -2
3715 定穎投控|電子零組|3 9 -3|48 52 -35 -46|1.3 97|9 6 -4 -35 2
4104 佳醫|生技醫療|5 7 2|93 96 2 0|4.3 14|4 -1 0 92 -13
4105 東洋|生技醫療|43 24 12|92 92 1 0|2.2 88|18 12 0 4 15
4107 邦特|生技醫療|2 6 -1|78 86 -8 -12|3.3 8|10 -8 2 -25 9
4109 加捷生醫|生技醫療|19 -18 -51|49 63 -14 -33|0.8 8|2 -1 0 -31 11
4111 濟生|生技醫療|32 20 6|92 93 2 9|2.0 10|5 11 0 -39 -8
4113 聯上|建材營造|-84 -7 -377185|33 63 -30 -39|1.9 17|2 -5 0 -18 13
4114 健喬|生技醫療|15 21 8|83 86 -7 -15|2.1 49|5 1 0 -14 -20
4119 旭富|生技醫療|18 16 -24|73 73 -21 -23|2.8 10|7 -0 0 -29 9
4123 晟德|生技醫療|-19 11 -7|61 67 -20 -28|2.1 34|11 2 0 -24 1
4126 太醫|生技醫療|12 8 2|93 93 -5 5|2.9 5|12 -2 0 3 4
4127 天良|生技醫療|71 15 26|77 81 -17 -4|1.7 7|2 -6 0 -60 3
4128 中天|生技醫療|8 11 1|52 56 -29 -44|2.0 23|8 11 0 -28 -1
4129 聯合|生技醫療|22 23 2|78 83 -9 -12|3.5 16|12 -17 1 -34 8
4137 麗豐-KY|生技醫療|-13 -16 -2|57 72 -0 -28|1.5 21|57 -0 0 -16 -7
4142 國光生|生技醫療|-91 626 451|60 67 -12 -33|0.4 29|5 22 0 -40 -14
4147 中裕|生技醫療|4 -1 -6|74 74 -16 -3|0.6 124|8 -4 3 -24 15
4162 智擎|生技醫療|23 2 -113|70 70 -15 -8|0.8 75|9 0 3 -22 33
4164 承業醫|生技醫療|151 57 37|66 69 -3 -12|0.7 72|28 6 -0 -35 -25
4167 松瑞藥|生技醫療|2 7 -12|62 71 -24 -26|2.2 10|11 12 0 -31 -5
4173 久裕|生技醫療|7 35 16|83 83 3 8|2.3 33|2 3 0 3 -2
4174 浩鼎|生技醫療|-9 25 -345|52 69 -18 -33|1.9 41|8 16 0 -12 -16
4303 信立|塑膠工業|271 461 179|70 70 27 36|0.6 2257|10 1 0 -20 13
4306 炎洲|塑膠工業|-10 -0 -22|68 82 -9 -19|2.7 23|6 -4 0 -27 12
4417 金洲|紡織纖維|52 42 23|95 95 9 7|2.7 8|4 5 0 82 35
4420 光明|紡織纖維|63 48 13|79 79 1 5|1.3 31|0 -6 0 3 57
4438 廣越|紡織纖維|20 16 7|76 78 -14 -19|1.5 19|2 4 0 7 8
4503 金雨|電機機械|152 93 56|60 60 -25 -21|0.7 43|3 -1 0 -46 31
4506 崇友|電機機械|40 29 18|88 97 4 6|3.4 5|2 -1 0 -23 -25
4510 高鋒|電機機械|-23 -16 2|67 67 -16 -2|0.1 339|3 -2 0 -35 9
4513 福裕|電機機械|-44 -19 -4|26 48 -32 -54|0.9 10|4 6 0 -23 -7
4523 永彰|電機機械|36 34 19|45 70 -17 -33|1.2 6|4 -5 0 -48 -16
4526 東台|電機機械|21 21 33|51 57 -39 -39|0.5 44|6 9 0 -28 -19
4527 方方土霖|電機機械|-25 -14 -19|68 68 -1 -15|1.8 6|3 1 0 -41 -1
4532 瑞智|電機機械|22 36 5|83 83 8 -5|2.9 80|23 9 0 4 -4
4533 協易機|電機機械|-47 73 42|50 58 -30 -36|0.8 32|6 8 0 -24 -25
4534 慶騰|電機機械|11 11 -11|57 57 -23 -26|0.3 32|2 -3 0 na na
4536 拓凱|運動休閒|45 31 9|72 72 -21 -20|1.8 43|20 -7 2 -45 -2
4540 全球傳動|電機機械|-5 -20 -13|58 58 -39 -4|0.2 79|6 4 0 -24 -19
4541 晟田|其他|-18 36 9|79 79 21 53|1.9 1186|9 -0 0 96 -42
4542 科嶠|電子零組|30 7 30|52 52 -34 -42|1.6 9|6 1 0 -8 -55
4545 銘鈺|電子零組|13 11 -16|41 41 -32 -46|1.6 5|33 -2 0 -29 18
4549 桓達|電機機械|-15 -0 3|49 49 -45 -28|0.6 29|3 13 -5 -46 -19
4551 智伸科|汽車工業|22 25 7|61 62 -18 -34|1.0 31|54 -8 6 -17 1
4555 氣立|電機機械|39 18 3|49 67 -27 -24|0.7 11|2 2 0 -23 3
4557 永新-KY|汽車工業|24 40 12|63 63 -25 -30|2.1 16|36 6 0 -41 -0
4560 強信-KY|電機機械|45 29 -0|83 83 -12 -4|1.2 13|84 8 0 34 6
4561 健椿|電機機械|-4 -23 -15|49 50 -46 -36|0.3 22|1 8 0 -33 -28
4562 穎漢|電機機械|-1 13 1|48 52 -41 -38|0.4 29|4 14 0 -39 -22
4563 百德|電機機械|26 21 -3|49 51 -34 -49|0.6 24|4 3 0 -45 -1
4564 元翎|電機機械|59 70 51|62 72 -18 -27|1.2 74|3 2 0 34 23
4566 時碩工業|電機機械|21 21 -1|48 56 -35 -40|0.5 101|1 0 0 -32 -28
4569 六方科-KY|汽車工業|42 34 9|39 39 -43 -52|1.2 29|66 -6 0 -24 52
4571 鈞興-KY|電機機械|15 10 -17|49 49 -45 -22|0.3 123|69 6 -1 -31 -11
4572 駐龍|電機機械|-24 -26 -20|85 85 7 5|4.5 336|3 0 -1 116 58
4576 大銀微系統|電機機械|13 32 14|57 57 -33 -4|0.2 243|3 4 -0 -27 -19
4580 捷流閥業|電機機械|-11 -4 -1|79 85 -11 -14|3.2 11|3 -2 0 -36 12
4583 台灣精銳|電機機械|10 13 2|58 58 -36 -19|0.3 632|3 4 -1 -12 33
4714 永捷|化學工業|69 130 26|60 71 -16 -25|1.0 51|2 -1 0 -22 5
4716 大立|化學工業|-10 12 1|48 48 -26 -43|1.8 14|3 6 0 -20 -9
4720 德淵|化學工業|-4 10 -1|65 76 -14 -20|1.9 12|9 -5 0 -37 -22
4721 美琪瑪|化學工業|-38 -14 -7|57 62 -26 -32|1.1 10|1 3 -0 -29 3
4722 國精化|化學工業|8 2 -10|70 70 6 9|0.5 98|7 2 0 -68 54
4726 永昕|生技醫療|28 75 9|50 60 -29 -35|1.6 7|22 2 0 -38 -28
4728 雙美|生技醫療|-1 41 24|94 94 35 43|2.9 31|17 6 0 6 -13
4729 熒茂|光電業|17 20 15|55 55 -23 -32|0.9 7|3 17 0 -35 -44
4736 泰博|生技醫療|-20 -8 -14|81 81 -10 -17|1.9 34|9 2 0 -25 -10
4739 康普|化學工業|-0 -4 11|60 70 -17 -24|1.2 9|2 -4 -0 -33 4
4743 合一|生技醫療|-39 8 -28|33 41 -31 -60|1.3 142|9 0 0 -24 5
4746 台耀|生技醫療|-14 6 -0|50 61 -20 -39|2.0 23|10 16 -6 -35 -17
4747 強生製藥|生技醫療|-8 -8 -5|75 75 -8 -5|2.1 12|1 -7 0 -23 12
4755 三福化|化學工業|15 4 -7|58 66 -27 -26|1.4 15|30 -21 2 -51 30
4760 勤凱科技|其他電子|43 57 5|56 61 -15 -38|1.9 8|4 2 0 -48 2
4763 材料*-KY|化學工業|8 19 -8|66 66 -13 -10|1.6 1581|52 -4 -2 -23 8
4766 南寶|化學工業|8 14 2|82 83 -3 -1|1.3 174|20 19 12 -65 -23
4768 晶呈科技|化學工業|-10 -28 -49|40 47 -35 -51|0.9 24|6 18 0 -41 2
4770 上品|化學工業|-30 -32 -44|50 60 -25 -32|0.9 212|10 -1 -1 -35 34
4771 望隼|生技醫療|30 9 -2|47 79 3 -23|1.6 42|6 4 0 5 -1
4772 台特化|化學工業|25 5 na|na 65 -1 -3|0.5 357|5 5 0 na 154
4903 聯光通|通信網路|141 59 12|43 43 -29 -52|0.2 26|1 5 0 -48 -35
4904 遠傳|通信網路|6 1 -7|96 96 1 2|2.8 374|18 6 12 59 98
4906 正文|通信網路|-25 -8 -10|55 66 -25 -34|2.7 42|22 4 -0 -31 -4
4907 富宇|建材營造|-94 190 -166480|36 57 -39 -36|2.4 5|1 -6 0 -22 23
4908 前鼎|通信網路|33 8 11|56 56 -32 -36|0.3 34|3 11 0 -30 -12
4909 新復興|通信網路|-91 -76 -350|34 41 -39 -60|0.9 206|4 0 0 -31 4
4912 聯德控股-KY|電子零組|8 32 2|48 48 -46 -15|0.6 32|33 -7 -1 -22 -6
4915 致伸|電子零組|8 15 13|64 75 -9 -22|1.1 117|44 -0 5 -30 42
4916 事欣科|電腦及週|-11 -12 -10|63 63 4 16|0.4 315|13 3 0 -46 -13
4919 新唐|半導體業|-3 -1 8|51 63 -26 -21|1.0 95|10 -4 0 -36 -5
4927 泰鼎-KY|電子零組|8 11 6|38 38 -28 -60|1.5 106|12 -1 0 -19 -1
4931 新盛力|電腦及週|34 38 -14|71 71 2 104|0.2 3218|7 -0 0 -34 8
4933 友輝|光電業|28 26 9|84 84 5 -2|1.0 53|9 -4 0 -28 4
4938 和碩|電腦及週|13 11 12|65 74 -15 -22|1.4 452|32 -24 3 -37 9
4945 陞達科技|半導體業|50 49 34|50 69 -15 -34|1.0 7|6 9 0 -36 2
4946 辣椒|文化創意|1471 1262 895|96 96 169 141|1.5 11|13 1 0 na na
4949 有成精密|光電業|-12 -4 25|na 78 42 37|0.6 52|3 1 0 95 60
4951 精拓科|半導體業|3 7 -17|65 75 -9 -21|3.7 6|2 -6 0 -70 7
4952 凌通|半導體業|4 -4 -11|54 69 -24 -29|1.7 7|6 -1 -0 -37 -0
4953 緯致|資訊服務|12 9 -5|62 63 -22 -25|0.9 22|5 8 0 -30 -10
4956 光鋐|光電業|24 18 -4|43 43 -41 -31|1.1 18|13 16 0 -37 -18
4958 臻鼎-KY|電子零組|30 26 3|62 77 -21 -16|2.2 538|62 5 -6 -48 -11
4960 誠美材|光電業|10 12 12|67 83 -9 -9|2.8 17|17 -12 0 -25 4
4961 天鈺|半導體業|16 28 2|68 69 -15 -29|2.1 66|19 -4 -2 -23 35
4966 譜瑞-KY|半導體業|3 10 -5|55 64 -31 -31|1.1 288|41 -4 -2 -24 21
4967 十銓|半導體業|81 78 33|42 73 -4 -27|0.8 159|2 0 0 -35 -8
4968 立積|半導體業|6 -1 -17|50 55 -37 -36|0.8 230|12 -4 -5 -33 -5
4971 IET-KY|半導體業|69 45 26|57 57 23 15|0.3 321|26 3 -0 -3 -28
4973 廣穎電通|半導體業|17 2 5|47 67 -22 -25|0.9 13|3 -4 0 -27 1
4974 亞泰|電子零組|30 29 -6|63 63 -31 -8|0.5 58|8 4 0 -35 8
4976 佳凌|光電業|0 1 -22|41 58 -33 -42|0.7 9|1 4 0 -28 7
4977 眾達-KY|通信網路|102 98 49|53 53 -44 -29|0.2 486|29 1 -0 -28 -5
4979 華星光|通信網路|43 67 35|52 52 -36 -14|0.2 3412|16 2 -1 -24 -34
4987 科誠|電腦及週|0 15 -4|74 74 -14 -4|1.0 8|5 3 0 -59 8
4991 環宇-KY|半導體業|59 31 -12|58 58 -30 66|0.2 1579|5 -1 0 -7 -4
5007 三星|鋼鐵工業|-3 -2 -2|93 97 2 -3|2.2 9|3 -4 0 27 -3
5009 榮剛|鋼鐵工業|-15 -10 -2|73 80 -15 -17|1.4 201|9 -3 -0 -37 6
5014 建錩|鋼鐵工業|19 4 -4|62 65 -8 -37|1.3 8|3 13 0 -37 -4
5201 凱衛|資訊服務|100 20 15|93 93 36 38|1.2 34|9 2 0 34 -57
5202 力新|資訊服務|-7 -12 -37|63 63 -11 -13|0.5 101|3 1 0 -38 13
5203 訊連|資訊服務|10 16 4|68 68 3 -0|0.6 64|19 8 -0 -24 -15
5213 亞昕|建材營造|1240 926 630|61 85 -8 -5|1.4 22|1 14 0 24 -11
5222 全訊|半導體業|-12 -4 -3|58 75 -14 -24|1.5 93|4 -0 0 -12 -10
5225 東科-KY|其他電子|-2 -2 -12|55 62 -28 -28|0.8 119|40 -6 0 -33 29
5234 達興材料|光電業|17 18 15|58 59 -24 -40|0.8 163|7 -0 -3 -38 9
5236 凌陽創新|半導體業|29 49 29|59 59 -18 -37|1.7 16|4 -2 0 -60 -14
5243 乙盛-KY|光電業|5 19 -1|55 55 -37 -35|1.2 40|53 -2 0 -34 0
5244 弘凱|光電業|5 -1 -1|62 62 -24 -18|0.7 43|4 1 0 -6 25
5251 天鉞電|光電業|52 79 17|79 100 46 22|6.7 25|23 -1 0 -1 2
5258 虹堡|電腦及週|-13 -7 -3|40 45 -29 -54|1.6 20|4 2 0 -20 -5
5263 智崴|文化創意|6 17 -40|47 49 -33 -45|2.1 25|19 5 0 -34 -1
5269 祥碩|半導體業|16 32 5|56 63 -28 -11|0.7 809|21 -2 4 3 -33
5274 信驊|半導體業|110 104 -13|52 59 -22 -36|1.3 1269|49 -1 0 -27 -12
5278 尚凡*|數位雲端|76 25 13|64 64 -12 13|1.3 10|1 9 0 na na
5283 禾聯碩|電器電纜|9 14 4|79 82 -14 -15|2.2 12|1 -13 0 -30 29
5284 jpp-KY|其他|49 36 19|51 63 -31 -10|0.5 130|54 -2 -0 -22 -13
5285 界霖|半導體業|7 15 11|58 62 -17 -37|1.2 15|1 -1 0 -17 3
5287 數字|數位雲端|6 4 -1|94 94 -4 -4|4.7 7|18 -2 0 24 -27
5288 豐祥-KY|電機機械|12 9 5|62 63 -27 -36|1.7 29|60 17 -1 -18 -1
5289 宜鼎|電腦及週|28 21 7|71 81 9 -18|0.9 176|21 6 3 -37 -24
5292 華懋|綠能環保|74 37 13|77 80 -9 -22|1.8 6|3 -18 0 -17 14
5306 桂盟|運動休閒|24 23 6|57 65 -23 -35|2.8 14|15 -9 0 -30 1
5309 系統電|電子零組|2 -2 4|66 66 -21 -11|0.6 190|4 -0 0 -38 5
5312 寶島科|生技醫療|-5 -2 -3|84 84 13 22|1.6 11|9 -13 0 23 28
5314 世紀*|其他|213 182 na|79 79 96 421|4.3 242|10 -5 0 1336 1789
5315 光聯|光電業|49 71 37|80 80 -6 3|1.7 27|13 3 0 -28 8
5328 華容|電子零組|23 22 22|64 64 -26 -21|0.8 10|2 0 0 -37 7
5340 建榮|電子零組|10 20 -35|48 63 -23 -41|0.8 10|50 -1 0 -39 2
5347 世界|半導體業|27 24 7|67 87 -9 -11|1.2 587|12 -11 9 -30 29
5351 鈺創|半導體業|-30 -25 -38|44 57 -35 -42|0.9 31|6 6 0 -29 -23
5371 中光電|光電業|-5 -7 -7|50 64 -33 -21|0.4 326|10 -2 1 -28 2
5386 青雲|電腦及週|189 103 -39|51 53 -27 -43|1.1 9|2 11 0 -30 -8
5388 中磊|通信網路|-33 -30 -13|68 70 -21 -11|0.8 476|20 1 0 -13 38
5392 能率|光電業|-3 -4 -2|61 66 -22 -14|0.2 99|3 0 0 -30 -4
5403 中菲|資訊服務|21 21 5|88 88 2 2|1.4 9|7 -3 0 -35 -15
5410 國眾|資訊服務|-2 137 85|67 71 -17 -20|1.5 24|7 1 0 5 7
5425 台半|半導體業|51 43 27|51 59 -24 -35|1.6 67|11 -12 1 19 8
5426 振發|電腦及週|62 66 36|48 54 -33 -29|0.7 11|3 10 0 -36 -32
5432 新門|綠能環保|-31 -5 17|36 41 -9 -59|0.8 26|1 -0 0 -26 -6
5434 崇越|電子通路|30 32 7|76 76 -15 -14|1.8 95|24 -5 1 -33 -8
5438 東友|電腦及週|33 24 2|41 41 -33 -27|0.6 7|2 1 0 -25 -4
5439 高技|電子零組|83 54 42|76 76 43 60|0.5 2412|8 0 -0 -13 -28
5443 均豪|半導體業|-28 -10 -55|38 43 -46 -61|0.8 73|7 10 0 -42 -15
5452 佶優|其他電子|6 1 -2|59 60 -19 -25|1.2 24|7 5 0 -20 -12
5457 宣德|電子零組|24 31 -6|61 61 -31 -24|1.3 20|39 -8 0 -31 12
5465 富驊|電腦及週|41 25 36|63 68 -19 -12|0.5 17|1 5 0 -39 -13
5469 瀚宇博|電子零組|19 15 12|60 76 -20 -25|1.2 99|12 -0 0 -21 63
5471 松翰|半導體業|4 4 0|62 70 -16 -27|1.7 5|12 3 -1 -9 -12
5474 聰泰|電腦及週|-22 -6 -5|54 54 -36 -30|0.3 85|3 -3 0 -29 4
5478 智冠|文化創意|-16 -5 -12|70 75 -14 -18|2.1 20|20 -23 1 -12 36
5481 新華|其他|-0 1 0|74 74 -25 0|1.0 13|29 -3 0 -1 -16
5483 中美晶|半導體業|-5 -2 -0|46 63 -22 -36|1.1 375|18 -10 -1 -19 33
5484 慧友|光電業|27 13 -20|29 50 -44 -44|0.6 13|2 11 0 na na
5493 三聯|其他電子|24 20 -0|59 65 -13 -30|0.7 16|1 -2 0 -8 20
5508 永信建|建材營造|-48 -70 -64|40 55 -14 -44|0.9 101|5 -4 -1 -39 17
5511 德昌|建材營造|32 -5 4|76 84 -13 -2|2.8 6|2 -10 0 -26 7
5515 建國|建材營造|9 26 -24|85 87 9 12|1.6 32|12 7 0 23 12
5519 隆大|建材營造|1 -27 -24|52 82 -6 -16|2.1 26|4 0 0 -48 9
5521 工信|建材營造|43 47 12|73 82 4 -14|1.7 32|6 10 0 -14 -11
5522 遠雄|建材營造|-85 -58 -302|67 75 -14 -10|0.8 88|4 -13 8 -22 17
5530 龍巖|其他|40 14 9|81 81 32 51|6.9 322|57 -0 0 -10 39
5534 長虹|建材營造|110 135 -12|59 76 -3 -15|2.5 179|15 8 2 -10 -7
5536 聖暉*|其他電子|52 61 26|72 72 -15 7|1.0 125|34 -2 7 -22 -1
5607 遠雄港|航運業|8 12 -6|56 73 -19 -26|2.4 13|2 -7 0 -14 5
5608 四維航|航運業|-5 -0 -4|65 72 -5 -13|0.6 54|4 1 0 -33 -14
5609 中菲行|航運業|31 29 -8|80 87 -6 -13|2.6 8|16 -12 0 -13 7
5706 鳳凰|觀光餐旅|45 53 4|64 76 -20 -11|0.9 19|3 -20 0 -28 14
5864 致和證|金融業|-260 -71 -62|60 66 -18 -35|2.4 7|1 1 0 -26 2
5871 中租-KY|其他|-1 -1 -4|63 69 -8 -34|1.5 727|45 -3 -1 -13 5
5876 上海商銀|金融保險|12 12 5|100 100 19 22|2.4 336|52 5 17 -4 7
5880 合庫金|金融保險|21 11 3|90 92 -1 -6|2.4 247|16 -5 3 -3 6
5903 全家|居家生活|2 2 -3|94 94 6 5|3.7 19|51 1 2 5 -10
5904 寶雅|居家生活|3 7 1|88 88 -3 -10|2.1 134|23 -10 0 38 48
5905 南仁湖|觀光餐旅|-8 4 5|45 65 -22 -36|2.2 9|4 10 0 -40 -1
6005 群益證|金融保險|-21 1 -26|83 83 -10 10|0.7 121|13 -12 17 -29 11
6016 康和證|金融業|-255 -119 -176|70 75 -14 -20|2.5 14|3 -17 0 -17 19
6023 元大期貨|金融業|-3 5 -11|88 91 -2 -6|2.8 17|1 -3 0 9 -11
6024 群益期|金融保險|38 25 -7|79 79 -17 -15|2.2 23|3 -12 -1 -37 2
6026 福邦證|金融業|-193 118 99|75 87 -4 -8|2.5 15|3 1 0 -25 7
6101 寬魚國際|文化創意|11 -46 -227|79 95 -3 9|1.3 7|1 -1 0 11 -12
6104 創惟|半導體業|78 68 29|63 63 -27 -22|0.7 526|16 3 -0 -20 -19
6108 競國|電子零組|-43 -31 -10|64 77 -17 -19|1.6 5|3 -10 0 -11 -14
6111 光聚晶電|文化創意|5 -4 -45|64 75 -12 -21|1.0 17|8 -2 0 -23 9
6112 邁達特|資訊服務|14 0 7|54 54 -19 -15|0.2 81|3 -0 -0 -38 8
6113 亞矽|電子通路|-11 -8 24|52 61 -9 -35|0.5 9|1 -0 0 -22 49
6115 鎰勝|電子零組|9 17 -1|86 94 -0 -3|4.1 7|5 -5 0 -49 6
6117 迎廣|電腦及週|35 -1 -14|45 60 -22 -26|0.3 528|4 1 0 -43 0
6121 新普|電腦及週|9 6 8|76 82 -14 -5|0.9 216|36 -4 1 -39 12
6122 擎邦|電機機械|26 -6 14|68 80 -13 -13|2.2 12|2 -6 0 -40 1
6125 廣運|電機機械|-21 5 40|40 55 -41 -40|0.6 120|6 3 0 -38 -3
6126 信音|電子零組|21 8 0|53 60 -27 -39|2.5 6|2 7 0 -38 -20
6127 九豪|電子零組|4 15 -7|45 49 -41 -40|1.6 10|4 11 0 -45 -13
6128 上福|電腦及週|2 -1 -5|83 91 1 -6|2.7 7|5 -5 0 1 -51
6130 上亞科技|生技醫療|-41 80 65|69 69 13 -8|0.7 6|0 -2 0 na na
6133 金橋|電子零組|27 37 5|49 49 -29 -42|1.3 6|4 6 0 -32 -9
6134 萬旭|電子零組|20 30 -21|44 44 -31 -44|1.2 11|24 -5 0 -50 9
6136 富爾特|通信網路|12 8 8|84 84 1 0|1.3 10|4 1 0 -29 20
6138 茂達|半導體業|18 17 8|65 65 -16 -30|1.1 142|15 -10 7 -37 17
6139 亞翔|其他電子|-19 -37 -42|56 72 -13 -13|0.6 595|21 5 -1 -33 42
6140 訊達電腦|資訊服務|77 76 50|64 64 26 17|0.1 74|4 1 0 -25 -71
6143 振曜|通信網路|53 22 -3|68 73 -9 -20|0.7 156|3 -6 1 -14 11
6146 耕興|其他電子|-1 -2 1|67 77 -15 -21|2.5 23|33 -9 -0 -38 1
6147 頎邦|半導體業|20 20 12|79 89 -5 -9|1.4 140|21 15 1 -36 -10
6148 驊宏資|資訊服務|-40 155 112|100 100 130 110|3.4 742|3 0 0 14 -62
6150 撼訊|電腦及週|46 26 30|58 63 -23 -26|1.0 15|3 2 0 -27 -10
6151 晉倫|其他電子|23 20 5|44 44 -26 -33|1.9 10|8 11 0 -57 -10
6153 嘉聯益|電子零組|-13 -16 9|43 54 -24 -46|1.0 21|8 -4 0 -17 1
6156 松上|電子零組|76 90 39|59 59 -5 -27|1.1 42|7 5 0 -14 -9
6163 華電網|資訊服務|17 37 -1|63 70 -18 -28|1.1 20|4 -4 0 -30 3
6165 浪凡|數位雲端|11 11 5|89 89 5 20|1.3 53|4 4 0 13 -13
6166 凌華|電腦及週|39 30 26|77 77 -6 6|0.8 157|17 7 0 -7 1
6168 宏齊|光電業|14 3 3|60 61 -31 -33|0.4 6|4 2 0 -38 -2
6170 統振|通信網路|10 17 -9|80 80 -6 7|1.6 23|5 12 0 -30 -24
6173 信昌電|電子零組|7 9 5|57 65 -23 -33|1.4 10|2 5 0 -18 -10
6175 立敦|電子零組|0 17 1|68 68 -18 -15|0.4 39|20 2 0 -28 -18
6176 瑞儀|光電業|11 13 -4|72 74 -17 -18|1.7 314|30 -11 -0 -14 11
6177 達麗|建材營造|186 59 -270|61 83 0 -8|1.7 142|7 -2 8 -52 -1
6179 亞通|其他|123 54 1|62 64 -18 -30|2.6 10|6 13 0 -35 -9
6180 橘子|文化創意|-9 -10 -18|79 79 -9 -10|1.6 43|27 -13 -0 -33 27
6182 合晶|半導體業|17 17 18|45 57 -31 -40|1.2 33|10 -10 -0 -24 -3
6185 幃翔|電子零組|6 12 30|88 88 7 3|1.9 10|2 4 0 -14 6
6186 新潤|建材營造|567 128 -14243|56 81 -6 -14|2.1 51|2 -5 0 -42 12
6187 萬潤|半導體業|44 81 -233|44 49 -40 -54|0.5 478|14 4 -1 -42 -24
6188 廣明|電腦及週|17 11 26|59 66 -31 -25|0.6 144|8 0 -0 -36 12
6189 豐藝|電子通路|-44 -27 -35|55 67 -25 -27|1.8 35|9 0 -3 -30 6
6190 萬泰科|通信網路|36 33 1|71 73 -12 -14|1.1 120|6 -2 0 -12 6
6191 精成科|電子零組|9 2 6|69 69 -23 -14|0.4 367|11 -7 -1 -12 49
6192 巨路|其他電子|-2 7 -8|74 82 -13 -17|1.7 37|19 7 0 -15 -10
6196 帆宣|其他電子|-1 -6 -11|85 86 -2 -3|1.0 163|8 9 4 -34 -21
6197 佳必琪|電子零組|14 17 -17|60 63 -19 -23|1.7 61|5 -4 0 -26 5
6199 天品|其他|25 12 17|77 77 -17 108|1.8 75|5 -1 0 na 2
6202 盛群|半導體業|43 82 50|56 60 -24 -32|0.8 25|9 -2 0 -39 2
6203 海韻電|電子零組|21 47 66|71 71 -15 -17|1.8 30|3 8 0 -32 -16
6205 詮欣|電子零組|19 12 -11|56 56 -39 -37|2.3 11|2 -8 0 -28 17
6206 飛捷|電腦及週|19 36 1|62 62 23 25|0.5 516|25 5 1 -53 34
6207 雷科|電子零組|61 3 -14|43 48 -31 -54|0.9 10|4 21 0 -41 -24
6209 今國光|光電業|4 37 33|71 73 -12 -8|0.4 53|4 4 0 -22 -14
6213 聯茂|電子零組|39 25 0|41 68 -29 -25|1.0 101|9 11 0 -38 -6
6214 精誠|資訊服務|-10 -1 -7|67 67 -21 -12|0.6 178|13 15 -4 -29 -28
6215 和椿|其他電子|86 68 -18|49 49 -34 8|0.1 295|15 1 0 -26 23
6216 居易|通信網路|-22 -27 -53|59 59 -22 -36|2.2 11|5 -13 0 -45 -5
6217 中探針|電子零組|49 33 5|47 55 -34 -46|1.1 14|4 3 0 -17 -1
6219 富旺|建材營造|-101 107 -1321|50 62 -36 -30|1.8 16|2 -2 0 -13 6
6221 晉泰|資訊服務|8 33 20|69 69 -11 -13|1.8 17|1 0 0 23 224
6223 旺矽|半導體業|35 39 8|58 58 -35 -27|0.4 1425|21 -6 -1 -26 52
6224 聚鼎|電子零組|24 16 6|52 52 -24 -38|1.9 7|11 -6 0 -56 -42
