# 2023-08-01 全池(1185 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
6488 環球晶|半導體業|1 2 -10|95 95 10 -1|1.1 786|24 -3 4 -14 22|PB位13 PE位6 殖3.1|益35.5→32.8
6491 晶碩|生技醫療|10 15 6|78 78 -9 -22|1.1 246|7 -7 2 -5 -1|PB位18 PE位6 殖2.8|益28.8→28.4
6492 生華科|生技醫療|1 0 na|63 72 -14 -26|1.1 6|4 0 0 na na|PB位5 PE位na 殖0.0|益-35611.5→-30800.8
6494 九齊|半導體業|-23 -31 11|72 79 -8 -21|0.5 7|4 -4 0 -8 16|PB位1 PE位68 殖11.2|益17.0→-9.3
6505 台塑化|油電燃氣|-39 -33 -37|91 91 -4 -1|0.8 183|7 -14 -1 20 4|PB位27 PE位74 殖1.4|益0.6→2.3
6508 惠光|農業科技|-39 -49 -37|79 94 -2 2|0.9 8|1 -7 0 -8 -18|PB位64 PE位56 殖7.6|益11.9→11.3
6509 聚和|化學工業|-35 -14 -14|85 85 -8 -3|0.7 28|2 -4 0 2 -7|PB位38 PE位1 殖3.4|益13.5→16.3
6510 精測|半導體業|-35 -37 -23|83 83 9 -5|1.0 231|7 3 4 -20 6|PB位29 PE位100 殖2.3|益19.7→-9.5
6515 穎崴|半導體業|-32 7 -48|84 84 18 69|0.8 981|10 -3 -2 27 66|PB位92 PE位64 殖2.9|益26.2→18.2
6516 勤崴國際|資訊服務|63 12 -37|92 92 -1 22|0.6 6|1 -21 0 6 109|PB位76 PE位20 殖2.5|益18.0→15.6
6517 保勝光學|光電業|-17 -24 -36|na 49 -41 54|0.3 73|3 2 0 na -45|PB位20 PE位42 殖1.4|益22.2→30.6
6523 達爾膚|生技醫療|78 39 35|89 89 -9 29|0.6 73|6 -1 0 9 44|PB位96 PE位96 殖6.0|益40.2→44.9
6525 捷敏-KY|半導體業|-29 -20 -12|95 96 5 6|0.7 7|12 2 0 5 7|PB位39 PE位35 殖7.8|益16.6→18.7
6527 明達醫|生技醫療|1 -3 -25|80 80 4 75|1.1 61|1 0 0 na na|PB位98 PE位69 殖3.1|益15.7→16.2
6530 創威|通信網路|-6 -5 2|84 84 20 43|0.8 16|1 -1 0 104 26|PB位99 PE位59 殖4.7|益22.2→11.4
6531 愛普*|半導體業|-35 -29 15|100 100 40 69|2.4 1521|19 8 -1 -0 -31|PB位42 PE位73 殖1.8|益29.5→14.1
6532 瑞耘|半導體業|-20 10 -13|92 92 9 16|1.8 26|1 -4 0 8 59|PB位82 PE位27 殖4.3|益31.0→22.8
6533 晶心科|半導體業|33 29 -12|75 75 1 -18|1.0 677|20 -11 -1 18 69|PB位30 PE位70 殖0.3|益-7.4→-22.6
6535 順藥|生技醫療|-59 5704 3029|95 95 37 46|2.3 98|0 -4 0 na 361|PB位98 PE位na 殖0.0|益-1148.3→-910.1
6538 倉和|電子零組|42 30 9|100 100 43 118|3.1 275|8 1 4 9 -4|PB位81 PE位100 殖2.1|益12.2→11.6
6541 泰福-KY|生技醫療|253 1101 na|33 48 -13 -37|0.7 6|26 -36 0 na na|PB位65 PE位na 殖0.0|益-7166.2→-1989.8
6546 正基|通信網路|-43 -46 -6|73 96 29 43|1.1 163|2 1 -1 41 52|PB位69 PE位96 殖6.6|益14.4→12.6
6547 高端疫苗|生技醫療|-100 -100 -10|39 74 -10 -23|0.9 74|5 -4 -0 16 1|PB位11 PE位na 殖0.0|益-420.8→na
6548 長科*|半導體業|-27 -21 -11|41 79 -11 13|1.2 154|6 -5 6 -8 9|PB位32 PE位25 殖4.2|益21.6→14.3
6550 北極星藥業-KY|生技醫療|26 -9 53|40 83 -11 -14|0.8 359|71 9 -0 -11 -9|PB位23 PE位na 殖0.0|益-17977.1→-228802.6
6556 勝品|光電業|-19 -13 -14|56 56 -19 -1|0.3 6|0 -3 0 na 217|PB位77 PE位5 殖5.1|益14.5→15.8
6561 是方|通信網路|5 3 -4|95 95 3 40|2.5 41|13 11 0 66 -4|PB位79 PE位58 殖2.5|益33.7→35.0
6568 宏觀|半導體業|1 -24 -49|73 76 -19 -17|0.9 32|4 3 0 -32 -1|PB位46 PE位60 殖2.9|益10.5→4.6
6569 醫揚|生技醫療|15 0 -10|90 90 109 128|0.5 43|3 2 0 675 0|PB位99 PE位99 殖2.3|益9.1→9.5
6570 維田|電腦及週|1 10 -10|94 94 11 46|0.4 30|6 -5 0 -13 71|PB位94 PE位39 殖5.9|益16.5→15.9
6576 逸達|生技醫療|1782 528 -5279|65 65 -8 -17|0.5 37|26 -0 0 na na|PB位73 PE位na 殖0.0|益-155.7→-612.1
6577 勁豐|電腦及週|41 92 74|79 79 62 83|1.0 55|3 1 -0 -14 224|PB位97 PE位97 殖4.3|益10.3→13.2
6579 研揚|電腦及週|-1 -1 -11|90 90 139 141|0.9 216|3 -2 0 67 140|PB位100 PE位71 殖2.2|益14.3→12.3
6585 鼎基|其他|-20 -8 -8|100 100 33 50|1.2 26|11 5 0 0 30|PB位99 PE位100 殖3.7|益11.5→10.7
6589 台康生技|生技醫療|-52 -59 -37|67 81 -14 -10|0.5 160|6 2 -5 -8 -10|PB位18 PE位na 殖0.0|益-22.3→-101.9
6590 普鴻|資訊服務|25 26 4|84 84 -11 59|0.8 8|1 -2 0 na na|PB位93 PE位91 殖4.2|益23.7→15.9
6591 動力-KY|電腦及週|4 -9 20|87 87 8 24|1.3 23|24 -2 0 3 52|PB位33 PE位84 殖7.6|益15.7→7.2
6592 和潤企業|其他|24 27 -0|96 96 25 53|0.6 187|28 -7 3 -55 28|PB位97 PE位98 殖3.1|益20.8→19.7
6593 台灣銘板|資訊服務|31 23 26|95 95 47 103|0.6 20|4 4 0 na 26|PB位100 PE位na 殖0.6|益0.7→5.7
6596 寬宏藝術|文化創意|-86 141 -12567|74 74 3 19|0.2 15|2 3 0 -7 71|PB位93 PE位68 殖0.9|益-2.3→4.2
6603 富強鑫|電機機械|-35 -25 -16|82 86 -6 -9|0.6 7|1 -3 0 -4 -2|PB位34 PE位40 殖3.7|益5.6→0.6
6605 帝寶|汽車工業|3 9 -3|95 95 17 52|0.4 81|18 -3 0 -22 14|PB位97 PE位62 殖4.5|益12.6→16.0
6609 瀧澤科|電機機械|-21 -22 -26|83 83 -3 -11|0.8 16|53 -10 0 51 -0|PB位37 PE位16 殖8.8|益9.9→4.2
6612 奈米醫材|生技醫療|15 28 2|74 74 -25 8|0.2 32|27 -2 -3 -14 8|PB位88 PE位52 殖0.7|益24.4→20.7
6613 朋億*|其他電子|13 37 10|72 100 20 32|1.9 19|5 11 1 10 1|PB位100 PE位62 殖7.6|益13.8→10.8
6625 必應|其他|379 411 173|63 63 6 121|0.3 143|5 3 0 -7 81|PB位92 PE位12 殖0.0|益-0.2→3.5
6643 M31|半導體業|7 16 -15|86 86 59 80|0.7 880|27 1 -1 31 -20|PB位95 PE位95 殖1.0|益27.1→14.3
6664 群翊|電子零組|-10 -6 -17|99 99 31 51|1.1 67|6 2 0 -1 10|PB位99 PE位66 殖4.9|益25.4→28.7
6667 信紘科|其他電子|-2 6 -17|89 89 10 21|0.5 11|5 -3 0 -6 -2|PB位33 PE位5 殖5.8|益9.4→13.3
6668 中揚光|光電業|-41 -40 -28|80 81 -9 -8|1.5 10|20 -3 -0 5 30|PB位29 PE位na 殖0.0|益-20.7→-33.3
6669 緯穎|電腦及週|-35 -22 -61|82 82 59 119|1.6 8916|32 -7 2 101 -45|PB位90 PE位85 殖2.9|益6.1→6.0
6670 復盛應用|運動休閒|-44 -39 -54|88 88 3 -0|0.7 118|20 -20 0 -10 3|PB位0 PE位1 殖11.1|益17.1→13.8
6672 騰輝電子-KY|電子零組|-9 -15 16|92 92 6 4|1.0 45|32 -8 0 23 -23|PB位30 PE位70 殖4.3|益9.4→8.6
6679 鈺太|半導體業|-26 -33 9|99 99 38 34|1.4 324|10 5 -12 144 9|PB位36 PE位100 殖2.3|益23.9→17.9
6683 雍智科技|半導體業|-15 -11 -10|94 95 20 15|1.3 76|11 2 -1 na -13|PB位31 PE位44 殖3.2|益29.2→30.6
6684 安格|半導體業|-26 -36 19|76 89 16 11|1.6 16|1 -1 0 na na|PB位49 PE位na 殖1.9|益7.0→-43.1
6689 伊雲谷|數位雲端|14 11 10|na 87 5 7|0.9 141|12 -4 0 na 19|PB位60 PE位81 殖2.0|益1.4→0.7
6690 安碁資訊|數位雲端|17 14 -37|82 82 -6 56|2.0 105|3 2 0 na 16|PB位52 PE位36 殖2.5|益11.6→12.2
6691 洋基工程|其他電子|9 29 -8|95 95 29 74|0.5 247|4 -10 -0 22 31|PB位74 PE位41 殖8.1|益15.6→13.6
6695 芯鼎|半導體業|-32 -19 2|na 83 -1 -9|0.3 9|0 -9 0 -7 126|PB位23 PE位74 殖0.0|益1.3→-14.1
6697 東捷資訊|資訊服務|-13 -1 -5|76 76 35 68|1.4 17|0 0 0 na na|PB位94 PE位94 殖2.7|益3.9→5.9
6698 旭暉應材|其他電子|-33 -18 -33|83 83 -5 16|0.5 8|2 -8 -4 -8 17|PB位29 PE位na 殖0.0|益1.7→-13.2
6703 軒郁|生技醫療|84 61 14|85 85 55 182|0.7 110|19 6 0 na 37|PB位98 PE位98 殖2.4|益13.0→17.5
6706 惠特|光電業|-72 -72 -3|60 69 -14 -24|1.1 24|6 -6 0 -11 -2|PB位0 PE位34 殖5.0|益16.2→-16.1
6712 長聖|生技醫療|4 5 -5|84 92 -3 -0|0.5 103|4 -4 -0 -3 12|PB位24 PE位36 殖1.5|益45.2→20.5
6715 嘉基|電子零組|-45 -36 -42|71 71 -15 -7|0.6 34|1 -3 -9 -2 -0|PB位0 PE位0 殖3.7|益20.8→21.2
6719 力智|半導體業|-62 -57 -16|70 70 -17 -20|1.0 329|6 2 -4 3 -7|PB位11 PE位57 殖4.0|益21.6→-7.5
6728 上洋|居家生活|-1 -6 -10|86 86 -5 21|0.8 6|1 -3 0 na na|PB位88 PE位75 殖6.8|益16.2→10.7
6732 昇佳電子|半導體業|24 2 33|71 71 -7 7|0.7 146|6 -0 -5 -12 7|PB位26 PE位69 殖5.0|益22.1→11.8
6733 博晟生醫|生技醫療|109 554 241|84 84 -3 82|0.4 33|2 -10 0 na na|PB位88 PE位na 殖0.0|益-697.1→-539.1
6741 91APP*-KY|數位雲端|8 10 -3|73 73 -25 4|0.4 149|60 0 -1 -2 12|PB位24 PE位21 殖0.6|益32.5→29.7
6743 安普新|其他電子|-40 -21 1|71 71 -7 37|0.3 30|4 -6 0 -16 -11|PB位46 PE位92 殖0.9|益1.9→4.3
6747 亨泰光|生技醫療|-17 -6 -8|74 74 -19 10|0.9 48|4 -11 -4 na -5|PB位28 PE位32 殖4.6|益33.3→na
6751 智聯服務|資訊服務|8 19 -1|74 74 -19 124|1.8 16|0 -1 0 na na|PB位78 PE位27 殖3.0|益5.3→11.1
6752 叡揚|資訊服務|1 16 -4|82 82 -16 121|2.3 27|1 -0 0 na 309|PB位92 PE位91 殖2.2|益13.5→11.1
6753 龍德造船|航運業|25 23 -74|na na -7 na|1.7 136|1 0 0 na 4933|PB位46 PE位69 殖0.9|益12.4→13.6
6756 威鋒電子|半導體業|-19 -31 12|89 94 10 7|1.9 171|5 6 -1 2 -10|PB位38 PE位54 殖3.3|益24.0→1.1
6763 綠界科技*|數位雲端|5 5 -1|79 79 -9 -0|0.2 20|4 -3 0 na -18|PB位34 PE位34 殖3.2|益28.3→27.3
6768 志強-KY|運動休閒|-36 -18 -104|72 93 -1 -7|0.8 9|66 -14 0 -1 -4|PB位2 PE位9 殖7.8|益12.2→1.1
6770 力積電|半導體業|-52 -50 -22|74 86 -2 -14|1.0 415|14 -18 8 -1 36|PB位6 PE位50 殖3.4|益34.6→2.9
6776 展碁國際|電子通路|-12 -0 7|87 87 11 49|1.4 22|2 -4 -1 38 102|PB位90 PE位53 殖6.2|益2.2→2.1
6781 AES-KY|電子零組|-44 -41 -37|61 82 10 -11|0.7 374|74 1 -17 8 -1|PB位6 PE位14 殖2.7|益26.2→24.3
6782 視陽|生技醫療|-29 -26 -30|na 49 -36 -43|0.8 83|4 4 -8 na -1|PB位3 PE位3 殖3.0|益25.6→6.6
6788 華景電|半導體業|-1 -24 -36|90 90 10 15|2.6 113|6 6 -0 10 5|PB位71 PE位39 殖5.6|益30.7→30.1
6789 采鈺|半導體業|-27 -27 -2|68 83 4 -3|0.7 248|10 -9 -0 -14 35|PB位35 PE位84 殖0.9|益22.8→5.2
6790 永豐實|造紙工業|-9 3 -3|94 94 2 6|0.6 17|2 -20 0 22 67|PB位27 PE位92 殖6.0|益8.9→5.8
6791 虎門科技|資訊服務|16 14 3|na 71 -14 112|1.1 8|11 -0 0 na na|PB位46 PE位60 殖3.2|益15.7→17.4
6792 詠業|通信網路|1 -7 14|94 98 11 23|2.5 10|2 7 0 24 9|PB位67 PE位77 殖5.6|益17.1→16.3
6796 晉弘|生技醫療|9 27 20|83 83 20 31|2.2 121|23 1 0 66 -43|PB位82 PE位95 殖1.5|益11.9→15.9
6799 來頡|半導體業|-17 -20 -4|72 72 -12 8|0.7 103|12 1 -9 11 69|PB位46 PE位72 殖2.2|益30.0→22.2
6803 崑鼎|綠能環保|22 14 -3|98 98 8 28|0.8 12|3 4 0 12 17|PB位92 PE位88 殖4.2|益20.2→22.2
6804 明係|運動休閒|56 32 -52|90 90 16 39|0.3 10|11 7 0 -44 43|PB位87 PE位38 殖3.8|益5.7→5.9
6806 森崴能源|綠能環保|28 48 23|80 80 -12 20|0.4 392|3 -7 -5 -7 -17|PB位44 PE位82 殖0.5|益5.9→5.5
6811 宏碁資訊|數位雲端|9 6 -6|na 91 33 163|0.6 285|3 1 4 65 25|PB位100 PE位97 殖2.1|益7.2→8.1
6829 千附精密|半導體業|-17 -29 -6|84 84 -11 69|0.8 90|1 -0 -1 -2 52|PB位82 PE位87 殖4.4|益18.7→17.5
6830 汎銓|其他電子|6 21 6|na 99 28 58|2.8 173|6 1 1 78 190|PB位100 PE位100 殖2.9|益21.9→13.3
6841 長佳智能|生技醫療|-28 40 -153|na na 13 na|2.4 410|2 0 0 na 29|PB位45 PE位83 殖1.7|益-133.6→-286.3
6843 進典|電機機械|6 36 -10|na 88 4 50|0.3 6|1 1 0 7 100|PB位35 PE位35 殖3.5|益16.7→22.0
6854 錼創科技-KY創|半導體業|162 140 76|na 89 10 11|0.8 18|46 -4 0 na na|PB位93 PE位na 殖0.0|益-190.9→-164.8
6859 伯特光|光電業|-5 3 -11|na 82 0 -8|0.4 6|15 -4 0 3 34|PB位37 PE位78 殖2.2|益20.3→17.7
6861 睿生光電|生技醫療|4 -3 -4|na na -2 na|2.7 55|1 -0 0 na na|PB位49 PE位64 殖1.2|益4.6→4.0
6863 永道-KY|通信網路|15 10 na|na na -14 na|0.7 43|76 -4 -1 na na|PB位9 PE位7 殖1.3|益15.3→17.8
6869 雲豹能源|綠能環保|370 88 -443|na na -3 na|0.5 13|0 -5 0 na na|PB位9 PE位28 殖2.2|益13.9→9.3
6873 泓德能源|綠能環保|206 166 72|na na -15 na|0.7 13|4 4 0 na na|PB位19 PE位39 殖3.4|益16.7→15.8
6874 倍力|資訊服務|-24 20 -2|na 70 -14 151|2.1 60|1 0 0 na 22|PB位49 PE位64 殖2.7|益8.1→6.9
7402 邑錡|光電業|-28 -13 -5|87 87 14 130|0.3 49|5 2 0 na 58|PB位93 PE位76 殖2.2|益8.1→1.0
8011 台通|通信網路|10 13 14|87 87 14 20|0.3 23|5 -4 0 31 1|PB位84 PE位na 殖0.0|益-11.7→9.7
8016 矽創|半導體業|12 -1 27|100 100 13 18|1.4 331|28 -5 6 -1 10|PB位50 PE位60 殖9.5|益26.3→10.8
8021 尖點|其他電子|-23 -31 -7|98 98 16 16|1.6 57|6 -0 1 20 18|PB位67 PE位97 殖5.8|益14.4→0.7
8027 鈦昇|電機機械|-61 -72 -42|91 94 28 27|3.6 94|5 -1 0 1 35|PB位31 PE位44 殖3.1|益12.5→5.0
8028 昇陽半導體|半導體業|23 29 10|86 94 8 4|1.8 199|14 -0 -3 1 22|PB位58 PE位37 殖3.0|益9.8→8.2
8033 雷虎|其他|-1 -6 -8|79 79 -19 50|0.6 154|1 -1 0 na na|PB位87 PE位92 殖0.0|益1.2→0.6
8034 榮群|通信網路|-5 390 231|76 76 18 27|0.4 15|4 2 0 -5 29|PB位59 PE位71 殖3.3|益6.5→7.2
8038 長園科|電子零組|858 1245 472|79 79 -10 10|0.3 35|3 -2 0 na na|PB位90 PE位na 殖0.0|益-13.7→12.0
8039 台虹|電子零組|1 -9 8|98 98 6 6|1.3 11|13 14 0 48 -18|PB位31 PE位100 殖6.0|益7.4→-4.0
8040 九暘|半導體業|-45 -42 -33|74 84 -0 -14|0.5 9|1 -6 0 5 26|PB位24 PE位5 殖2.7|益13.5→0.2
8044 網家|數位雲端|-20 -19 -7|63 65 -16 -31|1.1 32|12 -2 0 6 8|PB位1 PE位na 殖0.0|益-0.1→-0.7
8046 南電|電子零組|-44 -32 -31|86 86 -4 0|0.6 1336|10 1 -3 10 22|PB位35 PE位14 殖7.2|益36.5→25.2
8048 德勝|通信網路|90 103 49|81 81 112 153|1.9 284|2 -4 0 3 304|PB位98 PE位98 殖3.1|益13.1→14.0
8049 晶采|光電業|-22 -6 -25|93 93 5 23|1.2 31|9 -14 0 -6 23|PB位94 PE位58 殖7.4|益19.8→19.7
8050 廣積|電腦及週|-26 11 -15|97 97 30 33|1.3 1112|2 -4 2 12 -3|PB位95 PE位25 殖5.8|益14.7→12.3
8054 安國|半導體業|-10 8 -8|86 92 8 5|0.6 29|1 -3 0 11 70|PB位43 PE位na 殖1.5|益-1.6→-17.3
8059 凱碩|通信網路|-67 -60 -15|86 86 16 57|0.3 7|2 -0 0 28 7|PB位96 PE位15 殖0.0|益-2.1→4.6
8064 東捷|光電業|-12 -16 -18|92 92 -1 10|0.6 11|6 -18 0 -4 -4|PB位34 PE位47 殖8.3|益4.6→8.3
8069 元太|光電業|-7 -3 -43|91 94 16 27|0.8 1379|37 9 -7 -17 -5|PB位86 PE位64 殖2.0|益30.6→25.1
8070 長華*|電子通路|-33 -28 -11|84 84 -7 -0|0.6 39|10 5 0 -23 -22|PB位0 PE位30 殖8.2|益15.7→11.1
8071 能率網通|電子零組|-23 -23 -5|85 93 9 12|0.7 16|2 -1 0 -23 44|PB位84 PE位99 殖3.0|益2.9→-0.7
8072 陞泰|電子通路|-8 -16 -1|83 90 -1 2|0.3 6|1 -9 0 6 -3|PB位61 PE位26 殖3.7|益2.2→0.8
8076 伍豐|電腦及週|-12 -15 -10|88 88 21 21|0.2 90|5 4 0 -20 -20|PB位75 PE位20 殖2.8|益4.7→2.0
8081 致新|半導體業|3 -11 13|100 100 27 34|1.2 97|25 9 9 -18 -38|PB位49 PE位56 殖6.7|益25.1→16.9
8083 瑞穎|電機機械|-44 -46 -2|88 96 8 -5|1.0 8|1 -3 0 -25 5|PB位53 PE位94 殖6.9|益22.3→22.8
8084 巨虹|電子通路|-59 -32 -58|72 81 -7 -7|1.6 16|0 2 0 na -45|PB位87 PE位na 殖0.0|益-9.0→-16.3
8085 福華|其他電子|-12 2 -4|85 85 42 99|0.4 44|4 -6 0 8 172|PB位98 PE位32 殖0.2|益-3.3→-11.8
8086 宏捷科|半導體業|4 -11 33|90 90 14 19|0.8 395|7 -1 0 10 -1|PB位44 PE位na 殖0.0|益-1.7→-57.9
8087 麗升能源|綠能環保|178 169 -32|76 76 72 99|1.1 46|4 2 0 na na|PB位97 PE位na 殖0.0|益-7.4→-59.8
8088 品安|半導體業|-20 -16 -10|92 92 7 41|0.5 63|10 -7 0 -28 20|PB位73 PE位17 殖7.3|益12.4→10.5
8091 翔名|半導體業|-4 -1 -4|86 86 -7 4|0.4 34|5 -5 0 -21 27|PB位49 PE位28 殖7.9|益24.7→19.6
8092 建暐|其他電子|19 13 -5|94 94 14 14|0.9 9|0 0 0 na -61|PB位96 PE位45 殖0.0|益2.3→2.0
8093 保銳|電子零組|212 90 63|76 76 16 100|1.8 41|1 0 0 na na|PB位98 PE位na 殖0.0|益-30.9→-11.3
8097 常珵|通信網路|-76 -86 -288|61 78 3 -21|0.1 19|1 -9 0 -0 6|PB位27 PE位32 殖4.2|益14.3→1.3
8099 大世科|資訊服務|-13 1 3|85 85 7 44|0.3 18|1 -6 0 7 9|PB位92 PE位89 殖3.3|益4.5→3.7
8103 瀚荃|電子零組|-28 -28 -0|100 100 9 21|1.5 14|8 2 0 16 -17|PB位58 PE位51 殖4.9|益10.0→8.4
8104 錸寶|光電業|-28 -15 -49|85 85 -3 1|0.6 9|1 -15 0 -17 -5|PB位27 PE位69 殖3.8|益3.4→1.8
8105 凌巨|光電業|-16 -9 -3|98 98 24 13|1.1 67|63 14 0 2 -19|PB位98 PE位89 殖1.2|益3.1→1.4
8109 博大|電子零組|14 16 -10|96 96 22 26|5.1 39|2 -4 -0 401 94|PB位71 PE位33 殖1.9|益32.4→34.9
8110 華東|半導體業|-36 -28 -19|97 97 10 15|1.6 19|4 3 0 -23 -49|PB位74 PE位78 殖1.0|益3.7→-3.7
8111 立碁|光電業|-8 -4 11|76 76 -14 20|0.6 5|1 -1 0 -16 9|PB位26 PE位84 殖6.6|益6.6→1.7
8112 至上|電子通路|-6 -16 15|96 96 18 38|1.5 247|23 15 4 4 -49|PB位57 PE位96 殖9.2|益2.2→2.2
8114 振樺電|電腦及週|-21 -12 -20|70 94 13 1|0.4 50|6 -3 1 -17 5|PB位22 PE位23 殖6.2|益12.6→11.0
8121 越峰|電子零組|-23 -23 -11|83 83 -15 3|0.5 14|0 3 0 na -23|PB位36 PE位na 殖0.0|益1.6→-12.5
8131 福懋科|半導體業|-26 -30 -21|97 97 3 9|0.5 21|6 -13 1 4 49|PB位88 PE位26 殖8.2|益18.6→12.8
8147 正淩|電子零組|-20 -27 -26|84 84 15 16|0.5 25|3 0 0 -31 -12|PB位84 PE位27 殖3.7|益8.7→6.4
8150 南茂|半導體業|-15 -20 7|93 93 -0 6|0.6 78|40 1 -1 -6 -40|PB位19 PE位68 殖6.4|益13.7→4.0
8155 博智|電子零組|-19 -25 -14|87 87 5 33|1.0 561|5 1 1 35 -33|PB位83 PE位79 殖4.7|益19.1→8.0
8163 達方|電腦及週|-14 -11 -4|95 95 6 17|0.8 40|13 2 1 -17 -9|PB位31 PE位44 殖6.8|益5.5→5.2
8171 天宇|綠能環保|-58 -31 -68|67 67 -22 -25|0.4 27|1 -7 0 -4 -18|PB位2 PE位31 殖1.6|益3.8→0.8
8176 智捷|通信網路|-10 73 -45|86 86 8 26|0.7 6|1 1 0 na na|PB位97 PE位na 殖0.0|益-23.1→-31.9
8183 精星|其他電子|-7 5 -25|78 90 -3 -7|1.1 28|0 4 0 -6 -20|PB位21 PE位17 殖3.7|益13.7→10.1
8201 無敵|其他電子|-6 -10 5|88 88 65 118|2.8 41|1 0 0 -70 na|PB位99 PE位na 殖0.0|益-17.7→-16.0
8210 勤誠|電腦及週|-37 3 3|79 79 142 131|0.3 2942|6 -0 1 -5 20|PB位98 PE位98 殖2.0|益10.8→2.7
8213 志超|電子零組|8 -14 18|97 97 15 21|1.0 49|24 36 0 -24 -27|PB位36 PE位99 殖5.8|益7.6→6.2
8215 明基材|光電業|18 13 15|100 100 28 24|0.7 199|7 -2 -0 70 -12|PB位88 PE位49 殖4.7|益4.5→2.9
8222 寶一|電機機械|43 42 0|76 76 -20 80|0.3 196|2 -2 -0 -4 13|PB位91 PE位33 殖0.0|益-6.3→5.4
8227 巨有科技|半導體業|-3 8 -40|na 76 -4 109|0.7 280|3 0 0 41 -7|PB位20 PE位43 殖0.9|益12.4→21.6
8234 新漢|電腦及週|-35 -26 -24|91 91 62 93|2.6 196|7 -3 0 90 17|PB位99 PE位23 殖4.8|益5.2→10.2
8249 菱光|電子零組|-24 -15 -27|94 94 16 20|1.7 17|4 3 0 -19 2|PB位85 PE位24 殖5.7|益9.7→10.2
8255 朋程|電機機械|51 32 9|94 94 7 6|0.9 227|7 2 -3 -5 -2|PB位66 PE位37 殖2.2|益9.4→11.3
8261 富鼎|半導體業|-40 -38 -6|83 86 -5 -15|0.6 65|5 -10 0 -3 36|PB位13 PE位76 殖5.3|益23.0→10.1
8271 宇瞻|半導體業|-27 -21 -13|87 87 15 29|0.7 67|10 -16 0 -14 65|PB位88 PE位81 殖6.1|益7.9→9.2
8277 商丞|半導體業|37 4 3|97 97 32 61|1.3 6|0 0 0 na na|PB位97 PE位na 殖0.0|益-20.2→-33.3
8289 泰藝|電子零組|-43 -37 -19|74 74 -12 -1|0.7 14|2 -5 0 -4 1|PB位45 PE位24 殖9.3|益17.8→14.6
8299 群聯|半導體業|-35 -38 -8|96 96 8 12|1.3 706|38 20 -17 0 -25|PB位53 PE位96 殖3.6|益11.4→8.3
8341 日友|綠能環保|-20 -15 -11|74 81 -10 -13|1.0 49|10 -11 -0 6 18|PB位1 PE位25 殖5.6|益30.1→22.8
8349 恒耀國際|鋼鐵工業|4 20 8|79 90 -4 6|0.4 11|1 -23 -0 -6 30|PB位40 PE位47 殖4.9|益5.2→2.3
8358 金居|電子零組|-38 -34 -7|91 91 23 -2|3.8 565|7 -1 -0 36 16|PB位53 PE位71 殖3.9|益15.6→13.2
8383 千附|半導體業|-41 -35 -29|88 88 -7 6|0.6 12|6 -11 0 -9 0|PB位33 PE位80 殖6.4|益9.0→5.3
8390 金益鼎|綠能環保|-22 -10 -13|100 100 29 49|5.5 36|3 -0 0 56 -8|PB位92 PE位96 殖3.5|益8.5→11.3
8403 盛弘|生技醫療|-12 -16 -11|85 85 -14 14|0.5 55|2 1 0 -9 -3|PB位80 PE位87 殖2.6|益8.2→2.3
8409 商之器|生技醫療|8 -2 11|80 80 17 49|3.7 22|0 0 0 na na|PB位98 PE位na 殖0.0|益1.4→-69.1
8410 森田|電腦及週|11 6 14|100 100 75 84|0.9 13|2 8 0 -5 24|PB位98 PE位100 殖1.1|益-6.8→16.1
8415 大國鋼|鋼鐵工業|-4 -7 -12|90 91 -1 -9|0.7 9|10 -11 -1 -16 -5|PB位1 PE位31 殖5.4|益19.6→17.2
8420 明揚|運動休閒|14 17 -16|91 91 0 18|0.7 33|3 -12 0 14 64|PB位88 PE位2 殖6.6|益18.4→na
8422 可寧衛*|綠能環保|-14 -1 -44|93 93 4 10|1.0 48|11 -15 3 -20 26|PB位77 PE位19 殖5.2|益31.8→31.2
8426 紅木-KY|其他|99 125 55|69 69 11 93|0.2 31|69 3 0 -18 5|PB位93 PE位1 殖0.0|益3.0→13.4
8431 匯鑽科|其他電子|-29 -27 1|89 89 2 21|0.6 14|1 -12 0 -2 -1|PB位48 PE位92 殖0.5|益7.8→1.9
8433 弘帆|居家生活|1 4 8|97 97 36 45|1.8 35|2 2 0 55 -22|PB位99 PE位33 殖5.6|益13.2→14.3
8436 大江|生技醫療|7 6 5|77 77 -13 -5|0.9 140|23 -8 0 -0 15|PB位33 PE位66 殖2.9|益13.8→10.3
8440 綠電|綠能環保|22 2 2|66 76 -15 -16|0.5 7|1 -3 0 -3 64|PB位53 PE位43 殖1.0|益8.7→6.4
8442 威宏-KY|其他|-5 -7 -38|93 93 11 20|0.7 8|63 9 0 58 -10|PB位81 PE位15 殖5.8|益8.1→7.6
8446 華研|文化創意|18 57 31|67 67 11 30|0.2 59|8 9 0 -12 13|PB位66 PE位92 殖4.9|益46.6→43.0
