# 2023-02-01 全池(872 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
5014 建錩|鋼鐵工業|-33 -23 -30|84 100 52 7|1.1 48|4 2 0 -20 15|PB位47 PE位27 殖6.3|益4.2→3.4
5015 華祺|鋼鐵工業|-26 -15 -28|78 78 -1 33|0.4 14|10 4 0 -2 26|PB位87 PE位3 殖6.0|益22.1→24.4
5203 訊連|資訊服務|0 9 1|76 83 -4 -4|0.7 6|11 1 0 -2 -6|PB位50 PE位na 殖2.0|益9.9→10.6
5222 全訊|半導體業|64 37 21|82 89 10 7|0.9 43|7 3 -1 13 -3|PB位52 PE位60 殖2.5|益32.2→34.4
5225 東科-KY|其他電子|-6 24 -15|81 81 9 66|0.2 16|51 -5 -0 -10 4|PB位29 PE位30 殖1.7|益0.5→2.3
5227 立凱-KY|電子零組|171 182 40|78 91 9 37|0.4 18|20 -1 0 na na|PB位70 PE位na 殖0.0|益-82.1→-87.8
5234 達興材料|光電業|-21 -21 -8|59 100 29 10|1.3 5|8 -10 0 3 -4|PB位21 PE位79 殖7.2|益14.1→11.2
5243 乙盛-KY|光電業|5 16 -1|87 90 1 -7|0.9 31|53 7 0 -9 4|PB位38 PE位33 殖2.3|益4.6→4.9
5245 智晶|光電業|-26 -19 -17|66 76 0 -17|1.0 8|13 2 0 -10 8|PB位60 PE位5 殖8.5|益16.8→15.5
5251 天鉞電|光電業|241 108 43|85 85 14 55|0.1 9|24 5 0 -16 -12|PB位94 PE位na 殖0.0|益-18.9→-14.5
5258 虹堡|電腦及週|39 61 -10|100 100 51 29|2.0 218|17 11 0 -0 -22|PB位93 PE位58 殖0.7|益13.1→13.7
5263 智崴|文化創意|54 27 23|96 96 30 13|2.7 75|15 0 -1 -9 12|PB位83 PE位na 殖0.0|益-23.6→-22.7
5269 祥碩|半導體業|-1 -14 -2|47 92 52 -4|1.0 792|18 1 8 -31 -27|PB位13 PE位17 殖2.9|益28.2→27.1
5274 信驊|半導體業|5 29 -15|72 95 32 22|0.8 598|56 6 -1 -42 4|PB位40 PE位18 殖1.7|益48.1→47.2
5284 jpp-KY|其他|40 50 17|97 97 67 74|1.7 175|66 3 -0 43 74|PB位100 PE位100 殖2.9|益16.0→17.0
5285 界霖|半導體業|-15 -15 -14|72 82 17 -11|2.9 8|2 4 0 -3 4|PB位40 PE位12 殖5.6|益9.0→7.9
5288 豐祥-KY|電機機械|30 47 6|94 94 6 21|0.5 15|63 -11 -4 8 6|PB位41 PE位54 殖2.6|益12.9→13.4
5289 宜鼎|電腦及週|-8 -4 -9|97 98 18 18|1.4 17|33 -4 0 3 -13|PB位24 PE位22 殖6.0|益18.8→19.7
5299 杰力|半導體業|-50 -48 -36|72 98 42 0|0.9 20|3 8 0 -32 -10|PB位15 PE位18 殖8.9|益29.1→28.4
5306 桂盟|運動休閒|-43 -33 -25|67 94 11 3|1.2 11|19 5 9 -33 -8|PB位19 PE位9 殖5.8|益33.7→34.2
5309 系統電|電子零組|37 32 -9|89 94 12 10|0.8 38|2 2 1 na 15|PB位29 PE位15 殖0.0|益8.9→8.9
5321 美而快|數位雲端|39 19 2|71 100 46 40|4.1 144|2 0 0 14 19|PB位67 PE位33 殖2.2|益8.8→7.8
5340 建榮|電子零組|17 6 11|100 100 67 54|3.0 20|49 1 -3 na na|PB位82 PE位72 殖0.0|益7.1→5.9
5347 世界|半導體業|-39 -24 -45|73 96 50 43|1.6 794|29 6 3 8 2|PB位25 PE位19 殖4.6|益37.9→36.4
5351 鈺創|半導體業|-66 -66 -55|55 90 38 -4|0.6 241|8 0 0 3 1|PB位59 PE位50 殖2.9|益11.1→7.9
5353 台林|通信網路|28 28 -8|69 69 -10 -4|0.3 15|2 2 0 5 4|PB位86 PE位43 殖3.0|益7.9→8.0
5371 中光電|光電業|-35 -26 -29|74 88 19 10|0.5 136|18 9 1 -7 1|PB位57 PE位13 殖6.8|益3.9→4.6
5386 青雲|電腦及週|-62 -44 -61|85 95 8 -0|0.9 9|1 2 0 -16 1|PB位49 PE位42 殖3.2|益2.5→2.0
5388 中磊|通信網路|34 41 -7|78 78 8 -6|0.6 122|27 -7 2 4 -17|PB位32 PE位6 殖2.9|益3.4→3.5
5410 國眾|資訊服務|9 218 130|86 86 15 34|0.2 14|6 6 0 -13 53|PB位94 PE位51 殖5.8|益5.5→5.9
5425 台半|半導體業|3 12 -8|95 95 22 17|1.6 329|15 8 3 -3 -17|PB位82 PE位13 殖2.8|益17.8→18.0
5434 崇越|電子通路|-1 13 -11|97 97 15 8|1.1 32|31 -11 5 -3 -2|PB位69 PE位11 殖5.2|益5.8→6.2
5439 高技|電子零組|43 13 16|100 100 39 37|3.0 5|3 8 0 29 -37|PB位39 PE位34 殖6.6|益12.5→11.7
5443 均豪|半導體業|-18 17 14|91 92 14 17|0.7 11|3 9 -2 -22 -20|PB位38 PE位20 殖5.2|益12.3→10.5
5457 宣德|電子零組|-40 -29 -38|72 80 6 8|0.4 28|37 2 0 -8 -11|PB位6 PE位6 殖4.7|益8.3→8.9
5469 瀚宇博|電子零組|-30 -20 -5|79 94 17 12|0.6 15|11 -4 1 -10 -4|PB位17 PE位18 殖6.6|益9.5→10.5
5471 松翰|半導體業|-46 -53 -11|65 90 17 -6|0.6 26|13 9 -0 -18 -8|PB位23 PE位38 殖13.1|益21.6→18.8
5478 智冠|文化創意|11 12 19|90 98 12 11|0.7 13|31 15 0 -33 -20|PB位22 PE位40 殖6.4|益16.5→16.1
5483 中美晶|半導體業|13 17 -2|76 100 34 22|0.9 471|27 10 -1 -14 -22|PB位47 PE位25 殖4.8|益33.3→32.4
5508 永信建|建材營造|-79 -56 -47|77 81 -12 -13|1.7 6|1 5 0 -22 -6|PB位36 PE位2 殖15.1|益43.3→46.2
5522 遠雄|建材營造|-49 -46 -51|93 94 8 -4|0.5 22|7 -20 19 -17 -11|PB位47 PE位10 殖9.5|益26.9→27.1
5530 龍巖|其他|-18 -4 -17|79 91 8 -4|0.7 8|56 -3 0 -13 -8|PB位13 PE位20 殖3.1|益38.4→31.7
5534 長虹|建材營造|-50 34 -503|97 97 3 9|1.3 13|11 19 0 2 -6|PB位20 PE位9 殖6.0|益39.8→39.1
5536 聖暉*|其他電子|30 30 -12|52 53 21 -39|2.5 26|15 8 -0 -1 -2|PB位7 PE位9 殖6.6|益11.7→11.5
5603 陸海|航運業|-21 -20 -21|57 70 16 -16|0.7 5|8 6 0 -7 4|PB位55 PE位57 殖30.6|益7.7→8.0
5607 遠雄港|航運業|-14 -4 -33|79 92 2 17|0.9 20|2 12 -2 -1 3|PB位77 PE位33 殖2.9|益50.0→48.8
5608 四維航|航運業|-34 -30 -67|55 79 5 -17|0.3 87|4 -9 0 -15 27|PB位37 PE位20 殖8.0|益47.9→47.3
5609 中菲行|航運業|-50 -41 -56|74 88 22 2|1.0 10|17 5 0 -21 -7|PB位19 PE位13 殖13.8|益7.6→6.6
5704 老爺知|觀光餐旅|-2 1 -154|91 91 30 52|0.4 16|4 -1 0 -50 5|PB位98 PE位41 殖2.7|益23.4→25.1
5706 鳳凰|觀光餐旅|298 270 210|89 91 32 1|0.4 51|2 1 0 -4 -3|PB位100 PE位na 殖3.2|益-66.8→-53.7
5871 中租-KY|其他|16 20 -0|93 98 56 10|1.3 1013|76 19 0 2 -15|PB位59 PE位54 殖2.8|益46.1→45.2
5876 上海商銀|金融保險|30 27 10|90 90 5 -4|1.1 143|55 18 2 -25 -39|PB位75 PE位17 殖3.8|益na→na
5880 合庫金|金融保險|13 9 12|92 96 6 4|1.6 262|19 8 -0 -3 -22|PB位99 PE位97 殖4.9|益na→na
5903 全家|居家生活|8 9 0|83 97 8 9|1.0 8|53 15 -1 -22 15|PB位8 PE位64 殖2.4|益1.5→1.9
5904 寶雅|居家生活|18 8 -5|97 97 26 46|0.8 343|29 7 2 17 -23|PB位38 PE位70 殖2.1|益11.2→12.6
5905 南仁湖|觀光餐旅|-13 -11 -62|80 93 10 3|1.3 17|2 -3 0 13 13|PB位68 PE位na 殖0.0|益-36.3→-21.9
5907 大洋-KY|貿易百貨|-39 -27 -10|96 96 31 21|2.1 7|53 -1 0 -0 -29|PB位51 PE位na 殖0.0|益4.8→2.4
6005 群益證|金融保險|-28 -28 8|77 93 14 2|1.0 15|17 13 0 -0 -38|PB位38 PE位88 殖14.3|益na→na
6104 創惟|半導體業|-46 -45 -59|34 79 28 -11|0.6 358|6 1 0 9 15|PB位55 PE位18 殖4.3|益25.6→20.6
6109 亞元|通信網路|-17 2 -8|92 92 35 22|0.4 14|6 7 0 -6 12|PB位97 PE位68 殖0.0|益3.3→3.7
6111 光聚晶電|文化創意|366 267 -47|89 97 51 10|0.5 131|16 -0 0 -6 5|PB位29 PE位36 殖9.1|益13.3→3.7
6116 彩晶|光電業|-41 -27 9|76 100 6 29|2.4 51|7 14 -2 -17 -11|PB位51 PE位100 殖8.0|益4.7→-1.4
6118 建達|電子通路|9 -5 -9|81 81 36 -14|0.4 116|2 2 0 -3 12|PB位91 PE位100 殖0.8|益0.6→0.4
6121 新普|電腦及週|-2 2 2|100 100 21 20|1.0 79|48 1 1 -19 -37|PB位18 PE位17 殖8.8|益11.0→11.2
6122 擎邦|電機機械|51 33 -12|98 98 35 1|1.4 17|4 2 0 -15 -0|PB位93 PE位20 殖3.2|益4.7→5.1
6125 廣運|電機機械|5 23 -11|79 79 9 -7|0.9 24|5 -6 0 8 -20|PB位68 PE位71 殖6.1|益1.0→2.2
6129 普誠|半導體業|23 18 -1|81 81 21 -2|0.9 41|2 4 0 3 1|PB位59 PE位30 殖0.0|益6.8→6.8
6133 金橋|電子零組|-20 1 -33|80 80 21 -1|0.2 55|4 -0 0 -0 13|PB位91 PE位26 殖0.0|益0.5→4.6
6138 茂達|半導體業|-53 -44 -41|56 94 28 13|0.9 101|16 6 1 -5 -3|PB位44 PE位16 殖6.5|益24.9→23.6
6139 亞翔|其他電子|8 37 -20|100 100 49 45|1.1 94|26 10 0 2 5|PB位100 PE位22 殖3.5|益4.8→4.8
6142 友勁|通信網路|28 87 41|94 94 14 16|0.7 7|2 3 0 na na|PB位46 PE位23 殖0.0|益-11.5→-6.3
6143 振曜|通信網路|7 29 16|100 100 39 62|0.8 141|11 -0 1 2 11|PB位100 PE位79 殖3.3|益3.1→4.1
6146 耕興|其他電子|-8 8 -9|85 85 10 11|0.7 57|46 -16 11 22 36|PB位24 PE位8 殖4.0|益36.8→37.7
6147 頎邦|半導體業|-25 -18 -7|93 99 12 11|1.0 73|20 17 -2 -26 -28|PB位22 PE位18 殖9.9|益25.3→24.2
6150 撼訊|電腦及週|-56 -65 -40|57 99 25 29|1.1 178|10 1 0 3 11|PB位25 PE位46 殖13.7|益4.7→-1.0
6153 嘉聯益|電子零組|-36 1 1|83 83 7 12|0.3 52|13 -1 0 -7 19|PB位30 PE位60 殖0.0|益-8.7→1.5
6155 鈞寶|電子零組|-16 -13 -10|98 99 23 18|2.6 5|2 5 0 -11 -4|PB位47 PE位7 殖3.4|益11.5→11.0
6173 信昌電|電子零組|-36 -39 -8|69 92 21 -0|1.8 6|1 8 0 -31 -26|PB位14 PE位31 殖5.2|益19.5→17.1
6175 立敦|電子零組|-10 -18 -11|80 100 44 18|2.2 6|17 6 0 -12 -12|PB位49 PE位21 殖4.2|益18.3→18.5
6176 瑞儀|光電業|-30 3 -1|94 94 9 11|1.1 159|36 -22 5 -13 9|PB位15 PE位17 殖7.8|益11.6→13.4
6177 達麗|建材營造|-97 -89 -7144|100 100 14 12|1.0 15|4 18 1 5 -9|PB位33 PE位26 殖9.9|益16.1→19.0
6180 橘子|文化創意|10 -6 -6|100 100 54 38|2.4 238|35 13 0 71 54|PB位92 PE位30 殖6.1|益18.2→18.6
6182 合晶|半導體業|-1 6 -18|59 85 14 0|1.2 98|13 4 -0 -6 -7|PB位29 PE位12 殖3.0|益27.8→26.6
6186 新潤|建材營造|84818 na na|94 94 32 46|0.5 25|2 -1 0 18 57|PB位94 PE位na 殖8.7|益-2776.2→-465.6
6187 萬潤|半導體業|-47 -33 -20|48 77 19 -7|0.5 21|3 14 -11 -6 -17|PB位23 PE位9 殖6.7|益22.5→21.9
6188 廣明|電腦及週|-3 10 -2|100 100 19 7|2.3 28|6 1 0 26 14|PB位52 PE位28 殖6.3|益8.4→7.6
6189 豐藝|電子通路|-32 -28 -15|93 99 11 1|2.0 8|6 19 0 42 -8|PB位25 PE位18 殖9.5|益3.2→3.0
6190 萬泰科|通信網路|-20 -17 -37|72 72 -1 -11|0.7 20|2 -4 0 1 19|PB位49 PE位3 殖4.6|益8.3→8.3
6191 精成科|電子零組|-22 -17 -5|85 97 16 7|0.8 11|8 9 1 -8 -2|PB位31 PE位22 殖6.0|益9.8→10.1
6192 巨路|其他電子|8 -1 -7|90 92 8 -4|1.1 6|20 -18 0 15 -18|PB位7 PE位8 殖5.6|益17.3→17.5
6196 帆宣|其他電子|17 29 -20|77 100 31 20|0.9 56|7 12 -0 -18 -38|PB位33 PE位10 殖3.4|益5.7→5.7
6197 佳必琪|電子零組|-9 11 -2|96 100 24 20|1.8 9|9 10 -0 10 -6|PB位87 PE位9 殖6.9|益8.8→9.1
6202 盛群|半導體業|-36 -42 -32|68 100 11 6|1.3 60|18 22 2 -8 -42|PB位31 PE位26 殖10.7|益26.0→24.7
6205 詮欣|電子零組|-3 16 -5|89 94 -3 17|1.3 48|2 4 -0 9 -1|PB位87 PE位52 殖2.4|益16.6→16.0
6206 飛捷|電腦及週|-52 -42 -58|71 71 10 -22|0.6 14|13 12 0 -5 -17|PB位25 PE位8 殖5.8|益21.2→21.3
6213 聯茂|電子零組|-15 -14 -5|66 100 51 19|1.2 78|11 5 1 -0 -12|PB位20 PE位26 殖6.0|益6.9→6.5
6214 精誠|資訊服務|22 22 9|93 100 11 2|0.6 15|11 11 0 -17 1|PB位18 PE位95 殖6.7|益4.8→4.3
6215 和椿|其他電子|-36 -31 -25|94 97 23 9|1.4 11|6 -0 0 -1 12|PB位55 PE位31 殖7.4|益10.4→11.3
6217 中探針|電子零組|-23 -22 -34|71 73 14 -28|0.5 29|2 10 0 -6 -3|PB位28 PE位12 殖3.7|益9.7→7.5
6220 岳豐|電子零組|-38 -30 -25|75 75 13 -5|0.3 19|2 4 0 -11 -10|PB位8 PE位5 殖0.5|益2.0→-1.1
6223 旺矽|半導體業|1 2 -13|95 95 49 36|0.7 226|15 -1 3 -2 30|PB位50 PE位19 殖3.2|益17.2→17.4
6224 聚鼎|電子零組|-3 -10 -11|57 96 21 -4|0.7 6|8 5 0 -17 -14|PB位15 PE位100 殖6.8|益-6.8→-5.4
6227 茂綸|電子通路|7 9 2|100 100 21 30|2.0 9|2 10 0 7 22|PB位88 PE位21 殖7.5|益4.8→5.0
6231 系微|資訊服務|1 -10 -20|86 94 25 30|0.9 35|15 -4 -1 8 50|PB位49 PE位19 殖5.6|益24.8→24.6
6233 旺玖|半導體業|-7 -2 0|69 84 22 -2|0.6 9|3 2 0 -3 -1|PB位34 PE位19 殖0.0|益4.0→0.6
6234 高僑|光電業|18 42 -23|91 91 26 22|0.4 16|11 -0 0 3 119|PB位52 PE位34 殖3.4|益13.0→12.1
6235 華孚|電腦及週|38 41 -8|85 92 23 2|0.8 101|3 -2 1 -7 -5|PB位79 PE位59 殖0.8|益6.1→7.5
6237 驊訊|半導體業|-18 -29 18|57 81 20 -20|0.5 19|3 8 0 -10 1|PB位39 PE位na 殖2.0|益-4.8→-23.3
6239 力成|半導體業|-21 -18 -19|94 99 18 2|1.1 139|41 -1 9 -10 2|PB位15 PE位16 殖7.8|益17.0→15.8
6244 茂迪|光電業|18 10 16|85 95 23 3|1.0 96|16 -0 -1 24 11|PB位27 PE位29 殖0.7|益3.2→4.2
6245 立端|通信網路|46 36 8|86 86 50 35|0.8 357|21 -4 -2 22 29|PB位97 PE位36 殖3.2|益9.1→10.6
6257 矽格|半導體業|-12 -3 -17|90 99 10 3|1.2 39|19 17 8 -8 -6|PB位28 PE位14 殖8.0|益22.9→21.3
6261 久元|半導體業|-18 -25 -14|74 92 11 -3|1.0 6|3 -3 0 -14 -32|PB位20 PE位19 殖8.2|益29.3→25.6
6266 泰詠|電子零組|12 35 6|84 91 11 5|0.7 11|4 4 0 -3 -18|PB位81 PE位6 殖5.5|益11.5→11.7
6269 台郡|電子零組|-27 -7 -23|91 91 14 10|0.4 68|35 2 2 -14 3|PB位22 PE位4 殖4.9|益4.9→9.1
6271 同欣電|半導體業|-3 -6 -8|75 99 34 2|1.3 253|34 -0 4 -28 64|PB位46 PE位20 殖3.8|益26.4→26.9
6274 台燿|電子零組|-26 -22 -10|71 100 56 22|1.3 192|31 -2 4 6 45|PB位21 PE位30 殖7.8|益8.9→7.9
6278 台表科|光電業|-21 -10 -20|70 86 14 8|1.4 77|17 8 1 6 -10|PB位9 PE位13 殖6.5|益7.9→8.3
6279 胡連|電子零組|27 37 5|86 86 7 5|0.8 184|9 -2 -4 30 -3|PB位84 PE位35 殖3.2|益14.4→15.3
6282 康舒|電子零組|-11 -8 -25|100 100 31 16|5.2 63|12 10 0 28 -8|PB位95 PE位67 殖2.7|益2.8→2.5
6284 佳邦|電子零組|-20 -8 -2|83 100 37 16|1.0 16|2 13 0 -14 -5|PB位46 PE位13 殖2.2|益9.4→8.7
6285 啟碁|通信網路|35 54 13|91 91 -1 13|0.5 218|25 -0 -2 11 9|PB位58 PE位5 殖2.5|益2.1→3.1
6288 聯嘉|汽車工業|-16 8 1|77 92 14 4|0.4 12|3 2 0 -3 -20|PB位27 PE位71 殖1.7|益-3.8→-3.5
6290 良維|電子零組|-22 -14 -13|97 97 14 7|0.9 29|5 4 -2 -6 -2|PB位32 PE位64 殖3.5|益5.4→6.7
6409 旭隼|其他電子|14 16 -19|86 86 18 10|1.6 210|68 2 3 100 -23|PB位36 PE位26 殖1.5|益19.9→22.4
6411 晶焱|半導體業|-63 -67 -38|47 83 14 -8|1.0 27|12 2 -1 -1 5|PB位8 PE位12 殖7.6|益21.2→17.3
6412 群電|電子零組|-7 -10 -13|95 100 9 7|1.1 9|14 8 19 2 -30|PB位17 PE位22 殖6.8|益8.3→9.4
6414 樺漢|電腦及週|48 26 -1|93 93 22 6|0.9 163|18 11 -3 35 -13|PB位19 PE位12 殖3.1|益3.6→3.7
6415 矽力*-KY|半導體業|-35 -23 -37|59 90 60 12|1.6 1011|92 5 1 -33 20|PB位21 PE位17 殖0.8|益29.8→28.1
6416 瑞祺電通|通信網路|-1 0 -8|90 90 17 9|0.5 8|2 -8 2 -6 4|PB位21 PE位4 殖2.1|益9.4→10.4
6435 大中|半導體業|-56 -43 -42|68 85 12 -5|1.1 10|1 3 0 2 -4|PB位10 PE位12 殖6.8|益21.0→19.0
6438 迅得|其他電子|25 15 -3|75 93 22 5|0.8 16|13 14 0 -8 -20|PB位14 PE位12 殖6.8|益14.2→15.3
6441 廣錠|電腦及週|35 -12 32|97 100 51 40|1.0 28|2 3 0 -2 16|PB位45 PE位26 殖0.0|益-18.8→-14.4
6442 光聖|通信網路|6 -6 -11|72 72 24 -18|0.4 10|32 -4 0 4 14|PB位90 PE位8 殖2.5|益8.7→10.2
6443 元晶|光電業|45 26 -25|78 88 9 13|1.1 430|18 2 3 -2 4|PB位40 PE位15 殖0.0|益2.2→1.9
6446 藥華藥|生技醫療|124 238 -312|81 81 8 -9|0.6 469|14 9 -5 na 122|PB位77 PE位na 殖0.0|益-71.9→-71.0
6451 訊芯-KY|半導體業|26 46 19|90 90 -0 23|0.9 30|62 -17 0 -8 38|PB位19 PE位81 殖3.0|益-7.7→-2.8
6456 GIS-KY|光電業|-40 0 2|89 89 6 13|0.6 119|54 -8 -13 -4 34|PB位15 PE位22 殖5.9|益1.9→2.7
6457 紘康|半導體業|-56 -57 -19|40 79 11 -17|0.5 6|2 6 0 -22 7|PB位13 PE位26 殖17.9|益21.1→12.4
6461 益得|生技醫療|-82 -69 -90|69 69 5 -6|0.2 16|1 -1 0 -30 -26|PB位90 PE位na 殖0.0|益-885.9→-1144.5
6462 神盾|半導體業|-11 6 3|66 82 23 -13|2.0 6|11 25 0 -0 -15|PB位25 PE位na 殖14.4|益-16.1→-24.7
6469 大樹|生技醫療|28 24 -6|97 97 12 22|1.1 103|12 18 -10 -11 -34|PB位95 PE位71 殖1.7|益6.1→6.0
6470 宇智|通信網路|5 23 -30|74 74 22 -17|0.5 15|9 -2 -5 14 -10|PB位54 PE位4 殖4.7|益7.7→8.0
6472 保瑞|生技醫療|358 360 242|87 87 47 98|0.6 1342|13 -3 0 1 -6|PB位96 PE位63 殖1.1|益25.1→24.3
6477 安集|光電業|-61 21 -151|72 80 12 -11|0.4 61|2 3 2 -8 -9|PB位33 PE位64 殖1.1|益6.1→8.8
6485 點序|半導體業|-29 -27 -32|54 90 25 3|0.5 21|8 11 0 -3 -1|PB位46 PE位18 殖6.6|益32.4→29.4
6488 環球晶|半導體業|14 17 2|62 99 51 18|1.0 839|26 14 0 -31 -30|PB位38 PE位45 殖3.0|益36.3→35.9
6491 晶碩|生技醫療|14 15 0|92 100 64 7|1.2 395|16 10 -2 -37 -6|PB位59 PE位33 殖1.8|益28.4→28.5
6492 生華科|生技醫療|na na na|54 85 45 6|0.4 11|5 9 0 na na|PB位16 PE位na 殖0.0|益-35514.6→-34957.2
6494 九齊|半導體業|-55 -48 -36|55 97 31 5|1.6 10|7 2 0 -5 -2|PB位46 PE位21 殖9.9|益26.2→21.6
6505 台塑化|油電燃氣|2 7 -31|85 95 1 -1|1.7 150|7 6 -1 -28 -0|PB位23 PE位51 殖4.6|益8.0→2.8
6508 惠光|農業科技|-63 -49 -71|63 77 2 -5|0.5 6|2 -0 0 -8 3|PB位70 PE位13 殖8.0|益13.9→12.5
6509 聚和|化學工業|-7 2 -13|69 97 22 9|0.5 31|5 3 0 -20 -14|PB位58 PE位8 殖3.0|益12.1→13.2
6510 精測|半導體業|-19 -10 -15|81 99 39 30|0.8 60|9 -0 2 -4 24|PB位26 PE位28 殖2.5|益21.2→21.0
6515 穎崴|半導體業|73 80 7|93 93 42 17|0.7 213|16 -9 6 17 8|PB位62 PE位14 殖2.4|益20.6→24.0
6523 達爾膚|生技醫療|1 -6 8|93 93 28 36|0.4 26|7 4 0 -8 -4|PB位97 PE位76 殖14.2|益40.4→39.1
6525 捷敏-KY|半導體業|-24 -7 -17|80 89 14 -3|1.3 6|13 -7 1 -12 -35|PB位24 PE位11 殖7.7|益16.8→17.3
6531 愛普*|半導體業|-53 -53 -35|51 100 49 15|0.8 430|16 9 -1 -8 -31|PB位18 PE位20 殖2.7|益32.2→30.9
6532 瑞耘|半導體業|44 32 0|88 88 5 26|0.2 11|4 6 -2 -8 -12|PB位52 PE位8 殖3.2|益33.0→31.7
6533 晶心科|半導體業|-47 40 12|93 93 49 126|0.6 2022|34 3 -0 -1 -13|PB位51 PE位13 殖0.5|益-20.4→-6.2
6535 順藥|生技醫療|-7 290 -844|95 95 21 22|1.5 21|0 0 0 na na|PB位73 PE位na 殖0.0|益-2081.4→-1983.7
6541 泰福-KY|生技醫療|170 150 na|51 71 3 -30|0.9 15|32 -1 0 na na|PB位53 PE位na 殖0.0|益-12147.2→-7869.1
6546 正基|通信網路|-48 -51 na|na 51 -5 -35|0.4 15|2 -4 0 4 37|PB位18 PE位21 殖7.3|益15.1→15.3
6547 高端疫苗|生技醫療|-98 -99 na|39 51 13 -41|0.5 165|8 6 0 -10 -8|PB位10 PE位65 殖6.5|益-138.4→-246.4
6548 長科*|半導體業|-16 -9 -24|31 36 12 -59|1.2 8|5 -12 0 -1 17|PB位31 PE位7 殖3.0|益22.6→22.5
6550 北極星藥業-KY|生技醫療|-100 -68 na|na 46 10 -21|0.6 339|67 0 0 na 41|PB位28 PE位na 殖0.0|益-10270.7→-15061.1
6561 是方|通信網路|11 13 2|93 95 3 -2|1.9 8|13 -30 -7 6 -3|PB位34 PE位4 殖3.3|益32.8→32.5
6568 宏觀|半導體業|71 76 49|55 88 44 44|0.6 72|6 -0 0 6 15|PB位73 PE位91 殖2.9|益14.1→10.1
6570 維田|電腦及週|-3 16 -17|85 85 10 23|0.5 8|4 15 0 -9 -17|PB位70 PE位7 殖6.2|益12.6→16.4
6576 逸達|生技醫療|7612 2563 -17064|75 91 36 -9|1.1 22|32 -2 -7 na na|PB位69 PE位na 殖0.0|益-32.8→-90.9
6578 達邦蛋白|農業科技|-16 -9 -7|59 85 15 -6|0.3 6|1 0 0 38 1|PB位34 PE位na 殖0.0|益-17.3→-16.9
6581 鋼聯|綠能環保|56 9 -48|85 94 12 10|0.6 5|2 3 -3 -5 -3|PB位90 PE位7 殖4.0|益51.9→47.4
6582 申豐|橡膠工業|-65 -58 17|47 81 18 -3|0.8 11|17 7 0 -16 -6|PB位12 PE位67 殖24.2|益19.3→15.3
6585 鼎基|其他|-8 -3 na|na 81 21 -16|0.7 12|10 1 0 51 123|PB位44 PE位70 殖5.3|益10.4→10.3
6589 台康生技|生技醫療|-31 6 0|74 74 15 37|0.4 473|8 -2 -4 3 10|PB位29 PE位na 殖0.0|益-17.3→-24.8
6592 和潤企業|其他|23 22 -5|87 97 13 3|1.1 28|27 -3 0 -14 -2|PB位58 PE位53 殖4.0|益22.4→21.8
6598 ABC-KY|生技醫療|-17 5 -34|50 85 16 5|0.3 7|32 -4 0 5 -1|PB位15 PE位na 殖0.0|益-65.9→-56.8
6603 富強鑫|電機機械|-5 11 3|90 90 -1 7|0.8 9|2 2 0 -16 6|PB位77 PE位25 殖2.8|益5.6→5.6
6605 帝寶|汽車工業|5 9 2|91 91 12 2|0.9 25|17 -11 0 -2 -10|PB位93 PE位7 殖4.0|益11.2→11.3
6609 瀧澤科|電機機械|43 38 10|99 99 48 31|2.9 23|54 1 0 38 65|PB位99 PE位18 殖3.6|益10.0→10.1
6612 奈米醫材|生技醫療|28 22 -8|100 100 75 73|8.7 7|28 1 0 336 -9|PB位100 PE位57 殖0.4|益27.2→28.8
6613 朋億*|其他電子|-7 18 -30|55 55 14 -38|1.3 10|3 19 0 -1 -7|PB位48 PE位7 殖6.6|益15.0→14.0
6625 必應|其他|24 83 -189|94 94 33 44|0.5 12|3 6 0 -18 -2|PB位98 PE位na 殖0.0|益-21.1→-12.2
6643 M31|半導體業|22 36 1|94 94 67 116|0.6 1495|20 0 -0 8 35|PB位99 PE位94 殖1.2|益17.7→18.6
6664 群翊|電子零組|13 17 -6|95 95 23 23|0.5 16|6 3 -2 17 3|PB位86 PE位5 殖5.0|益24.0→24.7
6666 羅麗芬-KY|生技醫療|-41 -13 -15|91 91 6 51|0.5 22|77 -9 0 43 13|PB位57 PE位86 殖1.8|益11.4→8.2
6668 中揚光|光電業|11 6 7|72 86 10 -8|0.4 5|21 17 0 -19 -25|PB位15 PE位na 殖0.0|益-25.9→-20.3
6669 緯穎|電腦及週|41 55 4|73 82 11 4|1.0 705|32 -7 -5 162 -54|PB位2 PE位1 殖3.3|益6.0→6.0
6670 復盛應用|運動休閒|35 48 1|100 100 22 21|0.9 90|26 10 -2 25 48|PB位15 PE位7 殖5.4|益16.2→16.3
6672 騰輝電子-KY|電子零組|-36 -36 -11|72 100 36 30|1.2 22|25 21 0 -15 -15|PB位21 PE位48 殖8.1|益8.8→9.0
6679 鈺太|半導體業|-52 -47 -26|63 100 60 38|1.5 233|6 -3 9 -21 20|PB位17 PE位31 殖2.4|益27.9→24.6
