# 2025-04-01 全池(1165 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
6606 建德工業|電機機械|30 38 34|81 94 6 -4|3.0 16|1 -2 0 8 -53|PB位13 PE位74 殖11.5|益17.9→17.3
6609 瀧澤科|電機機械|100 38 13|53 53 -29 -29|0.5 23|54 8 0 -12 -17|PB位80 PE位75 殖1.4|益7.6→6.0
6613 朋億*|其他電子|16 17 5|74 74 8 18|0.4 59|8 -7 -3 -7 26|PB位65 PE位65 殖6.3|益17.6→18.5
6617 共信-KY|生技醫療|70 26 na|na 84 -10 -14|1.3 10|38 -8 0 na na|PB位16 PE位na 殖0.0|益-457.8→-505.8
6625 必應|其他|257 89 47|70 77 -17 -17|1.6 16|2 1 0 4 42|PB位27 PE位13 殖6.3|益7.9→10.0
6640 均華|半導體業|42 -12 -122|40 44 -38 -54|0.7 45|4 5 0 na 11|PB位65 PE位46 殖3.5|益17.6→18.1
6643 M31|半導體業|29 -5 -1|41 68 -23 -23|0.7 383|13 -1 -1 -3 -13|PB位39 PE位97 殖0.3|益13.4→3.6
6649 台生材|生技醫療|534 255 -31|93 93 20 20|1.4 18|3 1 0 108 34|PB位90 PE位na 殖0.0|益-13.9→-11.6
6651 全宇昕|半導體業|101 39 23|87 87 11 -11|1.8 40|7 3 0 -33 -30|PB位46 PE位53 殖7.7|益18.4→18.7
6657 華安|生技醫療|22 8 -14|83 83 34 29|0.5 77|8 3 0 -4 na|PB位84 PE位na 殖0.0|益-3890.7→-3292.9
6658 聯策|其他電子|207 116 57|62 62 -19 -6|0.7 91|2 -0 0 17 48|PB位48 PE位47 殖1.8|益1.5→2.2
6664 群翊|電子零組|0 -2 -3|57 60 -22 -39|1.0 36|4 -7 -0 -15 8|PB位41 PE位30 殖5.2|益36.9→37.2
6667 信紘科|其他電子|214 104 34|83 83 6 -9|1.3 221|4 -1 0 21 -16|PB位75 PE位59 殖4.3|益13.2→13.3
6668 中揚光|光電業|73 17 9|69 97 -3 9|1.8 16|14 12 0 15 -20|PB位84 PE位na 殖0.0|益-20.2→-21.7
6669 緯穎|電腦及週|91 101 31|58 62 -33 -5|0.9 3373|32 -2 -4 -12 24|PB位1 PE位32 殖4.3|益8.2→7.8
6670 復盛應用|運動休閒|16 26 1|98 98 15 22|1.6 255|37 26 4 -37 60|PB位90 PE位71 殖5.4|益16.0→16.4
6672 騰輝電子-KY|電子零組|1 -6 5|81 84 20 7|0.4 67|22 5 0 -16 -25|PB位18 PE位81 殖4.5|益8.4→7.5
6679 鈺太|半導體業|16 7 -5|55 70 -21 -25|1.3 39|8 5 -9 -2 -12|PB位13 PE位35 殖3.5|益19.1→18.0
6683 雍智科技|半導體業|24 34 8|68 68 -12 -3|0.4 134|13 3 -3 na -17|PB位69 PE位58 殖2.9|益28.5→28.5
6684 安格|半導體業|-12 -23 -23|49 63 -32 -29|1.1 6|2 19 0 -19 -11|PB位10 PE位na 殖0.0|益-59.4→-55.6
6689 伊雲谷|數位雲端|20 24 -4|73 73 -20 -8|0.3 41|7 11 -1 -21 -10|PB位6 PE位31 殖2.2|益0.6→0.7
6690 安碁資訊|數位雲端|21 16 -1|71 80 -12 -19|0.8 19|4 -17 0 69 47|PB位0 PE位6 殖3.3|益13.7→13.7
6691 洋基工程|其他電子|72 53 41|82 82 -1 29|0.7 208|8 -1 -5 -14 83|PB位85 PE位88 殖4.3|益16.7→16.4
6692 進能服|綠能環保|321 245 149|77 91 11 3|6.5 10|1 2 0 88 4|PB位68 PE位34 殖1.2|益-4.3→0.5
6693 廣閎科|半導體業|52 45 25|75 75 -19 -21|2.0 11|10 -0 0 -12 0|PB位28 PE位22 殖2.9|益11.0→11.0
6695 芯鼎|半導體業|32 19 24|62 71 -26 -15|0.6 21|2 11 0 -20 -16|PB位38 PE位na 殖0.0|益-18.2→-12.1
6703 軒郁|生技醫療|-13 -15 -28|53 76 -3 -23|0.8 6|12 2 0 na -29|PB位35 PE位40 殖5.3|益10.4→10.0
6706 惠特|光電業|201 124 110|44 44 -37 -49|0.7 126|11 4 0 -7 4|PB位48 PE位na 殖0.0|益-75.9→-55.6
6712 長聖|生技醫療|10 24 6|81 92 -1 -6|1.0 26|2 -18 0 -5 -1|PB位28 PE位50 殖3.5|益41.6→45.1
6715 嘉基|電子零組|-23 -30 -20|62 65 -25 -30|0.9 9|2 -7 0 7 11|PB位0 PE位48 殖3.1|益20.2→17.1
6719 力智|半導體業|5 4 -17|60 71 -16 -26|0.9 49|7 -6 -2 -10 3|PB位0 PE位54 殖0.9|益4.5→3.6
6720 久昌|半導體業|28 12 na|na na 11 na|1.0 10|1 -2 0 na 12|PB位4 PE位4 殖1.0|益na→31.2
6728 上洋|居家生活|71 52 15|94 94 17 21|1.4 8|1 16 0 20 15|PB位9 PE位44 殖5.6|益10.6→11.3
6732 昇佳電子|半導體業|-10 -15 -12|50 65 -18 -31|1.2 17|3 2 -2 -11 -28|PB位1 PE位42 殖4.8|益11.2→10.3
6739 竹陞科技|其他電子|122 119 na|na 67 8 16|0.6 45|3 -11 0 na -7|PB位37 PE位2 殖2.3|益31.1→34.1
6741 91APP*-KY|數位雲端|16 16 -0|77 77 -3 -5|0.7 34|54 1 0 -25 35|PB位0 PE位0 殖2.0|益29.8→32.7
6742 澤米|光電業|-14 9 -25|63 68 1 -6|0.2 61|2 2 0 -41 -6|PB位11 PE位35 殖0.5|益-0.1→-1.6
6743 安普新|其他電子|22 36 -47|53 56 -11 -44|1.5 6|4 -9 0 -6 -7|PB位10 PE位4 殖1.3|益9.5→8.6
6752 叡揚|資訊服務|20 13 1|85 85 6 17|0.7 30|3 1 0 5 -30|PB位54 PE位64 殖3.1|益12.4→14.7
6753 龍德造船|航運業|-6 35 23|69 88 9 -11|6.9 111|2 -2 0 41 18|PB位32 PE位28 殖1.1|益23.0→19.6
6756 威鋒電子|半導體業|44 6 20|49 58 -18 -42|0.7 9|3 -0 0 -10 -18|PB位0 PE位46 殖1.7|益3.2→0.9
6757 台灣虎航|航運業|-3 14 -11|90 90 11 45|0.7 423|8 1 12 -57 -5|PB位74 PE位77 殖6.8|益25.8→22.4
6761 穩得|電子零組|50 17 0|86 89 7 -2|0.8 65|4 -1 0 10 3|PB位49 PE位53 殖6.4|益11.9→12.0
6763 綠界科技*|數位雲端|15 3 1|65 65 -3 35|0.3 59|1 5 0 na -13|PB位80 PE位83 殖2.7|益24.2→23.8
6768 志強-KY|運動休閒|81 46 7|75 75 1 16|0.5 197|71 -11 -2 17 21|PB位87 PE位33 殖5.0|益8.8→8.7
6770 力積電|半導體業|6 3 -0|56 71 -5 -26|0.5 269|7 -4 0 -4 5|PB位3 PE位na 殖0.0|益-17.8→-17.8
6781 AES-KY|電子零組|62 44 32|71 71 -19 76|0.8 2203|78 3 0 -27 -25|PB位62 PE位80 殖1.4|益22.8→23.7
6782 視陽|生技醫療|4 2 -44|58 66 -7 -27|0.9 48|5 -3 -1 -11 -0|PB位3 PE位1 殖3.0|益22.3→21.5
6785 昱展新藥|生技醫療|na na na|37 70 -9 -29|0.8 13|9 -3 0 3 12|PB位4 PE位94 殖0.2|益-838.6→-1168.0
6788 華景電|半導體業|126 77 1|64 68 -18 -25|0.9 59|10 -8 0 -5 31|PB位32 PE位21 殖5.2|益30.0→31.4
6789 采鈺|半導體業|-6 11 -21|61 67 -22 -21|0.5 240|7 -7 -2 -33 22|PB位15 PE位26 殖1.3|益18.8→20.1
6791 虎門科技|資訊服務|15 11 -2|70 70 -8 36|1.0 7|12 -3 0 na na|PB位76 PE位78 殖2.9|益15.0→12.4
6799 來頡|半導體業|9 -2 8|66 91 20 -4|5.2 72|7 1 0 19 -2|PB位24 PE位99 殖1.7|益14.6→15.4
6803 崑鼎|綠能環保|16 20 7|95 95 2 1|1.0 13|3 -8 -0 -2 23|PB位18 PE位2 殖5.2|益19.9→18.2
6805 富世達|電子零組|53 35 1|54 54 -28 -27|0.7 1824|17 -6 3 19 3|PB位1 PE位1 殖1.4|益15.8→14.6
6806 森崴能源|綠能環保|185 146 43|47 62 -26 -37|1.2 138|4 9 0 -22 -6|PB位11 PE位0 殖1.8|益7.3→6.1
6811 宏碁資訊|數位雲端|60 23 4|71 75 -20 -4|0.4 32|2 -2 -13 -14 -16|PB位14 PE位23 殖4.0|益7.9→7.5
6829 千附精密|半導體業|29 50 32|91 91 26 18|4.5 630|8 1 -0 44 -30|PB位97 PE位60 殖3.3|益22.4→22.5
6830 汎銓|其他電子|-2 3 -0|60 60 -19 -29|0.5 41|2 3 0 -7 -16|PB位12 PE位98 殖0.8|益8.4→6.8
6835 圓裕|電子零組|-2 10 -2|84 90 20 -5|1.1 36|9 7 0 -23 2|PB位6 PE位15 殖4.3|益10.7→11.2
6838 台新藥|生技醫療|na na na|na 60 -22 -31|1.3 11|1 -6 0 109 1093|PB位1 PE位na 殖0.0|益-101.5→-122.5
6841 長佳智能|生技醫療|23 65 -227|65 84 10 -8|1.9 64|1 -1 0 5 24|PB位9 PE位96 殖1.3|益4.2→9.0
6846 綠茵|食品工業|67 14 6|92 92 8 14|1.3 7|0 1 0 na na|PB位4 PE位21 殖4.5|益17.8→19.2
6854 錼創科技-KY創|半導體業|96 94 -3|54 54 -18 58|1.8 154|38 -7 0 2 -30|PB位83 PE位4 殖0.0|益-9.1→0.6
6859 伯特光|光電業|164 92 67|82 82 -13 30|0.3 32|15 1 0 -15 -33|PB位84 PE位74 殖1.4|益4.8→5.4
6862 三集瑞-KY|電子零組|82 27 na|na na -8 na|0.6 8|64 -8 0 na na|PB位1 PE位1 殖4.0|益27.0→24.7
6863 永道-KY|通信網路|20 43 -27|64 64 -20 -33|0.6 80|71 -10 -6 -10 23|PB位39 PE位0 殖2.8|益19.7→18.5
6869 雲豹能源|綠能環保|18 16 29|48 65 -12 -34|0.8 225|2 8 0 -5 -67|PB位22 PE位42 殖3.2|益-2.3→-3.7
6870 騰雲|數位雲端|20 20 -6|72 72 -14 -4|0.8 13|1 3 0 na -38|PB位41 PE位24 殖2.3|益13.3→18.6
6873 泓德能源|綠能環保|55 79 -148|69 74 -1 -26|0.7 188|12 1 -2 -11 10|PB位32 PE位40 殖3.4|益13.5→16.0
6877 鏵友益|其他電子|45 375 195|76 76 -8 19|0.6 392|7 0 0 34 -3|PB位75 PE位57 殖1.2|益4.5→5.6
6885 全福生技|生技醫療|na na na|na na -20 na|1.4 6|3 -5 0 na na|PB位3 PE位na 殖0.0|益na→-103539.0
6890 來億-KY|運動休閒|7 24 na|na 73 -4 -3|0.8 448|91 -11 4 99 169|PB位29 PE位5 殖2.5|益12.7→12.4
6895 宏碩系統|半導體業|28 24 13|46 61 -29 -32|0.7 6|2 -9 -0 -17 -13|PB位36 PE位49 殖1.8|益18.8→22.9
6901 鑽石投資|其他|353 181 145|59 66 -17 -31|1.6 13|1 5 0 -17 0|PB位1 PE位na 殖0.0|益108.4→108.1
6903 巨漢|其他電子|-46 -35 na|na 78 1 -22|0.6 7|0 -3 0 64 12|PB位1 PE位49 殖6.7|益26.2→25.2
6906 現觀科|數位雲端|15 12 -3|64 64 -14 -26|0.4 13|12 -3 0 -13 16|PB位3 PE位2 殖2.5|益21.9→30.9
6913 鴻呈|電子零組|104 55 na|na na 2 na|0.2 26|1 0 0 na 67|PB位12 PE位2 殖2.0|益9.1→10.4
6914 阜爾運通|其他|21 19 7|na 92 14 -5|0.7 13|2 -2 0 26 61|PB位26 PE位80 殖4.3|益13.7→13.5
6916 華凌|光電業|35 13 10|70 70 -9 -14|0.5 16|1 1 0 35 0|PB位1 PE位63 殖1.3|益-0.2→-0.5
6919 康霈*|生技醫療|-100 na na|na na 19 na|0.6 606|6 1 -1 na na|PB位46 PE位na 殖0.0|益-1678.4→-1614.0
6922 宸曜|電腦及週|68 53 12|69 69 -22 17|0.3 53|3 -1 0 na 8|PB位60 PE位15 殖3.0|益16.0→15.1
6928 攸泰科技|電腦及週|59 8 41|na 74 -7 -3|0.6 8|0 -3 0 -6 6|PB位28 PE位na 殖0.8|益-6.3→-7.0
6933 AMAX-KY|電腦及週|49 42 34|41 56 -28 -33|1.5 11|34 0 0 -10 1|PB位1 PE位6 殖1.3|益1.6→2.4
6937 天虹|半導體業|21 121 46|54 54 -41 -24|0.6 104|4 8 -2 -20 -48|PB位7 PE位3 殖1.0|益15.6→15.8
6949 沛爾生醫-創|生技醫療|-26 173 107|80 89 74 74|0.8 15|1 0 0 na na|PB位89 PE位na 殖0.0|益-2044.5→-2106.3
6957 裕慶-KY|其他|-30 61 na|na 77 -11 -16|0.5 48|6 0 0 -16 16|PB位1 PE位55 殖6.7|益17.8→21.2
6962 奕力-KY|半導體業|-7 -10 na|na na -3 na|0.7 349|51 -10 0 na na|PB位20 PE位2 殖3.7|益na→9.8
6968 萬達寵物|居家生活|2 12 na|na 83 11 -14|0.8 7|2 -1 0 823 49|PB位35 PE位2 殖1.8|益3.5→3.5
6982 大井泵浦|電機機械|36 20 na|na na -31 na|0.2 7|1 -2 0 na 39|PB位3 PE位5 殖3.7|益na→6.8
6996 力領科技|半導體業|1 1 na|na na -17 na|0.8 12|0 -9 0 na na|PB位3 PE位3 殖6.6|益na→21.7
7402 邑錡|光電業|-18 1 9|80 96 43 25|3.8 235|6 0 0 2 -19|PB位91 PE位89 殖1.7|益6.7→5.1
7556 意德士科技|半導體業|59 40 11|83 83 18 12|0.4 8|3 -8 0 na 119|PB位83 PE位70 殖2.4|益22.4→20.4
7703 銳澤|其他電子|87 54 na|na na 1 na|0.5 6|0 -0 0 na 29|PB位2 PE位2 殖3.8|益13.0→13.6
7722 LINEPAY|數位雲端|24 29 na|na na 40 na|0.4 90|61 -3 -4 na na|PB位1 PE位44 殖0.2|益na→11.8
8011 台通|通信網路|-27 -18 -40|74 76 -9 -13|2.3 22|4 1 0 -6 -14|PB位57 PE位1 殖6.1|益6.7→6.8
8016 矽創|半導體業|-1 -3 -4|61 81 -11 -16|1.2 134|27 -30 -2 1 29|PB位5 PE位46 殖6.2|益14.7→14.0
8021 尖點|其他電子|27 24 -7|71 72 -15 -21|1.1 12|10 -14 0 -29 -9|PB位27 PE位68 殖4.1|益7.7→7.9
8027 鈦昇|電機機械|13 -13 -29|51 63 -19 -35|0.9 40|3 3 0 -10 -6|PB位37 PE位na 殖0.0|益-7.4→-7.2
8028 昇陽半導體|半導體業|46 46 28|70 70 -11 -5|0.6 1119|22 -7 -0 -5 -1|PB位79 PE位74 殖1.5|益13.0→15.1
8032 光菱|電子通路|50 38 20|54 54 -33 15|1.7 13|1 1 0 -8 -12|PB位82 PE位63 殖2.3|益2.8→2.9
8033 雷虎|其他|49 24 -2|81 92 10 12|0.4 201|2 0 0 na -85|PB位68 PE位7 殖0.0|益6.2→2.6
8039 台虹|電子零組|27 16 -5|60 71 -6 -27|0.4 69|10 -5 0 -18 4|PB位2 PE位50 殖5.7|益8.7→6.7
8040 九暘|半導體業|45 10 9|64 76 -13 -23|1.3 11|1 -15 0 -15 32|PB位0 PE位na 殖0.0|益-16.3→-16.3
8042 金山電|電子零組|24 9 3|64 64 -16 4|0.6 27|5 -0 0 8 20|PB位32 PE位70 殖4.1|益4.1→4.1
8043 蜜望實|電子零組|32 12 12|54 60 -20 -34|0.6 6|2 8 0 -11 -6|PB位41 PE位39 殖2.9|益-0.3→-0.3
8044 網家|數位雲端|-2 -9 1|67 67 -14 33|0.5 39|9 -12 0 -5 27|PB位46 PE位na 殖0.0|益-0.5→-0.9
8045 達運光電|通信網路|-30 -57 na|na na 67 na|0.3 47|1 1 2 na na|PB位25 PE位83 殖1.6|益na→10.7
8046 南電|電子零組|50 17 27|49 72 -15 -25|1.0 240|4 -2 -2 -7 1|PB位0 PE位97 殖1.0|益-3.6→-3.9
8050 廣積|電腦及週|82 35 31|80 87 -8 -10|0.6 33|5 -15 -0 -21 -17|PB位5 PE位47 殖4.8|益4.1→2.1
8054 安國|半導體業|-10 -18 -28|45 57 -43 -41|1.1 152|5 6 0 -19 -5|PB位59 PE位na 殖0.0|益-21.0→-24.1
8059 凱碩|通信網路|185 268 176|60 60 -40 -19|0.7 14|2 -3 0 -4 na|PB位78 PE位na 殖0.0|益-84.9→-93.0
8064 東捷|光電業|-1 -12 -6|56 56 -32 -33|0.6 47|3 2 0 -24 -6|PB位74 PE位72 殖1.5|益1.1→1.2
8068 全達|電子通路|31 11 10|64 78 -9 -15|2.7 8|7 0 0 -4 -14|PB位4 PE位1 殖0.0|益-13.8→-15.5
8069 元太|光電業|77 40 9|84 84 -2 -12|0.5 933|43 9 2 -37 110|PB位38 PE位50 殖1.9|益21.4→23.7
8070 長華*|電子通路|25 11 4|62 67 -8 -33|0.9 137|12 1 -0 6 16|PB位25 PE位68 殖6.4|益11.4→11.2
8071 能率網通|電子零組|19 9 11|74 80 -18 -10|0.4 29|3 0 0 -8 12|PB位76 PE位na 殖0.0|益-2.7→-1.6
8072 陞泰|電子通路|82 19 30|88 96 17 8|4.5 17|1 -0 0 52 22|PB位88 PE位12 殖3.5|益1.4→1.0
8076 伍豐|電腦及週|-33 -11 3|77 80 -7 -21|0.7 18|5 -9 0 -8 5|PB位14 PE位11 殖3.8|益2.5→4.7
8081 致新|半導體業|24 16 11|73 92 -4 2|1.0 99|27 9 1 -19 -15|PB位30 PE位55 殖6.9|益20.3→19.2
8083 瑞穎|電機機械|-17 -15 -37|88 93 -2 0|0.5 7|2 -23 0 6 15|PB位24 PE位27 殖6.2|益30.3→29.1
8084 巨虹|電子通路|-2 25 31|42 66 -27 -25|1.0 5|1 -13 0 na 8|PB位0 PE位48 殖0.0|益-6.7→7.9
8085 福華|其他電子|41 9 18|26 57 -26 -42|1.5 7|4 5 0 -6 -9|PB位35 PE位na 殖0.0|益-27.4→-31.4
8086 宏捷科|半導體業|-39 -40 -101|55 75 -22 -19|0.5 51|6 -11 -0 -3 3|PB位30 PE位51 殖1.4|益15.1→11.8
8088 品安|半導體業|3 -0 24|62 82 43 5|0.2 81|7 0 0 182 -14|PB位55 PE位99 殖1.7|益-11.6→-4.3
8089 康全電訊|通信網路|-25 144 -183|37 48 -32 -50|0.8 34|3 1 0 -10 11|PB位56 PE位1 殖4.5|益13.0→11.6
8091 翔名|半導體業|14 5 -5|73 80 -2 -20|1.7 24|9 -9 1 -7 -26|PB位66 PE位64 殖6.4|益18.1→16.7
8096 擎亞|電子通路|98 75 45|80 80 62 31|1.0 1718|24 -1 0 -32 -26|PB位96 PE位67 殖0.8|益3.0→2.7
8097 常珵|通信網路|1577300 527622 394196|73 73 -22 9|0.6 25|4 -1 0 65 -15|PB位58 PE位67 殖0.0|益-21.3→-16.5
8099 大世科|資訊服務|-4 3 5|58 76 -15 -10|1.0 6|3 5 0 -6 -12|PB位70 PE位63 殖3.0|益4.9→5.6
8103 瀚荃|電子零組|66 28 16|61 75 -5 -25|1.2 23|21 -5 0 -3 5|PB位61 PE位46 殖6.0|益13.0→11.4
8104 錸寶|光電業|20 -4 5|62 62 -23 -12|0.6 24|4 2 0 -10 -21|PB位25 PE位82 殖0.3|益1.1→1.0
8105 凌巨|光電業|10 5 5|57 77 -14 -21|0.5 10|41 1 0 -1 -10|PB位38 PE位98 殖0.8|益-3.2→-3.1
8109 博大|電子零組|11 -8 11|91 94 2 -2|1.6 7|2 -13 -2 5 -10|PB位0 PE位83 殖5.2|益33.7→33.1
8110 華東|半導體業|-7 -8 -14|60 78 -4 -23|0.6 25|3 -5 0 12 21|PB位26 PE位84 殖1.5|益0.7→1.0
8111 立碁|光電業|29 7 1|73 73 -8 50|0.2 370|15 3 0 -13 -57|PB位95 PE位84 殖1.8|益3.1→4.7
8112 至上|電子通路|-16 4 -44|57 79 -11 -17|1.0 88|10 -18 -5 -3 8|PB位29 PE位65 殖6.1|益2.4→2.1
8114 振樺電|電腦及週|183 142 77|72 72 -25 30|0.6 174|27 3 0 -9 -4|PB位88 PE位61 殖2.9|益16.8→18.5
8121 越峰|電子零組|15 -2 -22|45 61 -22 -38|1.4 11|1 -13 0 na na|PB位0 PE位4 殖0.0|益7.0→3.1
8131 福懋科|半導體業|-3 1 -15|74 78 0 -21|0.6 9|3 -11 -0 -9 -36|PB位6 PE位54 殖5.0|益10.1→8.6
8147 正淩|電子零組|40 15 -3|63 73 -1 -23|0.5 39|13 -1 0 -41 -13|PB位62 PE位82 殖2.0|益8.2→6.5
8150 南茂|半導體業|-1 -1 -4|57 77 -8 -21|1.3 53|31 -32 -1 -4 32|PB位0 PE位68 殖4.1|益6.7→5.6
8155 博智|電子零組|83 47 12|79 79 10 2|1.7 394|5 2 3 52 85|PB位38 PE位69 殖2.7|益6.8→6.9
8163 達方|電腦及週|4 5 18|57 78 -8 -18|1.0 33|13 -37 -1 1 -15|PB位0 PE位95 殖4.9|益3.5→2.6
8171 天宇|綠能環保|-77 -64 -70|87 87 9 19|4.5 32|3 1 0 4 16|PB位51 PE位na 殖0.0|益-9.5→-17.9
8176 智捷|通信網路|149 96 35|70 70 -5 -6|1.3 6|2 -1 0 na na|PB位52 PE位1 殖0.0|益-5.9→2.9
8210 勤誠|電腦及週|119 36 -6|75 81 -5 -8|0.6 236|11 -3 5 -9 -8|PB位42 PE位43 殖2.9|益18.0→17.3
8213 志超|電子零組|29 4 8|73 83 -6 -17|2.1 8|17 -9 0 2 -15|PB位0 PE位98 殖3.1|益4.8→4.9
8215 明基材|光電業|10 10 3|75 75 -16 -15|1.2 6|2 6 -5 -10 -8|PB位0 PE位87 殖2.4|益2.8→2.4
8222 寶一|電機機械|12 13 -10|100 100 39 39|8.3 140|4 0 0 146 6|PB位84 PE位26 殖1.3|益9.1→8.8
8227 巨有科技|半導體業|35 -22 8|49 71 -26 -28|1.2 44|1 1 0 -10 -5|PB位0 PE位68 殖1.2|益4.8→6.1
8234 新漢|電腦及週|41 31 22|74 74 30 52|0.4 626|9 -3 0 -16 -12|PB位95 PE位79 殖1.5|益-4.5→-2.7
8240 華宏|光電業|24 14 13|72 72 -15 5|0.4 10|8 -3 0 -6 -1|PB位62 PE位38 殖4.2|益2.9→3.2
8249 菱光|電子零組|104 75 7|69 69 -22 -15|0.7 143|2 -1 0 -11 -8|PB位78 PE位67 殖4.1|益11.1→11.5
8255 朋程|電機機械|37 22 -12|62 79 -8 -22|1.3 26|9 -16 -0 -8 11|PB位0 PE位0 殖3.0|益10.6→10.3
8261 富鼎|半導體業|39 17 11|84 84 -12 2|1.2 30|9 -3 -0 6 12|PB位6 PE位39 殖3.9|益14.3→16.2
8271 宇瞻|半導體業|11 6 3|64 89 5 -10|0.7 12|4 2 -0 -7 -1|PB位28 PE位96 殖4.6|益4.8→3.9
8299 群聯|半導體業|-3 -15 -32|73 88 11 6|0.6 1347|35 13 4 -6 -31|PB位63 PE位48 殖4.7|益9.6→6.0
8341 日友|綠能環保|29 20 -0|79 81 -6 -9|1.6 8|6 -16 0 -29 -3|PB位0 PE位32 殖4.7|益17.2→19.4
8349 恒耀國際|鋼鐵工業|-9 -6 -8|81 81 -5 -18|3.3 14|1 -5 -0 4 34|PB位11 PE位8 殖5.3|益7.8→7.5
8358 金居|電子零組|12 10 -10|70 85 -9 -15|3.1 70|6 -5 -0 -1 -10|PB位13 PE位32 殖2.9|益17.6→16.8
8374 羅昇|電機機械|94 73 37|61 63 -36 -33|0.7 57|4 10 0 -24 -1|PB位75 PE位77 殖0.5|益2.5→4.2
8383 千附|半導體業|50 38 14|84 84 15 12|4.2 93|12 -1 0 533 96|PB位99 PE位17 殖4.9|益18.1→18.0
8390 金益鼎|綠能環保|47 19 -19|83 83 12 -10|2.1 41|2 2 0 10 -2|PB位81 PE位74 殖3.6|益11.4→11.9
8401 白紗科|其他|38 4 1|91 91 2 12|1.0 8|2 -2 0 -20 -32|PB位91 PE位65 殖7.4|益12.8→13.8
8404 百和興業-KY|其他|107 44 5|76 76 2 34|0.6 34|54 -3 0 6 9|PB位69 PE位72 殖2.5|益15.7→14.3
8415 大國鋼|鋼鐵工業|-2 0 6|91 91 6 5|0.5 51|10 2 2 -9 8|PB位58 PE位95 殖4.2|益13.5→12.8
8422 可寧衛*|綠能環保|46 34 -6|99 99 7 4|2.0 46|13 22 -0 547 3|PB位9 PE位58 殖5.2|益26.3→27.8
8431 匯鑽科|其他電子|101 64 40|90 90 5 6|1.6 44|6 -0 0 10 -24|PB位48 PE位34 殖1.7|益4.0→8.0
8436 大江|生技醫療|14 1 7|94 94 20 14|0.8 230|16 11 6 -35 -42|PB位30 PE位45 殖6.6|益12.2→14.2
8438 昶昕|綠能環保|40 23 5|60 75 2 -23|1.6 12|1 -1 0 -13 12|PB位59 PE位36 殖4.0|益6.3→5.8
8440 綠電|綠能環保|39 15 6|62 80 2 -20|0.8 7|2 6 0 -7 2|PB位38 PE位93 殖4.4|益2.4→2.0
8442 威宏-KY|其他|23 3 -2|78 83 -7 -15|1.2 18|59 -4 0 11 1|PB位0 PE位29 殖6.8|益9.2→8.3
8446 華研|文化創意|-11 -19 -35|87 87 -3 -8|1.5 13|8 -27 0 -35 2|PB位26 PE位0 殖7.0|益44.4→43.1
8454 富邦媒|數位雲端|1 -1 -3|80 89 0 -11|0.9 116|15 2 1 -27 -26|PB位2 PE位12 殖3.6|益3.6→3.8
8462 柏文|運動休閒|28 19 1|90 96 13 0|1.0 14|2 5 0 26 -7|PB位19 PE位2 殖1.6|益9.1→10.1
8464 億豐|居家生活|24 16 4|79 79 6 -20|0.5 201|41 -13 -0 -1 -24|PB位13 PE位39 殖3.7|益28.5→28.3
8466 美吉吉-KY|其他|42 41 -4|55 59 -12 -39|2.5 5|50 -6 0 -0 -6|PB位0 PE位19 殖3.3|益5.2→5.1
8467 波力-KY|運動休閒|39 40 11|56 56 -35 -30|1.6 47|45 5 -10 -20 -11|PB位58 PE位43 殖0.0|益23.7→23.9
8473 山林水|綠能環保|65 29 27|56 68 -15 -32|1.2 19|3 -21 0 22 -34|PB位63 PE位78 殖2.3|益17.8→15.0
8476 台境*|綠能環保|7 -32 -42|37 41 -4 -56|1.5 7|3 -19 0 -1 152|PB位4 PE位63 殖9.9|益24.4→15.5
8478 東哥遊艇|運動休閒|15 -42 -20|42 58 -18 -42|1.0 27|40 -4 0 -5 -11|PB位1 PE位65 殖6.9|益27.6→19.2
8482 商億-KY|居家生活|24 12 5|70 70 -1 41|0.4 20|93 -1 0 -6 6|PB位91 PE位82 殖5.0|益11.7→11.9
8499 鼎炫-KY|其他電子|19 26 12|95 95 40 41|0.9 26|71 8 0 8 37|PB位61 PE位97 殖2.5|益19.5→23.0
8926 台汽電|油電燃氣|4 22 -46|84 89 -0 -8|1.4 23|7 1 0 -5 -4|PB位44 PE位21 殖5.1|益3.6→4.8
8927 北基|油電燃氣|9 10 -54|76 77 1 -22|0.4 16|1 11 0 -8 -11|PB位56 PE位12 殖3.9|益14.7→12.5
8930 青鋼|鋼鐵工業|38 -2 0|93 93 15 10|1.5 29|3 2 0 -9 -68|PB位64 PE位66 殖7.6|益16.4→16.4
8932 智通*|數位雲端|43 97 32|57 93 7 17|0.5 33|27 -9 0 12 8|PB位87 PE位1 殖0.1|益30.1→34.5
8936 國統|其他|21 19 -5|60 83 7 -16|1.0 158|7 -6 0 -3 19|PB位61 PE位55 殖3.7|益20.3→20.9
8937 合騏*|其他|-31 -22 -24|89 89 35 135|1.2 72|0 5 0 -3 -9|PB位98 PE位78 殖0.1|益-34.1→-41.2
