# 2024-03-01 全池(1192 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
2883 凱基金|金融保險|10 472 392|94 98 0 4|0.8 266|22 2 -0 -9 -20|PB位48 PE位86 殖0.0|益na→na
2884 玉山金|金融保險|7 15 -8|98 98 0 2|2.0 424|31 -16 -1 10 2|PB位29 PE位54 殖2.2|益na→na
2885 元大金|金融保險|38 38 24|98 98 6 10|0.9 360|27 -2 3 24 -3|PB位97 PE位90 殖3.5|益na→na
2886 兆豐金|金融保險|28 31 -11|97 97 -2 6|0.8 420|21 3 -2 -35 1|PB位86 PE位20 殖3.4|益na→na
2887 台新新光金|金融保險|26 10 1|94 95 -4 -4|1.0 203|24 -19 -0 -4 1|PB位53 PE位90 殖5.4|益na→na
2889 國票金|金融保險|39 43 10|89 100 6 3|0.9 30|10 -0 0 13 -4|PB位27 PE位83 殖0.0|益na→na
2890 永豐金|金融保險|41 37 18|99 99 6 14|0.9 249|27 3 2 17 22|PB位100 PE位96 殖4.0|益na→na
2891 中信金|金融保險|139 358 253|99 99 9 22|0.9 851|40 10 0 -22 0|PB位99 PE位76 殖3.4|益na→na
2892 第一金|金融保險|8 5 6|97 97 -1 1|1.2 312|23 -13 1 -36 85|PB位60 PE位35 殖4.1|益na→na
2903 遠百|貿易百貨|-21 -11 -12|96 96 0 3|0.5 35|10 -4 -0 -20 17|PB位94 PE位15 殖4.5|益17.0→15.9
2905 三商|貿易百貨|-13 4 -1|76 90 -7 -6|1.0 7|4 -8 0 -16 3|PB位3 PE位na 殖0.0|益na→na
2906 高林|貿易百貨|14 14 18|99 99 19 19|0.9 31|5 3 0 -25 -27|PB位94 PE位92 殖2.8|益4.7→5.2
2912 統一超|貿易百貨|5 6 -2|96 99 0 0|1.2 209|26 -2 1 -7 -5|PB位12 PE位7 殖3.3|益4.5→4.6
2913 農林|貿易百貨|-5 -6 -9|68 90 -3 -10|0.6 33|6 8 0 -4 -7|PB位73 PE位na 殖0.0|益-37.1→-34.0
2915 潤泰全|貿易百貨|-3 -7 -5|90 92 -3 -4|0.9 90|7 -10 0 -10 17|PB位51 PE位91 殖3.4|益4.4→3.3
3002 歐格|電腦及週|32 -8 8|96 96 28 32|1.0 17|2 1 0 -20 45|PB位99 PE位70 殖0.9|益-0.6→-1.7
3003 健和興|電子零組|1 -3 8|81 95 -1 -2|1.2 22|3 9 -0 -11 -12|PB位8 PE位58 殖2.8|益18.0→17.0
3004 豐達科|鋼鐵工業|39 30 -13|85 96 12 1|3.8 26|4 13 0 -19 -37|PB位82 PE位21 殖2.4|益11.3→10.6
3005 神基|電腦及週|30 13 -2|100 100 34 91|2.1 1476|24 -7 1 163 -4|PB位100 PE位100 殖3.8|益10.1→11.3
3006 晶豪科|半導體業|38 26 38|92 92 8 32|1.0 416|15 7 0 7 2|PB位61 PE位na 殖0.6|益-14.9→-14.1
3008 大立光|光電業|37 29 25|90 90 12 24|1.0 2095|37 1 -0 -24 -35|PB位71 PE位94 殖2.6|益34.7→32.0
3010 華立|電子通路|42 17 19|98 98 11 21|4.2 107|14 4 0 140 55|PB位74 PE位100 殖5.5|益3.9→3.8
3011 今皓|電子零組|33 8 21|80 80 -6 -17|0.6 14|3 4 0 na na|PB位86 PE位na 殖0.0|益-10.8→-10.2
3013 晟銘電|電腦及週|25 -15 -24|88 97 14 12|0.9 130|2 4 0 12 -13|PB位98 PE位98 殖0.6|益1.9→2.9
3014 聯陽|半導體業|42 28 -3|92 92 7 16|1.2 198|33 13 1 9 -25|PB位89 PE位75 殖4.8|益30.2→29.4
3015 全漢|電子零組|-1 -7 -3|100 100 9 11|1.1 17|14 18 0 25 -12|PB位92 PE位98 殖6.8|益3.5→3.7
3016 嘉晶|半導體業|-7 -19 8|71 82 -13 -10|1.0 25|1 2 0 -4 -2|PB位0 PE位69 殖0.9|益3.7→3.6
3017 奇鋐|電腦及週|102 45 28|100 100 81 61|1.2 7102|48 9 -1 -39 -50|PB位100 PE位100 殖0.9|益10.9→11.8
3019 亞光|光電業|38 16 16|92 92 2 6|0.5 46|12 -7 2 -1 2|PB位31 PE位87 殖2.8|益4.2→5.2
3022 威強電|電腦及週|3 -18 -20|86 96 4 6|1.7 48|17 -6 1 3 1|PB位76 PE位73 殖4.2|益15.4→15.8
3023 信邦|電子零組|-2 -8 -14|72 81 -3 -14|1.4 226|52 -29 -1 82 -16|PB位3 PE位3 殖3.2|益9.7→10.5
3024 憶聲|光電業|-14 19 10|90 90 0 6|0.7 27|7 -0 0 7 1|PB位93 PE位49 殖1.2|益5.9→7.1
3025 星通|通信網路|72 274 181|91 91 33 43|1.5 454|15 2 0 -31 -16|PB位99 PE位71 殖1.4|益19.6→17.3
3026 禾伸堂|電子零組|12 -4 3|96 96 -1 1|1.1 11|11 -4 0 -6 1|PB位36 PE位99 殖5.2|益7.9→7.2
3027 盛達|通信網路|279 116 22|83 99 17 10|2.9 80|3 5 0 14 -14|PB位84 PE位19 殖0.6|益0.3→1.0
3028 增你強|電子通路|60 17 24|99 99 11 21|2.4 26|9 16 -0 -16 6|PB位82 PE位98 殖7.9|益3.0→2.9
3029 零壹|資訊服務|7 5 -3|98 98 18 28|2.2 111|10 4 0 -13 -24|PB位100 PE位100 殖5.2|益5.4→5.7
3030 德律|其他電子|83 51 68|100 100 18 23|1.3 58|18 15 -0 -7 -10|PB位85 PE位100 殖4.5|益26.0→25.5
3031 佰鴻|光電業|80 16 27|92 98 13 17|0.9 7|2 12 0 13 -20|PB位60 PE位93 殖4.2|益6.0→5.9
3032 偉訓|電子零組|39 29 -4|93 93 16 34|0.8 383|5 -2 -0 -24 -23|PB位98 PE位90 殖2.5|益10.4→10.2
3033 威健|電子通路|69 30 20|98 99 20 14|1.5 138|10 12 -0 -8 3|PB位77 PE位100 殖9.3|益2.5→2.7
3034 聯詠|半導體業|21 16 2|99 99 19 51|1.6 3143|49 -4 2 28 28|PB位77 PE位85 殖6.2|益24.3→24.4
3035 智原|半導體業|-15 -13 -3|88 88 20 17|0.6 6370|28 -4 -3 15 47|PB位95 PE位81 殖1.1|益17.3→16.4
3036 文曄|電子通路|50 34 26|93 93 42 144|1.3 2326|21 4 -2 36 83|PB位98 PE位98 殖2.6|益1.7→1.6
3037 欣興|電子零組|-6 -20 5|88 91 8 -3|2.1 2944|50 11 0 -14 39|PB位42 PE位64 殖1.7|益10.2→9.6
3038 全台|光電業|-5 -15 -10|86 96 17 6|1.4 105|8 -4 0 7 70|PB位88 PE位62 殖4.5|益9.1→9.3
3041 揚智|半導體業|100 6 37|93 93 0 74|1.0 278|8 -0 0 34 1|PB位92 PE位na 殖0.0|益-50.3→-53.4
3042 晶技|電子零組|37 13 24|95 95 -2 5|1.1 92|20 -7 -2 35 -33|PB位56 PE位82 殖7.1|益14.8→16.0
3044 健鼎|電子零組|32 11 16|92 92 14 12|1.2 1015|40 1 -0 42 -13|PB位94 PE位93 殖3.6|益8.2→10.5
3045 台灣大|通信網路|14 10 2|98 98 -0 5|1.4 252|14 -2 0 -28 2|PB位72 PE位36 殖4.4|益10.1→10.1
3046 建碁|電腦及週|135 94 2|69 85 5 -5|0.5 30|2 5 0 -1 -6|PB位53 PE位59 殖2.2|益3.6→3.4
3047 訊舟|通信網路|-14 -29 -2|90 90 19 23|1.5 236|5 1 0 -3 -9|PB位96 PE位88 殖5.5|益-5.3→-4.7
3048 益登|電子通路|27 10 14|94 99 7 12|1.2 14|3 10 0 18 -18|PB位27 PE位100 殖7.8|益1.5→1.5
3050 鈺德|光電業|12 -1 -5|99 99 29 26|0.7 48|9 2 0 3 1|PB位95 PE位66 殖2.6|益11.5→12.7
3051 力特|光電業|-7 -19 9|83 83 10 37|0.4 102|2 -1 0 -12 -1|PB位88 PE位92 殖3.3|益2.4→4.5
3052 夆典|建材營造|19 38 9|98 100 10 11|1.3 12|3 12 0 7 6|PB位90 PE位62 殖4.7|益7.6→6.9
3055 蔚華科|電子通路|-13 1 26|97 97 111 128|1.5 880|4 -1 0 43 -13|PB位100 PE位90 殖1.2|益-14.1→-14.9
3056 富華新|建材營造|-45 -76 -302|76 89 -6 -2|1.1 27|3 7 -0 -5 -10|PB位43 PE位74 殖29.3|益26.8→27.6
3058 立德|電子零組|2 -12 1|68 94 -0 9|1.1 18|3 8 0 na na|PB位82 PE位38 殖0.0|益-2.0→-1.7
3059 華晶科|光電業|-19 -23 8|85 85 -11 4|0.5 65|12 -1 -0 -6 2|PB位21 PE位30 殖2.9|益3.5→4.1
3060 銘異|電腦及週|34 38 42|89 89 -6 3|0.6 7|10 -4 0 -6 -15|PB位59 PE位na 殖1.5|益-15.5→-11.2
3062 建漢|通信網路|-26 -44 -21|85 89 -7 -5|1.4 19|12 -5 0 -6 -4|PB位41 PE位na 殖0.0|益-15.0→-12.4
3066 李洲|光電業|20 11 27|89 89 51 53|0.6 31|0 -1 0 17 85|PB位67 PE位87 殖0.0|益-78.0→-64.1
3071 協禧|電腦及週|4 -11 -0|77 92 11 -7|4.8 18|1 -1 0 10 -16|PB位92 PE位100 殖4.4|益3.1→3.6
3078 僑威|電子零組|57 44 -39|94 94 -1 4|0.8 175|8 12 0 -12 -30|PB位82 PE位69 殖2.8|益16.5→17.5
3081 聯亞|通信網路|11 -30 21|100 100 54 62|2.8 897|16 3 0 7 -36|PB位60 PE位na 殖0.3|益-17.6→-33.1
3083 網龍|文化創意|-56 -12 -2|82 83 -9 -1|0.4 12|1 -15 0 -4 53|PB位0 PE位2 殖0.0|益-10.0→-8.3
3086 華義*|文化創意|76 76 65|61 61 52 78|0.2 36|40 1 0 8 28|PB位80 PE位90 殖1.0|益5.5→10.3
3088 艾訊|電腦及週|12 -7 -13|85 85 3 0|1.3 25|8 -2 0 -4 4|PB位82 PE位42 殖4.9|益13.3→13.9
3090 日電貿|電子零組|41 22 16|98 98 6 17|3.2 24|11 9 -0 15 -2|PB位72 PE位99 殖8.9|益8.2→8.4
3092 鴻碩|電子零組|22 7 33|79 85 -6 -9|1.1 6|1 12 0 -12 -14|PB位24 PE位na 殖2.4|益-9.5→-5.5
3094 聯傑|半導體業|-28 -15 6|82 82 -10 -10|0.4 24|2 -2 0 -11 -12|PB位68 PE位79 殖2.9|益13.1→7.2
3105 穩懋|半導體業|74 52 50|85 90 -1 16|0.8 525|24 -3 0 -7 1|PB位24 PE位na 殖1.6|益-11.2→-6.3
3114 好德|電子零組|29 5 14|98 98 8 11|1.1 11|1 1 0 -10 41|PB位46 PE位98 殖5.8|益4.3→4.3
3122 笙泉|半導體業|69 36 44|81 81 -11 79|0.4 21|4 7 0 4 -9|PB位66 PE位na 殖0.0|益-23.9→-19.8
3128 昇銳|光電業|-7 -8 3|73 100 9 5|2.9 7|1 -2 0 27 -11|PB位75 PE位68 殖3.5|益5.4→6.2
3131 弘塑|半導體業|29 19 19|100 100 71 56|1.8 744|11 2 7 na 10|PB位100 PE位100 殖2.1|益19.2→18.7
3138 耀登|通信網路|-28 -11 -10|80 82 -7 -5|0.5 47|1 -9 0 0 10|PB位1 PE位7 殖2.5|益13.9→13.8
3141 晶宏|半導體業|-41 -17 6|77 86 -8 -0|0.6 41|6 -10 0 -2 12|PB位20 PE位100 殖3.0|益10.6→9.8
3147 大綜|資訊服務|86 46 21|100 100 35 104|2.1 147|5 1 1 44 -5|PB位100 PE位100 殖3.2|益6.7→8.4
3149 正達|光電業|44 7 21|86 86 23 35|0.8 39|2 -4 0 na na|PB位43 PE位na 殖0.0|益-11.3→-11.1
3152 璟德|通信網路|47 27 17|81 81 -16 22|0.8 24|17 -11 -4 15 1|PB位48 PE位69 殖1.6|益18.3→20.4
3162 精確|電機機械|32 31 -46|68 80 -8 -13|0.7 26|44 -2 0 -4 -0|PB位1 PE位45 殖0.0|益-2.1→-4.7
3163 波若威|通信網路|23 13 21|90 90 8 3|4.5 410|10 3 0 12 -47|PB位90 PE位64 殖3.7|益9.3→7.7
3167 大量|電機機械|35 23 53|90 90 24 63|1.8 44|3 2 0 22 21|PB位68 PE位na 殖3.7|益-10.5→-8.9
3169 亞信|半導體業|33 2 28|94 94 2 29|3.5 82|3 6 0 1 -21|PB位54 PE位75 殖2.5|益27.7→27.6
3176 基亞|生技醫療|31 47 -8|68 68 -24 22|0.7 12|5 1 0 na na|PB位51 PE位na 殖0.0|益-160.4→-86.3
3178 公準|半導體業|19 9 -6|100 100 53 43|1.8 174|2 -1 0 65 -1|PB位100 PE位60 殖1.9|益17.9→17.6
3188 鑫龍騰|建材營造|154 83 na|95 95 14 25|0.9 10|1 5 0 -2 28|PB位98 PE位64 殖1.6|益12.2→13.9
3189 景碩|半導體業|9 -7 25|80 85 1 -8|0.9 267|12 2 1 -4 -29|PB位4 PE位99 殖1.0|益3.7→1.3
3205 佰研|生技醫療|43 7 17|81 88 -4 1|0.4 6|12 11 0 -9 -3|PB位63 PE位na 殖0.0|益-12.7→-13.3
3206 志豐|電子零組|13 -6 4|99 99 6 5|1.7 12|5 1 0 26 -21|PB位92 PE位56 殖4.5|益8.7→9.1
3207 耀勝|電子零組|-3 -32 -25|95 99 25 18|1.5 81|3 4 0 -4 -15|PB位84 PE位73 殖1.4|益13.7→10.8
3209 全科|電子通路|-12 -28 -18|86 96 -0 7|0.9 14|3 15 0 15 -25|PB位47 PE位96 殖9.8|益2.0→2.3
3211 順達|電腦及週|-1 -11 -3|83 83 3 4|0.6 81|15 -16 -0 -18 56|PB位40 PE位91 殖7.3|益3.3→4.2
3213 茂訊|電腦及週|46 31 17|91 91 15 36|0.9 38|10 -0 0 -14 -8|PB位98 PE位81 殖4.0|益16.4→16.2
3217 優群|電子零組|33 31 9|94 94 16 43|0.9 401|9 1 -4 24 -7|PB位99 PE位99 殖2.9|益21.2→25.5
3218 大學光|生技醫療|8 5 -13|75 87 3 -9|2.4 189|18 -21 -2 53 111|PB位14 PE位12 殖2.2|益32.7→32.2
3221 台嘉碩|通信網路|13 -8 17|86 86 4 9|3.3 8|4 -0 0 14 0|PB位60 PE位na 殖8.6|益0.1→0.2
3227 原相|半導體業|100 85 56|94 94 6 37|2.9 354|25 2 -0 39 33|PB位85 PE位99 殖2.7|益4.1→8.3
3228 金麗科|半導體業|148 59 48|94 94 117 399|0.9 883|6 1 0 -25 -92|PB位95 PE位na 殖0.1|益-31.1→-33.9
3230 錦明|光電業|24 -3 7|72 81 13 -0|1.4 9|1 -0 0 -40 -96|PB位48 PE位na 殖0.0|益-23.2→-20.7
3231 緯創|電腦及週|22 -5 4|75 90 27 5|1.0 10642|29 -2 -1 2 -9|PB位93 PE位93 殖2.2|益2.4→2.6
3232 昱捷|電子通路|53 36 21|100 100 53 42|2.8 40|8 1 0 -24 -11|PB位81 PE位65 殖1.4|益3.4→2.1
3234 光環|通信網路|14 2 30|97 97 38 39|2.3 168|3 2 0 -31 na|PB位99 PE位na 殖0.0|益-48.2→-52.2
3257 虹冠電|半導體業|60 146 -3|78 78 -7 -13|0.4 18|6 8 0 -5 -32|PB位61 PE位68 殖1.4|益24.5→25.9
3260 威剛|半導體業|64 51 45|94 94 5 22|1.0 550|13 -2 -3 -2 -20|PB位74 PE位79 殖2.0|益1.3→3.1
3264 欣銓|半導體業|-7 -9 -5|89 89 6 17|0.9 393|23 -5 2 0 24|PB位79 PE位89 殖4.5|益23.5→24.7
3265 台星科|半導體業|25 21 24|94 94 48 49|1.1 482|7 -4 0 28 -13|PB位99 PE位96 殖3.9|益22.9→22.6
3268 海德威|半導體業|42 14 18|100 100 51 84|1.0 26|4 1 0 82 21|PB位95 PE位na 殖1.8|益-0.9→-0.8
3276 宇環|電子零組|118 91 38|82 82 -8 59|0.3 13|3 5 0 -5 -2|PB位89 PE位79 殖2.2|益-5.8→-3.7
3284 太普高|其他|63 29 21|99 99 32 37|1.3 11|3 10 0 -29 39|PB位100 PE位93 殖0.9|益6.6→8.7
3287 廣寰科|電腦及週|111 111 56|83 83 66 57|0.2 111|2 1 0 -37 -1|PB位96 PE位87 殖0.0|益1.6→3.2
3289 宜特|其他電子|11 0 -2|94 94 42 24|1.6 659|9 3 0 13 -31|PB位99 PE位78 殖1.6|益10.7→8.9
3290 東浦|電子零組|53 15 -1|84 84 -8 -0|0.3 10|2 4 0 -6 6|PB位50 PE位32 殖2.3|益6.1→9.0
3293 鈊象|文化創意|14 18 0|100 100 34 55|0.8 635|33 -5 2 1 -6|PB位100 PE位100 殖4.0|益52.9→52.6
3294 英濟|電子零組|92 25 18|90 90 171 188|1.2 112|7 1 0 57 -33|PB位100 PE位na 殖0.0|益-7.5→-2.5
3296 勝德|電子零組|6 -21 14|98 98 45 48|2.1 27|5 4 0 -6 12|PB位99 PE位na 殖0.0|益-14.4→-9.1
3297 杭特|光電業|69 47 53|98 98 27 41|1.0 14|1 0 0 21 4|PB位100 PE位na 殖0.0|益-46.8→-35.3
3303 岱稜|其他電子|47 24 25|98 98 14 20|1.9 8|4 -6 0 74 -3|PB位90 PE位38 殖5.6|益6.1→8.3
3305 昇貿|其他電子|20 -0 20|92 92 6 7|1.2 104|8 11 -0 -2 -33|PB位82 PE位95 殖2.8|益6.6→6.8
3306 鼎天|通信網路|8 27 13|70 74 -5 -27|0.3 24|0 -2 0 -20 -9|PB位59 PE位61 殖1.0|益0.6→1.1
3308 聯德|電子零組|-58 -63 -160|55 55 -5 -28|0.7 15|1 4 0 29 -53|PB位67 PE位12 殖0.0|益14.7→17.4
3311 閎暉|通信網路|27 19 13|95 95 12 9|2.3 17|3 3 0 -4 -41|PB位95 PE位32 殖1.4|益3.9→4.1
3312 弘憶股|電子通路|58 14 26|100 100 97 133|3.9 353|7 1 0 202 65|PB位100 PE位100 殖4.7|益1.5→2.2
3313 斐成|建材營造|110060 36995 27444|97 97 112 125|4.3 19|1 -0 0 na na|PB位100 PE位99 殖0.0|益-2579.0→-149.7
3317 尼克森|半導體業|11 6 5|87 87 -2 19|0.5 18|5 6 0 -2 -4|PB位44 PE位88 殖3.5|益9.9→10.9
3321 同泰|電子零組|87 47 33|97 97 36 44|1.2 14|1 2 0 na na|PB位100 PE位na 殖0.0|益-19.6→-17.0
3322 建舜電|電子零組|90 36 25|96 96 9 24|2.7 29|6 11 0 -18 -44|PB位81 PE位76 殖2.4|益-1.3→2.5
3324 雙鴻|其他電子|38 6 7|100 100 60 97|1.9 3825|26 -1 2 -10 -18|PB位100 PE位100 殖1.2|益8.8→10.6
3325 旭品|電腦及週|34 35 -29|87 87 4 10|0.7 54|2 -3 0 -0 2|PB位96 PE位na 殖0.0|益-0.7→-3.6
3338 泰碩|電子零組|32 22 29|89 100 17 15|1.0 133|12 6 0 -3 -31|PB位94 PE位83 殖2.9|益5.2→6.2
3339 泰谷|光電業|20 12 18|96 96 26 51|1.2 53|7 2 0 37 33|PB位85 PE位87 殖0.0|益-9.6→-8.4
3346 麗清|汽車工業|53 29 -16|94 94 13 16|0.6 59|9 9 -0 1 -33|PB位62 PE位13 殖0.5|益3.7→3.4
3354 律勝|電子零組|34 42 54|89 89 96 94|1.7 99|0 -0 0 -3 -5|PB位99 PE位na 殖0.7|益-134.2→-121.5
3356 奇偶|光電業|10 -3 0|86 100 14 14|2.8 24|4 4 0 5 6|PB位94 PE位59 殖5.8|益6.8→9.1
3357 臺慶科|電子零組|16 -1 11|98 100 16 20|1.4 37|12 15 1 6 -22|PB位61 PE位100 殖3.7|益12.9→11.4
3360 尚立|電子通路|-34 -42 -18|94 94 74 70|2.4 98|2 0 0 53 196|PB位99 PE位na 殖3.8|益0.0→-0.2
3362 先進光|光電業|71 41 20|99 99 53 74|0.5 1203|9 7 0 -20 -31|PB位100 PE位87 殖0.4|益5.7→9.3
3363 上詮|通信網路|-22 4 23|99 99 69 142|3.1 1583|14 3 -0 3 -50|PB位100 PE位100 殖0.4|益-6.6→-2.8
3372 典範|半導體業|62 32 44|100 100 44 58|5.1 20|4 2 0 54 4|PB位84 PE位na 殖0.0|益-28.3→-25.7
3373 熱映|其他電子|-42 -27 -56|82 82 11 40|0.3 8|1 2 0 17 13|PB位63 PE位na 殖1.8|益-16.3→-18.9
3374 精材|半導體業|23 7 20|90 93 -3 16|1.1 380|8 2 -0 -9 -24|PB位29 PE位93 殖1.5|益20.4→24.7
3376 新日興|電子零組|56 38 42|99 99 53 124|1.1 2453|23 -1 3 64 257|PB位100 PE位100 殖3.2|益7.2→8.3
3380 明泰|通信網路|-23 -23 -7|78 91 3 -6|1.0 122|9 -8 -0 1 26|PB位76 PE位93 殖2.8|益3.8→3.3
3390 旭軟|電子零組|23 11 17|100 100 92 132|2.5 63|3 -0 0 34 10|PB位100 PE位100 殖1.8|益-2.1→0.2
3402 漢科|其他電子|76 40 38|95 95 44 94|1.8 132|8 -4 0 6 66|PB位99 PE位99 殖4.4|益9.0→9.8
3406 玉晶光|光電業|45 32 20|99 99 6 11|1.1 553|27 21 1 -12 -36|PB位39 PE位51 殖2.8|益1.6→15.5
3413 京鼎|半導體業|-2 -11 -1|99 99 27 36|2.8 261|28 3 4 78 25|PB位52 PE位62 殖5.6|益15.6→15.0
3416 融程電|電腦及週|23 -4 -6|92 92 11 8|1.5 57|5 2 -0 -32 35|PB位91 PE位92 殖3.8|益21.9→22.1
3434 哲固|光電業|108 50 51|96 96 21 20|0.8 8|1 0 0 20 30|PB位96 PE位99 殖4.8|益2.8→2.6
3437 榮創|光電業|38 22 20|92 92 25 103|1.1 203|5 -1 0 -10 29|PB位97 PE位na 殖0.0|益-9.6→-6.3
3438 類比科|半導體業|34 30 30|100 100 19 33|0.8 97|5 4 0 -9 -26|PB位55 PE位na 殖1.6|益-5.7→-5.6
3443 創意|半導體業|-17 -23 -34|83 83 -2 6|1.0 6173|25 -5 -3 3 -16|PB位78 PE位93 殖0.9|益15.6→15.8
3444 利機|電子通路|24 8 8|85 85 -12 32|0.6 46|11 -3 0 12 16|PB位94 PE位94 殖3.6|益6.5→7.2
3450 聯鈞|半導體業|3 -1 15|93 93 27 75|2.9 768|8 -1 1 -18 -10|PB位100 PE位na 殖0.7|益3.5→2.8
3454 晶睿|光電業|-36 -43 -35|54 88 -1 -7|1.0 30|2 3 0 -4 -3|PB位59 PE位38 殖2.5|益3.7→4.6
3455 由田|光電業|-20 -13 22|92 99 7 11|4.5 11|4 -3 0 54 8|PB位45 PE位85 殖10.9|益6.9→9.0
3479 安勤|電腦及週|-21 -20 -27|91 91 17 20|1.9 135|10 3 -3 -5 -9|PB位91 PE位43 殖4.2|益12.0→12.2
3481 群創|光電業|31 18 14|87 89 22 5|0.6 1313|29 4 -3 -19 -16|PB位57 PE位na 殖0.0|益-13.9→-9.8
3483 力致|電腦及週|38 28 10|93 93 8 26|0.9 887|9 0 -0 -11 -27|PB位97 PE位85 殖2.3|益5.1→7.3
3484 崧騰|電子零組|7 -12 24|88 88 -4 6|0.6 5|5 -0 0 3 -27|PB位10 PE位92 殖5.8|益-0.6→1.4
3489 森寶|建材營造|-33 -8 12|88 88 57 67|1.0 9|2 2 0 -8 50|PB位98 PE位96 殖1.5|益-2.6→-2.5
3490 單井|光電業|-46 -50 -17|93 93 20 19|0.9 24|1 -1 0 -3 189|PB位68 PE位92 殖4.7|益-3.8→3.1
3491 昇達科|通信網路|27 17 22|90 93 -1 4|0.7 62|6 7 -4 3 -28|PB位62 PE位83 殖2.4|益11.3→11.5
3499 環天科|通信網路|120 102 74|86 86 19 7|0.4 13|1 1 0 -4 -100|PB位88 PE位na 殖0.0|益-24.3→-25.6
3501 維熹|電子零組|34 6 13|100 100 10 12|3.1 9|6 1 0 42 -37|PB位78 PE位51 殖7.2|益10.1→10.8
3504 揚明光|光電業|2 -8 19|72 89 -0 4|1.0 99|1 -3 0 -9 5|PB位26 PE位na 殖0.0|益-10.5→-10.7
3515 華擎|電腦及週|37 20 -1|97 100 42 18|1.8 302|14 2 0 80 0|PB位96 PE位95 殖2.9|益3.5→4.3
3516 亞帝歐|光電業|167 66 39|96 96 58 56|5.5 9|0 -0 0 11 161|PB位100 PE位72 殖2.1|益-3.8→-4.5
3518 柏騰|其他電子|37 20 19|81 87 -6 2|0.4 7|6 2 0 -2 -11|PB位93 PE位32 殖1.4|益-10.2→-12.6
3520 華盈|電子零組|116 24 24|83 92 19 11|0.9 46|1 1 0 -7 -12|PB位72 PE位98 殖1.5|益-2.8→-1.5
3521 台鋼建設|建材營造|-47 -65 -68|76 83 9 -15|1.0 11|2 4 0 na na|PB位57 PE位na 殖0.0|益-15.5→-23.0
3522 御嵿|觀光餐旅|18 7 -18|95 95 19 41|1.4 10|3 11 0 na na|PB位100 PE位na 殖0.0|益-12.3→-18.9
3526 凡甲|電子零組|80 51 33|100 100 17 24|1.6 107|14 3 -2 20 2|PB位96 PE位100 殖4.4|益26.7→29.6
3527 聚積|半導體業|10 5 23|88 91 6 17|0.4 11|8 0 0 -8 -12|PB位41 PE位na 殖3.7|益-3.5→-2.5
3529 力旺|半導體業|15 9 4|88 88 20 59|1.3 1760|58 -5 -2 26 11|PB位83 PE位88 殖0.6|益53.9→53.6
3530 晶相光|半導體業|16 9 14|99 99 27 89|1.8 334|40 0 0 7 17|PB位83 PE位na 殖0.0|益-33.2→-23.5
3532 台勝科|半導體業|-9 -6 3|83 83 2 10|0.3 106|48 -15 -0 1 27|PB位17 PE位35 殖4.7|益28.7→28.4
3533 嘉澤|電子零組|57 17 18|100 100 24 28|1.2 1303|45 -2 -6 10 -13|PB位91 PE位86 殖2.2|益26.5→27.7
3535 晶彩科|光電業|-82 -81 -17|92 92 23 25|1.2 190|2 -0 0 21 29|PB位70 PE位na 殖4.3|益-22.3→0.7
3540 曜越|電腦及週|11 3 -39|78 97 16 10|1.5 22|4 -0 0 8 -2|PB位69 PE位64 殖0.6|益2.6→1.9
3543 州巧|光電業|32 25 13|83 83 12 20|1.2 16|1 -0 0 1 68|PB位66 PE位44 殖4.1|益2.3→3.1
3545 敦泰|半導體業|80 32 12|75 75 -18 39|0.8 484|26 -14 0 30 3|PB位56 PE位85 殖1.0|益1.2→0.9
3546 宇峻|文化創意|-14 -0 13|89 92 -2 -1|0.6 8|9 -8 0 -6 4|PB位59 PE位90 殖7.9|益20.1→14.9
3548 兆利|電子零組|144 76 35|98 98 18 188|0.8 2185|5 -1 0 8 -8|PB位100 PE位100 殖1.1|益2.9→6.2
3551 世禾|綠能環保|4 -0 3|94 94 52 67|3.7 113|6 -3 0 140 88|PB位99 PE位99 殖2.6|益18.9→17.1
3552 同致|其他電子|81 43 26|81 87 -7 2|0.5 22|15 7 0 -3 -7|PB位3 PE位48 殖2.7|益5.7→7.0
3556 禾瑞亞|半導體業|34 18 28|93 93 -2 -3|2.8 5|5 -5 0 -6 -22|PB位47 PE位100 殖1.5|益19.9→15.7
3557 嘉威|居家生活|35 2 8|93 98 6 16|1.6 8|20 7 0 6 -17|PB位41 PE位96 殖12.6|益11.3→10.6
3558 神準|通信網路|-13 -29 -35|66 83 -2 -12|1.6 141|1 -3 0 -2 13|PB位40 PE位69 殖1.7|益7.1→6.1
3563 牧德|光電業|-51 -55 -36|97 97 59 59|1.6 479|9 -2 0 89 57|PB位61 PE位99 殖2.2|益33.2→30.0
3564 其陽|通信網路|-32 -18 2|68 93 12 10|1.7 13|2 3 0 719 233|PB位94 PE位97 殖1.6|益3.3→1.7
3567 逸昌|半導體業|10 21 4|86 86 2 5|0.6 6|6 -4 0 6 -26|PB位89 PE位79 殖5.0|益26.7→30.7
