score,exit,cell,fold,cagr,sortino,mdd,boot_p5,key
nofilt,grid,g_tp0.8_trnone_ab0.15_td50,WF,0.3952974162980156,2.2666692188440396,-0.2821755324041874,0.0305,nofilt|grid|g_tp0.8_trnone_ab0.15_td50
nofilt,grid,g_tp0.8_trnone_abnone_td50,WF,0.3906585559774564,2.2049833077725776,-0.2796173046287751,0.055,nofilt|grid|g_tp0.8_trnone_abnone_td50
nofilt,grid,g_tp0.8_tr0.2_abnone_td50,WF,0.3824350609937903,2.160829725281148,-0.2266122923106934,0.0651,nofilt|grid|g_tp0.8_tr0.2_abnone_td50
nofilt,grid,g_tp0.8_tr0.2_ab0.15_td50,WF,0.376932982318152,2.2073125464477372,-0.2233094504086187,0.069,nofilt|grid|g_tp0.8_tr0.2_ab0.15_td50
nofilt,grid,g_tp0.4_tr0.2_abnone_td50,WF,0.370851550319536,2.3996012456971423,-0.1806887984267039,0.1231,nofilt|grid|g_tp0.4_tr0.2_abnone_td50
nofilt,grid,g_tp0.4_tr0.2_ab0.15_td50,WF,0.368936599699712,2.407902599335468,-0.1951771679480358,0.11,nofilt|grid|g_tp0.4_tr0.2_ab0.15_td50
nofilt,grid,g_tp0.4_trnone_ab0.15_tdnone,WF,0.3629088891362773,2.0984079789248966,-0.2508725888319285,0.0518,nofilt|grid|g_tp0.4_trnone_ab0.15_tdnone
nofilt,grid,g_tp0.8_tr0.2_abnone_tdnone,WF,0.3591522857092801,2.105484867967351,-0.255248361836581,0.0423,nofilt|grid|g_tp0.8_tr0.2_abnone_tdnone
nofilt,grid,g_tp0.8_trnone_abnone_tdnone,WF,0.3586259639867319,1.986940906828841,-0.3073489859170769,0.0293,nofilt|grid|g_tp0.8_trnone_abnone_tdnone
nofilt,grid,g_tp0.4_tr0.2_ab0.15_tdnone,WF,0.3567919980455498,2.294845570040775,-0.2200999064925785,0.0621,nofilt|grid|g_tp0.4_tr0.2_ab0.15_tdnone
nofilt,grid,g_tp0.8_tr0.2_ab0.15_tdnone,WF,0.3555134806796152,2.137077704504559,-0.2529902943628892,0.0371,nofilt|grid|g_tp0.8_tr0.2_ab0.15_tdnone
nofilt,grid,g_tp0.8_tr0.3_ab0.15_tdnone,WF,0.3502576075156445,1.9989072961419416,-0.3071575527860348,-0.0044,nofilt|grid|g_tp0.8_tr0.3_ab0.15_tdnone
nofilt,grid,g_tp0.8_tr0.3_abnone_td50,WF,0.3444138930345526,2.032112730138542,-0.2842983759867376,0.0161,nofilt|grid|g_tp0.8_tr0.3_abnone_td50
nofilt,grid,g_tp0.4_tr0.2_abnone_tdnone,WF,0.3419571577429534,2.1242199491387943,-0.2335499285280863,0.042,nofilt|grid|g_tp0.4_tr0.2_abnone_tdnone
nofilt,grid,g_tp0.6_tr0.2_abnone_td50,WF,0.3401303241037292,1.8883845297077193,-0.2854351319887367,0.0205,nofilt|grid|g_tp0.6_tr0.2_abnone_td50
nofilt,grid,g_tp0.6_tr0.2_ab0.15_td50,WF,0.3394778015400022,1.9231077729579624,-0.2773688543459014,0.0319,nofilt|grid|g_tp0.6_tr0.2_ab0.15_td50
nofilt,grid,g_tp0.6_trnone_abnone_td50,WF,0.3377205346655028,1.8519550648598249,-0.2915972014094929,0.018,nofilt|grid|g_tp0.6_trnone_abnone_td50
nofilt,grid,g_tp0.4_trnone_abnone_tdnone,WF,0.3359642801228122,1.821875781263836,-0.2934278271977933,0.0595,nofilt|grid|g_tp0.4_trnone_abnone_tdnone
nofilt,grid,g_tp0.6_tr0.2_ab0.15_tdnone,WF,0.3338998865049269,1.89006240054465,-0.2756427635874494,0.0215,nofilt|grid|g_tp0.6_tr0.2_ab0.15_tdnone
nofilt,grid,g_tp0.6_tr0.2_abnone_tdnone,WF,0.331795064241039,1.8472860024489857,-0.2881607899953963,0.0192,nofilt|grid|g_tp0.6_tr0.2_abnone_tdnone
nofilt,grid,g_tp0.4_tr0.3_ab0.15_td50,WF,0.3258856041009812,2.0389363201941877,-0.2209801810000219,0.0583,nofilt|grid|g_tp0.4_tr0.3_ab0.15_td50
nofilt,grid,g_tp0.4_trnone_ab0.15_td50,WF,0.3258856041009812,2.0389363201941877,-0.2209801810000219,0.0715,nofilt|grid|g_tp0.4_trnone_ab0.15_td50
nofilt,grid,g_tp0.8_tr0.3_ab0.15_td50,WF,0.3223210436531147,1.8841570304522648,-0.3060181756287888,-0.0444,nofilt|grid|g_tp0.8_tr0.3_ab0.15_td50
nofilt,grid,g_tp0.4_tr0.3_abnone_tdnone,WF,0.3187428492333721,1.7606771742850518,-0.2923220418136116,0.0033,nofilt|grid|g_tp0.4_tr0.3_abnone_tdnone
nofilt,grid,g_tp0.6_trnone_ab0.15_td50,WF,0.3167732672601806,1.793844355432409,-0.3109415179551307,-0.0178,nofilt|grid|g_tp0.6_trnone_ab0.15_td50
nofilt,grid,g_tp0.4_tr0.3_abnone_td50,WF,0.3165645129474672,1.924988093353476,-0.2473936339269274,0.0376,nofilt|grid|g_tp0.4_tr0.3_abnone_td50
nofilt,grid,g_tp0.6_trnone_abnone_tdnone,WF,0.3145782825858831,1.7232907926732617,-0.3553329290162526,-0.0189,nofilt|grid|g_tp0.6_trnone_abnone_tdnone
nofilt,grid,g_tp0.4_trnone_abnone_td50,WF,0.3144816246878681,1.8228135407068768,-0.2448651353957419,0.0549,nofilt|grid|g_tp0.4_trnone_abnone_td50
nofilt,grid,g_tp0.4_tr0.3_ab0.15_tdnone,WF,0.3131949960445654,1.8737612776359491,-0.2884899918115744,-0.0154,nofilt|grid|g_tp0.4_tr0.3_ab0.15_tdnone
nofilt,grid,g_tp0.8_tr0.3_abnone_tdnone,WF,0.3104639643404625,1.749608165504285,-0.3126615362138022,-0.0365,nofilt|grid|g_tp0.8_tr0.3_abnone_tdnone
nofilt,grid,g_tp0.6_tr0.3_abnone_td50,WF,0.3066539122060709,1.731947038377699,-0.3201405294916661,-0.0182,nofilt|grid|g_tp0.6_tr0.3_abnone_td50
nofilt,grid,g_tp0.6_tr0.3_ab0.15_td50,WF,0.2971717733124304,1.744654873545179,-0.3570061160301637,-0.036,nofilt|grid|g_tp0.6_tr0.3_ab0.15_td50
nofilt,grid,g_tp0.6_trnone_ab0.15_tdnone,WF,0.2915081348363022,1.6668253412716865,-0.3078410476828892,0.0032,nofilt|grid|g_tp0.6_trnone_ab0.15_tdnone
