# 2023-04 月末(2023-04-28)全池量化快照(1134 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
1904 正隆|造紙工業|-7 -9 -3|96 96 10 22|6.1 29
1905 華紙|造紙工業|-4 0 -8|98 98 49 51|9.3 34
1906 寶隆|造紙工業|-37 -25 -627|79 90 -4 7|1.9 13
1907 永豐餘|造紙工業|-6 -10 -3|97 97 23 28|4.2 59
1909 榮成|造紙工業|-22 -18 -4|87 91 -2 16|2.2 39
2002 中鋼|鋼鐵工業|-19 -20 -8|84 91 -7 4|1.3 531
2006 東和鋼鐵|鋼鐵工業|-9 -9 -6|86 96 9 17|0.6 78
2007 燁興|鋼鐵工業|-33 -25 -15|54 85 -10 16|0.6 5
2009 第一銅|鋼鐵工業|-6 -19 -2|73 87 1 36|0.3 43
2010 春源|鋼鐵工業|-15 -22 -7|68 96 2 11|1.8 6
2012 春雨|鋼鐵工業|-41 -30 -12|93 98 15 27|2.0 6
2013 中鋼構|鋼鐵工業|13 8 -10|94 94 -3 6|0.2 6
2014 中鴻|鋼鐵工業|-26 -23 0|61 82 -14 15|0.6 149
2015 豐興|鋼鐵工業|-7 -11 -5|78 95 8 23|0.7 14
2017 官田鋼|鋼鐵工業|-39 -32 -14|88 88 24 46|0.5 20
2023 燁輝|鋼鐵工業|-13 -25 -8|68 87 -5 6|0.7 20
2027 大成鋼|鋼鐵工業|-16 -2 -10|88 95 2 15|0.6 325
2028 威致|鋼鐵工業|-3 -12 -1|69 85 -11 18|0.5 7
2029 盛餘|鋼鐵工業|-29 -31 -7|74 97 3 10|0.9 7
2030 彰源|鋼鐵工業|-36 -24 -17|60 91 -4 -3|0.7 16
2031 新光鋼|鋼鐵工業|-21 -21 -29|75 91 8 36|2.8 101
2034 允強|鋼鐵工業|7 -5 4|83 93 -2 13|0.4 19
2038 海光|鋼鐵工業|-1 -12 -14|65 85 -10 15|0.4 8
2049 上銀|電機機械|-16 -25 -20|89 89 17 44|0.5 454
2059 川湖|電子零組|-30 -33 -40|86 94 3 1|0.9 252
2065 世豐|鋼鐵工業|14 6 10|98 98 20 36|1.1 11
2066 世德|電機機械|15 10 -14|92 92 28 19|1.1 50
2101 南港|橡膠工業|-2 -4 1|94 94 15 13|1.0 33
2102 泰豐|橡膠工業|-33 -21 -34|81 93 1 11|0.7 12
2103 台橡|橡膠工業|-7 -6 -7|91 93 -0 5|0.6 19
2104 國際中橡|橡膠工業|-16 -10 -12|85 95 2 8|0.8 37
2105 正新|橡膠工業|-2 -4 -2|95 99 10 18|0.8 152
2106 建大|橡膠工業|-15 -13 -17|83 98 2 3|0.6 18
2108 南帝|橡膠工業|-42 -35 11|72 89 6 19|0.5 26
2201 裕隆|汽車工業|5 2 -0|94 94 14 75|0.6 893
2204 中華|汽車工業|34 28 19|99 99 39 92|2.7 345
2206 三陽工業|汽車工業|41 42 11|100 100 60 50|2.4 949
2207 和泰車|汽車工業|24 12 7|99 99 6 17|0.8 93
2208 台船|航運業|26 5 -9|93 93 41 73|0.8 478
2211 長榮鋼|鋼鐵工業|9 -20 -3|96 98 13 22|0.8 48
2221 大甲|其他|-14 -21 -11|96 96 13 19|0.4 6
2228 劍麟|汽車工業|-1 5 -13|92 92 10 14|0.6 17
2230 泰茂|居家生活|11 -4 1|98 98 103 221|0.4 95
2231 為升|汽車工業|31 25 16|92 92 26 27|0.5 231
2233 宇隆|汽車工業|-5 -13 -10|94 94 17 28|0.6 83
2236 百達-KY|汽車工業|61 28 17|87 87 29 97|0.3 15
2239 英利-KY|汽車工業|57 12 -4|90 90 18 12|0.7 9
2243 宏旭-KY|汽車工業|-83 1906 1391|86 86 40 93|0.2 13
2247 汎德永業|汽車工業|37 42 24|100 100 39 48|1.5 118
2301 光寶科|電腦及週|-16 -16 -16|96 96 17 19|1.2 511
2302 麗正|半導體業|-8 -7 -19|89 89 30 42|0.3 64
2303 聯電|半導體業|-20 -14 -34|92 92 7 25|1.0 2142
2305 全友|電腦及週|2 -0 5|63 71 -11 -18|0.6 7
2308 台達電|電子零組|12 13 -9|95 95 5 12|1.1 1757
2312 金寶|其他電子|-3 -2 -28|79 88 0 -5|0.6 39
2313 華通|電子零組|-25 -23 -33|86 89 3 4|1.1 428
2314 台揚|通信網路|-17 36 10|74 92 24 36|1.4 130
2316 楠梓電|電子零組|-47 -42 -25|97 97 4 25|0.5 6
2317 鴻海|其他電子|-21 5 -6|92 99 7 1|0.7 2102
2324 仁寶|電腦及週|-22 -22 -5|98 98 10 21|1.0 460
2327 國巨*|電子零組|-15 -13 -17|86 86 -4 51|0.6 1193
2328 廣宇|電子零組|-3 3 -2|91 91 4 17|0.8 86
2329 華泰|半導體業|-17 -15 -8|87 87 10 24|0.4 71
2330 台積電|半導體業|-15 4 -32|90 93 0 31|1.1 11991
2331 精英|電腦及週|-43 -39 -29|97 100 25 25|1.4 104
2332 友訊|通信網路|-3 7 -5|91 91 17 21|0.5 57
2337 旺宏|半導體業|-34 -39 -14|84 86 -7 0|2.1 311
2338 光罩|半導體業|-10 -8 -26|82 82 -9 46|0.6 290
2340 台亞|半導體業|-33 -32 -5|74 85 -1 11|0.6 67
2342 茂矽|半導體業|-28 -25 -24|87 87 11 29|0.6 157
2344 華邦電|半導體業|-25 -34 -16|92 96 24 28|0.8 739
2345 智邦|通信網路|8 31 -2|94 94 18 33|0.7 1022
2347 聯強|電子通路|-14 -11 -10|84 96 3 15|0.9 142
2351 順德|半導體業|5 -4 -5|81 89 25 27|1.2 295
2352 佳世達|電腦及週|-16 -17 -15|100 100 24 38|1.7 230
2353 宏碁|電腦及週|-20 -34 -10|100 100 23 39|1.9 387
2354 鴻準|其他電子|-7 2 14|91 95 3 17|0.4 96
2355 敬鵬|電子零組|-8 -8 -3|97 97 10 20|0.8 40
2356 英業達|電腦及週|-12 -6 -6|98 98 29 43|1.0 432
2357 華碩|電腦及週|-11 -20 -12|89 96 5 22|1.2 450
2358 廷鑫|其他|-59 -44 -15|48 62 -34 -23|0.4 10
2359 所羅門|其他電子|6 -28 -46|94 94 30 47|0.5 169
2360 致茂|其他電子|-11 3 -24|93 96 5 11|1.2 222
2362 藍天|電腦及週|-8 -14 10|85 95 -0 -1|0.4 17
2363 矽統|半導體業|-26 -14 2|83 92 5 15|0.5 20
2364 倫飛|電腦及週|42 30 12|69 78 15 31|0.5 55
2367 燿華|電子零組|-2 -4 -34|75 91 2 -0|0.5 48
2368 金像電|電子零組|-8 -13 -27|96 96 16 28|0.8 839
2369 菱生|半導體業|-27 -28 1|66 91 9 12|0.5 13
2371 大同|電機機械|40 48 22|89 92 -2 3|0.5 156
2374 佳能|光電業|-8 -10 -48|78 90 0 2|0.5 10
2375 凱美|電子零組|-23 -24 2|76 86 20 37|0.3 94
2376 技嘉|電腦及週|2 -9 7|95 95 15 46|0.5 587
2377 微星|電腦及週|-8 -16 -0|99 99 14 30|0.7 257
2379 瑞昱|半導體業|-24 -34 -26|87 90 13 38|1.4 991
2382 廣達|電腦及週|-16 -12 -20|100 100 23 33|1.1 996
2383 台光電|電子零組|-19 -25 -15|71 83 -8 17|1.9 284
2385 群光|電子零組|-17 -21 -20|100 100 13 21|0.7 162
2387 精元|電腦及週|-23 -28 -21|97 97 17 26|0.9 50
2388 威盛|半導體業|-18 -2 -25|77 77 11 18|0.3 546
2390 云辰|其他電子|-5 13 9|55 87 1 8|0.7 8
2392 正崴|電子零組|4 6 -8|97 97 14 21|0.6 67
2393 億光|光電業|-19 -19 5|95 98 8 14|0.7 26
2395 研華|電腦及週|8 8 -6|98 98 10 27|0.8 238
2397 友通|電腦及週|-1 -1 -12|95 95 12 18|0.6 5
2399 映泰|電腦及週|12 3 22|80 90 12 29|0.3 19
2401 凌陽|半導體業|-38 -44 -13|69 89 4 6|0.5 37
2402 毅嘉|電子零組|13 10 -9|97 97 62 59|0.8 331
2404 漢唐|其他電子|227 171 42|91 91 10 52|1.0 247
2405 輔信|電腦及週|18 2 7|79 94 10 11|0.6 15
2406 國碩|光電業|-31 -38 -15|73 92 2 13|0.5 23
2408 南亞科|半導體業|-68 -68 -17|98 98 18 22|0.9 743
2409 友達|光電業|-32 -37 4|86 88 7 -1|0.8 546
2412 中華電|通信網路|7 6 2|99 100 11 18|1.1 1120
2413 環科|電子零組|38 52 13|93 93 48 53|0.5 170
2417 圓剛|電腦及週|-11 -25 -10|69 94 4 19|0.7 7
2419 仲琦|通信網路|9 17 -22|85 88 4 5|0.6 65
2420 新巨|電子零組|-14 -12 -6|99 99 13 18|1.2 11
2421 建準|電子零組|12 1 -3|94 94 27 26|0.9 139
2423 固緯|其他電子|8 3 -5|90 90 27 39|5.3 20
2425 承啟|電腦及週|-5 -18 -8|84 84 5 35|0.4 46
2426 鼎元|光電業|-22 -23 3|81 93 9 18|0.9 20
2427 三商電|資訊服務|-22 12 0|93 93 26 41|0.5 42
2428 興勤|電子零組|10 -3 -2|90 90 5 25|0.4 100
2429 銘旺科|光電業|-5 -11 26|100 100 138 123|3.3 6
2430 燦坤|電子通路|-14 -12 -6|85 88 2 13|0.5 12
2436 偉詮電|半導體業|-31 -40 -7|64 86 5 21|0.4 77
2438 翔耀|光電業|-57 -59 -7|98 98 88 95|1.3 28
2439 美律|通信網路|14 20 10|93 95 9 3|0.8 57
2441 超豐|半導體業|-30 -35 -7|80 97 10 16|0.6 37
2442 新美齊|建材營造|-4 -9 -355|97 97 25 35|0.9 29
2444 兆勁|通信網路|-3 5 -2|78 78 -8 36|0.5 13
2449 京元電子|半導體業|-18 -13 -17|94 94 27 47|1.1 343
2451 創見|半導體業|-16 -24 -4|97 97 5 9|0.8 24
2453 凌群|資訊服務|6 2 1|93 93 183 211|1.3 735
2454 聯發科|半導體業|-27 -33 -30|79 84 -4 13|1.0 4401
2455 全新|通信網路|-36 -53 -14|96 96 21 65|0.9 428
2457 飛宏|電子零組|10 -4 -14|94 94 93 111|0.9 2677
2458 義隆|半導體業|-51 -40 -1|69 88 7 21|0.6 110
2460 建通|電子零組|-29 -32 6|95 95 38 81|1.2 18
2461 光群雷|其他電子|-20 -15 -13|100 100 26 32|2.1 21
2462 良得電|電子零組|-12 -17 -9|99 99 17 40|0.6 25
2464 盟立|其他電子|-2 -8 -13|92 92 -2 4|0.7 6
2465 麗臺|電腦及週|-9 -43 2|65 84 -9 35|0.2 15
2468 華經|資訊服務|8 -7 -14|74 74 -12 18|0.3 17
2471 資通|資訊服務|-3 7 0|100 100 133 162|2.3 547
2472 立隆電|電子零組|-15 -17 -13|90 90 16 33|0.6 56
2474 可成|其他電子|-52 -49 -17|95 95 3 10|0.4 195
2476 鉅祥|電子零組|-6 -12 -11|89 91 13 22|0.4 141
2478 大毅|電子零組|-19 -23 0|91 93 10 17|0.4 12
2480 敦陽科|資訊服務|3 10 6|100 100 19 30|0.8 26
2481 強茂|半導體業|-16 -23 -8|82 91 4 23|0.4 244
2482 連宇|其他電子|217 345 192|96 96 161 235|1.1 342
2483 百容|電子零組|-18 -23 -16|88 95 16 17|0.5 10
2484 希華|電子零組|-25 -26 -18|90 94 13 25|0.7 71
2485 兆赫|通信網路|3 11 3|92 92 13 17|0.6 23
2486 一詮|光電業|-18 -16 1|69 94 38 74|0.6 113
2489 瑞軒|光電業|-31 -22 6|80 100 17 27|3.0 18
2492 華新科|電子零組|-20 -19 -0|76 86 14 24|0.7 362
2493 揚博|電子零組|-2 -3 -18|98 98 15 33|0.4 8
2495 普安|電腦及週|21 50 16|99 99 60 64|2.1 206
2497 怡利電|汽車工業|-11 -11 -40|74 84 2 10|0.5 115
2498 宏達電|通信網路|20 -14 3|83 83 -1 14|0.4 597
2501 國建|建材營造|171 176 45|93 96 5 15|1.4 10
2504 國產|建材營造|6 13 11|96 99 9 26|1.4 47
2511 太子|建材營造|-64 -52 -35|96 100 10 15|1.2 5
2515 中工|建材營造|31 11 18|92 92 27 36|1.2 213
2520 冠德|建材營造|-22 -2 -17|91 97 3 22|0.8 21
2528 皇普|建材營造|-100 379 325|99 99 54 50|2.5 11
2530 華建|建材營造|-100 -19 -19096|100 100 31 17|3.0 19
2534 宏盛|建材營造|-58 4 -61|88 88 -1 -8|0.6 42
2535 達欣工|建材營造|-19 -20 -28|98 98 11 13|0.8 49
2538 基泰|建材營造|48 34 -27|92 100 6 20|1.0 7
2539 櫻花建|建材營造|na na na|100 100 14 18|0.5 11
2540 愛山林|建材營造|114 29 31|80 83 -9 -17|1.1 35
2542 興富發|建材營造|106 77 84|94 94 3 4|0.8 84
2545 皇翔|建材營造|-88 -71 -54|86 99 11 20|0.5 18
2546 根基|建材營造|27 52 1|100 100 33 53|1.0 14
2548 華固|建材營造|217 61 -145|100 100 7 10|1.2 35
2597 潤弘|建材營造|-6 -5 -17|93 93 -3 44|0.5 10
2603 長榮|航運業|-63 -61 -63|54 93 6 17|0.6 2955
2605 新興|航運業|-1 22 23|71 83 17 23|0.3 84
2606 裕民|航運業|-9 -5 -1|84 88 9 49|0.6 257
2607 榮運|航運業|-9 -21 -109|66 93 2 3|0.4 45
2608 嘉里大榮|航運業|-5 -7 -2|83 97 -1 10|0.6 6
2609 陽明|航運業|-66 -65 -53|61 91 2 2|0.6 1420
2610 華航|航運業|22 15 7|66 89 0 12|0.7 381
2611 志信|航運業|-18 -36 -16|56 86 0 6|0.3 6
2612 中航|航運業|-11 -8 -25|76 89 6 22|0.5 14
2614 東森|其他|-7 -2 -6|54 76 -19 0|0.4 35
2615 萬海|航運業|-64 -68 -52|50 75 -12 -5|0.7 557
2617 台航|航運業|13 15 -3|87 92 20 30|0.3 30
2618 長榮航|航運業|52 48 13|76 90 -5 15|0.7 514
2630 亞航|航運業|27 31 17|100 100 81 90|1.5 32
2633 台灣高鐵|航運業|26 35 -47|100 100 7 13|0.7 106
2634 漢翔|航運業|71 73 32|100 100 70 80|2.5 3451
2636 台驊控股|航運業|-64 -67 -24|66 96 21 37|0.2 48
2637 慧洋-KY|航運業|-39 -38 -49|63 91 7 16|0.4 234
2640 大車隊|數位雲端|19 8 -14|99 99 34 50|0.8 21
2641 正德|航運業|-27 -31 -30|75 92 14 35|0.3 39
2702 華園|觀光餐旅|19 40 -19|80 84 3 22|0.2 6
2704 國賓|觀光餐旅|-25 -16 -33|96 96 17 24|0.6 7
2705 六福|觀光餐旅|56 51 -54|92 95 8 15|0.8 14
2707 晶華|觀光餐旅|21 22 -5|86 86 8 55|0.5 408
2722 夏都|觀光餐旅|-6 6 -262|93 93 56 67|0.3 24
2723 美食-KY|觀光餐旅|11 7 7|93 93 8 59|0.5 240
2727 王品|觀光餐旅|20 20 5|91 91 87 173|1.3 1440
2729 瓦城|觀光餐旅|3 22 3|85 85 10 24|0.3 40
2731 雄獅|觀光餐旅|533 500 217|98 98 72 136|0.8 902
2732 六角|觀光餐旅|-1 2 -3|89 89 20 65|0.5 119
2734 易飛網|觀光餐旅|717 830 443|83 90 23 41|0.3 8
2736 富野|觀光餐旅|-11 5 -103|73 77 -1 15|0.2 13
2739 寒舍|觀光餐旅|35 48 -47|86 86 109 134|0.5 40
2743 山富|觀光餐旅|1440 1139 200|82 91 4 31|0.2 30
2748 雲品|觀光餐旅|-15 13 -71|79 79 29 80|0.4 316
2753 八方雲集|觀光餐旅|10 11 -3|71 71 -21 4|0.6 217
2754 亞洲藏壽司|觀光餐旅|12 31 -183|73 73 12 52|0.5 76
2755 揚秦|觀光餐旅|11 14 -7|96 96 75 86|0.5 13
2756 聯發國際|觀光餐旅|6 5 6|89 89 30 66|0.4 9
2801 彰銀|金融保險|27 32 7|99 100 1 9|1.9 99
2809 京城銀|金融保險|145 117 121|91 96 1 15|0.7 26
2812 台中銀|金融保險|16 22 7|99 100 8 15|0.8 68
2820 華票|金融保險|55 24 54|90 96 1 7|0.8 6
2834 臺企銀|金融保險|31 28 5|94 94 4 15|0.4 193
2838 聯邦銀|金融保險|61 31 24|96 96 1 10|0.8 10
2845 遠東銀|金融保險|22 21 2|94 94 -3 8|0.6 35
2850 新產|金融保險|-6 0 -1|88 99 2 20|1.2 11
2851 中再保|金融保險|13 -1 -5|66 94 2 1|0.6 16
2855 統一證|金融保險|88 959 726|86 96 4 14|0.6 9
2880 華南金|金融保險|2 17 7|93 93 -5 5|1.8 137
2881 富邦金|金融保險|-74 -77 -7|87 97 -1 18|0.9 480
2882 國泰金|金融保險|-44 -50 2|73 96 1 17|0.7 560
2883 凱基金|金融保險|-75 -72 -9|75 97 0 17|1.4 298
2884 玉山金|金融保險|26 15 16|81 97 5 10|0.5 351
2885 元大金|金融保險|-6 -8 10|93 98 -0 16|0.7 224
2886 兆豐金|金融保險|15 30 28|86 100 6 15|0.6 309
2887 台新新光金|金融保險|15 16 11|96 100 9 33|0.8 193
2889 國票金|金融保險|33 13 38|84 90 1 11|0.3 41
2890 永豐金|金融保險|2 3 1|91 93 -5 7|0.9 238
2891 中信金|金融保險|-53 -58 -16|80 97 -3 14|0.6 451
2892 第一金|金融保險|-4 16 3|100 100 1 11|0.8 224
2897 王道銀行|金融保險|23 13 -21|100 100 13 29|0.6 51
2903 遠百|貿易百貨|-1 2 -4|97 97 3 23|0.8 20
2905 三商|貿易百貨|-30 -24 -36|74 89 -2 7|0.7 5
2906 高林|貿易百貨|-15 -9 -15|83 85 -3 17|0.4 8
2912 統一超|貿易百貨|11 11 -1|94 98 -0 0|0.6 205
2913 農林|貿易百貨|11 2 -4|93 93 8 11|5.6 35
2915 潤泰全|貿易百貨|42 11 4|52 81 -9 9|1.5 146
2916 滿心|居家生活|4 17 -50|98 98 25 57|0.3 6
2929 淘帝-KY|貿易百貨|-26 -18 -5|64 64 -23 34|0.2 9
3003 健和興|電子零組|-3 -10 -7|90 96 15 16|1.3 74
3004 豐達科|鋼鐵工業|79 64 1|89 89 40 83|4.3 303
3005 神基|電腦及週|15 8 -2|96 96 40 58|1.1 345
3006 晶豪科|半導體業|-43 -47 -4|67 85 12 24|0.8 629
3008 大立光|光電業|-12 -9 -11|84 84 -1 19|0.9 1137
3010 華立|電子通路|-30 -25 -19|89 97 2 10|1.4 26
3011 今皓|電子零組|-16 -39 -17|98 98 80 136|0.7 110
3013 晟銘電|電腦及週|28 36 8|91 91 22 61|0.5 115
