# 2023-04 月末(2023-04-28)全池量化快照(1134 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
6115 鎰勝|電子零組|-16 -17 -6|100 100 8 13|0.8 7
6116 彩晶|光電業|-35 -46 -7|87 87 8 5|0.5 123
6118 建達|電子通路|-6 -13 -11|71 79 -6 15|0.3 31
6120 達運|光電業|-22 -35 3|90 90 18 15|0.6 18
6121 新普|電腦及週|-15 -14 -10|96 96 8 28|1.2 300
6122 擎邦|電機機械|134 100 50|87 87 68 124|0.6 208
6123 上奇|資訊服務|31 7 -11|94 94 28 32|0.5 18
6125 廣運|電機機械|33 13 -21|95 99 26 30|0.7 154
6126 信音|電子零組|-17 -17 -7|94 96 14 15|1.2 8
6127 九豪|電子零組|-28 -24 7|95 95 43 72|1.6 16
6128 上福|電腦及週|-14 -8 -16|93 93 12 21|0.5 10
6129 普誠|半導體業|18 16 -2|84 93 12 25|0.4 91
6133 金橋|電子零組|-7 -3 -27|70 75 -8 6|0.4 51
6134 萬旭|電子零組|-18 -8 -1|90 90 24 47|0.8 37
6138 茂達|半導體業|-36 -43 -22|84 96 34 61|1.0 663
6139 亞翔|其他電子|9 17 -26|90 90 16 56|0.4 81
6140 訊達電腦|資訊服務|3 -4 -11|94 94 39 42|1.2 33
6142 友勁|通信網路|47 75 8|90 90 35 53|0.6 41
6143 振曜|通信網路|23 32 8|90 90 36 67|0.7 268
6146 耕興|其他電子|11 4 -8|97 97 18 25|1.0 120
6147 頎邦|半導體業|-26 -32 -12|93 93 9 23|1.5 229
6148 驊宏資|資訊服務|82 74 53|100 100 195 236|2.1 189
6150 撼訊|電腦及週|-26 -39 17|69 90 -2 38|0.4 37
6152 百一|通信網路|40 2 -7|95 95 24 21|0.8 18
6153 嘉聯益|電子零組|-39 -36 -33|78 78 -1 -2|1.0 28
6155 鈞寶|電子零組|-29 -23 -12|91 91 1 23|0.3 10
6156 松上|電子零組|-9 -19 -5|93 93 14 35|0.6 25
6160 欣技|電腦及週|108 67 58|93 93 85 124|1.4 125
6161 捷波|電腦及週|-18 -43 -21|100 100 35 50|1.0 22
6163 華電網|資訊服務|-22 37 16|88 88 58 74|1.1 252
6165 浪凡|數位雲端|-12 -6 -10|90 90 15 25|0.9 5
6166 凌華|電腦及週|15 12 -8|93 93 6 19|0.4 7
6167 久正|光電業|-9 -13 -17|100 100 59 61|2.6 42
6168 宏齊|光電業|-31 -25 -1|98 98 42 63|0.6 35
6170 統振|通信網路|-31 -30 -4|90 90 11 21|0.4 8
6173 信昌電|電子零組|-29 -31 5|79 90 14 23|0.4 13
6175 立敦|電子零組|-13 -25 -8|96 96 23 63|0.9 26
6176 瑞儀|光電業|-45 -35 -29|99 99 12 17|1.7 258
6177 達麗|建材營造|-96 421 -50|96 96 4 19|0.4 17
6179 亞通|其他|154 69 60|97 97 27 25|2.4 76
6180 橘子|文化創意|3 -9 -4|80 80 0 41|0.3 99
6182 合晶|半導體業|-13 -11 -24|71 87 3 11|0.8 201
6185 幃翔|電子零組|26 26 10|100 100 60 66|1.5 28
6186 新潤|建材營造|na na na|99 99 24 73|0.7 14
6187 萬潤|半導體業|-70 -62 -30|55 83 -2 6|0.5 17
6188 廣明|電腦及週|-9 -13 -19|91 91 25 42|0.5 126
6189 豐藝|電子通路|-18 -16 3|99 99 8 18|0.6 11
6190 萬泰科|通信網路|-28 -29 -32|78 93 12 4|0.6 25
6191 精成科|電子零組|-12 -16 -1|98 98 22 33|0.6 70
6192 巨路|其他電子|-0 -4 -7|95 96 7 15|2.1 14
6194 育富|電子零組|69 19 32|94 94 16 10|0.7 19
6196 帆宣|其他電子|38 48 -1|95 95 7 31|0.5 88
6197 佳必琪|電子零組|43 18 4|93 93 30 50|0.9 74
6202 盛群|半導體業|-56 -60 -26|74 89 -2 4|0.7 50
6203 海韻電|電子零組|77 27 56|93 93 36 54|0.8 33
6205 詮欣|電子零組|-11 10 -1|75 75 2 -11|0.3 102
6206 飛捷|電腦及週|-49 -49 -36|73 94 5 15|0.7 18
6208 日揚|半導體業|-12 20 1|98 98 13 26|0.5 7
6209 今國光|光電業|-26 -17 -11|94 94 29 38|1.8 95
6213 聯茂|電子零組|-19 -23 -5|68 84 -6 27|0.9 103
6214 精誠|資訊服務|-5 7 -6|99 99 12 24|0.8 23
6215 和椿|其他電子|-44 -48 -23|99 99 26 54|1.1 11
6217 中探針|電子零組|-19 -13 -17|68 90 0 11|0.4 43
6218 豪勉|通信網路|160 55 26|95 95 35 35|4.6 22
6220 岳豐|電子零組|-30 -26 -13|79 91 7 19|0.5 43
6223 旺矽|半導體業|1 5 -7|88 88 10 57|0.5 376
6224 聚鼎|電子零組|-19 -16 -2|68 92 8 28|0.6 13
6226 光鼎|光電業|-25 -26 -17|86 95 19 24|0.4 9
6227 茂綸|電子通路|14 -5 -9|95 95 12 30|0.5 7
6230 尼得科超眾|電腦及週|21 25 8|94 94 47 58|0.7 36
6231 系微|資訊服務|-11 -16 -13|86 86 39 73|0.7 227
6233 旺玖|半導體業|-10 -17 -13|88 91 23 42|0.3 28
6234 高僑|光電業|-90 -35 -25|100 100 75 116|2.5 147
6235 華孚|電腦及週|44 44 -3|96 96 168 222|0.2 3431
6237 驊訊|半導體業|-46 -49 1|72 85 -4 11|0.7 32
6239 力成|半導體業|-22 -24 -16|98 98 14 27|2.0 279
6242 立康|生技醫療|48 59 -59|100 100 45 72|1.8 10
6243 迅杰|半導體業|-9 -4 11|83 92 29 47|0.3 17
6244 茂迪|光電業|35 31 30|91 91 33 55|0.9 556
6245 立端|通信網路|1 28 -7|81 81 7 73|0.5 434
6248 沛波|鋼鐵工業|78 37 -14|96 96 53 68|1.3 89
6257 矽格|半導體業|-27 -21 -21|91 92 5 12|1.1 70
6261 久元|半導體業|-45 -34 -11|89 95 9 18|0.7 12
6263 普萊德|通信網路|35 22 0|99 99 43 73|1.1 29
6266 泰詠|電子零組|49 50 14|88 88 72 89|1.1 252
6269 台郡|電子零組|-27 -14 -18|84 84 -5 6|2.5 170
6271 同欣電|半導體業|-23 -16 -11|59 70 -19 -3|1.3 387
6274 台燿|電子零組|-24 -26 -6|91 96 18 68|0.6 213
6275 元山|電子零組|7 -7 2|97 97 32 40|0.6 18
6276 安鈦克|電腦及週|-20 -23 -7|94 94 38 70|0.9 11
6277 宏正|電腦及週|14 12 4|99 99 11 17|0.5 17
6278 台表科|光電業|-34 -48 -31|92 94 11 23|0.4 185
6279 胡連|電子零組|34 23 -11|75 85 -5 -7|0.5 130
6282 康舒|電子零組|-24 -15 -22|93 93 43 54|1.5 811
6283 淳安|其他電子|-52 -51 -15|79 87 3 7|0.5 5
6284 佳邦|電子零組|-0 -5 2|92 92 13 41|0.4 30
6285 啟碁|通信網路|30 31 -11|89 89 13 11|0.7 853
6288 聯嘉|汽車工業|40 17 5|100 100 47 64|1.8 220
6290 良維|電子零組|-10 -13 -7|80 80 13 19|0.4 213
6409 旭隼|其他電子|19 11 -20|95 95 15 35|0.9 270
6411 晶焱|半導體業|-28 -32 3|76 80 23 28|0.6 115
6412 群電|電子零組|-21 -21 -16|99 99 22 32|2.1 31
6414 樺漢|電腦及週|22 35 4|95 95 15 34|0.5 238
6415 矽力*-KY|半導體業|-41 -43 -34|71 74 -8 20|0.8 1000
6416 瑞祺電通|通信網路|-4 -4 -13|86 86 10 25|0.7 111
6417 韋僑|通信網路|22 25 1|91 91 96 89|1.5 383
6418 詠昇|電子零組|7 0 11|99 99 20 16|1.7 5
6426 統新|通信網路|-61 -60 -58|68 81 -1 3|0.5 5
6435 大中|半導體業|-22 -36 -18|67 94 6 10|0.5 19
6438 迅得|其他電子|12 29 9|99 99 24 45|1.2 75
6441 廣錠|電腦及週|27 31 56|80 80 7 46|0.3 32
6442 光聖|通信網路|-12 -9 -10|75 90 8 27|0.4 18
6443 元晶|光電業|19 9 -25|76 92 5 5|0.4 418
6446 藥華藥|生技醫療|163 294 -290|61 69 -22 -16|2.4 1140
6451 訊芯-KY|半導體業|56 65 16|86 86 1 -5|0.5 18
6456 GIS-KY|光電業|-56 -45 -29|83 83 -3 -3|0.8 62
6461 益得|生技醫療|-58 -67 -28|81 94 21 25|3.0 56
6462 神盾|半導體業|-13 6 -2|82 92 35 49|0.4 21
6469 大樹|生技醫療|21 19 -8|98 98 33 49|0.6 119
6470 宇智|通信網路|5 36 -22|90 92 27 44|1.3 157
6472 保瑞|生技醫療|241 340 132|86 86 82 178|1.1 1122
6477 安集|光電業|-12 -37 -118|85 95 21 29|1.0 274
6485 點序|半導體業|-25 -30 -14|79 85 37 63|0.5 251
6488 環球晶|半導體業|17 14 -2|79 88 -2 43|0.7 578
6491 晶碩|生技醫療|0 -2 -8|91 91 -3 53|0.8 196
6492 生華科|生技醫療|0 0 na|46 78 -10 30|1.0 8
6494 九齊|半導體業|-33 -49 -11|57 85 -3 18|0.6 15
6504 南六|其他|14 13 14|84 99 13 14|0.6 5
6505 台塑化|油電燃氣|-12 1 -27|90 98 4 8|0.6 104
6508 惠光|農業科技|-29 -21 -33|65 96 8 7|0.4 8
6509 聚和|化學工業|-20 -14 -21|82 92 10 28|0.4 40
6510 精測|半導體業|-27 -18 -17|77 77 -2 26|1.3 100
6515 穎崴|半導體業|2 26 -43|93 93 65 122|0.7 697
6516 勤崴國際|資訊服務|101 30 -30|99 99 26 31|1.6 12
6517 保勝光學|光電業|-0 47 19|na na 177 na|1.7 93
6523 達爾膚|生技醫療|72 14 27|98 98 42 76|1.9 150
6525 捷敏-KY|半導體業|-8 -15 -17|87 94 6 20|0.6 9
6527 明達醫|生技醫療|67 50 20|91 91 35 86|0.5 20
6530 創威|通信網路|0 -19 -13|95 95 18 33|0.6 6
6531 愛普*|半導體業|-38 -51 -13|84 84 49 86|0.6 1759
6532 瑞耘|半導體業|43 22 -9|92 92 8 10|0.9 29
6533 晶心科|半導體業|-49 38 11|76 76 -15 36|0.7 892
6535 順藥|生技醫療|159 1035 -231|94 94 6 20|0.7 7
6538 倉和|電子零組|27 19 -1|95 95 54 67|1.5 174
6541 泰福-KY|生技醫療|54 30 na|36 54 -27 -40|0.3 16
6546 正基|通信網路|-47 -56 -34|na 90 15 1|0.2 36
6547 高端疫苗|生技醫療|-100 -100 na|37 78 -7 5|0.8 168
6548 長科*|半導體業|-25 -22 -23|44 91 39 44|0.6 159
6550 北極星藥業-KY|生技醫療|-100 -88 -17|na 82 6 7|1.0 368
6556 勝品|光電業|-16 0 -7|71 71 33 92|0.7 24
6558 興能高|其他電子|-4 2 22|98 98 27 73|1.2 11
6561 是方|通信網路|9 7 -2|91 91 35 35|0.8 54
6568 宏觀|半導體業|15 26 -9|84 84 -2 43|0.8 122
6570 維田|電腦及週|7 5 -17|94 94 32 34|0.4 47
6576 逸達|生技醫療|-90 2985 -17371|68 71 -3 21|0.6 80
6578 達邦蛋白|農業科技|-31 -8 -2|69 88 19 37|0.3 9
6579 研揚|電腦及週|-14 1 -23|90 90 3 24|0.3 7
6581 鋼聯|綠能環保|-25 -8 -49|83 88 0 9|0.5 6
6582 申豐|橡膠工業|-65 -70 5|61 89 4 18|0.6 7
6585 鼎基|其他|7 4 -1|na 90 15 30|0.6 6
6589 台康生技|生技醫療|-13 -19 -10|68 68 -2 2|0.6 315
6590 普鴻|資訊服務|31 34 15|95 95 73 107|2.3 29
6591 動力-KY|電腦及週|-50 -52 -19|82 94 16 33|0.8 15
6592 和潤企業|其他|29 27 -1|99 99 27 45|1.3 173
6593 台灣銘板|資訊服務|14 -8 1|85 85 41 45|0.4 6
6603 富強鑫|電機機械|-30 -23 -23|86 91 -1 -2|0.4 14
6605 帝寶|汽車工業|5 15 4|97 97 31 46|0.4 81
6609 瀧澤科|電機機械|-15 -1 -15|85 85 -7 36|0.2 8
6612 奈米醫材|生技醫療|33 24 -2|90 90 48 121|0.9 91
6613 朋億*|其他電子|-21 -1 -22|61 94 13 27|0.5 16
6625 必應|其他|284 85 -203|100 100 97 164|4.2 77
6643 M31|半導體業|37 26 -11|84 84 8 83|0.5 1225
6651 全宇昕|半導體業|-15 -21 -18|94 94 23 43|0.4 14
6664 群翊|電子零組|6 15 -8|92 92 21 43|0.5 37
6666 羅麗芬-KY|生技醫療|27 2 2|89 89 12 6|0.5 21
6667 信紘科|其他電子|5 -0 -32|86 97 14 18|0.3 12
6668 中揚光|光電業|-23 -9 -12|86 87 6 14|0.4 9
6669 緯穎|電腦及週|43 47 -9|94 94 48 82|1.3 2583
6670 復盛應用|運動休閒|-24 -11 -45|86 86 -0 18|0.5 89
6672 騰輝電子-KY|電子零組|-31 -32 3|87 91 9 39|0.9 37
6679 鈺太|半導體業|-35 -48 -13|80 91 17 61|0.8 130
6683 雍智科技|半導體業|-4 2 -1|78 89 2 28|0.5 41
6684 安格|半導體業|-68 -65 -16|41 76 0 -7|0.6 7
6689 伊雲谷|數位雲端|6 8 16|na 89 6 53|1.0 83
6690 安碁資訊|數位雲端|12 12 -60|90 90 70 93|2.7 75
6691 洋基工程|其他電子|27 31 -3|94 94 43 81|0.4 103
6695 芯鼎|半導體業|-2 -8 6|na na 3 na|0.7 13
6698 旭暉應材|其他電子|-13 5 -34|88 88 29 35|0.3 19
6703 軒郁|生技醫療|86 56 17|99 99 86 116|1.2 75
6706 惠特|光電業|-78 -78 -29|54 80 -4 7|0.4 36
6712 長聖|生技醫療|16 0 -26|83 90 3 22|0.9 372
6715 嘉基|電子零組|-12 6 -34|82 82 18 27|0.3 158
6719 力智|半導體業|-63 -58 -39|53 86 9 25|0.8 637
6727 亞泰金屬|電子零組|30 0 -22|91 96 6 20|1.2 7
6728 上洋|居家生活|19 7 -9|93 93 32 26|0.5 6
6732 昇佳電子|半導體業|-28 -36 3|79 79 47 66|1.0 554
6733 博晟生醫|生技醫療|197 121 -163|88 88 76 93|1.7 73
6741 91APP*-KY|數位雲端|19 15 1|96 100 28 91|3.3 183
6743 安普新|其他電子|-16 -38 -18|95 95 61 101|0.8 15
6747 亨泰光|生技醫療|-6 -2 -12|90 90 33 35|0.8 90
6751 智聯服務|資訊服務|31 37 13|100 100 202 259|1.9 82
6752 叡揚|資訊服務|12 21 1|100 100 136 174|5.4 179
6754 匯僑設計|居家生活|-11 -17 -29|94 94 18 22|1.0 6
6756 威鋒電子|半導體業|-58 -62 -29|62 84 12 27|0.5 97
6763 綠界科技*|數位雲端|15 7 2|87 89 -1 45|0.4 30
6767 台微醫|生技醫療|45 73 23|94 94 29 52|0.9 8
6768 志強-KY|運動休閒|-1 -12 -107|73 82 -4 -5|0.5 10
6770 力積電|半導體業|-47 -45 -40|52 85 -7 -3|1.5 503
6776 展碁國際|電子通路|-5 -9 -10|96 96 37 50|0.7 38
6781 AES-KY|電子零組|-23 -19 -37|58 79 -4 23|0.8 403
6782 視陽|生技醫療|-14 -19 -49|na na -12 na|0.5 205
6788 華景電|半導體業|27 14 -15|89 89 17 66|0.3 95
6789 采鈺|半導體業|-35 -30 -19|na 83 -3 21|0.6 241
6790 永豐實|造紙工業|18 4 -1|87 99 5 11|2.1 15
6791 虎門科技|資訊服務|16 16 -2|na na 170 na|1.0 58
6792 詠業|通信網路|-25 -30 -8|76 92 21 24|0.6 9
6796 晉弘|生技醫療|4 8 7|na 87 31 39|0.3 28
6799 來頡|半導體業|-31 -32 -29|na 80 57 62|2.0 734
6803 崑鼎|綠能環保|22 16 -3|100 100 16 25|2.1 13
6804 明係|運動休閒|29 31 -62|98 98 18 22|1.0 7
6806 森崴能源|綠能環保|1 113 18|93 93 35 84|1.6 1541
6811 宏碁資訊|數位雲端|11 12 -3|na 100 108 176|3.6 261
6829 千附精密|半導體業|-26 -39 -25|97 97 104 112|4.6 767
6830 汎銓|其他電子|18 8 -5|na 98 36 94|1.5 92
6843 進典|電機機械|12 16 -15|na na 47 na|0.2 22
6854 錼創科技-KY創|半導體業|45 24 na|na 86 -3 23|1.1 5
6859 伯特光|光電業|-6 6 -7|na na -2 na|0.4 32
6865 偉康科技|數位雲端|-3 8 -6|na na 35 na|0.5 15
6874 倍力|資訊服務|-70 52 6|na na 209 na|6.5 119
7402 邑錡|光電業|-15 -37 -43|86 86 98 79|0.9 162
8016 矽創|半導體業|-20 -36 -3|90 90 22 31|0.5 338
8024 佑華|半導體業|-26 -48 -21|94 94 20 25|0.5 7
8027 鈦昇|電機機械|-56 -52 -62|66 92 5 -0|1.5 15
8028 昇陽半導體|半導體業|26 18 5|79 89 1 13|0.5 154
8033 雷虎|其他|-18 8 8|95 95 97 269|0.2 138
8038 長園科|電子零組|388 625 109|90 90 21 38|1.3 95
8040 九暘|半導體業|-27 -27 -27|74 75 -11 -16|0.7 14
8044 網家|數位雲端|-12 -13 -4|64 81 -11 31|0.4 28
8046 南電|電子零組|-16 -13 -25|61 88 17 32|1.2 1888
8048 德勝|通信網路|48 44 14|96 96 18 35|0.8 9
8049 晶采|光電業|17 31 6|96 96 20 47|0.5 26
8050 廣積|電腦及週|-19 17 -0|85 85 3 23|0.6 239
8054 安國|半導體業|10 8 -11|63 89 3 4|0.4 11
8064 東捷|光電業|-13 14 17|96 96 14 40|0.6 15
8069 元太|光電業|-1 31 -32|77 88 8 3|0.7 1948
8070 長華*|電子通路|-30 -26 -21|90 90 6 12|1.2 29
8072 陞泰|電子通路|-10 -17 -5|79 79 5 18|0.4 7
8076 伍豐|電腦及週|-5 -10 -12|81 90 1 13|0.6 15
8081 致新|半導體業|-27 -30 -9|89 92 20 40|0.5 97
8083 瑞穎|電機機械|-50 -56 -16|82 87 -10 -8|1.5 8
8084 巨虹|電子通路|11 16 -19|82 85 9 6|0.8 65
8085 福華|其他電子|16 0 -0|100 100 34 46|5.1 8
8086 宏捷科|半導體業|-35 -43 11|88 88 12 38|0.8 324
8088 品安|半導體業|1 -5 -5|98 98 43 66|1.2 113
8091 翔名|半導體業|-3 -8 -22|97 97 22 56|2.1 160
8097 常珵|通信網路|-99 25 -508|59 74 -18 -12|0.5 44
8099 大世科|資訊服務|-21 6 4|100 100 13 30|2.3 5
8103 瀚荃|電子零組|-17 -32 -12|91 95 18 26|0.4 13
8104 錸寶|光電業|70 82 35|79 89 12 30|0.8 18
8105 凌巨|光電業|-16 -9 -4|84 84 3 23|0.3 24
8109 博大|電子零組|19 33 9|93 93 7 13|0.5 18
8110 華東|半導體業|-19 -20 -21|86 95 12 25|0.6 27
8111 立碁|光電業|-1 -9 13|89 89 45 51|0.6 16
8112 至上|電子通路|-52 -54 -23|96 96 17 31|0.5 73
8114 振樺電|電腦及週|-14 -10 -30|62 83 -7 -7|0.5 32
8121 越峰|電子零組|-22 -12 -7|92 100 32 37|2.1 38
8131 福懋科|半導體業|-22 -15 -16|97 97 10 17|0.5 14
8147 正淩|電子零組|-23 -9 -18|88 88 4 -11|0.4 10
8150 南茂|半導體業|-22 -32 -9|81 95 10 18|0.8 87
8155 博智|電子零組|-26 -26 -29|96 98 32 79|1.1 342
8163 達方|電腦及週|-17 -19 -15|94 97 13 17|0.4 28
8171 天宇|綠能環保|-41 5 -83|85 85 4 53|0.3 112
8183 精星|其他電子|-8 -6 -49|78 91 3 4|0.6 63
8210 勤誠|電腦及週|-15 -20 -23|91 91 -2 29|0.7 54
8213 志超|電子零組|-32 -36 -5|85 97 12 25|0.6 16
8215 明基材|光電業|6 -2 5|93 93 18 34|1.5 120
8222 寶一|電機機械|109 69 27|100 100 152 243|1.6 1358
8227 巨有科技|半導體業|-2 43 -33|na na 124 na|1.3 124
8234 新漢|電腦及週|-22 0 -12|84 84 23 52|0.3 36
8249 菱光|電子零組|13 2 -12|92 92 7 42|0.4 15
8255 朋程|電機機械|22 13 -2|90 91 14 37|0.4 271
8261 富鼎|半導體業|-35 -42 -23|73 89 -1 9|0.5 180
8271 宇瞻|半導體業|6 -15 -11|93 93 22 28|0.7 62
8279 生展|生技醫療|27 18 -13|100 100 21 37|1.6 9
8284 三竹|資訊服務|1 2 -6|98 98 16 28|0.8 5
8289 泰藝|電子零組|-18 -11 -6|85 85 23 53|0.2 70
8299 群聯|半導體業|-38 -41 -22|92 92 9 36|0.9 705
8341 日友|綠能環保|-18 -19 -22|71 81 -3 14|0.6 27
8349 恒耀國際|鋼鐵工業|4 -6 -13|82 94 19 15|0.3 22
8358 金居|電子零組|-17 -17 6|81 81 -9 49|0.4 131
8383 千附|半導體業|-15 -12 -18|96 96 17 28|1.0 100
8390 金益鼎|綠能環保|9 8 -3|98 98 12 27|0.7 32
8403 盛弘|生技醫療|-15 -13 -16|100 100 23 40|5.2 33
8409 商之器|生技醫療|-95 -27 -16|76 87 28 25|0.6 14
8415 大國鋼|鋼鐵工業|-2 7 -8|91 91 -5 6|0.8 15
8416 實威|資訊服務|-4 -0 1|98 98 29 35|1.9 9
8420 明揚|運動休閒|30 40 1|93 93 14 33|0.5 29
8422 可寧衛*|綠能環保|-6 16 -56|98 98 5 12|0.6 17
8426 紅木-KY|其他|91 68 32|93 93 67 76|5.9 16
8431 匯鑽科|其他電子|-17 -30 -11|91 91 21 17|0.8 24
8433 弘帆|居家生活|8 -9 -15|82 82 8 51|0.3 10
8436 大江|生技醫療|18 13 19|89 89 19 85|0.4 291
8440 綠電|綠能環保|4 4 4|47 89 0 32|0.8 92
8442 威宏-KY|其他|-1 2 -48|85 85 3 3|0.5 8
8446 華研|文化創意|-8 14 -0|98 98 16 31|1.3 13
8454 富邦媒|數位雲端|12 10 -4|90 90 4 83|0.6 436
8462 柏文|運動休閒|6 5 -3590|96 96 23 43|0.9 18
8464 億豐|居家生活|-1 -13 -9|99 99 5 38|1.0 85
8476 台境*|綠能環保|-37 -49 -335|84 84 7 37|0.2 13
8478 東哥遊艇|運動休閒|27 20 0|85 85 25 106|0.8 416
8916 光隆|其他|-17 -17 -40|83 85 3 -1|0.6 24
8924 大田|運動休閒|-49 22 19|86 86 1 29|0.4 40
8926 台汽電|油電燃氣|49 25 24|99 99 53 78|0.9 197
8927 北基|油電燃氣|3 9 -11|95 95 25 28|1.6 48
8928 鉅明|運動休閒|-7 2 -3|74 84 -8 13|0.5 6
8931 大汽電|油電燃氣|45 77 18|88 88 67 145|0.7 74
8932 智通*|數位雲端|-12 -16 11|98 98 23 52|1.3 11
8933 愛地雅|運動休閒|-9 -1 -17|48 54 -25 -42|0.5 13
8936 國統|其他|5 -22 -4|86 86 28 56|0.4 122
8938 明安|運動休閒|-5 10 -15|84 84 0 10|0.4 101
8940 新天地|觀光餐旅|10 40 -128|85 85 47 59|0.3 11
8942 森鉅|其他|15 5 2|98 98 11 21|0.5 8
8996 高力|電機機械|77 84 38|79 79 -3 85|0.7 708
9802 鈺齊-KY|運動休閒|1 13 -38|62 75 -10 -14|0.7 126
9904 寶成|運動休閒|-3 -4 -20|92 92 -7 14|1.4 207
9907 統一實|其他|2 -12 -8|100 100 21 23|1.1 92
9910 豐泰|運動休閒|-22 -13 -54|91 91 -8 21|0.8 128
9911 櫻花|居家生活|-5 -5 -12|98 100 2 8|0.9 6
9914 美利達|運動休閒|1 3 -26|64 88 -8 2|0.8 99
9917 中保科|其他|8 9 -1|100 100 9 17|1.1 52
9919 康那香|其他|-12 -14 2|69 96 7 20|3.7 80
9921 巨大|運動休閒|-4 -10 -18|73 75 -14 -10|0.6 269
9927 泰銘|其他|2 -15 -10|98 98 18 32|0.9 12
9933 中鼎|其他|-3 -2 -27|86 90 0 -6|0.8 54
9934 成霖|居家生活|-19 -13 -13|100 100 11 25|1.9 11
9938 百和|其他|-38 -28 -17|82 87 -3 13|0.5 29
9939 宏全|其他|6 9 -6|96 96 15 28|0.5 100
9941 裕融|其他|19 17 1|89 99 13 44|0.8 146
9942 茂順|其他|24 21 10|98 98 33 33|0.9 110
9945 潤泰新|其他|-20 11 -7|69 76 -18 -9|0.6 197
9951 皇田|電機機械|19 9 0|98 98 8 23|0.6 5
9955 佳龍|綠能環保|-1 -28 -4|88 99 25 58|1.2 36
9958 世紀鋼|鋼鐵工業|96 26 30|86 96 16 41|0.8 555
9962 有益|鋼鐵工業|-13 14 -10|86 86 12 42|0.5 27
