# 2023-08 月末(2023-08-31)全池量化快照(1064 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
6188 廣明|電腦及週|-16 -19 -16|81 81 37 82|0.4 1694
6189 豐藝|電子通路|31 3 19|98 98 11 18|0.4 22
6190 萬泰科|通信網路|-38 -38 -18|84 84 -3 9|0.2 34
6191 精成科|電子零組|2 -2 7|97 97 48 90|0.8 324
6192 巨路|其他電子|4 1 -1|100 100 12 16|0.7 17
6194 育富|電子零組|83 36 31|90 90 14 43|1.0 37
6196 帆宣|其他電子|-13 5 -28|92 92 9 9|0.2 78
6197 佳必琪|電子零組|5 0 -10|83 83 10 48|0.4 80
6198 瑞築|建材營造|-91 na na|73 73 -4 73|0.5 6
6202 盛群|半導體業|-56 -54 -3|87 87 -5 -12|0.6 48
6203 海韻電|電子零組|161 82 71|89 89 19 86|0.5 275
6204 艾華|電子零組|16 5 30|97 97 31 32|0.7 24
6205 詮欣|電子零組|-29 -32 -30|67 71 -9 -26|1.0 38
6206 飛捷|電腦及週|-44 -43 -4|85 97 1 -3|0.7 13
6207 雷科|電子零組|13 -29 -2|87 87 14 11|0.2 9
6208 日揚|半導體業|15 7 -9|84 84 -13 -11|0.8 9
6209 今國光|光電業|-24 -24 -8|90 90 -6 11|0.9 13
6213 聯茂|電子零組|-6 -22 0|100 100 43 32|4.2 336
6214 精誠|資訊服務|3 4 -7|95 95 15 51|0.3 109
6216 居易|通信網路|20 -9 23|99 100 10 14|1.9 21
6217 中探針|電子零組|-13 -26 -11|79 89 7 2|0.5 31
6218 豪勉|通信網路|10 25 -19|72 72 -4 46|0.1 24
6219 富旺|建材營造|2898 1290 986|97 97 32 34|0.8 17
6220 岳豐|電子零組|-22 -16 5|85 100 9 8|0.5 18
6221 晉泰|資訊服務|21 6 -8|99 99 26 34|2.0 6
6222 立軒|光電業|-85 -70 8|55 55 40 52|1.0 5
6223 旺矽|半導體業|11 8 1|93 93 25 68|0.6 609
6227 茂綸|電子通路|-11 -9 -10|88 88 5 -7|0.4 15
6230 尼得科超眾|電腦及週|-4 -6 -15|83 83 -10 18|0.5 11
6231 系微|資訊服務|-5 -7 1|84 84 27 36|0.9 493
6234 高僑|光電業|29 90 43|86 86 1 32|2.1 36
6235 華孚|電腦及週|23 38 -11|90 90 18 138|1.5 2185
6237 驊訊|半導體業|-25 -46 1|64 72 -14 -24|0.4 5
6239 力成|半導體業|-20 -25 -5|95 95 6 17|0.4 211
6243 迅杰|半導體業|50 34 25|84 84 -9 47|0.2 11
6244 茂迪|光電業|-12 -24 -25|72 72 -14 1|0.6 58
6245 立端|通信網路|-22 -22 -39|75 75 -21 -11|0.3 147
6248 沛波|鋼鐵工業|12 37 -7|82 82 1 19|0.4 7
6257 矽格|半導體業|-16 -24 -10|100 100 12 9|1.3 81
6261 久元|半導體業|-25 -31 -2|90 90 -7 -7|1.8 21
6263 普萊德|通信網路|-2 13 -4|90 90 10 40|0.2 9
6266 泰詠|電子零組|-10 14 -23|76 76 -8 13|0.3 25
6269 台郡|電子零組|-25 -10 -14|85 93 -4 -4|0.5 96
6271 同欣電|半導體業|-18 -21 -8|74 80 -1 -20|0.5 166
6274 台燿|電子零組|-16 -18 4|91 91 61 113|0.6 2115
6275 元山|電子零組|2 -3 8|87 87 24 52|0.4 90
6276 安鈦克|電腦及週|55 13 21|74 74 5 145|0.1 18
6277 宏正|電腦及週|-1 -5 -11|95 95 -1 1|0.4 7
6278 台表科|光電業|-33 -26 -2|93 94 -1 9|0.4 60
6279 胡連|電子零組|8 10 -19|83 86 0 -3|0.2 85
6282 康舒|電子零組|30 -9 -3|83 83 -4 20|0.3 1137
6284 佳邦|電子零組|3 -4 1|93 93 -1 -4|3.0 43
6285 啟碁|通信網路|14 22 -19|100 100 58 56|0.9 2341
6288 聯嘉|汽車工業|29 11 1|81 81 -10 4|0.2 37
6290 良維|電子零組|-2 -7 3|77 80 3 -17|0.2 49
6291 沛亨|半導體業|55 50 19|64 64 -25 89|2.3 14
6409 旭隼|其他電子|-27 -22 -30|72 72 -28 -12|1.1 287
6411 晶焱|半導體業|23 -2 35|85 86 3 -14|0.6 78
6412 群電|電子零組|-14 -11 0|97 97 36 51|0.4 195
6414 樺漢|電腦及週|5 14 -15|86 86 -1 15|0.4 400
6415 矽力*-KY|半導體業|-45 -45 -13|44 49 -26 -51|1.6 1101
6416 瑞祺電通|通信網路|-27 -21 -19|75 75 -15 -15|0.6 16
6417 韋僑|通信網路|27 34 6|67 67 -18 -3|0.2 36
6418 詠昇|電子零組|31 10 16|91 91 35 49|3.2 65
6426 統新|通信網路|-29 -49 -18|77 89 11 7|0.4 17
6432 今展科|電子零組|36 14 31|90 91 -5 -4|0.8 8
6438 迅得|其他電子|-22 -6 -23|88 88 -5 13|1.1 52
6441 廣錠|電腦及週|14 60 36|75 75 -12 -10|0.2 9
6442 光聖|通信網路|-38 -20 -11|78 78 19 21|0.3 25
6443 元晶|光電業|-19 13 -11|74 79 -13 -17|1.5 130
6446 藥華藥|生技醫療|28 44 -216|60 73 4 -28|0.7 794
6449 鈺邦|電子零組|75 41 42|93 93 32 45|0.5 11
6451 訊芯-KY|半導體業|-9 -9 -49|74 74 10 10|0.2 31
6456 GIS-KY|光電業|-47 -38 -17|68 77 -22 -24|0.7 50
6462 神盾|半導體業|12 47 37|70 70 -0 4|0.3 18
6469 大樹|生技醫療|13 6 -11|95 95 21 24|0.8 203
6470 宇智|通信網路|-11 -15 -35|75 75 -0 10|0.1 58
6472 保瑞|生技醫療|144 148 -99|92 92 24 80|1.0 1972
6477 安集|光電業|-63 -8 -33|76 78 -15 -8|0.5 18
6485 點序|半導體業|-4 -5 16|80 80 -15 14|0.7 21
6486 互動|通信網路|-13 -5 -10|93 93 -5 7|0.2 6
6488 環球晶|半導體業|-4 -1 -12|85 86 -7 -8|0.7 523
6491 晶碩|生技醫療|8 16 7|85 91 6 -5|1.8 88
6505 台塑化|油電燃氣|-30 -34 -32|89 89 -8 -5|0.9 109
6509 聚和|化學工業|-22 -23 -18|81 81 -14 -17|0.4 11
6510 精測|半導體業|-20 -33 -17|83 83 5 -12|0.3 39
6515 穎崴|半導體業|-38 -9 -54|66 66 -25 2|0.3 427
6517 保勝光學|光電業|22 -6 -18|na 51 -35 9|1.6 32
6523 達爾膚|生技醫療|3 36 31|88 88 6 20|0.2 13
6525 捷敏-KY|半導體業|-27 -27 -15|87 88 -12 -8|0.4 7
6527 明達醫|生技醫療|6 7 -11|77 77 19 31|0.3 18
6530 創威|通信網路|-5 -4 4|78 78 16 24|0.4 9
6531 愛普*|半導體業|9 -14 24|85 85 2 19|0.6 1464
6532 瑞耘|半導體業|28 19 -7|84 84 11 4|0.1 16
6533 晶心科|半導體業|41 24 -19|71 73 -15 -26|1.2 513
6535 順藥|生技醫療|290 5795 3940|92 92 -4 43|0.2 22
6538 倉和|電子零組|53 42 20|96 96 71 111|1.3 410
6541 泰福-KY|生技醫療|645 516 na|40 56 -22 -44|1.8 17
6546 正基|通信網路|-38 -43 0|68 89 15 16|0.3 27
6547 高端疫苗|生技醫療|-100 -100 -0|52 100 24 37|2.4 121
6548 長科*|半導體業|-25 -24 -10|39 76 -18 -8|0.5 54
6550 北極星藥業-KY|生技醫療|-100 -47 19|40 86 -5 -13|0.4 140
6561 是方|通信網路|8 5 -3|98 98 15 15|0.5 55
6568 宏觀|半導體業|-2 -17 -41|67 70 -20 -26|0.6 13
6569 醫揚|生技醫療|-16 -2 -3|68 68 10 53|0.3 36
6570 維田|電腦及週|-20 -5 -22|81 81 -12 0|0.3 12
6576 逸達|生技醫療|-100 528 -3736|64 64 -1 -31|0.3 13
6577 勁豐|電腦及週|59 92 67|68 68 19 48|0.2 15
6579 研揚|電腦及週|2 -2 -10|66 66 18 63|0.4 175
6584 南俊國際|電子零組|-30 -42 na|na na -10 na|0.2 10
6585 鼎基|其他|-18 -5 -2|100 100 60 49|0.8 51
6589 台康生技|生技醫療|-53 -54 -33|60 75 -14 -19|0.5 76
6591 動力-KY|電腦及週|36 6 29|87 87 2 20|0.3 14
6592 和潤企業|其他|22 25 -0|86 86 10 26|0.5 111
6593 台灣銘板|資訊服務|55 36 33|95 95 30 41|0.5 14
6596 寬宏藝術|文化創意|21 112 -538|73 73 -3 12|0.1 6
6603 富強鑫|電機機械|13 -15 -7|80 84 -6 -15|0.5 5
6605 帝寶|汽車工業|-10 5 -4|93 93 29 41|0.9 102
6612 奈米醫材|生技醫療|17 19 -5|72 72 -19 -6|0.3 11
6613 朋億*|其他電子|-2 17 -6|80 97 25 28|1.2 55
6625 必應|其他|512 379 160|72 72 -5 113|0.4 79
6640 均華|半導體業|-12 -40 -16|77 77 24 21|0.3 5
6643 M31|半導體業|51 25 -8|92 92 20 72|1.1 1193
6664 群翊|電子零組|9 1 -9|97 97 54 71|1.3 333
6667 信紘科|其他電子|-3 -1 -14|92 92 -0 20|0.3 10
6669 緯穎|電腦及週|-19 -26 -58|74 74 36 74|1.0 6932
6670 復盛應用|運動休閒|-39 -42 -52|88 92 2 -11|0.3 21
6672 騰輝電子-KY|電子零組|7 -5 22|96 96 10 16|0.8 115
6679 鈺太|半導體業|-12 -23 17|97 97 23 40|0.9 162
6683 雍智科技|半導體業|-12 -13 -10|82 83 -5 -5|0.2 28
6684 安格|半導體業|-1 -21 30|65 73 -4 -17|0.3 6
6689 伊雲谷|數位雲端|12 10 6|na 75 -24 -15|0.3 51
6690 安碁資訊|數位雲端|16 14 -29|76 76 -6 -1|0.2 15
6691 洋基工程|其他電子|9 21 -13|85 85 15 19|0.5 88
6703 軒郁|生技醫療|97 75 21|77 77 13 110|0.4 71
6706 惠特|光電業|-68 -70 2|56 66 -18 -34|0.5 14
6712 長聖|生技醫療|7 4 -4|83 93 -1 4|0.6 103
6715 嘉基|電子零組|-32 -39 -40|78 78 -6 -10|1.5 16
6719 力智|半導體業|-60 -60 -14|63 63 -22 -25|0.9 186
6728 上洋|居家生活|33 11 6|79 79 -4 -10|0.2 6
6732 昇佳電子|半導體業|45 23 46|79 79 6 -3|0.9 96
6733 博晟生醫|生技醫療|142 548 258|77 77 -11 46|0.2 11
6741 91APP*-KY|數位雲端|11 11 -2|68 68 -22 -16|0.4 71
6743 安普新|其他電子|-23 -34 -11|66 66 -6 7|0.2 13
6747 亨泰光|生技醫療|10 -7 -9|69 69 -16 -10|0.3 7
6752 叡揚|資訊服務|11 7 -13|66 66 -29 -21|0.2 22
6753 龍德造船|航運業|-6 -8 -99|na na -11 na|0.4 93
6756 威鋒電子|半導體業|-7 -19 23|87 91 -1 8|0.9 49
6763 綠界科技*|數位雲端|12 9 0|69 69 -19 -16|0.6 11
6770 力積電|半導體業|-49 -50 -17|79 80 -11 -20|0.6 278
6776 展碁國際|電子通路|2 2 7|84 84 -1 31|0.2 9
6781 AES-KY|電子零組|-48 -44 -32|59 78 -9 -23|0.5 157
6782 視陽|生技醫療|-5 -16 -17|na 49 -27 -52|0.5 35
6788 華景電|半導體業|0 -14 -23|79 79 6 2|0.2 36
6789 采鈺|半導體業|-14 -24 0|67 77 -10 -13|0.3 127
6790 永豐實|造紙工業|2 -1 -7|95 95 5 9|0.2 7
6792 詠業|通信網路|17 4 21|91 95 6 9|1.3 6
6796 晉弘|生技醫療|2 20 13|84 84 25 9|0.4 36
6799 來頡|半導體業|-11 -15 4|82 82 -3 -5|1.4 230
6803 崑鼎|綠能環保|14 15 -2|96 96 2 20|0.3 8
6806 森崴能源|綠能環保|620 228 147|80 80 -13 14|0.6 141
6811 宏碁資訊|數位雲端|-6 -2 -10|72 72 13 39|0.4 103
6829 千附精密|半導體業|-22 -23 1|100 100 20 89|4.5 148
6830 汎銓|其他電子|6 13 -1|na 94 9 36|0.7 107
6841 長佳智能|生技醫療|223 77 -107|na 69 1 -14|0.2 114
6859 伯特光|光電業|-27 -10 -21|na 85 5 -15|0.6 5
6861 睿生光電|生技醫療|-5 -2 -4|na na -9 na|0.3 7
6863 永道-KY|通信網路|-5 7 na|na na -20 na|0.4 27
6869 雲豹能源|綠能環保|-22 96 -338|na na -14 na|0.9 13
6873 泓德能源|綠能環保|20 145 44|na 68 -17 -20|0.4 8
6874 倍力|資訊服務|54 14 -15|na 60 -29 3|0.1 36
7402 邑錡|光電業|6 -6 6|95 95 39 91|1.3 120
8011 台通|通信網路|30 12 9|92 92 -6 22|0.9 12
8016 矽創|半導體業|3 4 28|100 100 17 19|1.1 358
8021 尖點|其他電子|-20 -25 -0|85 85 -7 -1|0.2 10
8027 鈦昇|電機機械|-11 -47 -19|95 95 41 43|0.6 226
8028 昇陽半導體|半導體業|8 24 6|80 87 -4 -0|0.2 44
8033 雷虎|其他|-27 -8 -7|83 83 -11 10|2.1 69
8034 榮群|通信網路|187 480 305|83 83 26 41|0.4 15
8038 長園科|電子零組|-69 316 -452|65 65 -29 -3|0.3 19
8039 台虹|電子零組|14 4 17|100 100 10 9|0.9 15
8040 九暘|半導體業|-51 -46 -31|69 81 -13 -19|0.5 5
8044 網家|數位雲端|-9 -16 -4|62 64 -18 -35|0.5 25
8046 南電|電子零組|-40 -40 -35|83 84 -16 -0|0.7 848
8048 德勝|通信網路|94 91 31|74 74 31 114|0.5 94
8049 晶采|光電業|-24 -11 -28|91 91 6 4|0.5 46
8050 廣積|電腦及週|5 3 -22|94 94 34 29|0.5 812
8054 安國|半導體業|-9 -0 -9|83 89 -6 -4|0.5 6
8069 元太|光電業|-3 -5 -41|75 77 -14 -10|0.5 1425
8070 長華*|電子通路|-29 -30 -10|83 83 -12 -7|0.6 19
8076 伍豐|電腦及週|-2 -8 -1|83 83 -5 9|0.2 38
8081 致新|半導體業|14 2 23|99 99 31 39|0.6 130
8083 瑞穎|電機機械|-33 -40 6|90 100 7 1|1.0 7
8084 巨虹|電子通路|-53 -50 -68|58 65 -13 -24|0.2 14
8085 福華|其他電子|-36 -25 -27|84 84 15 101|0.4 44
8086 宏捷科|半導體業|13 5 44|94 94 10 22|0.9 170
8087 麗升能源|綠能環保|323 237 6|74 74 57 92|0.2 8
8088 品安|半導體業|17 -2 2|100 100 9 40|1.6 26
8091 翔名|半導體業|-12 1 -0|87 87 -0 5|0.4 13
8093 保銳|電子零組|-51 70 45|60 60 13 30|0.3 9
8097 常珵|通信網路|-99 -85 -245|73 92 -7 4|1.1 19
8099 大世科|資訊服務|-11 -2 0|81 81 -17 36|0.3 6
8103 瀚荃|電子零組|-20 -25 3|98 98 8 11|0.6 10
8105 凌巨|光電業|-19 -16 -9|85 85 -2 -13|0.2 17
8109 博大|電子零組|15 16 -9|97 97 28 28|0.8 100
8110 華東|半導體業|-36 -33 -19|90 90 -2 -1|0.4 9
8112 至上|電子通路|-5 -11 19|96 96 14 34|0.9 238
8114 振樺電|電腦及週|-25 -16 -18|65 87 1 -11|0.2 19
8131 福懋科|半導體業|-39 -32 -19|94 94 -4 -2|0.2 8
8147 正淩|電子零組|-5 -18 -17|82 82 10 9|0.1 6
8150 南茂|半導體業|-6 -15 11|100 100 1 8|1.4 67
8155 博智|電子零組|-17 -22 -9|77 77 -1 18|0.3 160
8163 達方|電腦及週|-6 -8 -0|95 95 -1 12|0.5 19
8171 天宇|綠能環保|-65 -45 -78|60 60 -30 -39|0.3 14
8183 精星|其他電子|-11 -7 -27|73 84 -7 -12|0.7 14
8201 無敵|其他電子|6 6 16|70 70 26 50|0.3 13
8210 勤誠|電腦及週|-30 -24 -18|93 93 105 164|0.7 2156
8213 志超|電子零組|23 5 32|99 99 14 18|0.6 31
8215 明基材|光電業|20 18 18|83 83 -2 -2|0.3 54
8222 寶一|電機機械|29 42 -1|82 82 -12 53|2.9 90
8227 巨有科技|半導體業|59 46 -2|na 69 -18 -17|0.4 117
8234 新漢|電腦及週|-35 -25 -18|73 73 11 19|0.2 67
8240 華宏|光電業|-11 -11 15|100 100 14 26|1.3 6
8249 菱光|電子零組|-33 -18 -28|84 84 -4 6|0.1 5
8255 朋程|電機機械|47 41 15|90 90 2 4|0.3 152
8261 富鼎|半導體業|-25 -36 -2|72 75 -21 -23|0.7 51
8271 宇瞻|半導體業|-22 -19 -10|86 86 -9 15|0.4 20
8289 泰藝|電子零組|-56 -45 -23|67 67 -19 -31|0.9 7
8299 群聯|半導體業|-36 -36 -3|100 100 4 16|1.8 491
8341 日友|綠能環保|-11 -12 -5|64 72 -22 -27|0.6 39
8349 恒耀國際|鋼鐵工業|6 13 2|78 89 -2 -9|0.4 8
8358 金居|電子零組|-22 -32 -6|99 99 24 12|1.3 632
8383 千附|半導體業|-50 -45 -33|87 87 -1 -6|1.2 7
8390 金益鼎|綠能環保|25 0 -6|85 85 17 36|0.5 74
8403 盛弘|生技醫療|-9 -12 -4|79 79 -2 -0|0.2 16
8410 森田|電腦及週|27 17 23|100 100 47 102|1.3 18
8420 明揚|運動休閒|-16 5 -23|81 81 -13 -10|0.3 16
8422 可寧衛*|綠能環保|-60 -17 -47|89 89 -6 1|0.6 45
8426 紅木-KY|其他|67 105 32|71 71 -22 39|0.2 16
8431 匯鑽科|其他電子|-25 -25 6|90 90 -4 11|0.9 7
8433 弘帆|居家生活|-1 7 14|78 78 15 -7|0.3 30
8436 大江|生技醫療|10 7 3|72 73 -5 -20|0.6 61
8442 威宏-KY|其他|-8 -10 -35|90 90 0 -1|0.7 6
8446 華研|文化創意|22 24 -4|65 65 -9 20|0.2 34
8454 富邦媒|數位雲端|7 5 -6|63 63 -17 -30|0.8 201
8462 柏文|運動休閒|28 31 -3|85 85 -9 -4|0.9 10
8464 億豐|居家生活|-11 -16 -3|85 85 -11 -10|0.7 105
8476 台境*|綠能環保|-53 2 -138|90 90 -7 -5|0.5 9
8478 東哥遊艇|運動休閒|34 19 -1|65 65 -31 7|0.6 858
8916 光隆|其他|-20 -12 -22|92 100 12 4|1.1 14
8924 大田|運動休閒|-34 -46 -28|73 74 -5 -27|0.8 15
8926 台汽電|油電燃氣|93 113 79|81 81 -7 31|0.3 69
8927 北基|油電燃氣|10 14 3|100 100 31 52|3.0 48
8930 青鋼|鋼鐵工業|38 22 13|96 96 24 67|0.6 62
8931 大汽電|油電燃氣|-22 4 -51|58 58 -28 -11|0.5 7
8932 智通*|數位雲端|5 10 24|100 100 20 78|1.1 76
8936 國統|其他|38 16 27|77 77 7 -2|0.3 77
8938 明安|運動休閒|-50 -46 -48|70 72 -4 -30|0.7 28
8942 森鉅|其他|8 2 3|96 96 20 23|0.7 44
8996 高力|電機機械|61 90 19|73 73 15 33|0.6 908
9802 鈺齊-KY|運動休閒|-18 -28 -47|65 92 -3 -4|0.6 58
9904 寶成|運動休閒|-17 -12 -20|86 88 -8 -13|1.0 96
9906 欣巴巴|建材營造|26 70 -30|91 91 13 15|1.2 8
9907 統一實|其他|-32 -23 -7|90 90 -3 -0|0.4 23
9910 豐泰|運動休閒|-8 -13 -39|89 89 1 4|0.5 219
9911 櫻花|居家生活|1 0 1|97 97 -0 2|0.6 8
9914 美利達|運動休閒|-16 -17 -35|89 89 -0 8|0.9 131
9917 中保科|其他|15 14 3|91 91 -5 6|0.6 57
9919 康那香|其他|-24 -5 4|92 92 -2 5|1.4 95
9921 巨大|運動休閒|-29 -15 -17|81 84 0 -1|1.1 222
9925 新保|其他|1 6 4|99 99 1 3|0.8 7
9927 泰銘|其他|-2 -4 5|90 90 27 44|0.6 100
9929 秋雨|其他|33 32 16|98 98 45 42|1.1 6
9933 中鼎|其他|5 12 -1|83 95 -1 -9|0.7 49
9934 成霖|居家生活|3 -6 -2|97 97 14 14|2.4 28
9938 百和|其他|-23 -33 -12|74 82 -9 -18|1.2 71
9939 宏全|其他|5 6 -8|97 97 4 8|0.5 105
9941 裕融|其他|16 17 -0|91 91 2 10|0.7 147
9942 茂順|其他|18 22 -0|93 93 -4 22|0.5 65
9943 好樂迪|觀光餐旅|19 59 -706|87 87 -1 35|0.2 31
9945 潤泰新|其他|-41 -6 -16|78 84 -0 -16|2.3 184
9950 萬國通|塑膠工業|23 70 9|83 83 34 48|2.2 7
9951 皇田|電機機械|14 18 -2|93 93 5 4|0.5 15
9955 佳龍|綠能環保|6 25 38|76 76 -11 6|0.3 6
9958 世紀鋼|鋼鐵工業|83 84 50|97 97 47 50|0.8 591
