# 2025-04 月末(2025-04-30)全池量化快照(1105 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
1464 得力|紡織纖維|21 43 10|74 74 -17 -14|0.3 13
1466 聚隆|紡織纖維|-1 19 -2|75 75 22 9|0.7 10
1472 三洋實業|建材營造|50 59 41|92 92 41 69|1.4 30
1473 台南|紡織纖維|12 8 -0|55 78 -13 -19|0.7 7
1476 儒鴻|紡織纖維|21 23 2|71 71 -22 -24|1.1 378
1477 聚陽|紡織纖維|10 15 5|64 75 -16 -15|0.8 531
1503 士電|電機機械|-0 3 -5|42 66 -24 -31|0.4 155
1504 東元|電機機械|7 0 5|84 88 -8 -2|0.6 159
1513 中興電|電機機械|1 5 -11|54 74 -18 -20|0.5 505
1514 亞力|電機機械|-10 -0 6|51 78 -6 -18|0.4 247
1515 力山|電機機械|-44 -54 -28|62 86 1 -8|0.5 16
1519 華城|電機機械|26 54 6|42 63 -26 -27|0.7 1716
1522 堤維西|汽車工業|6 -3 -5|66 72 -25 -21|1.3 69
1524 耿鼎|汽車工業|11 5 -2|81 81 -3 1|1.8 205
1527 鑽全|電機機械|3 2 -12|77 84 -11 -16|0.3 6
1528 恩德|電機機械|-31 -24 -17|62 63 -1 -29|0.5 22
1529 樂事綠能|電機機械|20 145 81|57 78 -2 -19|0.4 13
1532 勤美|電機機械|-50 -36 -37|49 69 -12 -29|0.5 24
1536 和大|汽車工業|-17 -17 -4|72 72 7 14|1.0 378
1537 廣隆|電機機械|1 0 -22|87 87 -6 -5|0.5 19
1540 喬福|電機機械|11 6 -8|64 75 2 -26|0.6 26
1558 伸興|電機機械|-1 16 4|84 87 -7 -8|0.5 8
1560 中砂|電機機械|10 11 -1|65 75 -20 -27|3.1 316
1563 巧新|汽車工業|5 -1 4|na 89 5 8|0.7 35
1565 精華|生技醫療|-0 3 -2|72 72 -9 -18|0.7 28
1569 濱川|電腦及週|29 36 33|58 58 -13 20|0.6 308
1580 新麥|電機機械|29 20 10|94 94 -4 2|0.6 8
1582 信錦|電子零組|-11 8 1|67 74 -18 -24|0.9 76
1583 程泰|電機機械|-28 -6 7|86 90 0 -2|1.4 6
1584 精剛|其他|25 14 4|68 88 8 -12|0.6 190
1587 吉茂|汽車工業|22 13 5|38 63 -15 -27|0.6 5
1589 永冠-KY|電機機械|23 32 31|58 71 -20 -26|0.4 5
1590 亞德客-KY|電機機械|20 22 15|73 90 1 -4|1.0 767
1591 駿吉-KY|電機機械|-89 -53 -323|48 64 -27 -11|0.3 6
1595 川寶|半導體業|25 9 26|44 44 -25 -47|0.3 5
1597 直得|電機機械|-18 4 -1|71 71 -13 -11|1.8 56
1598 岱宇|運動休閒|8 6 6|70 70 -25 -14|0.2 10
1603 華電|電器電纜|98 50 24|65 88 -4 -4|0.5 7
1604 聲寶|電器電纜|-1 -1 -7|90 94 -4 -5|0.4 8
1605 華新|電器電纜|1 12 9|53 67 -16 -33|0.4 299
1608 華榮|電器電纜|27 8 -11|55 81 -4 -17|0.2 31
1609 大亞|電器電纜|5 7 -7|56 76 -13 -23|0.6 140
1611 中電|電器電纜|16 3 13|67 80 -4 -15|0.6 6
1612 宏泰|電器電纜|5 26 12|69 85 -0 -9|0.4 17
1615 大山|電器電纜|13 14 -6|70 85 -11 -13|1.6 6
1616 億泰|電器電纜|27 19 5|86 98 34 9|1.2 53
1617 榮星|電器電纜|5 19 -6|58 83 7 -16|0.3 6
1618 合機|電器電纜|0 22 -2|60 73 -14 -8|0.3 45
1702 南僑|食品工業|5 5 0|74 84 -6 -16|0.7 22
1707 葡萄王|生技醫療|-4 -3 -8|88 88 -7 -8|0.9 22
1708 東鹼|化學工業|-5 7 -6|76 76 -11 -17|0.3 29
1709 和益|化學工業|-2 3 -7|67 75 -16 -24|0.6 6
1710 東聯|化學工業|48 23 3|72 76 -8 -24|0.3 12
1711 永光|化學工業|-7 5 -1|59 68 -21 -33|0.6 16
1712 興農|化學工業|-3 -2 -1|88 88 -5 1|0.5 24
1713 國化|化學工業|19 -6 -18|89 93 7 8|1.0 14
1717 長興|化學工業|-1 3 -1|76 85 -6 -15|0.7 31
1720 生達|生技醫療|5 4 -4|77 90 -5 -9|0.4 11
1721 三晃|化學工業|-0 -6 -14|45 56 -22 -45|0.5 7
1722 台肥|化學工業|12 2 10|80 88 -2 -11|0.6 55
1723 中碳|化學工業|-19 -2 -1|79 91 -1 -7|0.7 20
1733 五鼎|生技醫療|44 30 10|87 91 2 7|0.3 9
1734 杏輝|生技醫療|13 5 -3|84 99 3 2|0.7 6
1736 喬山|運動休閒|17 34 6|79 79 -9 16|0.7 244
1760 寶齡富錦|生技醫療|5 -5 -8|68 74 -15 -19|0.6 7
1773 勝一|化學工業|6 5 -6|73 75 -14 -24|0.5 22
1777 生泰|生技醫療|-3 16 -4|86 86 0 -1|0.3 7
1784 訊聯|生技醫療|4 -2 -6|49 74 -11 -21|0.9 16
1785 光洋科|其他電子|41 39 5|72 77 -13 -17|0.9 528
1786 科妍|生技醫療|5 5 -9|72 76 -20 -6|0.3 54
1789 神隆|生技醫療|-6 -23 -19|64 78 -16 -23|0.5 9
1795 美時|生技醫療|38 13 -4|67 75 -15 -15|0.5 223
1799 易威|生技醫療|58 154 -33|26 62 -2 -38|0.5 11
1802 台玻|玻璃陶瓷|-1 2 8|67 67 -16 -29|0.2 65
1806 冠軍|玻璃陶瓷|-2 8 2|78 96 16 7|0.7 39
1808 潤隆|建材營造|-100 -90 -589|25 67 -10 -35|0.4 39
1809 中釉|玻璃陶瓷|7 -0 0|55 69 -16 -25|0.4 6
1810 和成|玻璃陶瓷|3 0 1|82 91 9 -1|0.9 72
1815 富喬|電子零組|76 82 19|77 77 -7 24|0.4 587
1903 士紙|造紙工業|-15 -3 5|66 82 -11 -17|0.7 10
1904 正隆|造紙工業|5 3 -5|59 73 -10 -28|0.5 12
1905 華紙|造紙工業|-11 -7 -5|53 68 -22 -33|0.6 10
1907 永豐餘|造紙工業|2 3 -3|78 83 -13 -16|1.5 28
2002 中鋼|鋼鐵工業|-11 -11 -7|83 84 2 -9|0.3 318
2006 東和鋼鐵|鋼鐵工業|-4 1 4|84 86 -0 -8|0.5 84
2009 第一銅|鋼鐵工業|10 -2 -19|59 75 -6 -14|0.3 70
2010 春源|鋼鐵工業|-0 10 -4|86 92 9 5|0.7 37
2014 中鴻|鋼鐵工業|-23 -37 -9|64 64 -17 -23|0.3 92
2015 豐興|鋼鐵工業|-10 -7 -4|73 74 -5 -25|0.4 17
2020 美亞|鋼鐵工業|-8 -17 6|72 90 3 3|0.5 13
2023 燁輝|鋼鐵工業|7 -5 -2|91 91 2 4|0.4 26
2027 大成鋼|鋼鐵工業|20 13 14|79 79 23 27|0.3 748
2031 新光鋼|鋼鐵工業|51 53 47|62 76 -9 -24|0.2 19
2032 新鋼|鋼鐵工業|15 18 7|69 69 9 -3|0.1 6
2034 允強|鋼鐵工業|-3 19 13|77 77 5 -4|0.3 29
2038 海光|鋼鐵工業|-5 16 7|66 73 -10 -22|0.2 8
2049 上銀|電機機械|0 6 4|61 61 -25 -7|1.3 1249
2059 川湖|電子零組|78 110 23|85 85 15 44|0.7 1979
2062 橋椿|居家生活|-9 -20 -10|63 71 -17 -26|0.6 17
2066 世德|電機機械|-6 -4 -3|57 70 -7 -27|0.3 20
2070 精湛|電機機械|9 -1 -19|45 56 -20 -41|1.2 9
2101 南港|橡膠工業|4 5 -79|61 78 -13 -18|0.7 59
2103 台橡|橡膠工業|28 19 -2|74 75 -8 -24|0.4 9
2104 國際中橡|橡膠工業|-17 -4 -5|59 68 -17 -31|0.3 11
2105 正新|橡膠工業|-3 -1 -1|83 92 -1 6|0.6 325
2106 建大|橡膠工業|2 7 6|68 78 -11 -22|0.6 11
2107 厚生|橡膠工業|18 48 20|88 93 -4 -3|0.7 6
2108 南帝|橡膠工業|-5 5 -25|60 74 -18 -23|0.7 7
2109 華豐|橡膠工業|2 9 1|92 94 0 -3|0.6 6
2201 裕隆|汽車工業|-11 -13 -13|53 67 -21 -33|0.8 120
2204 中華|汽車工業|-29 -34 -21|48 79 -12 3|0.8 102
2206 三陽工業|汽車工業|1 -9 -6|82 96 -2 -1|0.6 83
2207 和泰車|汽車工業|-2 5 4|87 95 1 -7|0.8 193
2208 台船|航運業|62 7 29|88 94 12 -5|0.5 51
2211 長榮鋼|鋼鐵工業|-1 41 8|53 70 -7 -21|0.5 51
2228 劍麟|汽車工業|8 3 1|77 87 2 -14|1.8 37
2230 泰茂|居家生活|-17 58 -103|59 61 -9 -36|0.4 23
2231 為升|汽車工業|-2 -17 -24|66 79 -12 -7|0.7 63
2233 宇隆|汽車工業|-5 6 -3|61 61 -22 1|1.2 131
2236 百達-KY|汽車工業|569 398 305|68 68 -14 -25|0.3 28
2241 艾姆勒|汽車工業|5 -5 16|46 77 -15 -22|0.5 8
2243 宏旭-KY|汽車工業|13 10 -71|42 61 -22 -39|2.2 5
2247 汎德永業|汽車工業|-14 11 -4|86 87 -4 -2|0.9 26
2250 IKKA-KY|汽車工業|0 3 4|67 67 -20 11|0.9 50
2258 鴻華先進-創|汽車工業|-30 968 56|77 77 -15 -8|0.4 16
2301 光寶科|電腦及週|24 27 24|83 88 -10 -6|0.7 640
2302 麗正|半導體業|21 33 13|72 72 -4 -10|0.4 11
2303 聯電|半導體業|9 6 0|78 93 12 -8|0.8 1565
2308 台達電|電子零組|38 31 18|76 76 -24 -18|0.8 2377
2312 金寶|其他電子|16 28 14|59 59 -21 -22|0.7 113
2313 華通|電子零組|14 9 0|62 79 -19 -13|1.1 478
2314 台揚|通信網路|-46 -42 -5|27 27 -69 -63|0.5 16
2316 楠梓電|電子零組|19 10 12|63 71 -17 -27|0.8 21
2317 鴻海|其他電子|23 28 6|62 64 -21 -34|0.7 7357
2324 仁寶|電腦及週|-2 1 3|71 72 -22 -22|0.7 461
2327 國巨*|電子零組|11 9 -4|57 77 -15 -25|0.6 1043
2328 廣宇|電子零組|10 27 30|68 68 -8 4|0.8 615
2329 華泰|半導體業|7 -2 5|46 78 -5 -24|0.7 89
2330 台積電|半導體業|46 42 1|80 80 -20 -13|0.8 31335
2331 精英|電腦及週|-1 3 6|41 62 -30 -37|0.6 20
2332 友訊|通信網路|-11 -6 1|60 60 -30 -16|1.4 71
2337 旺宏|半導體業|7 7 6|67 78 3 -22|1.0 284
2338 光罩|半導體業|-15 -11 -10|38 53 -37 -45|0.8 29
2340 台亞|半導體業|11 1 -5|49 61 -20 -40|0.3 19
2342 茂矽|半導體業|45 58 11|68 68 -20 -28|0.9 6
2344 華邦電|半導體業|1 -1 -6|58 75 10 -20|0.4 864
2345 智邦|通信網路|127 127 64|76 76 -22 4|1.0 2231
2347 聯強|電子通路|-4 -10 -12|80 93 -0 -2|1.4 353
2348 海悅|其他|66 -18 -57|33 48 -32 -21|0.8 64
2349 錸德|光電業|4 -12 -2|53 63 -21 -28|0.6 24
2351 順德|半導體業|14 7 3|43 58 -22 -43|0.5 88
2352 佳世達|電腦及週|6 6 4|66 70 -23 -27|0.6 69
2353 宏碁|電腦及週|7 4 -5|62 83 -6 -15|1.0 409
2354 鴻準|其他電子|281 250 142|61 61 -25 -18|1.0 402
2355 敬鵬|電子零組|4 -5 -1|64 81 -11 -18|0.5 34
2356 英業達|電腦及週|20 22 -8|69 75 -18 -10|0.5 466
2357 華碩|電腦及週|29 21 -4|82 82 -4 -3|0.9 2272
2359 所羅門|其他電子|58 54 49|73 74 -6 -7|1.9 348
2360 致茂|其他電子|47 57 26|64 64 -23 -29|0.7 558
2362 藍天|電腦及週|-21 -24 -29|72 80 -7 -18|1.2 77
2363 矽統|半導體業|1424 1280 639|46 62 -22 -38|0.8 197
2364 倫飛|電腦及週|51 50 19|58 80 -5 -18|0.3 9
2365 昆盈|電腦及週|14 6 -18|58 75 -12 -17|0.9 64
2367 燿華|電子零組|-4 5 -15|57 73 -21 -22|0.9 93
2368 金像電|電子零組|51 34 6|78 78 -14 -2|1.1 1152
2369 菱生|半導體業|-4 -11 -2|57 69 -19 -30|0.6 9
2371 大同|電機機械|7 -2 2|59 77 -7 -10|0.8 563
2374 佳能|光電業|-7 26 0|66 66 -20 -4|0.5 179
2375 凱美|電子零組|13 12 1|68 68 -17 -16|1.0 24
2376 技嘉|電腦及週|-8 25 -63|71 75 -10 -16|0.7 687
2377 微星|電腦及週|23 12 3|69 69 -23 -23|0.6 485
2379 瑞昱|半導體業|31 37 16|92 92 -3 8|0.7 1045
2382 廣達|電腦及週|89 88 36|70 73 -12 -23|0.8 4159
2383 台光電|電子零組|65 69 12|88 88 -9 30|0.9 2359
2385 群光|電子零組|-0 2 -1|77 87 1 -4|1.0 561
2387 精元|電腦及週|-20 -3 -7|72 72 -16 -7|0.7 48
2388 威盛|半導體業|-17 -4 -27|51 61 -23 -40|0.7 166
2390 云辰|其他電子|-0 27 12|75 78 -7 -22|1.9 5
2392 正崴|電子零組|1 14 1|54 56 -29 -21|1.0 95
2393 億光|光電業|1 2 -14|86 86 -8 -9|1.0 128
2395 研華|電腦及週|26 26 21|81 81 -11 5|0.7 483
2397 友通|電腦及週|33 37 38|67 71 -14 -21|0.7 10
2399 映泰|電腦及週|-8 -19 -4|43 52 -25 -49|0.5 18
2401 凌陽|半導體業|5 19 1|55 69 -25 -31|0.7 35
2402 毅嘉|電子零組|31 22 6|79 85 -1 -11|0.5 54
2404 漢唐|其他電子|-16 -3 19|86 86 -14 29|0.7 1153
2405 輔信|電腦及週|4 -2 2|60 73 -14 -19|0.4 37
2406 國碩|光電業|-37 -38 -114|44 64 -12 -34|1.1 13
2408 南亞科|半導體業|-19 -25 -24|48 78 20 -17|1.0 2231
2409 友達|光電業|22 21 6|66 73 -13 -28|0.5 296
2412 中華電|通信網路|5 2 -1|100 100 4 6|1.1 1623
2417 圓剛|電腦及週|4 0 1|66 70 -20 -5|0.2 24
2419 仲琦|通信網路|-28 -8 -18|56 58 -25 -35|0.7 11
2420 新巨|電子零組|-8 1 -5|67 72 -14 -30|0.5 10
2421 建準|電子零組|41 42 18|72 79 -12 -15|0.8 169
2423 固緯|其他電子|-3 -0 5|89 89 -3 -3|0.6 9
2424 隴華|通信網路|768 242 137|97 98 36 1|3.1 6
2425 承啟|電腦及週|91 55 50|69 79 2 -16|1.3 38
2426 鼎元|光電業|17 11 4|60 63 -25 -31|0.5 9
2427 三商電|資訊服務|-47 -1 -7|72 85 -2 -9|1.3 42
2428 興勤|電子零組|27 22 8|70 75 -22 -25|1.4 56
2429 銘旺科|光電業|-9 201 168|81 81 82 81|0.9 172
2431 聯昌|電子零組|77 21 36|58 58 -18 -40|0.7 14
2436 偉詮電|半導體業|21 23 13|66 71 -18 -27|1.1 31
2439 美律|通信網路|14 10 -11|80 89 7 0|0.7 276
2440 太空梭|電子零組|11 39 -0|73 92 20 4|1.4 10
2441 超豐|半導體業|16 12 1|83 83 -12 -7|0.4 21
2442 新美齊|建材營造|236 53 -6|61 82 -7 -1|0.4 13
2449 京元電子|半導體業|24 22 7|62 62 -24 -32|0.9 760
2451 創見|半導體業|34 11 12|75 95 15 4|0.9 151
2453 凌群|資訊服務|4 5 -2|84 84 12 13|1.3 306
2454 聯發科|半導體業|11 15 -4|87 87 -8 3|0.8 8284
2455 全新|通信網路|-10 -5 -12|51 57 -39 -29|1.1 517
2457 飛宏|電子零組|5 -4 4|47 59 -27 -32|0.7 32
2458 義隆|半導體業|-9 1 1|79 83 -9 -12|1.2 295
2459 敦吉|其他電子|9 -11 17|77 84 -10 -15|1.1 5
2460 建通|電子零組|28 24 -4|52 67 -17 -34|1.8 6
2462 良得電|電子零組|20 23 10|60 70 -17 -30|1.2 7
2464 盟立|其他電子|20 22 21|65 69 -15 -22|1.3 100
2465 麗臺|電腦及週|-11 -12 -8|33 52 -32 -45|0.5 10
2466 冠西電|光電業|145 66 30|82 82 11 154|1.4 227
2467 志聖|電子零組|14 23 -19|57 61 -27 -32|1.7 112
2468 華經|資訊服務|79 57 37|97 97 220 224|1.4 581
2471 資通|資訊服務|30 23 7|94 94 28 31|4.2 261
2472 立隆電|電子零組|21 27 5|70 70 -30 -6|0.5 121
2474 可成|其他電子|18 20 8|92 95 9 -4|0.9 649
2476 鉅祥|電子零組|16 20 0|64 76 -14 -19|1.1 108
2477 美隆電|其他電子|10 42 19|62 62 -9 -32|0.9 10
2478 大毅|電子零組|22 27 10|80 95 3 -5|1.2 8
2480 敦陽科|資訊服務|16 18 10|90 90 2 13|1.7 56
2481 強茂|半導體業|-4 6 6|68 76 -8 -23|0.6 66
2485 兆赫|通信網路|-59 -55 6|53 64 -20 -35|0.6 8
2486 一詮|光電業|23 17 5|54 60 -25 -38|0.9 466
2488 漢平|其他電子|48 35 3|77 77 -17 -3|0.4 11
2489 瑞軒|光電業|28 23 -16|54 65 -21 -34|0.9 44
2492 華新科|電子零組|8 8 1|61 75 -16 -26|0.6 70
2493 揚博|電子零組|-0 8 -2|72 72 -10 -22|0.6 19
2495 普安|電腦及週|-32 -22 -15|63 64 -21 -34|1.9 23
2497 怡利電|汽車工業|40 28 2|54 63 -17 -35|1.1 18
2498 宏達電|通信網路|68 20 33|65 65 -35 -15|0.6 160
2501 國建|建材營造|-64 -19 -47|46 73 -17 -22|0.9 18
2504 國產|建材營造|11 6 2|69 69 -12 -25|0.7 87
2506 太設|建材營造|-62 -34 -35|75 83 -9 -1|0.8 6
2515 中工|建材營造|-23 8 -13|59 86 1 -5|1.0 56
2516 新建|建材營造|5 16 -1|72 72 8 51|0.8 24
2520 冠德|建材營造|-33 7 -44|78 81 -0 10|0.6 96
2524 京城|建材營造|266 849 495|35 57 -22 -40|0.3 24
2527 宏璟|建材營造|-13 -55 -1526|48 72 -18 -10|0.8 7
2528 皇普|建材營造|3612112 2239734 -435314|68 76 -4 -5|0.6 26
2530 華建|建材營造|-97 271 -37967|58 79 -15 -14|0.6 19
2534 宏盛|建材營造|420 439 295|76 82 -4 -13|0.8 14
2535 達欣工|建材營造|132 39 29|97 97 9 21|0.5 26
2536 宏普|建材營造|1952 802 556|74 90 -5 1|0.5 5
2537 聯上發|建材營造|-100 4132 -19077|38 70 -11 -29|0.4 13
2539 櫻花建|建材營造|835 328 na|73 89 14 22|0.8 80
2540 愛山林|建材營造|-49 -2 -33|37 82 -9 -6|0.5 89
2542 興富發|建材營造|-86 -70 -88|63 84 -4 -1|0.6 128
2543 皇昌|建材營造|4 3 -7|65 65 -8 -21|0.3 469
2545 皇翔|建材營造|-71 198 -113|65 65 -18 -12|0.6 33
2546 根基|建材營造|29 32 21|64 93 13 7|0.4 7
2547 日勝生|建材營造|-22 -4 1|87 87 20 29|0.5 55
2548 華固|建材營造|-1 62 -501|61 82 -6 -12|0.5 78
2597 潤弘|建材營造|18 20 1|70 89 11 25|0.5 52
2603 長榮|航運業|11 25 -40|86 86 1 0|0.4 2788
2605 新興|航運業|7 -16 -17|70 81 -6 -12|0.3 60
2606 裕民|航運業|-7 -12 -17|69 69 -9 -5|0.3 347
2607 榮運|航運業|-10 3 -20|84 88 -4 -6|0.6 39
2609 陽明|航運業|-15 5 -51|81 82 0 -0|0.7 1833
2610 華航|航運業|5 8 -1|78 78 -19 -7|0.8 648
2612 中航|航運業|17 21 2|80 82 2 -7|0.2 11
2613 中櫃|航運業|1 1 -2|63 81 -5 -6|0.8 30
2615 萬海|航運業|24 34 -34|77 86 8 -7|0.7 1269
2617 台航|航運業|1 -0 -9|69 84 -5 -13|0.3 13
2618 長榮航|航運業|3 6 -2|81 81 -19 1|0.5 833
2630 亞航|航運業|-4 2 -4|85 94 1 18|0.6 153
2633 台灣高鐵|航運業|0 0 -4|88 93 -1 -6|0.9 138
2634 漢翔|航運業|-32 -27 -19|79 85 3 3|0.5 610
2636 台驊控股|航運業|4 20 -50|64 83 -8 -16|0.4 20
2637 慧洋-KY|航運業|-26 -25 -33|70 70 -4 -19|0.4 422
2641 正德|航運業|40 30 9|82 82 12 6|0.4 83
2645 長榮航太|航運業|24 14 2|90 97 0 11|0.8 82
2646 星宇航空|航運業|34 41 na|na 84 -13 -17|0.3 78
2707 晶華|觀光餐旅|3 6 12|88 99 9 6|0.6 67
2718 全心投控|建材營造|-79 -93 -323|35 48 -32 -47|0.5 7
2723 美食-KY|觀光餐旅|7 4 7|88 88 -12 1|0.3 17
2727 王品|觀光餐旅|3 6 5|90 90 -1 -7|0.7 43
2729 瓦城|觀光餐旅|-1 8 1|88 92 -3 -4|1.1 7
2731 雄獅|觀光餐旅|13 22 -0|85 96 6 -1|1.5 55
2743 山富|觀光餐旅|-15 -5 -19|52 83 -13 -19|1.5 13
2745 五福|觀光餐旅|16 23 -10|74 87 -12 1|1.6 13
2748 雲品|觀光餐旅|-3 -2 -1|68 79 -20 -15|0.5 6
2753 八方雲集|觀光餐旅|16 13 3|96 96 22 18|1.0 172
2762 世界健身-KY|運動休閒|10 10 5|77 77 -11 -14|0.8 5
2801 彰銀|金融保險|7 6 -3|99 100 0 3|1.0 311
2809 京城銀|金融保險|-33 -27 -13|71 92 -5 -4|1.0 117
2812 台中銀|金融保險|2 8 -2|92 92 5 11|0.7 137
2820 華票|金融保險|40 -4 -22|95 97 -1 0|0.6 9
2832 台產|金融保險|-2 0 -5|97 97 19 21|1.3 39
2834 臺企銀|金融保險|1 1 -4|75 90 -6 -9|0.7 190
2836 高雄銀|金融保險|25 19 1|92 100 2 1|1.0 13
2838 聯邦銀|金融保險|-37 -6 -11|95 95 7 8|0.6 39
2845 遠東銀|金融保險|-5 -4 -2|76 91 -4 -3|0.8 72
2850 新產|金融保險|-0 -1 -3|93 93 2 7|0.8 29
2851 中再保|金融保險|-15 -9 -7|91 91 3 -4|0.5 29
2852 第一保|金融保險|-6 -3 -5|95 95 16 28|0.8 27
2855 統一證|金融保險|-75 -55 -114|81 83 -10 -10|0.5 45
2880 華南金|金融保險|-4 3 -7|95 95 -4 6|0.7 327
2881 富邦金|金融保險|25 26 -69|89 89 -9 -8|1.3 1269
2882 國泰金|金融保險|-31 -9 -22|83 83 -12 -16|1.6 1415
2883 凱基金|金融保險|410 150 -65|88 88 -5 -2|1.0 768
2884 玉山金|金融保險|23 26 7|94 94 2 3|0.8 531
2885 元大金|金融保險|-13 2 -17|84 84 -10 -5|1.2 742
2886 兆豐金|金融保險|-30 -15 -15|90 94 -2 -4|0.8 612
2887 台新新光金|金融保險|20 17 -12|84 93 -4 -3|1.0 664
2888 新光金|金融保險|-113 -52 928|87 93 -4 4|0.7 547
2889 國票金|金融保險|-22 -14 -25|71 78 -16 -19|0.6 36
2890 永豐金|金融保險|-8 13 -2|80 87 -6 -8|0.8 467
2891 中信金|金融保險|37 29 -1|96 96 1 9|1.4 2006
2892 第一金|金融保險|-11 -2 -8|89 90 -8 -7|1.1 612
2903 遠百|貿易百貨|-3 -4 0|69 90 6 -10|0.4 34
2905 三商|貿易百貨|1 -21 -88|65 79 -16 -21|0.6 14
2908 特力|貿易百貨|-6 -8 -8|96 98 1 0|1.0 11
2912 統一超|貿易百貨|4 4 -2|86 88 0 -11|0.6 425
2913 農林|貿易百貨|39 41 15|70 76 -15 -22|0.8 18
2915 潤泰全|貿易百貨|4 -7 -17|67 67 -21 -29|0.6 97
3003 健和興|電子零組|-3 -2 -11|58 70 -21 -25|0.6 26
3004 豐達科|鋼鐵工業|15 13 -0|82 92 0 8|0.5 16
3005 神基|電腦及週|29 10 7|85 85 -10 -5|0.6 262
3006 晶豪科|半導體業|-22 -12 -17|49 72 -15 -26|0.4 89
3008 大立光|光電業|42 31 3|72 82 -16 -1|0.7 1358
3010 華立|電子通路|8 8 -9|64 74 -18 -23|0.9 42
3011 今皓|電子零組|-13 -9 -8|41 45 -26 -57|0.4 7
3013 晟銘電|電腦及週|42 78 8|52 52 -38 -44|0.9 448
3014 聯陽|半導體業|5 16 9|70 81 -9 -7|0.7 84
3015 全漢|電子零組|21 13 16|75 75 -17 -8|0.4 22
3016 嘉晶|半導體業|-6 -13 -8|47 59 -21 -42|0.5 12
3017 奇鋐|電腦及週|68 55 27|58 65 -20 -28|1.1 3291
3019 亞光|光電業|21 27 -5|64 64 -15 29|0.9 2146
3022 威強電|電腦及週|27 7 9|71 71 8 7|0.3 173
3023 信邦|電子零組|-4 3 -1|66 69 -17 -18|1.0 427
3024 憶聲|光電業|77 78 -26|62 69 -12 -15|0.7 14
3025 星通|通信網路|-53 -12 -50|59 59 -25 -27|0.6 17
3026 禾伸堂|電子零組|24 19 13|84 89 -4 -7|0.4 23
3027 盛達|通信網路|51 26 17|64 78 7 -8|0.6 13
3028 增你強|電子通路|3 7 -3|92 94 7 -1|0.5 8
3029 零壹|資訊服務|27 71 21|75 75 -0 26|1.6 714
3030 德律|其他電子|9 32 -23|58 73 -15 -22|0.9 150
