# 2023-03 月末(2023-03-31)全池量化快照(1128 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
6115 鎰勝|電子零組|5 -17 -8|99 99 6 9|1.1 7
6116 彩晶|光電業|-48 -48 -9|85 91 16 21|0.6 179
6118 建達|電子通路|-12 -7 -7|78 88 3 11|0.3 51
6120 達運|光電業|-34 -42 -5|81 100 20 29|1.0 12
6121 新普|電腦及週|-12 -10 -8|95 95 5 23|2.8 183
6122 擎邦|電機機械|146 73 31|99 99 73 94|2.8 244
6123 上奇|資訊服務|8 -1 -15|96 96 24 29|1.0 20
6125 廣運|電機機械|13 4 -29|87 98 15 7|1.3 95
6128 上福|電腦及週|-6 -6 -19|100 100 23 30|3.1 11
6129 普誠|半導體業|38 17 -1|82 91 15 21|0.6 135
6133 金橋|電子零組|5 -7 -35|85 90 6 17|3.1 58
6134 萬旭|電子零組|11 -4 4|96 100 21 46|4.8 6
6138 茂達|半導體業|-43 -49 -34|64 97 33 52|2.7 242
6139 亞翔|其他電子|59 16 -33|100 100 30 70|0.9 110
6140 訊達電腦|資訊服務|20 -11 -16|92 92 19 25|3.1 19
6142 友勁|通信網路|85 69 8|95 95 23 42|1.2 22
6143 振曜|通信網路|61 26 5|96 96 53 77|1.2 336
6146 耕興|其他電子|1 -2 -15|99 99 19 14|0.8 174
6147 頎邦|半導體業|-32 -32 -14|98 98 19 39|1.2 200
6148 驊宏資|資訊服務|124 52 40|96 96 59 73|1.7 21
6150 撼訊|電腦及週|-46 -49 6|60 94 5 55|0.3 52
6153 嘉聯益|電子零組|-21 -35 -35|81 81 -1 -8|0.8 36
6155 鈞寶|電子零組|-2 -19 -11|97 97 7 29|0.3 8
6156 松上|電子零組|-2 -23 -9|94 94 3 23|2.1 8
6160 欣技|電腦及週|60 32 32|99 99 55 98|2.2 26
6161 捷波|電腦及週|-48 -48 -30|97 97 35 43|5.8 13
6163 華電網|資訊服務|126 88 60|100 100 40 51|2.4 147
6164 華興|光電業|-7 -16 -6|78 98 17 20|1.4 8
6165 浪凡|數位雲端|-9 -4 -11|86 88 11 24|0.3 6
6166 凌華|電腦及週|16 6 -14|97 97 19 26|0.7 10
6167 久正|光電業|-3 -17 -25|89 99 18 13|1.4 13
6168 宏齊|光電業|-15 -22 -1|100 100 46 66|4.8 38
6170 統振|通信網路|-28 -30 -8|96 96 14 41|0.8 10
6173 信昌電|電子零組|-27 -33 1|74 92 13 12|0.5 13
6175 立敦|電子零組|-28 -24 -9|89 96 16 31|0.5 15
6176 瑞儀|光電業|-30 -30 -29|100 100 5 10|1.1 195
6177 達麗|建材營造|1445 420 -6290|98 98 9 20|1.1 28
6179 亞通|其他|30 21 27|95 95 22 14|1.5 8
6180 橘子|文化創意|-36 -6 -1|80 80 12 33|0.4 142
6182 合晶|半導體業|-10 -7 -24|63 98 16 28|1.2 334
6185 幃翔|電子零組|34 23 8|100 100 24 26|2.0 6
6186 新潤|建材營造|550 na na|100 100 21 51|0.9 12
6187 萬潤|半導體業|-65 -55 -29|50 92 6 2|0.4 20
6188 廣明|電腦及週|-11 -11 -17|98 98 43 55|1.0 238
6189 豐藝|電子通路|5 -21 -4|100 100 10 16|1.2 19
6190 萬泰科|通信網路|-19 -26 -34|76 89 7 -3|0.6 36
6191 精成科|電子零組|-14 -19 -5|100 100 21 39|1.9 75
6192 巨路|其他電子|8 -2 -5|95 97 9 2|1.2 8
6196 帆宣|其他電子|85 41 -7|88 99 14 26|0.7 90
6197 佳必琪|電子零組|27 1 -10|99 99 18 30|2.0 21
6202 盛群|半導體業|-63 -53 -24|67 95 9 16|0.7 90
6203 海韻電|電子零組|38 -13 28|100 100 25 37|3.2 9
6205 詮欣|電子零組|39 13 -3|82 82 13 6|0.5 130
6206 飛捷|電腦及週|-44 -50 -47|75 97 12 9|0.9 27
6208 日揚|半導體業|40 29 5|97 100 13 22|0.6 7
6209 今國光|光電業|14 -14 -12|84 96 5 10|0.9 10
6213 聯茂|電子零組|-15 -22 -5|68 95 9 30|1.1 104
6214 精誠|資訊服務|9 16 3|99 99 12 18|0.7 22
6215 和椿|其他電子|-40 -45 -25|97 97 35 38|0.2 8
6217 中探針|電子零組|24 -14 -22|71 94 4 9|0.5 47
6220 岳豐|電子零組|-9 -29 -18|78 89 8 -7|3.0 32
6223 旺矽|半導體業|18 5 -10|92 92 17 69|1.2 323
6224 聚鼎|電子零組|-3 -10 -2|66 97 15 30|0.9 13
6226 光鼎|光電業|-10 -22 -22|90 99 18 26|5.6 6
6227 茂綸|電子通路|-5 -8 -9|97 97 23 35|0.5 10
6229 研通|半導體業|-42 -45 -14|73 97 11 17|1.0 6
6230 尼得科超眾|電腦及週|31 12 -1|99 99 24 55|3.6 22
6231 系微|資訊服務|-14 -12 -13|88 88 53 105|0.7 512
6233 旺玖|半導體業|-15 -16 -13|91 96 33 40|1.3 58
6234 高僑|光電業|6 1 -63|91 91 12 39|0.7 32
6235 華孚|電腦及週|56 43 -9|100 100 118 152|1.3 2062
6237 驊訊|半導體業|-50 -39 9|62 93 7 21|0.6 20
6239 力成|半導體業|-20 -24 -18|99 100 13 16|1.1 155
6243 迅杰|半導體業|5 -5 9|70 96 28 56|0.9 29
6244 茂迪|光電業|76 25 29|100 100 29 43|2.0 634
6245 立端|通信網路|49 43 7|96 96 23 112|0.9 622
6248 沛波|鋼鐵工業|52 5 -44|100 100 18 36|1.7 18
6257 矽格|半導體業|-19 -17 -23|98 98 15 33|1.2 103
6261 久元|半導體業|-39 -25 -6|89 100 16 18|1.1 21
6263 普萊德|通信網路|59 16 -4|100 100 28 51|1.2 18
6266 泰詠|電子零組|44 38 3|97 97 44 63|0.6 98
6269 台郡|電子零組|-11 -14 -24|88 88 -1 11|0.9 102
6270 倍微|電子通路|-4 -2 -11|99 99 14 17|2.8 7
6271 同欣電|半導體業|-10 -9 -7|64 82 -5 -14|0.8 346
6274 台燿|電子零組|-14 -27 -9|90 99 37 59|1.4 367
6275 元山|電子零組|15 -14 -4|87 95 22 30|1.8 22
6276 安鈦克|電腦及週|-8 -15 1|98 98 28 50|2.5 15
6277 宏正|電腦及週|10 5 -1|97 97 7 13|0.6 21
6278 台表科|光電業|-49 -43 -32|87 98 4 21|1.0 188
6279 胡連|電子零組|33 20 -11|79 81 -6 -11|1.3 208
6282 康舒|電子零組|-8 -11 -22|90 90 28 39|0.3 638
6283 淳安|其他電子|-32 -45 -11|83 91 4 7|0.6 12
6284 佳邦|電子零組|12 -11 -5|95 96 14 38|0.6 32
6285 啟碁|通信網路|52 33 -9|100 100 25 28|3.7 444
6288 聯嘉|汽車工業|20 -1 -8|96 96 38 45|3.1 201
6290 良維|電子零組|-8 -17 -10|90 90 27 26|0.7 329
6291 沛亨|半導體業|18 23 -12|92 92 41 48|1.2 8
6409 旭隼|其他電子|21 9 -22|96 96 12 26|1.3 274
6411 晶焱|半導體業|-28 -43 -10|73 93 45 39|0.4 200
6412 群電|電子零組|-14 -16 -14|100 100 20 36|3.2 53
6414 樺漢|電腦及週|59 44 13|100 100 33 43|3.4 236
6415 矽力*-KY|半導體業|-42 -41 -39|62 74 10 20|0.9 1174
6416 瑞祺電通|通信網路|6 -3 -13|99 99 27 28|5.1 79
6417 韋僑|通信網路|20 14 -9|100 100 78 67|2.7 223
6426 統新|通信網路|-58 -51 -55|73 88 7 -4|0.4 8
6432 今展科|電子零組|-21 -35 -9|97 100 24 19|2.2 6
6435 大中|半導體業|-36 -48 -34|66 93 5 8|0.6 13
6438 迅得|其他電子|52 33 13|85 100 21 26|2.0 29
6441 廣錠|電腦及週|55 34 65|92 92 21 60|0.7 32
6442 光聖|通信網路|11 -3 -6|80 99 16 19|1.0 19
6443 元晶|光電業|11 17 -20|80 96 14 7|0.9 693
6446 藥華藥|生技醫療|459 281 -315|70 80 -14 -17|1.7 581
6449 鈺邦|電子零組|-11 -20 -2|98 98 29 40|1.0 9
6451 訊芯-KY|半導體業|95 56 11|87 87 -11 -1|0.3 13
6456 GIS-KY|光電業|-54 -40 -30|86 86 -11 10|0.5 55
6457 紘康|半導體業|-45 -56 -8|46 92 -4 7|0.3 8
6461 益得|生技醫療|-97 -75 -38|65 73 -18 -25|0.4 8
6462 神盾|半導體業|43 7 -3|84 95 41 37|1.5 29
6469 大樹|生技醫療|20 22 -7|97 97 26 36|0.9 162
6470 宇智|通信網路|83 36 -25|89 99 24 35|1.3 76
6472 保瑞|生技醫療|377 379 193|96 96 78 149|1.6 2578
6477 安集|光電業|-32 -53 -153|74 97 8 10|0.9 105
6485 點序|半導體業|-23 -31 -21|75 100 59 89|7.2 75
6488 環球晶|半導體業|12 13 -2|78 95 18 45|0.8 901
6491 晶碩|生技醫療|-10 3 -5|81 86 -1 17|0.7 172
6492 生華科|生技醫療|0 na na|48 81 -14 12|0.7 8
6494 九齊|半導體業|-43 -56 -22|53 95 3 36|0.5 16
6499 益安|生技醫療|431 172 -40|88 96 3 13|1.3 6
6504 南六|其他|36 4 7|80 98 8 13|0.8 6
6505 台塑化|油電燃氣|21 6 -28|89 98 5 6|0.6 133
6508 惠光|農業科技|13 -33 -48|67 95 10 5|0.7 13
6509 聚和|化學工業|-3 -10 -21|78 93 15 22|0.4 79
6510 精測|半導體業|-12 -15 -16|90 90 15 54|1.0 117
6514 芮特-KY|通信網路|21 -21 -7|83 99 19 19|1.5 6
6515 穎崴|半導體業|39 49 -21|96 96 75 99|0.8 889
6517 保勝光學|光電業|5 37 na|na na 89 na|1.3 120
6523 達爾膚|生技醫療|0 -10 8|94 94 1 22|0.4 18
6525 捷敏-KY|半導體業|-13 -21 -24|86 99 11 14|1.0 11
6527 明達醫|生技醫療|72 36 15|95 95 46 62|0.9 19
6531 愛普*|半導體業|-50 -56 -22|97 97 91 122|0.7 3060
6532 瑞耘|半導體業|-1 22 -8|84 84 3 6|0.5 13
6533 晶心科|半導體業|152 39 -4|87 87 3 32|0.5 1879
6535 順藥|生技醫療|21 980 -282|91 91 3 13|0.3 10
6538 倉和|電子零組|25 14 -4|94 99 23 25|1.2 12
6541 泰福-KY|生技醫療|-97 69 na|38 53 -31 -44|0.1 21
6546 正基|通信網路|-50 -56 na|na 82 24 -16|1.5 46
6547 高端疫苗|生技醫療|-100 -99 na|32 69 -18 -27|0.5 133
6548 長科*|半導體業|-19 -19 -24|46 100 50 63|2.2 124
6550 北極星藥業-KY|生技醫療|-100 -88 na|na 70 4 -32|0.8 276
6556 勝品|光電業|28 4 -8|85 85 39 139|0.4 53
6558 興能高|其他電子|30 -14 10|92 92 23 44|0.5 13
6561 是方|通信網路|7 8 -2|100 100 37 37|1.2 65
6568 宏觀|半導體業|11 45 12|78 84 -1 37|0.7 60
6570 維田|電腦及週|28 1 -21|98 98 31 32|0.6 53
6573 虹揚-KY|半導體業|33 -16 17|79 99 18 22|2.4 7
6576 逸達|生技醫療|97 5552 -14811|90 93 33 50|0.9 179
6578 達邦蛋白|農業科技|26 -3 -2|65 94 13 22|0.3 6
6579 研揚|電腦及週|13 2 -28|96 96 16 32|2.4 16
6581 鋼聯|綠能環保|-44 19 -34|86 92 10 18|1.3 12
6582 申豐|橡膠工業|-72 -71 5|51 89 5 18|0.3 6
6589 台康生技|生技醫療|25 -25 -16|74 74 -7 18|0.7 250
6590 普鴻|資訊服務|45 21 4|91 91 37 38|0.8 11
6591 動力-KY|電腦及週|-48 -42 -16|83 100 19 31|2.0 13
6592 和潤企業|其他|32 25 -2|100 100 19 19|1.3 98
6593 台灣銘板|資訊服務|-1 -20 -8|93 93 43 52|0.7 16
6603 富強鑫|電機機械|5 -14 -18|90 95 1 6|0.8 19
6605 帝寶|汽車工業|37 15 5|98 98 28 29|0.5 91
6609 瀧澤科|電機機械|-7 18 1|89 89 15 40|0.2 15
6612 奈米醫材|生技醫療|17 23 -5|86 86 60 63|0.4 34
6613 朋億*|其他電子|24 4 -30|63 99 17 29|0.7 15
6625 必應|其他|8 -2 -261|94 94 22 64|0.5 16
6643 M31|半導體業|29 21 -14|100 100 32 94|0.8 1406
6651 全宇昕|半導體業|-24 -24 -25|94 97 21 44|5.0 13
6664 群翊|電子零組|36 17 -8|100 100 17 42|1.5 24
6666 羅麗芬-KY|生技醫療|46 -21 -17|82 82 4 43|0.1 13
6667 信紘科|其他電子|4 -4 -39|84 100 17 6|0.7 16
6668 中揚光|光電業|-2 2 -1|86 92 10 15|0.7 13
6669 緯穎|電腦及週|68 46 -11|100 100 36 47|1.3 2017
6670 復盛應用|運動休閒|1 9 -31|91 91 6 27|1.1 147
6672 騰輝電子-KY|電子零組|-25 -33 -1|81 97 13 46|1.4 29
6679 鈺太|半導體業|-48 -54 -22|73 95 33 57|0.4 220
6683 雍智科技|半導體業|3 1 -2|75 95 10 18|0.8 55
6684 安格|半導體業|-64 -65 -23|44 95 24 27|0.9 8
6689 伊雲谷|數位雲端|17 8 na|na 86 47 2|0.6 94
6690 安碁資訊|數位雲端|7 22 -56|94 94 58 76|0.9 43
6691 洋基工程|其他電子|53 24 -8|91 91 40 66|0.7 130
6695 芯鼎|半導體業|-5 -20 na|na na 4 na|0.4 8
6703 軒郁|生技醫療|39 46 15|97 97 35 54|1.7 16
6706 惠特|光電業|-78 -78 -40|54 91 12 21|0.9 65
6712 長聖|生技醫療|22 -0 -33|84 92 6 14|1.1 226
6715 嘉基|電子零組|53 13 -36|95 95 24 23|1.9 245
6719 力智|半導體業|-57 -50 -39|48 94 20 43|0.7 734
6727 亞泰金屬|電子零組|11 -17 -42|91 96 4 6|0.8 14
6728 上洋|居家生活|27 0 -15|85 96 23 18|1.1 6
6732 昇佳電子|半導體業|-35 -38 -3|87 91 58 66|0.9 309
6733 博晟生醫|生技醫療|94 98 -182|98 98 53 51|2.8 31
6741 91APP*-KY|數位雲端|22 15 1|65 84 -10 45|0.3 174
6743 安普新|其他電子|-41 -50 -28|81 99 53 70|1.2 18
6747 亨泰光|生技醫療|20 0 -11|100 100 40 33|2.0 101
6751 智聯服務|資訊服務|69 28 4|95 95 118 142|1.0 40
6752 叡揚|資訊服務|21 29 7|84 84 132 101|0.8 59
6756 威鋒電子|半導體業|-61 -61 -36|53 91 18 29|1.0 216
6761 穩得|電子零組|-7 -8 -6|87 95 16 29|0.9 5
6763 綠界科技*|數位雲端|9 6 1|65 85 23 28|0.2 33
6768 志強-KY|運動休閒|-22 -13 -109|74 84 -4 -9|0.3 16
6770 力積電|半導體業|-44 -42 -46|58 95 -0 17|0.8 480
6776 展碁國際|電子通路|1 -7 -14|95 95 32 38|2.8 21
6781 AES-KY|電子零組|-15 -11 -34|55 83 7 13|0.8 479
6782 視陽|生技醫療|-33 -15 na|na na -11 na|0.6 250
6788 華景電|半導體業|26 35 5|91 97 55 24|0.7 265
6789 采鈺|半導體業|-36 -27 na|na 88 15 -10|0.4 234
6790 永豐實|造紙工業|12 -1 -3|83 97 5 5|2.5 9
6791 虎門科技|資訊服務|8 2 na|na na 65 na|1.0 34
6796 晉弘|生技醫療|29 2 na|na 90 34 24|0.7 36
6799 來頡|半導體業|-29 -30 na|na 95 66 93|1.6 507
6803 崑鼎|綠能環保|6 21 3|98 98 10 5|1.2 9
6806 森崴能源|綠能環保|52 103 10|80 97 7 33|0.7 210
6811 宏碁資訊|數位雲端|14 19 na|na 93 67 62|1.5 117
6829 千附精密|半導體業|-40 -34 -24|100 100 24 13|3.1 26
6830 汎銓|其他電子|7 5 na|na 100 41 41|0.9 29
6835 圓裕|電子零組|-18 -23 na|na na 8 na|1.2 6
6843 進典|電機機械|10 15 na|na na 63 na|0.9 24
6859 伯特光|光電業|56 25 na|na na 25 na|0.8 51
6874 倍力|資訊服務|7 72 na|na na 196 na|0.6 52
7402 邑錡|光電業|-31 -38 -49|91 91 88 57|5.1 93
8016 矽創|半導體業|-42 -43 -14|97 98 36 53|1.0 399
8021 尖點|其他電子|-33 -29 -16|86 96 -1 21|0.6 6
8027 鈦昇|電機機械|-49 -39 -60|67 93 1 0|1.4 11
8028 昇陽半導體|半導體業|28 12 0|85 97 4 17|2.2 100
8033 雷虎|其他|22 22 21|90 90 40 231|0.9 291
8038 長園科|電子零組|1058 822 327|91 91 12 43|0.7 26
8039 台虹|電子零組|-24 -37 -25|96 97 3 10|0.6 6
8040 九暘|半導體業|-33 -23 -26|74 82 -6 2|0.8 16
8043 蜜望實|電子零組|-28 -28 -14|90 90 14 18|0.3 6
8044 網家|數位雲端|-11 -9 -1|68 88 18 34|0.2 43
8046 南電|電子零組|-0 -2 -19|55 91 16 51|1.1 2299
8048 德勝|通信網路|24 53 25|100 100 14 28|1.4 7
8049 晶采|光電業|84 38 13|100 100 32 44|0.5 34
8050 廣積|電腦及週|65 48 23|97 97 11 29|1.8 339
8054 安國|半導體業|20 6 -11|56 95 9 13|0.7 19
8064 東捷|光電業|62 12 14|100 100 16 45|2.4 17
8069 元太|光電業|83 45 -22|74 83 9 -10|0.4 2445
8070 長華*|電子通路|-22 -23 -22|100 100 21 25|2.4 33
8072 陞泰|電子通路|3 -26 -14|81 81 2 23|0.9 7
8076 伍豐|電腦及週|-12 -3 -5|82 90 2 5|0.4 16
8081 致新|半導體業|-33 -30 -13|82 98 27 56|0.6 100
8083 瑞穎|電機機械|-50 -54 -18|85 89 -9 -10|1.1 9
8084 巨虹|電子通路|-0 24 -11|77 79 2 -15|1.2 74
8086 宏捷科|半導體業|-42 -52 2|88 99 30 46|3.6 97
8088 品安|半導體業|-0 -12 -12|96 96 32 57|5.7 54
8091 翔名|半導體業|6 -9 -25|94 94 5 22|0.6 32
8097 常珵|通信網路|69 326 -229|56 70 -21 -17|0.8 49
8099 大世科|資訊服務|53 11 4|95 95 3 6|0.4 10
8103 瀚荃|電子零組|-31 -37 -19|82 97 14 14|1.2 16
8104 錸寶|光電業|80 71 32|63 100 16 29|1.0 13
8105 凌巨|光電業|-4 -8 -5|87 87 15 34|0.4 39
8109 博大|電子零組|79 32 8|96 96 7 8|1.1 14
8110 華東|半導體業|-17 -20 -27|81 98 17 20|2.5 16
8111 立碁|光電業|3 -16 8|85 93 39 27|0.6 26
8112 至上|電子通路|-41 -49 -23|93 100 24 35|0.9 183
8114 振樺電|電腦及週|-4 -8 -35|66 81 3 -15|0.9 57
8121 越峰|電子零組|5 -6 -5|69 90 6 -2|2.4 31
8131 福懋科|半導體業|-11 -8 -11|99 99 15 21|1.0 18
8147 正淩|電子零組|27 3 -10|97 97 15 37|5.2 7
8150 南茂|半導體業|-31 -35 -14|81 100 18 31|1.0 71
8155 博智|電子零組|-25 -22 -31|65 98 21 42|1.6 209
8163 達方|電腦及週|-12 -15 -15|95 99 17 15|0.7 30
8171 天宇|綠能環保|21 106 -89|96 96 33 74|0.5 241
8176 智捷|通信網路|36 117 -9|86 86 18 30|0.8 8
8183 精星|其他電子|2 1 -47|73 90 -1 -0|0.4 29
8210 勤誠|電腦及週|-1 -9 -14|91 91 11 13|1.1 78
8213 志超|電子零組|-36 -37 -10|86 100 14 24|1.5 19
8215 明基材|光電業|4 -9 -2|94 94 10 30|0.5 53
8222 寶一|電機機械|71 25 -8|93 93 46 61|1.5 430
8227 巨有科技|半導體業|122 30 na|na na 108 na|0.6 209
8234 新漢|電腦及週|22 3 -16|98 98 26 69|1.0 51
8249 菱光|電子零組|26 18 5|95 95 11 45|2.1 12
8255 朋程|電機機械|12 11 -2|81 100 16 28|3.6 311
8261 富鼎|半導體業|-44 -44 -27|73 89 -2 2|0.5 131
8271 宇瞻|半導體業|-13 -22 -16|100 100 26 35|2.6 27
8279 生展|生技醫療|31 13 -17|91 91 4 9|0.6 8
8289 泰藝|電子零組|8 -17 -16|93 93 27 41|1.7 187
8299 群聯|半導體業|-38 -35 -20|86 100 27 61|2.0 500
8341 日友|綠能環保|-22 -11 -18|73 85 -6 14|0.2 35
8349 恒耀國際|鋼鐵工業|0 -9 -16|82 86 9 -2|0.5 21
8358 金居|電子零組|-17 -15 6|88 88 16 70|0.4 226
8367 建新國際|航運業|9 5 9|96 96 28 45|0.3 7
8383 千附|半導體業|-14 3 -7|96 96 14 17|0.9 49
8390 金益鼎|綠能環保|7 -2 -11|91 98 4 9|0.5 23
8401 白紗科|其他|26 0 -13|97 97 18 24|1.7 14
8403 盛弘|生技醫療|-7 -9 -16|84 92 -1 8|1.0 14
8415 大國鋼|鋼鐵工業|16 11 -8|91 92 -7 9|1.2 22
8420 明揚|運動休閒|73 46 5|93 93 26 43|0.8 63
8422 可寧衛*|綠能環保|34 38 -36|97 98 6 10|1.0 31
8431 匯鑽科|其他電子|-10 -43 -24|88 98 29 33|2.5 10
8433 弘帆|居家生活|-25 -16 -25|82 82 13 32|0.3 15
8436 大江|生技醫療|16 5 15|87 87 12 64|0.5 322
8440 綠電|綠能環保|26 3 2|49 96 7 23|0.9 39
8442 威宏-KY|其他|30 8 -45|92 92 13 25|0.8 20
8454 富邦媒|數位雲端|13 12 -3|98 98 44 69|0.9 598
8462 柏文|運動休閒|15 5 -3590|98 98 23 26|1.3 21
8464 億豐|居家生活|-14 -16 -12|96 96 16 28|0.9 141
8476 台境*|綠能環保|-69 -34 -336|85 85 19 31|0.4 20
8478 東哥遊艇|運動休閒|-9 16 -6|94 94 75 117|0.5 1246
8499 鼎炫-KY|其他電子|-47 -43 -22|85 91 1 6|2.8 8
8916 光隆|其他|-8 -21 -47|86 87 2 -1|0.6 32
8924 大田|運動休閒|143 33 24|97 97 12 35|0.6 69
8926 台汽電|油電燃氣|30 15 23|97 97 32 21|2.3 156
8927 北基|油電燃氣|12 11 -10|91 91 12 13|0.7 37
8931 大汽電|油電燃氣|119 91 35|98 98 94 161|2.5 71
8932 智通*|數位雲端|18 -33 -7|96 96 19 53|0.5 10
8933 愛地雅|運動休閒|-0 8 -11|51 55 -20 -30|0.3 18
8936 國統|其他|-44 -34 -17|87 87 25 46|0.7 195
8938 明安|運動休閒|59 21 -6|92 92 14 22|1.2 237
8940 新天地|觀光餐旅|75 51 -120|85 85 47 69|0.5 16
8942 森鉅|其他|33 -7 -10|98 98 10 15|0.5 8
8996 高力|電機機械|104 78 36|96 96 37 129|0.2 278
9802 鈺齊-KY|運動休閒|34 24 -31|67 82 -17 -14|0.3 112
9904 寶成|運動休閒|0 -7 -23|90 90 -8 11|0.7 172
9907 統一實|其他|5 -20 -17|93 98 13 9|1.1 76
9910 豐泰|運動休閒|-0 -5 -50|92 92 -8 19|0.5 139
9911 櫻花|居家生活|7 -7 -15|98 99 2 3|0.9 6
9914 美利達|運動休閒|18 22 -8|63 86 -4 -7|0.8 119
9917 中保科|其他|17 7 -3|98 100 7 8|1.4 47
9919 康那香|其他|-6 -18 -2|66 93 -0 17|2.0 9
9921 巨大|運動休閒|-15 -13 -22|66 72 -17 -12|2.0 412
9925 新保|其他|3 0 -2|99 99 4 5|0.7 5
9927 泰銘|其他|-14 -26 -24|99 100 14 26|1.3 8
9933 中鼎|其他|-14 -0 -30|85 88 1 -9|0.9 88
9934 成霖|居家生活|-6 -6 -7|96 96 1 16|2.9 8
9937 全國|油電燃氣|5 1 -11|88 88 19 25|0.5 6
9938 百和|其他|-4 -24 -15|85 92 5 1|0.3 44
9939 宏全|其他|25 11 -5|93 93 14 21|0.7 182
9941 裕融|其他|24 17 1|86 99 15 26|0.9 176
9942 茂順|其他|45 15 5|98 98 13 28|1.2 35
9945 潤泰新|其他|87 39 15|68 75 -20 5|1.0 284
9955 佳龍|綠能環保|-35 -43 -19|77 96 21 46|0.7 73
9958 世紀鋼|鋼鐵工業|-7 9 20|73 88 5 50|0.8 199
9962 有益|鋼鐵工業|22 37 -3|96 96 24 51|0.8 20
