# 2023-03 月末(2023-03-31)全池量化快照(1128 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
1473 台南|紡織纖維|-33 -10 -41|89 89 18 29|0.9 8
1475 業旺|紡織纖維|47 28 -238|75 78 -15 18|0.4 5
1476 儒鴻|紡織纖維|-28 -36 -39|96 96 2 21|1.2 420
1477 聚陽|紡織纖維|4 -12 -19|94 94 -3 22|1.7 447
1503 士電|電機機械|30 14 1|94 94 34 38|0.4 191
1504 東元|電機機械|14 4 -7|97 97 55 52|3.1 1408
1506 正道|電機機械|2 -6 -11|90 90 19 32|0.3 9
1513 中興電|電機機械|38 17 7|94 94 44 64|0.4 1799
1514 亞力|電機機械|25 37 -0|90 90 29 38|0.3 211
1515 力山|電機機械|-63 -71 5|66 87 -6 1|0.6 14
1516 川飛|其他|23 na na|69 85 2 3|0.4 6
1517 利奇|電機機械|-28 -41 -37|78 82 -2 -9|0.9 12
1519 華城|電機機械|-42 -34 -16|92 92 45 71|0.3 635
1522 堤維西|汽車工業|9 7 -8|93 99 14 15|0.6 75
1524 耿鼎|汽車工業|74 24 -3|89 96 13 9|0.7 151
1526 日馳|電機機械|-13 -26 -35|73 85 1 -12|0.9 12
1527 鑽全|電機機械|-16 -29 -11|95 95 4 6|0.6 13
1528 恩德|電機機械|22 14 4|97 97 9 16|1.1 8
1529 樂事綠能|電機機械|236 140 76|92 92 44 33|0.7 100
1532 勤美|電機機械|-21 -42 -14|100 100 24 22|1.1 29
1533 車王電|汽車工業|18 -10 -25|72 94 1 -0|0.5 11
1535 中宇|電機機械|3 -5 -9|97 97 11 17|0.5 12
1536 和大|汽車工業|33 14 1|76 78 2 -20|0.5 59
1537 廣隆|電機機械|-9 -12 -63|100 100 4 4|1.0 8
1539 巨庭|電機機械|-76 -74 -41|66 95 7 3|1.0 25
1540 喬福|電機機械|29 50 -39|91 91 10 11|0.8 9
1558 伸興|電機機械|13 -5 -13|86 90 -5 -6|0.9 13
1560 中砂|電機機械|-3 -5 -17|70 92 7 -2|0.6 235
1565 精華|生技醫療|8 -10 -1|95 96 6 14|0.6 27
1568 倉佑|汽車工業|-27 -29 -22|79 93 7 5|0.7 8
1569 濱川|電腦及週|-39 -28 -29|91 98 14 8|1.4 13
1580 新麥|電機機械|21 1 8|98 98 17 11|0.8 9
1582 信錦|電子零組|-21 -39 -28|87 94 2 -5|0.9 6
1584 精剛|其他|216 114 42|93 93 34 90|1.5 332
1589 永冠-KY|電機機械|52 15 5|96 96 39 35|1.4 108
1590 亞德客-KY|電機機械|38 2 -2|98 98 30 62|1.1 711
1591 駿吉-KY|電機機械|-91 -90 na|88 88 60 92|1.6 11
1597 直得|電機機械|-15 -21 -8|91 91 9 18|0.6 9
1598 岱宇|運動休閒|9 -1 29|87 87 4 21|0.6 16
1603 華電|電器電纜|110 49 -6|87 90 3 9|1.5 40
1604 聲寶|電器電纜|0 -7 -5|94 100 7 6|1.0 6
1605 華新|電器電纜|37 11 -3|83 83 3 28|0.9 2118
1608 華榮|電器電纜|-19 -14 -12|69 92 5 20|0.4 10
1609 大亞|電器電纜|13 -8 -4|90 96 27 45|2.2 406
1611 中電|電器電纜|-2 -14 -3|82 100 23 14|1.4 21
1612 宏泰|電器電纜|-12 6 10|69 98 18 41|1.1 17
1618 合機|電器電纜|58 2 -27|98 98 18 28|5.8 8
1701 中化|生技醫療|22 18 9|71 71 -16 24|0.2 55
1702 南僑|食品工業|30 5 1|99 99 4 10|0.8 8
1707 葡萄王|生技醫療|26 9 2|95 95 11 35|0.5 97
1708 東鹼|化學工業|-23 -17 -67|62 94 3 3|1.5 89
1709 和益|化學工業|-10 -16 -23|92 99 12 15|0.6 43
1710 東聯|化學工業|-19 -21 3|89 97 9 16|1.0 26
1711 永光|化學工業|3 -18 -12|71 94 1 6|0.8 10
1712 興農|化學工業|-2 -8 -25|89 95 10 4|0.9 115
1717 長興|化學工業|1 -19 -12|81 93 2 -5|1.3 38
1720 生達|生技醫療|41 17 -12|85 85 -6 24|0.3 64
1721 三晃|化學工業|4 -12 -16|58 83 -7 4|0.4 6
1722 台肥|化學工業|-3 -21 -33|71 96 5 5|0.8 66
1723 中碳|化學工業|28 4 -21|93 100 9 12|1.4 23
1727 中華化|化學工業|-22 -23 -30|51 87 -1 1|0.8 6
1733 五鼎|生技醫療|-27 -20 -25|90 97 0 5|0.7 6
1734 杏輝|生技醫療|27 11 -8|85 85 -7 8|0.2 14
1736 喬山|運動休閒|-12 -6 -12|78 78 -12 -8|0.3 29
1737 臺鹽|食品工業|18 -13 -5|99 100 4 5|0.6 5
1752 南光|生技醫療|80 42 24|88 88 1 71|0.3 105
1760 寶齡富錦|生技醫療|2 -10 -30|87 87 -6 27|0.9 625
1762 中化生|生技醫療|144 63 20|96 96 25 50|2.2 300
1773 勝一|化學工業|-4 -19 -14|68 89 8 12|0.8 32
1777 生泰|生技醫療|29 39 -11|91 91 -4 15|0.4 7
1783 和康生|生技醫療|3 24 6|85 85 13 56|0.2 58
1784 訊聯|生技醫療|18 9 1|98 98 10 21|2.0 19
1785 光洋科|其他電子|-20 -31 -10|74 94 11 25|0.5 45
1786 科妍|生技醫療|4 26 2|91 91 18 50|0.3 33
1789 神隆|生技醫療|-4 56 37|89 95 -0 9|0.5 14
1795 美時|生技醫療|6 52 23|85 85 8 63|0.8 1965
1796 金穎生技|食品工業|60 19 -4|94 94 34 67|0.4 26
1802 台玻|玻璃陶瓷|-17 -19 2|82 82 -3 24|0.8 67
1808 潤隆|建材營造|459 185 208|94 94 5 21|0.5 23
1809 中釉|玻璃陶瓷|35 -5 -23|94 94 11 19|0.3 5
1810 和成|玻璃陶瓷|-5 -15 -7|82 82 1 70|0.6 48
1815 富喬|電子零組|-15 -22 -8|80 94 3 1|0.4 14
1903 士紙|造紙工業|-6 -14 11|71 82 -12 -19|1.0 13
1904 正隆|造紙工業|8 -13 -7|86 97 3 8|0.6 18
1905 華紙|造紙工業|23 2 -8|73 91 -2 4|0.8 10
1907 永豐餘|造紙工業|9 -12 -6|83 94 7 16|1.3 46
1909 榮成|造紙工業|7 -16 -10|86 89 9 19|0.3 34
2002 中鋼|鋼鐵工業|-7 -22 -13|86 96 1 16|0.7 499
2006 東和鋼鐵|鋼鐵工業|11 -8 -8|79 93 13 21|2.1 117
2007 燁興|鋼鐵工業|-16 -21 -16|54 89 -10 20|0.2 7
2009 第一銅|鋼鐵工業|-9 -30 -14|76 91 7 65|0.2 39
2010 春源|鋼鐵工業|-12 -27 -14|65 94 -1 13|0.5 6
2013 中鋼構|鋼鐵工業|-1 2 -16|96 96 -2 14|1.8 9
2014 中鴻|鋼鐵工業|-15 -27 -8|60 89 -3 29|0.4 251
2015 豐興|鋼鐵工業|8 -11 -7|78 95 11 22|2.0 30
2017 官田鋼|鋼鐵工業|-24 -34 -20|91 91 28 50|0.4 35
2023 燁輝|鋼鐵工業|-30 -32 -17|65 90 -7 19|0.4 29
2027 大成鋼|鋼鐵工業|-1 3 -10|88 98 3 29|0.5 395
2028 威致|鋼鐵工業|8 3 9|69 89 -2 27|0.2 12
2029 盛餘|鋼鐵工業|-21 -32 -14|70 100 3 15|0.9 8
2030 彰源|鋼鐵工業|2 -23 -23|63 96 -1 6|0.4 21
2031 新光鋼|鋼鐵工業|-7 -7 -24|71 99 8 41|0.8 101
2034 允強|鋼鐵工業|2 -9 0|83 94 -1 11|0.4 27
2038 海光|鋼鐵工業|10 -20 -23|65 90 -9 16|0.3 13
2049 上銀|電機機械|-18 -25 -24|95 95 38 44|0.5 551
2059 川湖|電子零組|-34 -24 -37|80 80 -3 -15|0.8 150
2063 世鎧精密|鋼鐵工業|24 3 1|92 92 18 36|0.5 5
2065 世豐|鋼鐵工業|23 -3 5|100 100 25 42|2.9 16
2066 世德|電機機械|11 15 -9|96 96 16 17|0.9 14
2069 運錩|鋼鐵工業|-20 -26 -18|59 92 -6 2|0.4 6
2101 南港|橡膠工業|11 -3 2|91 100 15 5|0.7 22
2102 泰豐|橡膠工業|-12 -22 -39|78 99 4 -1|0.7 13
2103 台橡|橡膠工業|2 -7 -9|88 94 3 12|0.5 33
2104 國際中橡|橡膠工業|3 2 -0|71 94 2 1|1.4 37
2105 正新|橡膠工業|16 -8 -6|92 97 7 1|2.0 107
2106 建大|橡膠工業|-2 -11 -18|84 97 4 -1|1.3 15
2107 厚生|橡膠工業|-63 -47 -19|96 96 1 11|0.6 7
2108 南帝|橡膠工業|-15 -35 12|64 90 10 25|1.2 63
2201 裕隆|汽車工業|13 2 2|89 89 26 83|0.3 942
2204 中華|汽車工業|49 22 17|99 99 29 59|1.1 150
2206 三陽工業|汽車工業|75 29 1|94 94 16 -3|1.0 152
2207 和泰車|汽車工業|31 8 5|97 97 8 17|0.9 138
2208 台船|航運業|-4 0 -12|96 96 19 47|1.2 80
2211 長榮鋼|鋼鐵工業|-8 -43 -25|91 98 6 1|0.6 48
2221 大甲|其他|-1 -22 -17|99 99 15 16|1.2 12
2227 裕日車|汽車工業|23 5 7|81 93 1 3|1.0 8
2228 劍麟|汽車工業|20 6 -12|95 95 12 8|0.6 24
2230 泰茂|居家生活|17 -7 0|93 93 162 170|0.4 126
2231 為升|汽車工業|56 18 13|99 99 26 27|1.6 249
2233 宇隆|汽車工業|-10 -13 -12|96 100 16 14|3.7 15
2236 百達-KY|汽車工業|16 13 7|92 92 64 88|0.2 8
2239 英利-KY|汽車工業|-11 -2 -13|92 98 23 4|2.5 9
2243 宏旭-KY|汽車工業|325 1922 1394|89 89 70 63|0.7 56
2247 汎德永業|汽車工業|91 31 18|100 100 23 26|3.8 36
2301 光寶科|電腦及週|-7 -15 -16|100 100 19 19|1.0 660
2302 麗正|半導體業|31 -10 -24|100 100 33 47|2.8 83
2303 聯電|半導體業|-19 -7 -30|99 99 23 46|0.7 2666
2305 全友|電腦及週|31 -14 -9|70 78 -3 -3|0.3 17
2308 台達電|電子零組|14 14 -8|99 99 5 19|1.0 1655
2312 金寶|其他電子|-4 1 -26|77 87 -5 1|0.7 51
2313 華通|電子零組|-21 -20 -35|87 90 -0 6|0.9 407
2314 台揚|通信網路|55 62 33|61 92 12 13|0.5 40
2317 鴻海|其他電子|-12 8 -6|92 97 3 3|0.7 2853
2324 仁寶|電腦及週|-19 -29 -14|100 100 11 16|1.2 367
2327 國巨*|電子零組|-7 -5 -12|92 92 13 26|0.7 1465
2328 廣宇|電子零組|28 1 -6|95 95 2 30|0.9 100
2329 華泰|半導體業|-7 -14 -9|95 98 15 33|2.1 70
2330 台積電|半導體業|11 17 -22|91 98 15 23|0.6 12617
2331 精英|電腦及週|-32 -41 -36|89 91 9 -6|3.1 84
2332 友訊|通信網路|3 5 -8|97 97 17 28|1.6 60
2337 旺宏|半導體業|-43 -40 -19|88 94 1 20|1.7 178
2338 光罩|半導體業|0 -1 -23|95 95 8 49|0.6 420
2340 台亞|半導體業|-15 -35 -10|79 93 11 23|3.5 73
2342 茂矽|半導體業|-27 -20 -23|99 99 27 44|6.5 85
2344 華邦電|半導體業|-33 -34 -19|79 100 31 42|1.7 687
2345 智邦|通信網路|64 38 4|100 100 26 22|1.1 1290
2347 聯強|電子通路|-1 -13 -15|83 95 -0 16|0.7 152
2351 順德|半導體業|4 -10 -12|83 99 34 31|0.8 186
2352 佳世達|電腦及週|-12 -18 -19|100 100 17 17|1.6 194
2353 宏碁|電腦及週|-36 -35 -13|99 99 22 33|1.2 247
2354 鴻準|其他電子|11 18 25|92 99 7 24|1.2 151
2355 敬鵬|電子零組|-4 -12 -6|98 100 12 17|2.1 29
2356 英業達|電腦及週|1 -9 -13|100 100 23 40|1.6 424
2357 華碩|電腦及週|-13 -24 -17|83 93 -1 15|0.7 477
2358 廷鑫|其他|-24 -11 10|60 87 -1 12|0.2 11
2359 所羅門|其他電子|-48 -33 -51|92 92 19 45|0.9 326
2360 致茂|其他電子|29 -1 -31|87 89 -0 -0|1.2 328
2362 藍天|電腦及週|-20 -21 1|85 95 -1 -2|1.1 15
2363 矽統|半導體業|26 19 34|88 99 17 13|0.4 32
2364 倫飛|電腦及週|23 15 0|69 78 -0 31|0.3 29
2367 燿華|電子零組|7 -12 -44|80 96 8 -2|0.8 67
2368 金像電|電子零組|-13 -8 -25|95 95 9 9|1.2 739
2369 菱生|半導體業|-21 -28 -2|65 96 13 23|0.5 11
2371 大同|電機機械|74 55 30|89 93 -2 3|1.9 245
2374 佳能|光電業|-1 -12 -57|77 90 -2 4|0.7 12
2375 凱美|電子零組|-1 -26 -0|75 92 32 53|0.8 141
2376 技嘉|電腦及週|13 -5 12|100 100 27 51|0.9 744
2377 微星|電腦及週|-5 -20 -5|99 99 23 35|0.8 383
2379 瑞昱|半導體業|-32 -36 -33|92 97 33 43|0.8 1031
2380 虹光|電腦及週|-23 -32 -28|74 78 -11 -2|0.6 7
2382 廣達|電腦及週|-8 -11 -23|100 100 24 15|1.5 690
2383 台光電|電子零組|-19 -25 -18|74 92 2 8|0.8 354
2385 群光|電子零組|-17 -20 -22|100 100 9 17|1.2 214
2387 精元|電腦及週|-22 -27 -23|100 100 11 26|2.1 35
2388 威盛|半導體業|40 1 -30|90 90 24 16|0.8 2433
2390 云辰|其他電子|31 29 21|55 87 -5 -8|0.6 7
2392 正崴|電子零組|5 1 -12|96 96 11 26|1.6 57
2393 億光|光電業|-13 -20 2|87 99 8 17|1.9 35
2395 研華|電腦及週|12 6 -9|98 98 10 23|1.2 304
2397 友通|電腦及週|1 -1 -20|97 97 18 25|0.9 11
2399 映泰|電腦及週|18 -15 6|77 93 18 38|0.6 42
2401 凌陽|半導體業|-41 -46 -19|72 94 8 13|0.9 40
2402 毅嘉|電子零組|14 10 -9|95 95 48 62|1.6 335
2404 漢唐|其他電子|171 162 54|88 88 13 43|2.3 315
2405 輔信|電腦及週|-21 -5 2|76 91 4 1|0.6 13
2406 國碩|光電業|-38 -44 -22|77 96 5 14|0.8 37
2408 南亞科|半導體業|-69 -67 -22|96 100 29 46|2.3 427
2409 友達|光電業|-37 -41 -2|82 96 20 -5|0.6 589
2412 中華電|通信網路|8 1 -3|93 100 6 3|0.7 790
2413 環科|電子零組|128 48 12|91 91 31 62|1.2 234
2417 圓剛|電腦及週|-23 -26 -10|70 95 4 21|0.6 6
2419 仲琦|通信網路|2 26 -12|91 95 15 17|0.8 66
2420 新巨|電子零組|-6 -9 -6|100 100 11 13|1.2 11
2421 建準|電子零組|23 -7 -9|99 99 14 45|2.6 172
2423 固緯|其他電子|11 4 -3|100 100 17 29|0.9 8
2425 承啟|電腦及週|-15 -30 -22|87 87 12 40|0.4 55
2426 鼎元|光電業|-21 -29 -3|74 97 10 27|3.9 10
2427 三商電|資訊服務|62 10 -11|96 96 27 35|1.3 55
2428 興勤|電子零組|2 -8 -5|98 98 28 33|3.0 56
2430 燦坤|電子通路|-8 -7 -3|86 90 11 5|1.2 27
2436 偉詮電|半導體業|-37 -41 -11|60 97 23 31|0.6 71
2438 翔耀|光電業|-38 -60 -11|100 100 62 59|6.0 13
2439 美律|通信網路|33 10 2|96 98 12 4|0.9 62
2441 超豐|半導體業|-26 -39 -14|77 96 8 10|0.9 51
2442 新美齊|建材營造|-18 -5 -353|100 100 17 26|1.7 21
2444 兆勁|通信網路|35 13 5|80 80 -12 49|0.3 13
2449 京元電子|半導體業|-4 -10 -17|97 97 31 56|0.9 690
2450 神腦|通信網路|21 4 1|100 100 14 18|1.3 7
2451 創見|半導體業|-23 -29 -9|99 99 10 15|0.9 46
2453 凌群|資訊服務|1 1 -1|98 98 170 189|1.1 942
2454 聯發科|半導體業|-24 -30 -32|89 99 19 44|0.6 4101
2455 全新|通信網路|-63 -52 -14|81 99 38 73|1.8 283
2457 飛宏|電子零組|10 -12 -23|99 99 45 73|1.1 3368
2458 義隆|半導體業|-29 -42 -7|68 93 17 28|0.6 110
2461 光群雷|其他電子|-7 -13 -13|98 99 19 28|4.4 11
2462 良得電|電子零組|9 -20 -14|88 90 4 25|0.8 32
2464 盟立|其他電子|-9 -8 -14|93 93 -1 0|0.7 12
2465 麗臺|電腦及週|-48 -50 -3|64 89 2 61|0.2 35
2467 志聖|電子零組|-14 -21 -13|97 97 11 10|0.9 7
2468 華經|資訊服務|-6 -4 -10|76 76 -6 64|0.2 19
2471 資通|資訊服務|17 -2 -12|98 98 84 92|1.0 363
2472 立隆電|電子零組|-1 -19 -18|91 91 19 38|0.7 78
2474 可成|其他電子|-37 -44 -13|99 99 10 12|0.6 420
2476 鉅祥|電子零組|-5 -9 -9|96 99 21 27|2.5 136
2478 大毅|電子零組|-15 -27 -4|83 92 7 19|1.3 9
2480 敦陽科|資訊服務|22 1 -3|99 99 17 21|0.5 23
2481 強茂|半導體業|-16 -25 -13|72 99 18 30|1.5 503
2482 連宇|其他電子|644 304 170|100 100 151 212|0.9 1014
2483 百容|電子零組|-22 -25 -22|84 87 9 -8|0.8 5
2484 希華|電子零組|-33 -21 -17|90 94 10 21|0.4 53
2485 兆赫|通信網路|37 14 6|100 100 17 19|1.9 21
2486 一詮|光電業|-1 -19 -4|58 98 31 57|0.7 188
2488 漢平|其他電子|-41 -29 -50|97 97 7 13|0.6 5
2489 瑞軒|光電業|-1 -27 -1|67 93 3 11|0.5 14
2492 華新科|電子零組|-9 -19 -1|70 95 21 32|0.6 214
2493 揚博|電子零組|-1 -0 -16|98 98 24 33|0.9 14
2495 普安|電腦及週|92 43 11|93 93 1 48|0.8 104
2497 怡利電|汽車工業|-20 -4 -38|72 90 6 -0|0.6 153
2498 宏達電|通信網路|-21 -24 -4|91 91 13 20|0.5 1035
2501 國建|建材營造|170 106 -8|93 97 12 6|0.6 7
2504 國產|建材營造|60 9 7|92 99 12 18|0.9 56
2511 太子|建材營造|-24 -45 -37|89 100 10 7|0.5 6
2520 冠德|建材營造|69 -6 -22|84 99 5 25|1.2 25
2530 華建|建材營造|133 26 -21581|97 97 8 10|1.7 10
2534 宏盛|建材營造|11 65 -9|88 89 1 -6|2.2 41
2535 達欣工|建材營造|-21 -5 -14|99 99 13 8|2.9 22
2536 宏普|建材營造|3 -40 -48|99 99 10 10|1.9 8
2538 基泰|建材營造|37 37 -16|87 93 6 -7|0.7 8
2539 櫻花建|建材營造|20822 na na|100 100 17 17|0.8 9
2540 愛山林|建材營造|12 -14 -1|77 77 3 7|1.6 27
2542 興富發|建材營造|170 103 123|92 92 -2 8|0.7 85
2545 皇翔|建材營造|-59 -67 -68|84 97 13 14|1.3 26
2546 根基|建材營造|83 55 6|100 100 35 39|1.1 14
2548 華固|建材營造|-6 -44 -232|99 100 5 4|1.1 52
2597 潤弘|建材營造|15 -2 -17|91 96 2 53|1.0 12
2603 長榮|航運業|-66 -55 -69|50 92 -8 10|0.5 4284
2605 新興|航運業|39 24 24|78 92 16 33|0.6 209
2606 裕民|航運業|9 -7 -6|86 91 8 52|0.8 437
2607 榮運|航運業|-24 -25 -126|68 84 -3 -10|0.3 57
2608 嘉里大榮|航運業|8 -7 -3|82 96 -1 5|0.4 6
2609 陽明|航運業|-66 -61 -61|62 93 -5 7|0.5 1901
2610 華航|航運業|19 3 -6|68 92 1 5|0.6 477
2611 志信|航運業|-29 -48 -32|58 89 -4 7|0.5 11
2612 中航|航運業|-7 -3 -24|74 87 -12 26|0.2 23
2613 中櫃|航運業|-3 -10 -9|55 85 -1 -10|0.3 8
2614 東森|其他|7 2 -4|53 75 -18 -1|0.4 42
2615 萬海|航運業|-69 -64 -61|52 79 -21 4|0.3 776
2616 山隆|油電燃氣|0 -12 -8|86 97 1 -3|1.0 6
2617 台航|航運業|15 17 -2|86 91 12 26|0.5 76
2618 長榮航|航運業|48 36 2|73 90 -6 -4|0.5 669
2630 亞航|航運業|58 18 6|95 95 13 16|2.0 15
2633 台灣高鐵|航運業|32 31 -49|99 99 5 8|0.8 119
2634 漢翔|航運業|95 47 9|96 96 24 24|1.3 796
2636 台驊控股|航運業|-66 -67 -36|67 98 9 37|0.4 123
2637 慧洋-KY|航運業|-43 -34 -53|63 91 -4 25|0.8 404
2640 大車隊|數位雲端|11 6 -16|99 99 35 36|1.7 22
2641 正德|航運業|-32 -27 -36|77 95 5 32|0.4 117
2643 捷迅|航運業|-6 -22 -29|100 100 8 13|0.9 6
2702 華園|觀光餐旅|34 41 -24|81 85 3 6|0.3 16
2704 國賓|觀光餐旅|-28 -9 -26|89 89 10 14|0.4 8
2705 六福|觀光餐旅|51 30 -71|86 89 4 6|0.5 12
2707 晶華|觀光餐旅|13 21 -4|88 88 9 52|0.5 566
2722 夏都|觀光餐旅|-2 5 -264|95 95 52 66|1.0 50
2723 美食-KY|觀光餐旅|4 4 5|86 86 5 39|2.2 250
2726 雅茗-KY|觀光餐旅|-24 -34 9|98 98 26 28|2.6 5
2727 王品|觀光餐旅|12 11 -1|97 97 94 134|1.6 1243
2729 瓦城|觀光餐旅|-4 23 4|86 86 17 20|0.9 57
2731 雄獅|觀光餐旅|377 387 148|100 100 52 55|2.6 406
2732 六角|觀光餐旅|8 1 -3|98 98 46 49|0.5 383
2734 易飛網|觀光餐旅|897 685 362|85 92 18 5|1.4 13
2736 富野|觀光餐旅|-9 6 -103|81 85 13 19|0.5 29
2739 寒舍|觀光餐旅|61 50 -43|89 89 93 100|0.9 37
2743 山富|觀光餐旅|638 998 179|82 91 2 5|0.6 47
2745 五福|觀光餐旅|2877 1733 1071|69 91 7 2|0.6 6
2748 雲品|觀光餐旅|22 27 -60|87 87 59 99|0.7 427
2752 豆府|觀光餐旅|19 35 -25|100 100 47 48|0.3 6
2753 八方雲集|觀光餐旅|17 11 -4|73 73 -7 -0|1.7 250
2754 亞洲藏壽司|觀光餐旅|19 31 -183|72 72 18 58|0.4 35
2755 揚秦|觀光餐旅|25 15 -7|91 91 72 65|2.2 13
2756 聯發國際|觀光餐旅|32 -7 -4|98 98 25 62|1.3 11
2801 彰銀|金融保險|38 33 9|91 98 0 3|0.8 86
2809 京城銀|金融保險|90 58 85|91 96 0 7|0.8 32
2812 台中銀|金融保險|22 19 5|93 98 8 6|0.5 81
2820 華票|金融保險|28 6 43|89 96 3 3|0.6 9
2834 臺企銀|金融保險|19 25 4|91 91 4 8|0.6 324
2836 高雄銀|金融保險|-1 -11 -7|82 95 -2 -4|0.7 6
2838 聯邦銀|金融保險|7 11 12|95 95 -2 7|1.5 11
2845 遠東銀|金融保險|36 47 30|93 93 -1 0|0.8 69
2850 新產|金融保險|4 3 0|86 96 2 7|0.9 12
2851 中再保|金融保險|-8 -1 -4|62 91 -3 -8|0.3 21
2855 統一證|金融保險|15 924 702|78 93 2 10|0.6 12
2880 華南金|金融保險|35 15 5|95 95 -2 -0|0.6 197
2881 富邦金|金融保險|-82 -83 -17|81 93 -1 13|0.6 700
2882 國泰金|金融保險|-63 -60 -9|70 94 3 7|0.6 807
2883 凱基金|金融保險|-81 -80 -22|68 93 -2 3|0.8 314
2884 玉山金|金融保險|-6 6 10|78 97 4 -3|0.7 578
2885 元大金|金融保險|-4 -8 12|90 97 2 14|0.8 258
2886 兆豐金|金融保險|21 25 24|78 97 7 3|0.7 435
2887 台新新光金|金融保險|23 8 2|86 99 9 22|1.0 221
2889 國票金|金融保險|16 -16 15|80 90 9 8|1.4 175
2890 永豐金|金融保險|15 4 0|91 92 -5 -1|1.0 347
2891 中信金|金融保險|-56 -71 -35|75 94 -1 9|0.7 681
2892 第一金|金融保險|27 17 4|94 98 0 0|0.5 295
2903 遠百|貿易百貨|-4 2 -4|99 99 6 15|0.6 29
2905 三商|貿易百貨|-94 -24 -44|74 91 1 8|0.8 5
2906 高林|貿易百貨|7 -9 -16|64 85 -2 8|0.3 10
2912 統一超|貿易百貨|11 11 -0|93 94 -1 -5|0.8 244
2913 農林|貿易百貨|-0 -3 -7|89 89 -2 3|2.1 18
2915 潤泰全|貿易百貨|19 -3 -8|51 79 -15 12|0.8 148
2916 滿心|居家生活|-3 20 -47|94 94 40 51|0.5 8
2929 淘帝-KY|貿易百貨|-16 -16 -5|67 67 -21 39|0.2 18
