# 2023-01 月末(2023-01-31)全池量化快照(864 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
8046 南電|電子零組|17 20 -5|46 78 22 -0|0.6 1686
8049 晶采|光電業|38 28 9|99 99 28 33|0.9 27
8050 廣積|電腦及週|73 43 20|85 85 20 5|0.6 286
8054 安國|半導體業|3 5 -7|53 80 8 -14|0.4 6
8069 元太|光電業|43 26 -36|69 69 -7 -9|0.7 3098
8070 長華*|電子通路|-21 -14 -22|89 93 7 -1|1.0 8
8076 伍豐|電腦及週|15 0 -9|82 82 17 -0|0.6 18
8081 致新|半導體業|-26 -27 -17|69 100 24 12|1.5 68
8084 巨虹|電子通路|36 62 25|78 78 13 27|0.3 34
8086 宏捷科|半導體業|-63 -69 -15|66 97 37 10|1.6 113
8088 品安|半導體業|-21 -13 -11|100 100 22 29|1.2 6
8091 翔名|半導體業|-6 5 -21|92 92 33 22|0.5 39
8097 常珵|通信網路|805 391 -228|74 78 14 -16|0.5 24
8105 凌巨|光電業|-13 -1 -4|100 100 36 28|2.3 12
8109 博大|電子零組|16 32 12|95 95 11 19|1.0 5
8112 至上|電子通路|-38 -25 -11|76 96 14 -1|1.0 23
8114 振樺電|電腦及週|-8 3 -28|68 68 4 -20|0.4 36
8121 越峰|電子零組|-7 -7 -7|60 84 18 -14|1.9 9
8131 福懋科|半導體業|1 0 -5|100 100 8 8|1.1 6
8150 南茂|半導體業|-31 -31 -17|73 93 13 -2|1.2 47
8155 博智|電子零組|-15 -7 -28|58 91 43 10|1.4 74
8163 達方|電腦及週|-7 -8 -15|85 92 5 -1|0.9 11
8171 天宇|綠能環保|262 140 -71|100 100 63 50|1.5 220
8183 精星|其他電子|12 36 -19|76 82 7 -11|0.7 22
8210 勤誠|電腦及週|17 1 -12|98 100 36 22|4.6 17
8213 志超|電子零組|-37 -35 -17|77 95 15 -1|1.1 6
8215 明基材|光電業|-17 -11 -5|97 100 19 9|0.9 24
8222 寶一|電機機械|-21 13 -19|83 83 51 13|0.3 83
8234 新漢|電腦及週|-13 3 -17|90 90 29 4|0.5 23
8249 菱光|電子零組|62 54 41|93 93 34 37|0.5 7
8255 朋程|電機機械|14 27 15|71 88 35 4|0.9 218
8261 富鼎|半導體業|-39 -36 -30|80 96 22 8|1.1 146
8271 宇瞻|半導體業|-12 -1 -3|89 100 10 8|1.2 6
8289 泰藝|電子零組|-36 -20 -28|93 93 37 16|0.9 14
8299 群聯|半導體業|-20 -27 -26|75 100 34 34|0.8 406
8341 日友|綠能環保|4 6 -9|75 86 24 -8|0.3 153
8349 恒耀國際|鋼鐵工業|-3 9 -3|73 73 4 15|0.4 12
8358 金居|電子零組|-12 -19 -5|96 100 75 56|1.4 549
8390 金益鼎|綠能環保|-20 1 -6|85 99 15 15|0.9 10
8403 盛弘|生技醫療|-3 -6 -16|84 84 16 0|0.7 14
8415 大國鋼|鋼鐵工業|9 13 -11|96 98 14 8|0.4 9
8420 明揚|運動休閒|46 39 1|95 95 21 38|3.1 25
8422 可寧衛*|綠能環保|61 71 -7|88 98 10 4|0.8 22
8429 金麗-KY|貿易百貨|-80 -79 -36|94 100 22 23|1.4 5
8436 大江|生技醫療|-6 -3 9|93 100 78 31|0.9 486
8440 綠電|綠能環保|2 -2 -3|48 82 39 -16|0.5 33
8442 威宏-KY|其他|17 41 -20|92 92 4 17|1.0 9
8454 富邦媒|數位雲端|19 18 0|60 96 65 0|1.0 699
8464 億豐|居家生活|-11 -6 -6|79 93 28 7|1.4 95
8476 台境*|綠能環保|10 212 -168|100 100 38 19|3.2 14
8478 東哥遊艇|運動休閒|16 25 -24|90 90 72 92|1.6 768
8916 光隆|其他|-30 -0 -36|81 81 -4 23|0.3 34
8924 大田|運動休閒|-14 -0 2|84 93 28 0|0.6 20
8926 台汽電|油電燃氣|19 32 51|88 88 19 -8|0.6 14
8927 北基|油電燃氣|11 8 -15|93 93 2 1|0.9 9
8928 鉅明|運動休閒|39 16 5|80 90 26 -6|0.6 6
8931 大汽電|油電燃氣|90 93 50|100 100 54 61|1.1 6
8932 智通*|數位雲端|-62 -41 -29|88 88 33 73|0.6 23
8933 愛地雅|運動休閒|17 5 -17|65 65 -18 46|0.9 71
8936 國統|其他|-32 -15 -2|99 99 17 23|1.0 11
8938 明安|運動休閒|30 22 -6|90 90 9 19|0.7 43
8996 高力|電機機械|58 54 28|100 100 102 149|1.2 2712
9802 鈺齊-KY|運動休閒|34 39 -18|66 66 4 -18|1.0 341
9904 寶成|運動休閒|-14 10 -6|100 100 25 27|0.8 239
9907 統一實|其他|-21 -20 -26|85 85 7 8|0.7 25
9910 豐泰|運動休閒|1 30 -19|85 94 25 19|1.4 260
9914 美利達|運動休閒|57 61 32|59 78 5 -19|1.8 62
9917 中保科|其他|2 8 -1|93 96 10 -2|0.9 17
9919 康那香|其他|-23 -17 -2|57 91 14 4|0.1 24
9921 巨大|運動休閒|-12 6 -7|62 81 -1 -12|1.3 137
9933 中鼎|其他|1 15 -25|87 87 -7 -2|0.4 54
9938 百和|其他|-28 -22 -18|74 87 23 5|1.5 103
9939 宏全|其他|9 11 -5|100 100 10 21|1.1 65
9940 信義|其他|-4 -37 -14|82 88 -2 -8|1.3 7
9941 裕融|其他|18 19 4|80 91 31 -7|1.3 110
9942 茂順|其他|6 13 4|93 93 5 33|0.5 25
9945 潤泰新|其他|62 40 19|86 95 16 20|1.1 181
9955 佳龍|綠能環保|-46 -34 -17|66 94 31 11|1.9 13
9958 世紀鋼|鋼鐵工業|45 13 15|77 100 24 1|0.9 351
9962 有益|鋼鐵工業|57 20 -26|90 100 32 21|1.3 12
