# 2023-01 月末(2023-01-31)全池量化快照(864 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
1451 年興|紡織纖維|-42 -11 -22|78 78 2 -8|0.7 5
1467 南緯|紡織纖維|-33 -31 -25|77 91 1 -5|0.9 33
1475 業旺|紡織纖維|20 30 -325|90 98 37 17|0.9 8
1476 儒鴻|紡織纖維|-37 -20 -34|82 99 17 21|1.8 405
1477 聚陽|紡織纖維|-22 -2 -15|89 89 12 51|1.6 385
1503 士電|電機機械|4 17 6|94 94 18 3|1.2 30
1504 東元|電機機械|1 7 -4|90 96 2 -1|1.0 54
1513 中興電|電機機械|-20 -4 -11|100 100 62 37|1.1 1420
1514 亞力|電機機械|63 52 16|96 99 37 5|1.7 112
1515 力山|電機機械|-77 -82 -7|63 84 8 -10|0.6 11
1517 利奇|電機機械|-35 -33 -39|76 81 -1 -9|0.3 7
1519 華城|電機機械|-22 -9 4|98 98 51 50|1.2 397
1522 堤維西|汽車工業|10 14 -2|87 87 15 -13|0.3 45
1524 耿鼎|汽車工業|27 16 -10|84 84 18 -4|0.4 66
1526 日馳|電機機械|-34 -16 -38|73 73 1 -0|0.4 6
1527 鑽全|電機機械|-34 -29 -16|93 97 9 3|1.0 5
1529 樂事綠能|電機機械|7 44 -6|75 100 47 52|1.6 142
1532 勤美|電機機械|-55 -47 -32|88 96 11 1|1.7 5
1533 車王電|汽車工業|-36 21 -1|71 79 8 -18|0.6 6
1536 和大|汽車工業|15 7 -3|76 76 -5 -11|0.8 84
1539 巨庭|電機機械|-74 -69 -55|60 60 12 -7|0.2 9
1558 伸興|電機機械|3 49 45|87 91 11 -9|0.4 5
1560 中砂|電機機械|-2 4 -11|70 70 21 -22|1.0 302
1565 精華|生技醫療|-10 -13 -6|89 94 21 2|0.7 22
1580 新麥|電機機械|-11 -13 -7|93 94 13 2|1.5 10
1584 精剛|其他|101 50 -16|96 96 61 18|0.7 147
1589 永冠-KY|電機機械|16 21 16|88 99 27 11|1.2 18
1590 亞德客-KY|電機機械|-8 10 7|97 100 54 25|1.7 530
1598 岱宇|運動休閒|-21 -21 18|92 96 23 12|0.5 6
1603 華電|電器電纜|33 45 0|84 92 5 -3|0.8 6
1605 華新|電器電纜|-16 -5 -24|100 100 57 62|0.9 3087
1608 華榮|電器電纜|-19 -16 -20|74 100 23 7|2.5 7
1609 大亞|電器電纜|-12 -11 -9|80 100 39 4|1.6 58
1611 中電|電器電纜|-13 -16 -5|67 73 -1 -29|1.0 6
1612 宏泰|電器電纜|59 24 20|70 100 41 16|3.7 11
1618 合機|電器電纜|-20 35 14|97 97 8 26|0.9 13
1701 中化|生技醫療|31 16 9|73 73 33 26|0.8 327
1702 南僑|食品工業|-6 4 0|95 98 5 1|0.4 6
1707 葡萄王|生技醫療|5 7 1|100 100 43 31|1.2 131
1708 東鹼|化學工業|-4 22 -55|62 81 8 -13|0.7 62
1709 和益|化學工業|-6 14 -1|76 91 14 -0|0.6 9
1710 東聯|化學工業|-22 -22 -4|85 99 12 7|0.8 16
1711 永光|化學工業|-22 -19 -16|71 89 12 -7|0.5 13
1712 興農|化學工業|-4 12 -11|85 85 10 11|0.7 29
1717 長興|化學工業|-19 -10 -8|81 91 6 -2|0.9 33
1720 生達|生技醫療|9 30 2|86 86 27 25|0.3 232
1721 三晃|化學工業|0 -16 -23|59 86 22 -7|0.4 7
1722 台肥|化學工業|-37 -27 -47|70 87 8 -10|1.2 68
1723 中碳|化學工業|5 9 -24|86 91 6 -8|0.9 14
1732 毛寶|化學工業|-13 -13 -8|58 76 9 -3|0.4 15
1733 五鼎|生技醫療|-19 -9 -16|87 87 9 -9|0.5 5
1734 杏輝|生技醫療|11 19 2|85 85 12 8|0.4 73
1736 喬山|運動休閒|12 22 13|84 84 -1 30|0.6 108
1752 南光|生技醫療|31 34 25|85 85 76 63|0.6 988
1760 寶齡富錦|生技醫療|-7 -1 -26|89 89 27 46|0.3 1252
1762 中化生|生技醫療|-39 19 -4|88 88 21 4|0.3 81
1773 勝一|化學工業|-21 -19 -23|71 87 29 -13|1.2 13
1777 生泰|生技醫療|41 87 48|92 92 9 24|0.2 7
1783 和康生|生技醫療|50 20 -1|100 100 63 32|2.1 108
1784 訊聯|生技醫療|20 20 13|97 97 18 10|0.4 9
1785 光洋科|其他電子|-34 -37 -19|67 89 28 -8|0.7 23
1786 科妍|生技醫療|-5 20 7|93 93 22 36|0.5 24
1789 神隆|生技醫療|185 60 38|91 91 13 5|0.6 30
1795 美時|生技醫療|39 14 -3|88 88 66 75|0.7 2956
1802 台玻|玻璃陶瓷|-17 -15 -0|93 93 20 30|0.5 130
1808 潤隆|建材營造|69 -42 32|100 100 13 28|0.8 22
1809 中釉|玻璃陶瓷|-9 4 -16|93 98 15 17|2.7 7
1810 和成|玻璃陶瓷|-18 -21 -17|82 82 71 62|0.3 91
1815 富喬|電子零組|-26 -20 -9|82 82 12 5|0.9 6
1904 正隆|造紙工業|-18 -12 -10|85 100 13 7|1.1 16
1905 華紙|造紙工業|2 6 -2|72 90 4 -2|0.7 9
1907 永豐餘|造紙工業|-13 -9 -3|78 92 6 7|0.5 25
1909 榮成|造紙工業|-17 -15 -12|86 100 27 20|1.9 105
2002 中鋼|鋼鐵工業|-24 -26 -24|88 99 16 11|0.8 724
2006 東和鋼鐵|鋼鐵工業|-4 -13 -17|77 100 14 9|1.2 60
2007 燁興|鋼鐵工業|-21 -20 -19|60 100 37 3|0.8 34
2009 第一銅|鋼鐵工業|-40 -30 -23|72 100 33 26|1.3 78
2010 春源|鋼鐵工業|-28 -23 -17|67 98 11 -0|1.2 6
2013 中鋼構|鋼鐵工業|-3 16 -7|99 100 13 4|0.8 9
2014 中鴻|鋼鐵工業|-38 -41 -27|66 100 42 7|1.1 534
2015 豐興|鋼鐵工業|-6 -18 -21|74 100 20 3|1.1 8
2017 官田鋼|鋼鐵工業|-46 -30 -19|82 100 26 16|1.3 7
2023 燁輝|鋼鐵工業|-34 -28 -23|71 100 19 7|1.1 56
2027 大成鋼|鋼鐵工業|-1 -2 -21|87 100 17 24|0.6 322
2028 威致|鋼鐵工業|40 -4 -5|77 100 44 33|1.4 49
2029 盛餘|鋼鐵工業|-30 -39 -30|70 100 11 6|1.3 10
2030 彰源|鋼鐵工業|-32 -29 -39|64 92 6 1|0.6 32
2031 新光鋼|鋼鐵工業|21 30 6|71 100 37 28|1.3 90
2032 新鋼|鋼鐵工業|26 -11 -10|61 100 31 7|0.8 20
2033 佳大|鋼鐵工業|-20 -15 -12|63 95 30 1|1.5 11
2034 允強|鋼鐵工業|-5 -25 -24|86 99 20 -0|0.9 35
2038 海光|鋼鐵工業|-25 -15 -25|72 100 37 15|1.2 34
2049 上銀|電機機械|-17 -17 -25|79 100 39 4|3.4 159
2059 川湖|電子零組|-2 10 -15|84 84 -1 -8|1.1 91
2063 世鎧精密|鋼鐵工業|2 -9 -11|100 100 31 44|0.8 8
2066 世德|電機機械|29 28 2|87 87 13 22|0.7 7
2069 運錩|鋼鐵工業|-33 -33 -39|63 90 11 -3|0.7 11
2101 南港|橡膠工業|0 -14 -6|71 85 1 -15|0.9 13
2102 泰豐|橡膠工業|-35 6 -5|70 94 14 7|0.4 7
2103 台橡|橡膠工業|-10 -8 -12|78 96 7 7|0.9 18
2104 國際中橡|橡膠工業|22 -2 -6|71 90 6 -4|0.8 19
2105 正新|橡膠工業|-15 -6 -3|87 87 7 -4|1.4 68
2106 建大|橡膠工業|-10 0 -10|83 83 2 -17|0.9 9
2108 南帝|橡膠工業|-41 -43 7|51 92 18 -6|0.9 23
2201 裕隆|汽車工業|7 2 3|100 100 87 89|1.3 1295
2204 中華|汽車工業|16 20 22|100 100 45 19|1.6 60
2206 三陽工業|汽車工業|3 15 -8|84 84 -1 -8|0.7 48
2207 和泰車|汽車工業|11 16 15|99 99 11 9|1.7 94
2208 台船|航運業|13 79 61|88 95 31 7|0.5 27
2211 長榮鋼|鋼鐵工業|-60 -49 -40|86 86 12 -12|0.1 11
2228 劍麟|汽車工業|3 17 -2|90 90 9 19|0.4 9
2230 泰茂|居家生活|2 2 10|100 100 108 160|2.2 103
2231 為升|汽車工業|9 13 14|85 90 4 10|0.4 54
2233 宇隆|汽車工業|-4 6 2|84 85 14 -12|0.7 9
2236 百達-KY|汽車工業|17 12 8|100 100 62 58|2.2 25
2243 宏旭-KY|汽車工業|-36 -18 -64|86 95 53 -1|1.1 5
2247 汎德永業|汽車工業|7 7 3|100 100 10 9|0.7 5
2301 光寶科|電腦及週|-11 -3 -9|96 96 2 4|0.8 297
2303 聯電|半導體業|3 15 -17|81 100 28 21|1.9 2273
2305 全友|電腦及週|-40 -11 -2|74 74 0 -9|0.1 14
2308 台達電|電子零組|15 27 4|95 95 13 12|1.5 1495
2312 金寶|其他電子|5 30 -1|79 90 -3 7|0.7 34
2313 華通|電子零組|-15 7 -17|85 85 10 -6|0.9 445
2314 台揚|通信網路|62 35 19|57 77 20 -14|0.5 17
2317 鴻海|其他電子|-12 6 -6|88 88 -4 -9|1.3 2264
2324 仁寶|電腦及週|-43 -32 -21|90 97 10 -2|1.0 202
2327 國巨*|電子零組|9 12 -2|84 100 56 29|1.0 920
2328 廣宇|電子零組|-9 4 -6|94 94 20 12|0.6 82
2329 華泰|半導體業|-15 -11 -9|80 97 20 14|0.6 20
2330 台積電|半導體業|24 43 0|78 96 40 5|1.9 11186
2331 精英|電腦及週|-48 -40 -43|81 81 7 -1|0.5 15
2332 友訊|通信網路|-9 3 -8|86 86 5 -12|0.7 28
2337 旺宏|半導體業|-37 -38 -28|85 100 19 8|0.6 185
2338 光罩|半導體業|14 16 -12|89 94 65 27|1.0 682
2340 台亞|半導體業|-43 -37 -13|64 91 24 -7|0.7 30
2342 茂矽|半導體業|-13 -6 -18|88 94 21 10|0.5 19
2344 華邦電|半導體業|-25 -26 -23|62 93 11 -6|1.0 174
2345 智邦|通信網路|31 29 0|84 84 13 -1|1.3 535
2347 聯強|電子通路|-20 -8 -13|82 98 13 8|0.8 163
2351 順德|半導體業|-13 -6 -12|71 91 24 -4|1.3 89
2352 佳世達|電腦及週|-18 -9 -16|90 96 16 -1|0.8 76
2353 宏碁|電腦及週|-23 -31 -18|89 100 14 11|1.0 127
2354 鴻準|其他電子|40 13 20|87 98 19 9|1.8 137
2355 敬鵬|電子零組|-18 -3 0|79 92 11 4|0.5 8
2356 英業達|電腦及週|-23 -9 -14|95 95 7 7|0.8 151
2357 華碩|電腦及週|-21 -16 -17|82 96 15 -4|0.8 341
2358 廷鑫|其他|40 -25 -18|66 100 23 -3|2.5 28
2359 所羅門|其他電子|-9 12 -25|82 82 20 -8|0.6 47
2360 致茂|其他電子|-23 39 12|87 91 9 5|1.0 140
2363 矽統|半導體業|75 -12 7|80 82 16 -1|0.7 21
2364 倫飛|電腦及週|-4 39 27|60 60 -5 32|0.2 37
2367 燿華|電子零組|-26 0 -32|77 77 7 7|0.3 47
2368 金像電|電子零組|7 15 -9|85 85 14 -4|0.7 524
2369 菱生|半導體業|-27 -37 -16|59 84 10 -11|0.8 5
2371 大同|電機機械|61 71 53|93 96 9 0|0.5 124
2374 佳能|光電業|-16 9 -50|70 82 5 -16|0.5 6
2375 凱美|電子零組|-28 -26 -6|49 81 22 -10|1.0 14
2376 技嘉|電腦及週|14 -6 3|87 97 27 42|0.8 616
2377 微星|電腦及週|-21 -26 -17|89 98 18 23|0.9 275
2379 瑞昱|半導體業|-31 -20 -28|64 93 26 0|0.8 707
2380 虹光|電腦及週|-21 5 -1|72 78 -0 -13|0.9 6
2382 廣達|電腦及週|-15 -3 -17|85 92 9 -5|0.8 404
2383 台光電|電子零組|-17 -13 -14|67 91 39 14|0.9 296
2385 群光|電子零組|-14 -7 -15|99 99 10 10|0.8 97
2387 精元|電腦及週|-20 -3 -8|90 92 10 8|0.4 9
2388 威盛|半導體業|-11 14 -20|75 75 16 -7|0.3 445
2390 云辰|其他電子|42 17 15|56 78 8 -16|0.4 6
2392 正崴|電子零組|-11 -1 -11|97 97 15 19|0.8 22
2393 億光|光電業|-23 -23 -2|72 95 8 -1|0.6 13
2395 研華|電腦及週|1 9 -8|88 96 15 -2|1.4 137
2399 映泰|電腦及週|-41 -39 -24|65 95 11 2|0.8 13
2401 凌陽|半導體業|-44 -42 -29|69 84 9 -18|0.7 20
2402 毅嘉|電子零組|15 33 14|91 91 6 25|0.3 26
2404 漢唐|其他電子|200 144 57|100 100 46 35|1.6 128
2405 輔信|電腦及週|-3 -20 -17|75 75 8 -12|0.5 6
2406 國碩|光電業|-49 -36 -18|72 85 20 -12|0.8 16
2408 南亞科|半導體業|-65 -63 -32|74 95 6 11|1.2 411
2409 友達|光電業|-43 -43 -11|72 86 -2 5|0.9 426
2412 中華電|通信網路|-8 -0 -3|88 90 4 -8|1.6 833
2413 環科|電子零組|26 47 25|90 90 14 40|0.2 20
2417 圓剛|電腦及週|-14 -14 2|69 92 18 4|0.4 6
2419 仲琦|通信網路|36 60 28|85 85 8 -13|0.4 34
2421 建準|電子零組|-14 3 -2|88 88 8 4|0.3 32
2425 承啟|電腦及週|-39 -21 -20|97 98 24 13|0.6 35
2428 興勤|電子零組|-4 1 1|100 100 31 13|2.8 66
2436 偉詮電|半導體業|-34 -31 -14|53 86 24 -5|1.0 31
2439 美律|通信網路|-18 -11 -10|88 88 -1 3|0.5 32
2441 超豐|半導體業|-41 -40 -24|73 83 12 -13|0.6 48
2444 兆勁|通信網路|20 24 19|89 89 62 38|1.1 47
2449 京元電子|半導體業|-10 -7 -18|88 96 20 -2|0.9 99
2451 創見|半導體業|-30 -26 -11|99 100 5 7|1.1 12
2454 聯發科|半導體業|-16 -16 -28|68 97 24 3|1.4 3593
2455 全新|通信網路|-32 -42 -15|70 100 61 25|1.3 297
2457 飛宏|電子零組|-13 2 -13|82 94 13 3|0.3 95
2458 義隆|半導體業|-57 -53 -24|62 90 22 -11|0.7 107
2462 良得電|電子零組|-19 -16 -14|76 97 22 6|1.0 8
2465 麗臺|電腦及週|-31 -49 -14|67 100 35 41|1.3 129
2468 華經|資訊服務|16 18 10|84 84 36 116|0.8 30
2472 立隆電|電子零組|-20 -11 -16|87 99 21 6|1.0 11
2474 可成|其他電子|-38 -19 11|95 95 8 11|0.6 259
2476 鉅祥|電子零組|4 4 -2|76 81 16 -4|0.6 18
2480 敦陽科|資訊服務|-22 -3 -7|92 95 12 -3|1.3 18
2481 強茂|半導體業|-22 -16 -12|64 93 23 2|0.9 99
2482 連宇|其他電子|95 141 83|100 100 52 10|2.4 61
2484 希華|電子零組|-12 -14 -15|84 84 20 -2|0.4 23
2485 兆赫|通信網路|14 21 16|87 89 6 -1|0.6 9
2486 一詮|光電業|-26 -24 -11|47 85 41 -12|0.3 35
2489 瑞軒|光電業|-47 -42 -19|65 85 10 -9|0.4 9
2492 華新科|電子零組|-19 -16 -1|59 95 17 -5|1.0 91
2495 普安|電腦及週|1 31 9|73 73 4 19|0.4 47
2497 怡利電|汽車工業|11 29 -18|65 83 21 1|0.4 74
2498 宏達電|通信網路|-10 -13 0|84 93 26 -8|0.8 873
2501 國建|建材營造|-42 106 33|88 95 10 -1|0.6 9
2504 國產|建材營造|-7 -3 -1|84 99 16 3|0.9 24
2511 太子|建材營造|-45 -36 -44|82 93 7 -4|1.0 6
2520 冠德|建材營造|-36 50 33|81 97 21 4|0.7 16
2530 華建|建材營造|33 58097 36394|91 91 -7 23|0.4 6
2534 宏盛|建材營造|126 228 155|90 90 -5 -0|0.5 18
2535 達欣工|建材營造|26 4 -16|91 96 3 2|0.9 5
2538 基泰|建材營造|58 24 -28|88 88 18 -3|0.6 6
2540 愛山林|建材營造|-14 -36 -26|82 82 -12 14|2.7 24
2542 興富發|建材營造|184 57 83|92 92 1 8|0.6 98
2545 皇翔|建材營造|-75 -57 -81|77 87 8 -3|1.3 5
2546 根基|建材營造|34 69 35|100 100 19 7|1.3 5
2548 華固|建材營造|-98 -78 -1952|95 95 4 0|1.3 21
2597 潤弘|建材營造|3 18 1|91 98 40 44|0.5 11
2603 長榮|航運業|-44 -29 -68|48 63 9 -29|0.6 3210
2605 新興|航運業|6 -9 -5|64 82 10 -16|0.6 50
2606 裕民|航運業|-15 -24 -28|78 97 42 19|0.6 236
2607 榮運|航運業|-23 8 -122|65 77 4 -13|0.7 75
2608 嘉里大榮|航運業|-5 -8 -5|80 90 13 -5|0.7 8
2609 陽明|航運業|-53 -42 -63|59 67 1 -31|0.6 1758
2610 華航|航運業|-16 -18 -31|63 85 16 -13|0.6 518
2611 志信|航運業|-55 -48 -45|57 73 10 -28|0.4 7
2612 中航|航運業|4 3 -22|73 86 20 -4|0.3 47
2613 中櫃|航運業|-11 -6 -8|53 74 10 -19|0.4 8
2614 東森|其他|5 1 -7|56 82 24 -19|0.6 86
2615 萬海|航運業|-51 -44 -72|49 71 10 -29|0.6 1246
2616 山隆|油電燃氣|-13 -14 -12|80 87 -6 -11|2.3 6
2617 台航|航運業|19 20 -1|73 89 11 -8|0.6 25
2618 長榮航|航運業|19 15 -20|79 83 27 -10|0.9 823
2633 台灣高鐵|航運業|13 22 -50|99 99 5 1|1.4 78
2634 漢翔|航運業|-5 26 -3|91 91 11 -7|0.4 220
2636 台驊控股|航運業|-65 -62 -54|51 79 20 -19|0.4 87
2637 慧洋-KY|航運業|-27 -16 -53|59 87 13 -12|0.3 265
2641 正德|航運業|-15 -16 -46|67 84 23 -12|0.3 29
2642 宅配通|航運業|-1 -1 -2|53 86 22 -4|0.6 18
2702 華園|觀光餐旅|20 43 -18|78 78 21 10|0.5 6
2707 晶華|觀光餐旅|18 25 5|92 92 46 46|1.0 360
2723 美食-KY|觀光餐旅|2 2 4|98 98 56 48|0.7 282
2727 王品|觀光餐旅|-5 -0 -10|100 100 53 44|1.3 146
2729 瓦城|觀光餐旅|6 3 -10|100 100 18 25|1.6 17
2731 雄獅|觀光餐旅|192 164 5|92 92 36 13|0.4 145
2732 六角|觀光餐旅|-5 -9 -11|95 95 39 40|2.9 147
2736 富野|觀光餐旅|-10 -6 -111|75 82 19 -19|0.5 14
2743 山富|觀光餐旅|1019 509 -148|79 79 28 -1|0.4 49
2748 雲品|觀光餐旅|26 39 -44|97 97 40 37|2.0 206
2752 豆府|觀光餐旅|22 15 -40|100 100 22 70|1.9 8
2753 八方雲集|觀光餐旅|9 12 -3|94 94 28 51|0.9 264
2754 亞洲藏壽司|觀光餐旅|13 17 -193|95 95 39 87|0.9 98
2801 彰銀|金融保險|29 28 9|93 99 6 2|1.3 63
2809 京城銀|金融保險|-31 -9 42|88 95 13 0|0.6 56
2812 台中銀|金融保險|7 3 -7|88 95 6 -2|2.0 56
2834 臺企銀|金融保險|22 30 12|98 99 10 12|0.7 188
2838 聯邦銀|金融保險|3 -0 3|96 96 7 21|0.8 9
2845 遠東銀|金融保險|99 47 36|98 100 11 10|1.2 37
2850 新產|金融保險|0 2 -0|86 86 15 -4|0.6 6
2851 中再保|金融保險|12 -1 -6|63 83 5 -12|1.3 51
2855 統一證|金融保險|-18 -31 -11|78 93 15 3|1.0 6
2880 華南金|金融保險|-3 1 -4|96 96 7 5|1.8 214
2881 富邦金|金融保險|-93 -136 -84|82 99 19 12|1.4 519
2882 國泰金|金融保險|-76 -74 -28|69 91 13 -5|1.1 985
2883 凱基金|金融保險|-101 -103 -53|72 94 13 1|1.2 197
2884 玉山金|金融保險|-1 1 7|76 86 6 -10|1.5 346
2885 元大金|金融保險|-5 -26 -3|91 98 14 14|1.2 291
2886 兆豐金|金融保險|-1 -9 -3|76 89 6 -4|1.2 339
2887 台新新光金|金融保險|-9 16 6|84 97 21 12|1.7 194
2889 國票金|金融保險|-56 -53 -14|81 93 13 -6|1.4 59
2890 永豐金|金融保險|2 -3 -6|94 94 8 9|1.0 263
2891 中信金|金融保險|-90 -95 -73|79 92 12 -0|1.1 499
2892 第一金|金融保險|-1 3 -6|93 96 5 2|1.9 383
2903 遠百|貿易百貨|-1 -3 -8|99 99 19 14|1.3 28
2906 高林|貿易百貨|-14 -13 -24|63 87 23 -9|0.3 12
2912 統一超|貿易百貨|11 10 -0|94 94 0 -1|1.9 227
2913 農林|貿易百貨|-3 -7 -14|90 90 6 12|0.4 12
2915 潤泰全|貿易百貨|-0 5 -3|60 94 27 14|0.6 181
2929 淘帝-KY|貿易百貨|-18 -17 -4|100 100 113 79|1.3 85
3003 健和興|電子零組|-32 -16 -18|80 82 7 -15|0.8 17
3004 豐達科|鋼鐵工業|45 64 10|97 97 33 27|0.6 14
3005 神基|電腦及週|1 9 -1|81 93 18 -2|1.0 28
3006 晶豪科|半導體業|-56 -54 -24|48 92 22 -5|0.8 179
3008 大立光|光電業|-11 11 10|91 91 17 4|1.6 1007
3010 華立|電子通路|-18 -11 -16|81 90 9 -4|1.4 12
3011 今皓|電子零組|-46 -39 -39|73 78 38 -22|0.5 10
3013 晟銘電|電腦及週|22 34 10|88 88 42 38|1.5 81
3014 聯陽|半導體業|-28 -33 -8|76 100 38 17|0.9 50
3016 嘉晶|半導體業|6 0 -17|62 82 14 -8|0.7 36
3017 奇鋐|電腦及週|13 21 1|83 83 13 -5|0.5 198
3019 亞光|光電業|-27 -17 -9|77 94 13 2|0.5 22
3022 威強電|電腦及週|3 43 13|93 93 43 35|0.5 83
3023 信邦|電子零組|22 26 6|99 99 19 8|1.0 81
3025 星通|通信網路|-67 -46 -36|77 77 1 6|0.1 6
3026 禾伸堂|電子零組|-6 -6 3|83 99 6 0|0.8 8
3027 盛達|通信網路|48 32 17|100 100 87 112|1.2 393
3028 增你強|電子通路|-24 -15 -11|83 98 18 -2|1.2 7
3029 零壹|資訊服務|2 -2 -4|91 98 12 7|1.2 6
3030 德律|其他電子|-22 7 -14|93 95 9 3|0.7 12
3033 威健|電子通路|-13 -3 -1|89 100 7 2|1.1 12
3034 聯詠|半導體業|-35 -39 -25|84 100 51 35|0.9 2459
3035 智原|半導體業|16 23 -47|54 87 27 11|0.5 1437
3036 文曄|電子通路|25 25 -4|73 94 6 -7|0.8 37
3037 欣興|電子零組|4 20 -15|55 82 15 -12|0.8 2528
3038 全台|光電業|1 8 -4|89 89 6 -7|0.4 8
3041 揚智|半導體業|-23 -24 -21|53 83 21 -12|0.8 11
3042 晶技|電子零組|-15 -14 -1|92 96 17 -1|1.2 61
3044 健鼎|電子零組|-15 -12 -17|79 96 18 -3|1.1 106
3045 台灣大|通信網路|13 12 2|89 93 0 -7|1.5 190
3046 建碁|電腦及週|2 0 -33|76 76 1 59|0.1 37
3047 訊舟|通信網路|1 4 -9|83 83 7 19|0.3 34
3048 益登|電子通路|-9 -1 -12|80 90 1 -8|1.0 7
3050 鈺德|光電業|14 10 -0|92 97 10 6|0.6 7
3051 力特|光電業|-12 -15 -9|62 79 11 5|0.5 6
3056 富華新|建材營造|1022 8442 -94|85 93 8 8|0.6 16
3059 華晶科|光電業|-10 52 -7|65 88 8 -9|0.5 29
3062 建漢|通信網路|76 84 36|77 77 14 -21|0.3 34
3078 僑威|電子零組|-13 -21 14|82 91 23 -2|0.8 6
3081 聯亞|通信網路|72 93 53|62 70 5 -9|0.6 147
3083 網龍|文化創意|-1 -2 -11|81 92 23 7|0.5 48
3088 艾訊|電腦及週|20 26 -9|90 98 21 6|0.8 12
3090 日電貿|電子零組|-16 -6 -5|100 100 14 13|0.6 11
3092 鴻碩|電子零組|-43 -38 -55|49 73 6 -17|0.4 6
3093 港建*|其他電子|36 -0 -30|70 82 24 -16|1.9 6
3105 穩懋|半導體業|-54 -51 -22|59 99 67 21|1.7 814
3128 昇銳|光電業|-42 2 -19|77 77 61 120|0.2 89
3131 弘塑|半導體業|-28 -9 -13|72 82 36 3|0.3 9
3138 耀登|通信網路|28 30 8|69 85 18 13|0.4 33
3141 晶宏|半導體業|-24 -49 -51|48 69 31 -24|0.7 131
3149 正達|光電業|-30 -8 -1|65 83 -10 9|0.4 5
3152 璟德|通信網路|-21 -29 17|64 94 39 14|1.2 7
3162 精確|電機機械|171 163 80|93 93 30 12|0.6 127
3163 波若威|通信網路|-12 21 -21|86 86 24 1|0.5 47
3169 亞信|半導體業|-29 -27 -36|49 84 27 -11|0.5 40
3178 公準|半導體業|29 13 2|99 99 45 20|1.0 5
3189 景碩|半導體業|-11 -5 -26|51 81 11 -16|0.5 577
3205 佰研|生技醫療|-11 -11 -2|53 53 16 -22|0.3 11
3207 耀勝|電子零組|39 32 3|98 98 23 41|0.4 50
3209 全科|電子通路|72 52 21|97 97 28 9|1.4 19
3211 順達|電腦及週|-2 7 13|73 96 13 3|1.4 8
3217 優群|電子零組|-23 -21 -11|75 100 54 23|2.2 13
3218 大學光|生技醫療|31 30 -3|94 94 39 4|1.5 215
3221 台嘉碩|通信網路|-14 -20 -36|68 68 15 -29|0.5 7
3227 原相|半導體業|-31 -37 3|76 98 27 7|0.8 25
