# 2023-02 月末(2023-02-24)全池量化快照(1027 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
6215 和椿|其他電子|-59 -41 -29|99 99 31 7|0.8 18
6217 中探針|電子零組|-43 -29 -36|73 79 9 -18|0.9 82
6220 岳豐|電子零組|-40 -36 -26|77 77 6 -8|1.0 16
6223 旺矽|半導體業|-5 -1 -14|95 95 15 29|0.7 317
6224 聚鼎|電子零組|-25 -13 -9|61 96 20 4|1.4 12
6226 光鼎|光電業|-44 -26 -26|82 90 12 -10|0.9 6
6227 茂綸|電子通路|-26 -4 -8|100 100 16 21|1.2 10
6230 尼得科超眾|電腦及週|22 4 -8|77 89 4 8|1.0 7
6231 系微|資訊服務|-23 -13 -19|96 96 35 36|1.6 168
6233 旺玖|半導體業|-27 -10 -7|72 83 9 -15|0.6 8
6234 高僑|光電業|-20 33 -30|96 96 30 23|1.1 18
6235 華孚|電腦及週|34 37 -13|99 99 55 46|2.5 1477
6237 驊訊|半導體業|-50 -32 16|61 92 11 -8|0.7 38
6239 力成|半導體業|-31 -24 -21|96 99 7 1|0.5 166
6243 迅杰|半導體業|-8 -2 11|59 94 10 -6|0.9 7
6244 茂迪|光電業|-19 7 19|83 92 9 -1|0.4 78
6245 立端|通信網路|33 34 2|94 94 25 62|1.5 869
6257 矽格|半導體業|-19 -9 -19|93 100 8 5|1.2 61
6261 久元|半導體業|-17 -22 -8|80 95 5 -5|1.6 10
6266 泰詠|電子零組|57 35 2|100 100 33 26|3.3 134
6269 台郡|電子零組|-5 -17 -31|88 88 -9 6|0.8 124
6271 同欣電|半導體業|-15 -11 -10|71 90 6 -1|0.7 402
6274 台燿|電子零組|-41 -28 -12|68 92 8 4|0.6 140
6275 元山|電子零組|-41 -27 -15|72 90 10 -10|0.9 5
6277 宏正|電腦及週|12 2 -4|100 100 6 8|1.5 10
6278 台表科|光電業|-60 -30 -29|74 84 -5 -15|1.9 271
6279 胡連|電子零組|2 23 -8|85 85 1 -2|0.5 237
6282 康舒|電子零組|-14 -11 -26|92 92 28 24|2.4 1378
6283 淳安|其他電子|-68 -52 -18|81 84 -3 -10|3.3 7
6284 佳邦|電子零組|-27 -16 -9|92 95 17 9|2.1 40
6285 啟碁|通信網路|12 32 -8|92 92 2 -0|1.0 389
6288 聯嘉|汽車工業|-8 -3 -7|91 95 25 9|6.3 29
6290 良維|電子零組|-21 -20 -16|98 98 29 28|4.0 316
6409 旭隼|其他電子|-8 6 -27|89 89 4 -11|1.2 221
6411 晶焱|半導體業|-39 -57 -26|72 97 39 16|3.3 617
6412 群電|電子零組|-27 -15 -15|98 100 10 11|1.2 15
6414 樺漢|電腦及週|23 27 1|96 99 17 0|1.0 150
6415 矽力*-KY|半導體業|-46 -33 -40|64 89 20 1|0.9 1590
6416 瑞祺電通|通信網路|-15 -4 -11|90 90 -5 -6|0.5 8
6426 統新|通信網路|-60 -35 -55|70 71 2 -30|0.3 7
6435 大中|半導體業|-51 -48 -40|66 84 -2 -17|1.3 22
6438 迅得|其他電子|22 20 2|81 99 15 7|1.6 29
6441 廣錠|電腦及週|11 11 50|89 89 46 48|1.1 108
6442 光聖|通信網路|-25 -10 -14|74 75 11 -26|0.9 17
6443 元晶|光電業|-3 18 -24|77 88 11 -4|0.5 404
6446 藥華藥|生技醫療|259 141 -421|83 87 -3 -15|0.7 553
6451 訊芯-KY|半導體業|45 44 10|92 92 13 5|0.4 24
6456 GIS-KY|光電業|-26 -19 -18|90 90 -3 7|0.7 100
6457 紘康|半導體業|-69 -62 -18|44 83 4 -17|0.7 12
6461 益得|生技醫療|-48 -66 -60|68 72 -5 -23|0.3 12
6462 神盾|半導體業|-11 -2 -5|75 98 26 -1|1.7 30
6469 大樹|生技醫療|18 22 -6|100 100 13 11|1.3 108
6470 宇智|通信網路|19 16 -37|84 92 13 -10|1.7 46
6472 保瑞|生技醫療|400 367 214|93 93 18 60|0.2 852
6477 安集|光電業|-65 -28 -160|72 81 3 -17|0.6 63
6485 點序|半導體業|-41 -33 -29|53 90 4 -9|1.1 38
6488 環球晶|半導體業|14 13 -3|73 94 9 4|0.7 899
6491 晶碩|生技醫療|4 7 -6|88 94 41 8|0.4 263
6492 生華科|生技醫療|0 na na|51 81 14 -10|0.4 11
6494 九齊|半導體業|-70 -54 -32|52 93 13 -6|0.9 26
6499 益安|生技醫療|-95 167 -10|82 86 11 -6|0.9 6
6505 台塑化|油電燃氣|-5 0 -33|87 98 3 -2|1.0 145
6508 惠光|農業科技|-48 -51 -67|66 81 7 -17|2.1 8
6509 聚和|化學工業|-19 -11 -23|76 98 19 7|1.5 128
6510 精測|半導體業|-14 -13 -18|95 99 39 34|0.9 177
6515 穎崴|半導體業|36 68 -4|100 100 66 53|1.9 745
6523 達爾膚|生技醫療|-31 -6 13|97 97 19 30|0.9 30
6525 捷敏-KY|半導體業|-25 -14 -21|83 93 7 -7|2.0 11
6531 愛普*|半導體業|-64 -58 -31|72 98 37 36|2.8 2761
6532 瑞耘|半導體業|23 25 -8|85 85 -8 19|0.8 17
6533 晶心科|半導體業|11 25 -2|90 90 -3 51|0.8 1834
6535 順藥|生技醫療|2926 951 -310|95 95 18 14|1.2 22
6538 倉和|電子零組|4 6 -9|85 92 15 3|1.3 14
6541 泰福-KY|生技醫療|135 205 na|52 72 23 -24|2.6 104
6546 正基|通信網路|-71 -57 na|na 59 5 -42|1.0 89
6547 高端疫苗|生技醫療|-100 -99 na|34 42 -23 -53|0.9 194
6548 長科*|半導體業|-22 -16 -27|33 39 15 -61|1.4 44
6550 北極星藥業-KY|生技醫療|-63 -84 na|na 45 -15 -40|0.5 410
6552 易華電|半導體業|-52 -35 -3|78 93 24 0|0.9 10
6556 勝品|光電業|-12 -2 -12|100 100 36 143|4.4 54
6558 興能高|其他電子|-21 -29 -1|80 93 23 11|0.5 7
6561 是方|通信網路|6 9 -0|100 100 28 24|7.4 16
6568 宏觀|半導體業|51 67 34|80 88 21 28|0.9 100
6570 維田|電腦及週|-21 -5 -29|100 100 28 19|6.6 19
6576 逸達|生技醫療|8947 5520 -14833|78 95 26 -4|1.6 48
6579 研揚|電腦及週|3 -1 -38|100 100 21 8|1.3 7
6581 鋼聯|綠能環保|46 36 -24|90 99 17 12|1.6 7
6582 申豐|橡膠工業|-75 -55 21|51 89 18 -12|2.5 13
6585 鼎基|其他|-8 -7 na|na 99 30 -2|1.3 13
6589 台康生技|生技醫療|-68 -24 -13|75 75 -10 6|0.3 405
6592 和潤企業|其他|20 21 -6|91 99 15 6|1.1 50
6598 ABC-KY|生技醫療|44 20 -25|49 83 1 -13|0.6 5
6603 富強鑫|電機機械|-43 -1 -6|92 98 7 -2|1.6 25
6605 帝寶|汽車工業|4 2 -5|99 99 20 9|1.6 72
6609 瀧澤科|電機機械|19 34 10|100 100 35 23|0.9 38
6612 奈米醫材|生技醫療|22 19 -12|94 94 73 70|3.4 77
6613 朋億*|其他電子|-6 16 -22|60 60 20 -40|1.9 28
6625 必應|其他|-37 51 -218|91 91 44 53|1.2 29
6643 M31|半導體業|12 23 -11|96 96 24 77|1.2 2333
6649 台生材|生技醫療|-48 1114 719|87 87 15 7|0.7 15
6651 全宇昕|半導體業|-23 -17 -23|80 97 15 -2|0.7 6
6664 群翊|電子零組|2 14 -8|100 100 25 20|2.1 17
6666 羅麗芬-KY|生技醫療|-69 -49 -44|94 94 34 56|1.8 39
6667 信紘科|其他電子|-10 3 -36|80 82 5 -10|2.4 8
6668 中揚光|光電業|-4 17 16|80 89 6 -6|0.6 7
6669 緯穎|電腦及週|29 44 -8|96 100 13 23|1.8 984
6670 復盛應用|運動休閒|-10 20 -22|100 100 19 24|2.0 87
6672 騰輝電子-KY|電子零組|-39 -35 -6|72 97 21 14|0.7 26
6679 鈺太|半導體業|-61 -54 -27|59 94 23 12|0.6 204
6683 雍智科技|半導體業|7 -0 -3|76 85 16 9|1.3 46
6689 伊雲谷|數位雲端|-1 2 na|na na 60 na|1.4 78
6690 安碁資訊|數位雲端|18 54 -32|100 100 51 38|2.5 29
6691 洋基工程|其他電子|12 23 -14|97 97 50 59|4.9 92
6695 芯鼎|半導體業|-16 -31 na|na na 8 na|0.8 14
6703 軒郁|生技醫療|42 54 25|99 99 37 36|1.6 11
6706 惠特|光電業|-78 -78 -50|45 78 10 -20|0.8 48
6712 長聖|生技醫療|-37 -2 -42|83 83 -4 -1|0.5 344
6715 嘉基|電子零組|-23 14 -29|88 94 8 -1|4.3 34
6719 力智|半導體業|-55 -46 -46|37 89 12 -6|1.0 911
6727 亞泰金屬|電子零組|-41 -0 -30|91 91 5 -3|2.3 6
6732 昇佳電子|半導體業|-44 -34 -4|82 97 53 30|5.6 147
6733 博晟生醫|生技醫療|73 128 -166|100 100 29 30|6.2 6
6741 91APP*-KY|數位雲端|5 13 -1|61 99 50 22|1.4 198
6743 安普新|其他電子|-57 -49 -33|57 98 29 -1|1.2 8
6747 亨泰光|生技醫療|-19 -4 -16|75 96 26 -3|0.9 26
6752 叡揚|資訊服務|31 29 7|100 100 130 132|3.9 30
6756 威鋒電子|半導體業|-68 -60 -43|46 85 4 -15|1.2 143
6763 綠界科技*|數位雲端|-2 5 -1|na 87 26 -4|1.0 59
6768 志強-KY|運動休閒|-13 9 -89|76 76 -11 -6|0.5 21
6770 力積電|半導體業|-43 -39 -51|58 94 1 -3|0.6 439
6781 AES-KY|電子零組|-19 -6 -32|56 84 27 -17|0.6 811
6788 華景電|半導體業|-10 20 -11|62 91 33 2|0.6 175
6789 采鈺|半導體業|-18 -19 na|na 75 11 -24|0.9 351
6792 詠業|通信網路|-34 -23 -9|60 80 13 -5|2.3 7
6796 晉弘|生技醫療|-9 -8 na|na 86 24 -16|1.3 67
6799 來頡|半導體業|-34 -28 na|na 90 22 -7|2.0 181
6803 崑鼎|綠能環保|19 22 2|97 97 9 2|1.2 8
6806 森崴能源|綠能環保|286 67 -54|79 96 41 13|0.6 414
6811 宏碁資訊|數位雲端|10 12 na|na 100 35 16|3.4 25
6829 千附精密|半導體業|-51 -22 -26|na 94 17 8|1.5 22
6830 汎銓|其他電子|0 7 na|na na 49 na|2.1 40
6835 圓裕|電子零組|-20 -21 na|na na 12 na|1.9 6
6843 進典|電機機械|28 20 na|na na 45 na|2.2 19
6854 錼創科技-KY創|半導體業|42 37 na|na 90 9 -18|2.4 7
8016 矽創|半導體業|-45 -41 -21|91 94 22 21|2.5 636
8021 尖點|其他電子|-32 -24 -14|80 95 2 1|2.4 7
8027 鈦昇|電機機械|-50 -24 -51|66 71 -2 -26|1.5 10
8028 昇陽半導體|半導體業|0 7 -2|78 78 2 -22|0.4 95
8033 雷虎|其他|20 19 21|93 93 17 206|2.2 259
8038 長園科|電子零組|429 1049 639|91 91 13 13|0.8 50
8040 九暘|半導體業|-21 -11 -25|76 84 -9 7|0.5 24
8043 蜜望實|電子零組|-33 -29 -23|96 96 18 16|2.4 10
8044 網家|數位雲端|-17 -7 -1|53 91 28 4|1.2 159
8046 南電|電子零組|-22 7 -13|44 76 -10 -15|0.5 1468
8049 晶采|光電業|-9 22 3|100 100 30 44|1.6 34
8050 廣積|電腦及週|6 43 22|96 96 9 14|1.4 443
8054 安國|半導體業|-6 3 -10|56 87 1 -15|2.0 20
8069 元太|光電業|10 24 -36|78 78 19 -20|0.9 3807
8070 長華*|電子通路|-27 -21 -25|92 97 7 -1|1.4 18
8072 陞泰|電子通路|-45 -34 -23|77 77 -23 -4|0.2 6
8076 伍豐|電腦及週|-12 -13 -17|85 85 1 -1|1.0 28
8081 致新|半導體業|-31 -27 -14|74 99 25 14|1.3 209
8083 瑞穎|電機機械|-68 -57 -24|90 90 -2 -10|1.5 8
8084 巨虹|電子通路|36 50 12|77 77 -18 4|1.5 28
8086 宏捷科|半導體業|-52 -62 -7|72 94 13 -0|1.2 130
8088 品安|半導體業|-14 -14 -12|100 100 15 29|2.4 16
8091 翔名|半導體業|-28 -6 -26|95 95 16 12|1.2 69
8097 常珵|通信網路|104 326 -241|68 71 -0 -29|1.7 50
8104 錸寶|光電業|96 55 24|56 94 16 -8|0.8 10
8105 凌巨|光電業|-7 -6 -6|99 99 15 10|1.4 67
8109 博大|電子零組|2 17 -1|96 96 5 15|0.9 10
8110 華東|半導體業|-25 -17 -32|69 94 2 -4|1.2 12
8112 至上|電子通路|-69 -53 -30|79 100 6 1|1.3 37
8114 振樺電|電腦及週|-13 -8 -36|70 70 0 -28|0.8 47
8121 越峰|電子零組|-17 -10 -9|63 85 11 -14|1.1 23
8131 福懋科|半導體業|-13 -5 -9|100 100 11 10|2.2 12
8147 正淩|電子零組|-30 1 -15|89 89 -2 25|0.5 6
8150 南茂|半導體業|-41 -34 -17|77 98 10 0|1.8 84
8155 博智|電子零組|-27 -16 -32|60 96 18 -4|0.7 148
8163 達方|電腦及週|-27 -19 -21|89 97 5 -1|0.8 22
8171 天宇|綠能環保|34 93 -116|98 98 41 64|1.1 361
8183 精星|其他電子|-11 16 -37|76 82 -0 -13|1.0 70
8210 勤誠|電腦及週|-43 -10 -17|100 100 22 12|1.8 56
8213 志超|電子零組|-39 -35 -13|81 99 9 1|1.3 11
8215 明基材|光電業|-16 -13 -5|98 98 17 14|1.1 104
8222 寶一|電機機械|26 15 -13|95 95 58 38|1.5 293
8234 新漢|電腦及週|1 -3 -22|97 97 33 20|2.3 51
8249 菱光|電子零組|-34 30 19|93 93 4 28|0.6 6
8255 朋程|電機機械|6 21 8|71 88 9 -10|0.7 201
8261 富鼎|半導體業|-48 -42 -32|77 93 7 -8|0.6 298
8271 宇瞻|半導體業|-39 -22 -17|98 100 13 18|3.2 22
8279 生展|生技醫療|-3 12 -18|93 93 18 -2|0.9 5
8289 泰藝|電子零組|-22 -23 -24|100 100 29 22|4.0 49
8299 群聯|半導體業|-47 -32 -25|71 95 10 17|0.9 398
8341 日友|綠能環保|-16 2 -9|73 84 20 -9|0.3 66
8349 恒耀國際|鋼鐵工業|-23 -5 -14|83 83 9 0|1.6 62
8358 金居|電子零組|-16 -14 4|92 92 24 47|1.0 578
8383 千附|半導體業|-6 12 -6|98 98 20 12|6.7 11
8390 金益鼎|綠能環保|7 3 -5|87 98 18 8|2.2 8
8401 白紗科|其他|-27 -1 -14|93 93 7 19|1.6 9
8403 盛弘|生技醫療|-17 -12 -19|88 88 6 -0|0.7 14
8415 大國鋼|鋼鐵工業|8 7 -13|95 97 9 7|0.5 12
8420 明揚|運動休閒|19 35 0|100 100 31 23|1.9 32
8421 旭源|其他|-36 -19 -16|88 90 15 -6|1.1 5
8422 可寧衛*|綠能環保|18 54 -20|92 100 11 6|0.8 31
8426 紅木-KY|其他|36 40 13|92 92 37 173|3.2 7
8433 弘帆|居家生活|-10 -14 -29|99 99 22 16|4.2 12
8436 大江|生技醫療|6 0 12|91 91 74 56|1.0 585
8440 綠電|綠能環保|-19 -7 -6|47 85 -3 -16|0.3 17
8442 威宏-KY|其他|-22 7 -48|95 95 7 11|0.8 9
8454 富邦媒|數位雲端|4 14 -2|84 99 42 7|1.7 616
8462 柏文|運動休閒|-5 -1 -3594|100 100 30 15|1.5 13
8464 億豐|居家生活|-23 -16 -14|90 95 22 12|0.8 117
8476 台境*|綠能環保|-42 144 -207|99 99 48 31|1.5 53
8478 東哥遊艇|運動休閒|42 28 -2|93 93 35 27|2.2 2351
8916 光隆|其他|-24 -21 -54|86 86 -7 13|0.6 31
8924 大田|運動休閒|-28 -8 -3|93 100 13 6|3.7 24
8926 台汽電|油電燃氣|-2 39 54|94 97 15 -6|0.4 22
8927 北基|油電燃氣|11 9 -13|100 100 21 22|3.7 20
8928 鉅明|運動休閒|17 26 14|88 99 22 10|2.9 7
8931 大汽電|油電燃氣|65 85 37|100 100 53 79|1.1 20
8932 智通*|數位雲端|-54 -56 -31|99 99 22 63|0.5 16
8933 愛地雅|運動休閒|7 9 -11|63 63 -16 7|0.4 27
8936 國統|其他|-27 -29 -16|100 100 46 33|8.0 31
8938 明安|運動休閒|-26 8 -15|100 100 12 19|3.6 82
8940 新天地|觀光餐旅|33 41 -121|98 98 65 64|4.6 6
8942 森鉅|其他|-33 -30 -33|100 100 13 7|1.5 12
8996 高力|電機機械|72 64 32|99 99 59 160|0.6 3140
9802 鈺齊-KY|運動休閒|4 29 -27|68 68 -8 -26|0.8 308
9904 寶成|運動休閒|-8 -5 -19|97 97 4 15|0.5 228
9907 統一實|其他|-44 -32 -32|84 84 2 -14|0.7 30
9910 豐泰|運動休閒|-15 -3 -49|84 88 1 5|0.8 191
9911 櫻花|居家生活|-18 -11 -19|99 99 7 -1|1.0 7
9914 美利達|運動休閒|-9 41 15|65 81 2 -19|0.9 136
9917 中保科|其他|2 6 -3|93 97 2 -2|1.0 26
9919 康那香|其他|-24 -21 -6|66 92 3 -3|0.2 11
9921 巨大|運動休閒|-13 -6 -17|70 82 -11 -18|1.0 138
9925 新保|其他|-1 -1 -3|100 100 6 3|1.4 7
9928 中視|其他|6 6 -1|61 61 -12 -38|0.5 6
9933 中鼎|其他|13 18 -21|90 90 11 -1|0.6 67
9938 百和|其他|-41 -35 -28|81 91 14 -2|0.6 119
9939 宏全|其他|-3 7 -9|99 99 17 27|1.6 171
9940 信義|其他|59 -0 19|84 90 -2 -8|0.9 8
9941 裕融|其他|7 15 1|82 98 15 -0|0.9 127
9942 茂順|其他|-5 6 -3|97 97 6 30|1.0 51
9943 好樂迪|觀光餐旅|42 8 -1235|99 99 16 11|1.9 9
9945 潤泰新|其他|-33 23 5|86 94 1 6|0.8 180
9955 佳龍|綠能環保|-46 -40 -23|64 91 15 -3|1.1 6
9958 世紀鋼|鋼鐵工業|-11 9 16|81 98 21 23|0.9 300
9962 有益|鋼鐵工業|33 27 -18|97 97 27 31|1.4 19
