"109年04月21日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"光電類指數","32.34","-","1.34","-3.98","",
"通信網路類指數","119.61","-","1.54","-1.27","",
"電子零組件類指數","101.24","-","3.02","-2.90","",
"電子通路類指數","112.32","-","2.25","-1.96","",
"資訊服務類指數","113.90","-","2.82","-2.42","",
"其他電子類指數","72.76","-","2.42","-3.22","",
"建材營造類指數","268.76","-","7.72","-2.79","",
"航運類指數","53.80","-","0.93","-1.70","",
"觀光類指數","74.33","-","2.29","-2.99","",
"金融保險類指數","1,161.00","-","35.78","-2.99","",
"貿易百貨類指數","244.18","-","1.38","-0.56","",
"油電燃氣類指數","103.67","-","2.77","-2.60","",
"其他類指數","221.42","-","8.01","-3.49","",
"臺指日報酬兩倍指數","14,377.56","-","858.58","-5.64","",
"臺指反向一倍指數","7,223.08","+","197.94","2.82","",
"電子類兩倍槓桿指數","13,093.10","-","786.00","-5.66","",
"電子類反向指數","7,003.86","+","192.86","2.83","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,666.73","-","154.70","-4.05","",
"臺灣中小型公司治理指數","5,136.77","-","121.03","-2.30","",
"臺灣IPO指數","4,766.79","-","123.17","-2.52","",
"智慧中立指數","4,956.23","-","27.26","-0.55","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","15,951.12","-","1,014.43","-5.98","",
"金融類日報酬反向一倍指數","7,042.26","+","204.43","2.99","",
"漲升股利150指數","5,591.82","-","161.83","-2.81","",
"漲升股利100指數","5,587.89","-","162.01","-2.82","",
"藍籌30指數","5,404.95","-","160.12","-2.88","",
"工業菁英30指數","5,625.55","-","187.14","-3.22","",
"電子菁英30指數","5,917.47","-","146.16","-2.41","",
"低波動股利精選30指數","5,369.21","-","141.76","-2.57","",
"低貝塔100指數","5,380.19","-","118.38","-2.15","",
"藍籌30反向一倍指數","8,532.74","+","238.64","2.88","",
"中小型精選50指數","5,231.50","-","144.62","-2.69","",
"中小型A級動能50指數","6,712.64","-","137.77","-2.01","",
"特選高息低波指數","4,882.98","-","113.45","-2.27","",
"臺灣永續指數","5,132.39","-","149.41","-2.83","",
"工業菁英30反向一倍指數","9,422.93","+","293.91","3.22","",
"特選內需高收益指數","5,313.56","-","89.11","-1.65","",
"價值投資指數","5,524.68","-","190.82","-3.34","",
"中小型300指數","5,321.14","-","152.08","-2.78","",
"臺灣勞工權益指數","4,951.31","-","143.37","-2.81","",
"智慧投資多因子30指數","4,568.77","-","115.64","-2.47","",
"臺股期貨指數","4,481.59","-","122.17","-2.65","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","14,794.62","-","421.97","-2.77","",
"發行量加權股價報酬指數","19,238.56","-","557.78","-2.82","",
"臺灣公司治理100報酬指數","7,304.70","-","207.06","-2.76","",
"臺灣50報酬指數","15,228.74","-","463.72","-2.96","",
"臺灣50權重上限30%報酬指數","14,892.58","-","453.31","-2.95","",
"臺灣中型100報酬指數","13,204.27","-","331.39","-2.45","",
"臺灣資訊科技股報酬指數","21,435.35","-","652.28","-2.95","",
"臺灣發達報酬指數","12,385.84","-","338.45","-2.66","",
"臺灣高股息報酬指數","13,691.95","-","361.05","-2.57","",
"臺灣就業99報酬指數","8,068.46","-","239.88","-2.89","",
"臺灣高薪100報酬指數","6,958.15","-","204.25","-2.85","",
"未含金融電子報酬指數","19,630.32","-","545.73","-2.70","",
"小型股300報酬指數","6,834.92","-","206.80","-2.94","",
"水泥類報酬指數","266.01","-","4.93","-1.82","",
"食品類報酬指數","2,293.03","-","59.61","-2.53","",
"塑膠類報酬指數","326.24","-","10.30","-3.06","",
"紡織纖維類報酬指數","617.57","-","18.64","-2.93","",
"電機機械類報酬指數","233.26","-","6.74","-2.81","",
"電器電纜類報酬指數","58.01","-","0.99","-1.68","",
"化學生技醫療類報酬指數","122.97","-","3.81","-3.01","",
"化學類報酬指數","135.72","-","3.23","-2.32","",
"生技醫療類報酬指數","74.12","-","2.83","-3.68","",
"玻璃陶瓷類報酬指數","26.66","-","1.01","-3.65","",
"造紙類報酬指數","256.13","-","6.08","-2.32","",
"鋼鐵類報酬指數","124.85","-","3.22","-2.51","",
"橡膠類報酬指數","301.48","-","10.10","-3.24","",
"汽車類報酬指數","377.59","-","13.65","-3.49","",
"電子工業類報酬指數","789.21","-","23.00","-2.83","",
"半導體類報酬指數","323.25","-","10.04","-3.01","",
"電腦及週邊設備類報酬指數","177.39","-","4.22","-2.32","",
"光電類報酬指數","43.42","-","1.81","-4.00","",
"通信網路類報酬指數","225.99","-","2.93","-1.28","",
"電子零組件類報酬指數","171.72","-","5.12","-2.90","",
"電子通路類報酬指數","223.06","-","4.46","-1.96","",
"資訊服務類報酬指數","225.39","-","5.59","-2.42","",
"其他電子類報酬指數","103.11","-","3.43","-3.22","",
"建材營造類報酬指數","464.94","-","13.37","-2.80","",
"航運類報酬指數","72.68","-","1.25","-1.69","",
"觀光類報酬指數","95.61","-","2.94","-2.98","",
"金融保險類報酬指數","1,772.09","-","54.63","-2.99","",
"貿易百貨類報酬指數","349.02","-","1.98","-0.56","",
"油電燃氣類報酬指數","150.93","-","4.03","-2.60","",
"其他類報酬指數","340.99","-","12.33","-3.49","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","3,856.08","-","162.70","-4.05","",
"臺灣中小型公司治理報酬指數","5,903.01","-","139.08","-2.30","",
"臺灣IPO報酬指數","5,072.33","-","131.07","-2.52","",
"智慧中立報酬指數","4,977.96","-","27.38","-0.55","",
"加權指數掩護性臺指買權價外5%報酬指數","4,231.25","-","108.21","-2.49","",
"臺灣5G報酬指數","4,635.71","-","141.53","-2.96","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","6,631.87","-","191.93","-2.81","",
"漲升股利100報酬指數","6,646.69","-","192.71","-2.82","",
"藍籌30報酬指數","6,157.82","-","182.43","-2.88","",
"工業菁英30報酬指數","6,417.08","-","213.47","-3.22","",
"電子菁英30報酬指數","6,687.81","-","165.18","-2.41","",
"低波動股利精選30報酬指數","6,136.96","-","162.02","-2.57","",
"低貝塔100報酬指數","6,137.99","-","135.05","-2.15","",
"中小型精選50報酬指數","6,107.69","-","168.85","-2.69","",
"中小型A級動能50報酬指數","7,302.91","-","149.88","-2.01","",
"特選高息低波報酬指數","5,684.50","-","132.07","-2.27","",
"臺灣永續報酬指數","5,840.56","-","170.03","-2.83","",
"特選內需高收益報酬指數","5,915.29","-","99.20","-1.65","",
"價值投資報酬指數","6,266.00","-","216.42","-3.34","",
"存股雙十等權重報酬指數","4,931.31","-","159.67","-3.14","",
"特選大蘋果報酬指數","5,554.04","-","170.32","-2.98","",
"中小型300報酬指數","5,555.25","-","158.77","-2.78","",
"特股高息20報酬指數","5,303.56","-","45.93","-0.86","",
"臺灣500報酬指數","5,533.96","-","160.82","-2.82","",
"特選外資豐擁50報酬指數","5,552.74","-","169.42","-2.96","",
"臺灣勞工權益報酬指數","5,192.74","-","150.35","-2.81","",
"微波高息精選20報酬指數","4,583.76","-","106.70","-2.27","",
"特選世代行動通訊報酬指數","4,395.49","-","139.31","-3.07","",
"智慧投資多因子30報酬指數","4,587.25","-","116.11","-2.47","",
"特選大蘋果報酬正向兩倍指數","6,975.33","-","441.34","-5.95","",
"特選大蘋果報酬反向一倍指數","11,278.63","+","325.88","2.98","",
"特選價值成長報酬指數","4,312.15","-","129.17","-2.91","",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",
"特殊處理註記說明如下：<br>(1)A:指數公司重新計算指數收盤點數。<br>(2)B:依據編製規則，採商品(指數)非收盤價(點數)計算指數收盤點數。<br>(3)空白:無特殊處理。<br>(4)有關A、B兩種特殊處理註記，其原因及說明請至<a href= 'https://www.taiwanindex.com.tw/' target='_blank'>臺灣指數公司網站</a>查閱相關指數編製規則。",

