# 2025-02-03 全池(1091 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1477 聚陽|紡織纖維|9 8 -2|78 81 4 -19|0.7 444
1503 士電|電機機械|23 19 9|52 73 -12 -26|0.8 148
1504 東元|電機機械|-3 -5 2|93 99 12 12|0.5 197
1513 中興電|電機機械|17 19 3|65 81 -2 -19|0.9 509
1514 亞力|電機機械|-12 -23 -19|54 69 -13 -29|0.5 140
1515 力山|電機機械|-67 -64 -120|61 72 -9 -26|1.1 6
1519 華城|電機機械|36 27 -46|53 76 -2 -22|1.1 1550
1522 堤維西|汽車工業|13 5 -0|90 92 8 -0|0.8 92
1524 耿鼎|汽車工業|41 21 8|90 90 6 20|0.4 113
1527 鑽全|電機機械|7 13 -2|86 86 -5 -0|0.8 10
1528 恩德|電機機械|-34 -7 -2|63 63 -34 5|0.1 26
1532 勤美|電機機械|-58 -21 -48|57 70 -18 -28|0.8 35
1536 和大|汽車工業|-30 -23 -12|79 82 5 -12|0.2 293
1537 廣隆|電機機械|19 19 -9|92 92 1 9|0.3 16
1540 喬福|電機機械|-70 -60 -76|62 62 -28 1|0.2 29
1558 伸興|電機機械|4 8 -2|89 89 -2 8|0.6 12
1560 中砂|電機機械|23 15 5|73 73 -15 -12|1.0 598
1563 巧新|汽車工業|-19 -13 na|na 86 5 -12|0.5 36
1565 精華|生技醫療|10 8 4|79 79 -11 12|0.3 28
1569 濱川|電腦及週|32 6 20|78 78 40 101|0.7 233
1580 新麥|電機機械|18 15 7|98 98 7 4|1.5 6
1582 信錦|電子零組|23 1 -9|81 81 -4 -3|1.2 40
1584 精剛|其他|-9 -18 -25|63 63 -19 -22|0.4 28
1587 吉茂|汽車工業|32 17 14|44 63 -15 -32|0.3 11
1589 永冠-KY|電機機械|7 1 15|58 81 -7 -15|0.7 9
1590 亞德客-KY|電機機械|14 4 -2|71 85 -4 3|1.0 448
1591 駿吉-KY|電機機械|530 190 -114|71 96 34 1|1.1 22
1595 川寶|半導體業|23 4 32|55 55 -38 16|0.2 29
1597 直得|電機機械|-11 10 11|75 75 -3 1|0.5 524
1598 岱宇|運動休閒|15 -0 6|92 100 14 2|2.5 9
1605 華新|電器電纜|-1 7 12|60 66 -22 -32|0.6 422
1608 華榮|電器電纜|29 8 -10|56 68 -15 -30|0.7 21
1609 大亞|電器電纜|-5 12 -3|64 72 -11 -24|0.6 109
1611 中電|電器電纜|-21 -22 -8|69 76 -10 -23|0.2 5
1612 宏泰|電器電纜|-43 8 -1|69 84 -8 -13|0.5 15
1616 億泰|電器電纜|-2 4 -9|63 75 -25 -20|0.4 6
1618 合機|電器電纜|144 33 9|69 88 8 -6|0.7 76
1702 南僑|食品工業|8 7 2|79 83 -8 -15|0.9 30
1707 葡萄王|生技醫療|-0 -1 -7|95 95 -0 5|0.7 20
1708 東鹼|化學工業|-1 16 6|85 85 -6 5|0.3 25
1709 和益|化學工業|-6 -1 -11|78 80 -11 -14|0.8 6
1710 東聯|化學工業|19 9 -5|74 77 -18 -19|0.9 12
1711 永光|化學工業|12 5 0|74 74 -15 -4|0.5 27
1712 興農|化學工業|-4 -3 -3|94 94 8 -2|0.7 12
1717 長興|化學工業|10 5 -1|81 81 -9 -7|0.7 25
1720 生達|生技醫療|7 5 -4|81 84 -3 -14|0.5 9
1721 三晃|化學工業|2 -13 -22|57 57 -30 -5|0.4 18
1722 台肥|化學工業|3 3 12|79 83 -9 -16|0.7 102
1723 中碳|化學工業|-11 -5 1|74 89 -5 -8|0.6 15
1727 中華化|化學工業|0 19 -2|65 65 -25 -13|0.8 15
1732 毛寶|化學工業|17 8 1|85 87 2 4|1.4 53
1734 杏輝|生技醫療|18 14 7|82 83 0 -17|0.6 6
1736 喬山|運動休閒|37 36 13|93 93 18 59|0.9 150
1760 寶齡富錦|生技醫療|14 0 -11|77 90 1 -8|1.4 14
1773 勝一|化學工業|9 13 1|80 82 -12 -2|0.5 30
1783 和康生|生技醫療|47 39 28|97 97 20 18|0.9 15
1784 訊聯|生技醫療|24 16 6|56 75 -9 -20|0.4 15
1785 光洋科|其他電子|35 35 3|79 84 -6 -7|0.4 279
1786 科妍|生技醫療|15 27 -5|90 90 20 14|1.4 152
1789 神隆|生技醫療|5 -12 -23|76 85 -7 -14|0.9 8
1795 美時|生技醫療|7 36 24|77 89 2 -0|0.7 284
1799 易威|生技醫療|1 188 17|27 27 -36 -62|0.4 19
1802 台玻|玻璃陶瓷|2 -4 2|80 80 -15 -4|0.8 96
1808 潤隆|建材營造|-94 -97 -601|28 28 -24 -70|0.6 41
1809 中釉|玻璃陶瓷|15 3 -1|55 79 -8 -19|0.3 7
1810 和成|玻璃陶瓷|7 3 2|74 83 -9 -10|0.9 14
1815 富喬|電子零組|131 85 48|97 97 36 27|0.7 646
1903 士紙|造紙工業|-8 -5 3|73 83 -8 -16|1.3 7
1904 正隆|造紙工業|21 5 -2|65 72 -20 -27|0.4 14
1905 華紙|造紙工業|1 -7 -7|67 74 -14 -21|1.0 13
1907 永豐餘|造紙工業|11 5 -2|89 89 -3 -1|0.6 18
1909 榮成|造紙工業|1 5 2|70 75 -17 -20|0.8 12
2002 中鋼|鋼鐵工業|1 -2 -2|78 84 -12 -14|1.7 535
2006 東和鋼鐵|鋼鐵工業|-5 -10 -9|85 85 -7 -6|1.0 82
2009 第一銅|鋼鐵工業|8 10 -10|61 75 -9 -19|1.4 21
2010 春源|鋼鐵工業|15 21 7|79 93 -2 -3|0.5 7
2014 中鴻|鋼鐵工業|-30 -29 -10|79 85 -5 -9|1.5 55
2015 豐興|鋼鐵工業|7 -4 -4|78 78 -19 -15|0.7 27
2020 美亞|鋼鐵工業|-35 -18 3|71 93 2 -3|0.7 7
2023 燁輝|鋼鐵工業|4 -4 -6|97 97 6 5|1.4 26
2025 千興|鋼鐵工業|24 99 na|77 82 -4 -17|1.3 6
2027 大成鋼|鋼鐵工業|4 -2 8|96 97 13 -2|2.1 232
2030 彰源|鋼鐵工業|8 -0 2|85 86 -10 -3|2.1 6
2031 新光鋼|鋼鐵工業|20 0 6|68 77 -16 -21|1.0 24
2033 佳大|鋼鐵工業|-5 3 3|82 82 -13 43|0.7 8
2034 允強|鋼鐵工業|28 20 23|78 81 -7 -16|0.6 13
2038 海光|鋼鐵工業|26 3 -3|74 83 -10 -15|2.6 6
2049 上銀|電機機械|12 11 11|87 87 22 43|0.9 2622
2059 川湖|電子零組|76 66 -11|86 86 11 25|0.7 1322
2062 橋椿|居家生活|-11 -19 -26|76 76 -8 -2|0.2 28
2066 世德|電機機械|-18 -6 -5|63 71 -18 -28|2.2 22
2070 精湛|電機機械|-49 -3 -26|54 54 -28 0|0.1 26
2101 南港|橡膠工業|5 5 -82|71 84 -6 -14|0.5 75
2102 泰豐|橡膠工業|-6 82 74|74 74 -18 -20|0.5 7
2103 台橡|橡膠工業|28 22 3|79 79 -18 -11|0.5 18
2104 國際中橡|橡膠工業|-8 -11 -12|64 71 -19 -28|1.4 16
2105 正新|橡膠工業|6 1 -1|85 94 11 5|0.6 159
2106 建大|橡膠工業|1 -6 -6|76 81 -11 -17|0.4 10
2108 南帝|橡膠工業|33 42 14|72 80 -6 -18|0.5 9
2201 裕隆|汽車工業|-6 -10 -15|66 82 -15 -17|1.3 164
2204 中華|汽車工業|-27 -35 -39|56 89 19 -15|0.3 191
2206 三陽工業|汽車工業|10 -3 -5|84 92 2 -7|0.4 56
2207 和泰車|汽車工業|-0 2 0|86 86 -5 -5|0.9 141
2208 台船|航運業|-29 -30 2|74 78 -14 -11|0.7 18
2211 長榮鋼|鋼鐵工業|35 84 56|57 71 -13 -27|0.4 219
2228 劍麟|汽車工業|-7 -1 -6|75 75 -15 -3|0.4 15
2230 泰茂|居家生活|312 310 120|62 68 -31 -30|1.5 71
2231 為升|汽車工業|7 43 34|74 85 4 -11|0.6 58
2233 宇隆|汽車工業|3 3 -7|76 76 30 71|0.4 802
2236 百達-KY|汽車工業|81 15 13|81 81 -8 8|0.2 24
2241 艾姆勒|汽車工業|-5 -30 -12|54 79 -10 -15|1.0 9
2247 汎德永業|汽車工業|25 37 23|89 99 2 0|0.5 9
2250 IKKA-KY|汽車工業|-8 -8 -10|86 86 37 43|3.0 226
2254 巨鎧精密-創|汽車工業|335 97 16|82 82 1 -11|2.3 28
2258 鴻華先進-創|汽車工業|85 263 -726|96 99 13 6|1.9 45
2301 光寶科|電腦及週|9 4 11|91 99 4 11|1.1 574
2302 麗正|半導體業|44 45 36|86 86 -4 -1|0.3 7
2303 聯電|半導體業|12 10 5|70 72 -16 -20|1.3 1827
2305 全友|電腦及週|8 15 -20|45 57 -29 -41|0.8 7
2308 台達電|電子零組|22 14 9|91 91 -2 -4|1.3 3147
2312 金寶|其他電子|17 11 7|73 73 -2 4|0.2 366
2313 華通|電子零組|10 -1 -11|73 80 5 -15|0.5 691
2314 台揚|通信網路|12 -7 35|89 89 23 17|0.6 126
2316 楠梓電|電子零組|2 8 13|81 88 -6 -5|1.0 33
2317 鴻海|其他電子|42 18 5|73 75 -21 -16|1.1 7937
2324 仁寶|電腦及週|-8 -5 -1|92 95 3 18|0.5 461
2327 國巨*|電子零組|6 10 -3|65 66 -12 -34|0.6 968
2328 廣宇|電子零組|-8 -12 3|91 91 11 16|0.5 245
2329 華泰|半導體業|-6 -13 -13|40 66 -19 -32|0.4 43
2330 台積電|半導體業|58 40 6|94 94 3 16|1.4 38377
2331 精英|電腦及週|9 -1 9|58 73 -9 -24|0.5 20
2332 友訊|通信網路|2 -7 2|85 85 20 26|0.4 306
2337 旺宏|半導體業|-1 2 7|62 63 -26 -36|0.9 138
2338 光罩|半導體業|1 2 -4|58 67 -14 -32|0.6 27
2340 台亞|半導體業|16 10 1|58 66 -25 -30|0.6 21
2342 茂矽|半導體業|97 75 45|83 83 -10 -8|0.3 9
2344 華邦電|半導體業|-2 -3 -12|49 59 -26 -38|0.7 243
2345 智邦|通信網路|96 77 47|92 92 29 41|0.9 3323
2347 聯強|電子通路|-2 1 -8|81 94 0 1|0.6 263
2348 海悅|其他|-85 131 6|48 56 20 -41|0.3 358
2349 錸德|光電業|-18 -21 -16|66 71 -10 -27|0.2 44
2351 順德|半導體業|8 3 4|54 54 -27 -24|0.4 74
2352 佳世達|電腦及週|15 7 8|73 88 -6 -3|0.7 70
2353 宏碁|電腦及週|4 5 -6|68 84 -5 -12|0.8 389
2354 鴻準|其他電子|382 209 179|78 78 3 16|0.2 1082
2355 敬鵬|電子零組|-9 -7 -5|69 78 -6 -19|0.5 42
2356 英業達|電腦及週|66 55 29|75 85 1 -4|0.5 934
2357 華碩|電腦及週|36 28 5|100 100 11 42|0.9 1785
2359 所羅門|其他電子|-42 7 18|76 76 -3 -5|0.4 1225
2360 致茂|其他電子|31 21 5|74 74 -15 14|0.9 1221
2362 藍天|電腦及週|11 9 -2|79 79 -7 -13|0.6 42
2363 矽統|半導體業|838 1144 820|60 75 -17 -12|0.4 248
2364 倫飛|電腦及週|47 17 -1|61 61 -13 -13|0.3 7
2365 昆盈|電腦及週|33 15 -14|67 69 -1 -20|0.4 265
2367 燿華|電子零組|39 24 0|73 80 2 -13|0.5 179
2368 金像電|電子零組|39 16 -15|78 88 10 -3|0.8 2138
2369 菱生|半導體業|-14 -12 -8|60 79 -12 -18|0.4 10
2371 大同|電機機械|-32 -15 -11|62 82 -4 -14|1.1 826
2374 佳能|光電業|36 27 -0|80 80 20 15|0.4 1649
2375 凱美|電子零組|11 8 -3|79 79 -0 -2|1.4 50
2376 技嘉|電腦及週|37 43 -63|63 77 -10 -7|0.6 1133
2377 微星|電腦及週|5 5 -4|100 100 8 19|1.2 680
2379 瑞昱|半導體業|25 17 -4|90 93 9 7|0.9 1158
2382 廣達|電腦及週|49 45 16|71 74 -20 -11|1.2 6014
2383 台光電|電子零組|49 44 -15|88 88 32 29|0.8 3387
2385 群光|電子零組|4 7 4|63 92 -3 0|0.7 308
2387 精元|電腦及週|13 7 -3|92 94 8 12|0.5 24
2388 威盛|半導體業|12 33 7|60 65 -24 -25|0.6 636
2392 正崴|電子零組|16 12 2|75 77 10 -4|0.1 187
2393 億光|光電業|10 12 -6|96 96 -2 11|0.4 372
2395 研華|電腦及週|11 8 14|94 99 19 8|1.4 281
2397 友通|電腦及週|52 38 60|75 80 -11 2|0.2 13
2399 映泰|電腦及週|4 -30 -18|58 58 -30 7|0.3 64
2401 凌陽|半導體業|19 10 -6|74 85 -4 -12|0.6 57
2402 毅嘉|電子零組|14 15 3|79 79 -11 -9|0.4 39
2404 漢唐|其他電子|-13 -30 -3|96 96 43 45|1.3 1009
2405 輔信|電腦及週|-13 -7 -5|69 82 -5 -16|0.2 42
2406 國碩|光電業|-50 -12 -109|48 57 -27 -43|0.6 14
2408 南亞科|半導體業|-30 -24 -42|38 48 -34 -51|1.1 558
2409 友達|光電業|12 9 -5|73 79 -18 -19|1.2 353
2412 中華電|通信網路|13 5 2|98 99 2 3|1.0 599
2413 環科|電子零組|-0 -5 22|78 79 -14 0|0.1 10
2415 錩新|電子零組|-12 -19 -21|81 81 6 15|1.0 13
2417 圓剛|電腦及週|7 -4 -6|83 95 20 13|1.1 172
2419 仲琦|通信網路|8 37 31|73 77 -12 -7|0.2 25
2420 新巨|電子零組|20 8 2|77 77 -18 -2|1.2 22
2421 建準|電子零組|39 19 5|67 85 -7 -3|0.5 120
2423 固緯|其他電子|-1 -7 1|96 99 2 6|1.0 7
2425 承啟|電腦及週|40 10 19|65 65 -23 -0|0.3 27
2426 鼎元|光電業|-9 -5 -11|81 81 -6 15|0.3 44
2427 三商電|資訊服務|31 15 -13|74 85 -6 -11|0.9 25
2428 興勤|電子零組|28 14 8|89 90 -2 1|3.6 22
2429 銘旺科|光電業|-24 14 47|65 76 5 -21|0.8 36
2431 聯昌|電子零組|-30 -17 11|71 71 -19 9|0.1 13
2436 偉詮電|半導體業|21 6 -3|76 79 -10 -2|1.0 41
2439 美律|通信網路|24 7 -16|75 76 -4 -12|0.4 121
2441 超豐|半導體業|16 10 -2|99 100 6 4|1.1 70
2442 新美齊|建材營造|-61 -1 -328|66 66 9 -30|0.6 15
2444 兆勁|通信網路|-7 -17 5|86 86 18 13|0.2 17
2449 京元電子|半導體業|19 15 4|73 73 -18 -2|0.7 1351
2451 創見|半導體業|-1 -7 -4|65 83 -9 -13|0.3 80
2453 凌群|資訊服務|9 6 -3|86 96 8 7|1.0 54
2454 聯發科|半導體業|-5 7 -20|100 100 18 26|1.4 9702
2455 全新|通信網路|-16 -23 -63|79 88 12 3|0.8 725
2457 飛宏|電子零組|35 4 14|56 78 -7 -18|0.6 46
2458 義隆|半導體業|1 -2 -9|88 95 0 11|0.4 212
2464 盟立|其他電子|-3 4 18|77 81 -7 -7|0.3 493
2465 麗臺|電腦及週|59 -3 -9|41 61 -24 -36|0.3 21
2466 冠西電|光電業|50 61 45|100 100 157 137|2.3 44
2467 志聖|電子零組|27 31 -8|76 76 -8 1|0.4 246
2468 華經|資訊服務|101 16 7|89 92 10 8|0.7 30
2471 資通|資訊服務|0 9 3|88 88 8 3|0.4 23
2472 立隆電|電子零組|13 17 0|90 90 24 13|6.0 119
2474 可成|其他電子|81 42 34|84 84 -13 -4|0.4 611
2476 鉅祥|電子零組|17 16 1|73 76 -5 -13|0.4 73
2477 美隆電|其他電子|23 10 -4|66 66 -34 -8|0.2 13
2480 敦陽科|資訊服務|25 13 10|100 100 11 24|1.0 76
2481 強茂|半導體業|2 -1 0|71 76 -19 -14|0.8 35
2485 兆赫|通信網路|-64 -69 -14|63 75 -16 -23|0.8 10
2486 一詮|光電業|0 5 -4|76 82 -14 -1|0.4 719
2488 漢平|其他電子|76 65 31|98 98 21 25|0.4 23
2489 瑞軒|光電業|32 26 -15|67 73 -17 -29|0.6 43
2492 華新科|電子零組|7 3 -3|71 77 -12 -21|0.7 104
2493 揚博|電子零組|1 6 -3|78 78 -13 14|0.2 24
2495 普安|電腦及週|29 -0 2|78 78 -19 1|0.6 58
2497 怡利電|汽車工業|20 21 -1|64 64 -21 -0|0.3 26
2498 宏達電|通信網路|-38 -14 12|90 90 20 21|4.4 1346
2501 國建|建材營造|65 53 -17|57 71 -2 -24|0.6 27
2504 國產|建材營造|7 0 -4|78 78 -18 -16|0.3 147
2511 太子|建材營造|15 19 17|76 78 -1 -18|0.9 7
2515 中工|建材營造|64 42 16|59 68 -2 -30|0.8 70
2516 新建|建材營造|71 22 8|100 100 52 35|2.6 39
2520 冠德|建材營造|-9 16 -38|79 82 13 -15|0.5 114
2524 京城|建材營造|266 849 495|44 44 -22 -42|0.2 30
2527 宏璟|建材營造|-53 5603 4015|59 71 11 -26|0.3 7
2528 皇普|建材營造|25266600 8422306 6307197|73 76 4 -19|0.6 20
2530 華建|建材營造|-39 15731 -27375|70 74 4 -29|0.8 19
2534 宏盛|建材營造|666 194 175|80 80 -8 -20|0.6 15
2535 達欣工|建材營造|-15 -15 -18|90 94 12 -6|0.9 12
2536 宏普|建材營造|-23 -53 -268|79 85 10 -13|0.7 6
2537 聯上發|建材營造|98171 32709 10450|45 49 -14 -50|0.7 13
2539 櫻花建|建材營造|-57 na na|65 65 7 -32|0.6 21
2540 愛山林|建材營造|17 52 -6|41 42 4 -55|0.7 123
2542 興富發|建材營造|117 86 63|67 69 7 -31|0.4 147
2543 皇昌|建材營造|-13 -8 -21|86 86 -8 34|1.6 588
2545 皇翔|建材營造|-33 53 -356|82 82 13 4|0.5 27
2547 日勝生|建材營造|-34 -15 -16|87 92 11 -6|0.3 15
2548 華固|建材營造|-99 -99 -622|64 66 -7 -34|0.4 99
2597 潤弘|建材營造|6 15 -2|65 65 19 -30|0.9 50
2603 長榮|航運業|61 66 -1|85 85 -1 19|0.5 2971
2605 新興|航運業|-10 -12 -19|72 79 -8 -10|0.6 61
2606 裕民|航運業|-13 -1 -19|92 92 3 9|0.5 231
2607 榮運|航運業|22 8 -24|86 93 -2 -3|0.5 25
2609 陽明|航運業|62 63 5|79 80 -0 4|0.5 2602
2610 華航|航運業|14 12 1|94 94 12 10|0.7 667
2611 志信|航運業|11 10 -4|63 81 -4 -17|0.6 7
2612 中航|航運業|19 21 6|77 80 -8 -12|0.5 6
2613 中櫃|航運業|6 1 -3|64 78 -0 -11|0.2 25
2614 東森|其他|2 -2 -1|74 74 -14 -24|0.8 6
2615 萬海|航運業|72 66 4|68 68 -15 -6|0.3 641
2617 台航|航運業|-0 2 -9|72 84 -7 -15|0.8 13
2618 長榮航|航運業|7 5 -6|97 97 23 34|0.7 1568
2630 亞航|航運業|-16 2 -6|82 94 15 10|1.2 147
2633 台灣高鐵|航運業|6 2 -5|89 91 -6 -8|0.9 112
2634 漢翔|航運業|27 17 16|77 86 1 -12|0.6 149
2636 台驊控股|航運業|53 58 -16|68 83 -9 -16|0.5 20
2637 慧洋-KY|航運業|-18 -5 -27|77 77 -14 -12|0.7 309
2641 正德|航運業|6 12 -14|76 87 -4 -9|0.4 12
2645 長榮航太|航運業|56 24 13|86 100 12 4|1.7 123
2646 星宇航空|航運業|48 48 na|na na -5 na|0.9 105
2704 國賓|觀光餐旅|12 6 1|69 73 -9 -27|2.3 5
2707 晶華|觀光餐旅|-3 -5 2|80 92 -3 -8|2.4 40
2718 全心投控|建材營造|-98 -49 -487|53 55 -19 -42|0.4 6
2722 夏都|觀光餐旅|-17 -17 -1|50 72 -13 -26|2.7 7
2723 美食-KY|觀光餐旅|3 -2 5|100 100 18 27|2.1 40
2727 王品|觀光餐旅|-1 1 1|88 91 -6 7|0.7 70
2731 雄獅|觀光餐旅|24 11 -26|78 82 -7 -17|3.0 36
2739 寒舍|觀光餐旅|1 1 -3|67 76 -11 -23|2.7 15
2743 山富|觀光餐旅|-9 -4 -59|57 72 -8 -26|2.9 20
2745 五福|觀光餐旅|37 18 -53|81 97 12 5|3.6 28
2748 雲品|觀光餐旅|-3 -5 -9|76 95 3 -2|2.6 11
2753 八方雲集|觀光餐旅|16 11 2|90 94 1 -2|1.1 12
2801 彰銀|金融保險|24 7 -2|98 99 3 -1|1.1 320
2809 京城銀|金融保險|-1 -5 -40|75 85 2 -14|0.2 171
2812 台中銀|金融保險|-3 7 -4|96 96 5 5|1.2 50
2820 華票|金融保險|68 47 28|95 97 1 0|0.8 6
2834 臺企銀|金融保險|-0 -2 -9|79 80 -3 -19|0.6 116
2836 高雄銀|金融保險|28 23 8|89 92 -2 -7|1.0 9
2838 聯邦銀|金融保險|5 1 -10|91 98 1 3|0.9 10
2845 遠東銀|金融保險|-1 -0 -1|80 87 2 -10|0.6 51
2850 新產|金融保險|3 6 1|95 95 4 8|0.7 18
2851 中再保|金融保險|3 5 -0|92 93 -4 -3|0.5 14
2852 第一保|金融保險|-3 3 -3|97 97 10 9|1.0 6
2855 統一證|金融保險|6 225 122|90 93 1 -5|0.7 67
2880 華南金|金融保險|18 10 -3|100 100 11 6|0.6 373
2881 富邦金|金融保險|315 305 168|97 97 -0 4|0.9 1018
2882 國泰金|金融保險|6 51 13|94 94 -4 6|0.7 1278
2883 凱基金|金融保險|511 289 95|93 93 2 6|0.7 666
2884 玉山金|金融保險|14 -5 -20|96 97 3 5|0.9 441
2885 元大金|金融保險|30 52 26|98 98 7 7|0.8 499
2886 兆豐金|金融保險|-6 -6 -16|94 94 0 -6|0.8 487
2887 台新新光金|金融保險|27 23 -5|87 87 1 -11|0.7 501
2888 新光金|金融保險|171 64 962|91 91 8 14|1.2 616
2889 國票金|金融保險|12 25 7|84 91 -2 -5|0.3 61
2890 永豐金|金融保險|12 14 -6|86 87 -1 -12|0.7 369
2891 中信金|金融保險|63 66 17|98 98 9 10|0.7 1155
2892 第一金|金融保險|17 8 1|98 98 3 -2|0.8 307
2903 遠百|貿易百貨|-5 -3 1|65 71 -15 -28|1.3 119
2905 三商|貿易百貨|174 261 33|76 76 -6 -19|0.8 9
2908 特力|貿易百貨|14 6 2|95 96 -0 -2|0.9 8
2912 統一超|貿易百貨|6 6 -1|85 85 -13 -4|1.3 334
2913 農林|貿易百貨|42 38 24|82 83 -10 -14|0.7 16
2915 潤泰全|貿易百貨|120 48 37|83 83 -12 -15|0.3 196
2929 淘帝-KY|貿易百貨|-7 -10 2|80 80 4 38|0.2 20
3003 健和興|電子零組|20 18 8|72 72 -5 -7|0.3 56
3004 豐達科|鋼鐵工業|11 8 -7|82 98 11 0|0.9 8
3005 神基|電腦及週|11 3 -0|80 100 9 17|1.4 297
3006 晶豪科|半導體業|2 -0 -14|56 66 -13 -31|0.5 65
3008 大立光|光電業|18 3 -23|88 88 23 2|1.3 2374
3010 華立|電子通路|21 18 -3|77 81 -7 -16|0.4 57
3011 今皓|電子零組|2 1 -1|52 55 -40 -39|0.7 21
3013 晟銘電|電腦及週|119 55 6|76 76 -16 21|0.3 1432
3014 聯陽|半導體業|1 13 6|76 90 2 -7|0.4 81
3015 全漢|電子零組|19 0 11|91 91 12 15|0.4 133
3016 嘉晶|半導體業|-10 -5 -2|58 63 -28 -36|0.6 19
3017 奇鋐|電腦及週|18 25 1|65 73 -17 -17|1.1 3730
3019 亞光|光電業|37 31 2|84 84 54 77|0.9 2421
3021 鴻名|電子零組|-10 8 -9|60 60 -35 -8|0.4 7
3022 威強電|電腦及週|14 -0 8|78 89 0 -7|0.3 26
3023 信邦|電子零組|21 13 11|78 83 -2 -18|1.1 303
3024 憶聲|光電業|576 320 239|72 72 -1 -28|0.3 23
3025 星通|通信網路|-64 17 -22|78 78 -5 14|0.2 101
3026 禾伸堂|電子零組|21 10 12|87 94 -3 -2|0.8 22
3027 盛達|通信網路|29 13 -18|60 73 -13 -23|0.2 8
3028 增你強|電子通路|7 5 -9|85 89 -7 -9|0.5 6
3029 零壹|資訊服務|76 61 27|76 76 26 26|0.6 466
3030 德律|其他電子|-26 34 -24|64 74 -10 -18|0.8 119
3031 佰鴻|光電業|14 -3 -12|88 88 5 12|0.5 51
3032 偉訓|電子零組|-6 -4 4|76 76 22 30|0.3 290
3033 威健|電子通路|42 35 8|90 94 -3 3|0.5 32
3034 聯詠|半導體業|-2 -7 -1|83 97 6 2|1.1 1137
3035 智原|半導體業|14 4 12|48 72 -10 -27|0.6 886
3036 文曄|電子通路|63 38 -28|63 93 0 7|0.5 234
3037 欣興|電子零組|14 14 3|59 69 -23 -30|1.2 1404
3038 全台|光電業|-10 -9 8|72 92 2 -7|0.5 11
3040 遠見|其他|-6 -9 4|90 90 18 49|0.3 25
